"ROLE_MBR_ID","OBJ_ID","ROLE_ID","MBR_ID","MBR_TYP_CD"
"KFS747","KFS747","54","KFS3383108331","P"
"KFS748","KFS748","54","KFS5822600575","P"
"KFS749","KFS749","54","KFS5248201148","P"
"KFS75","KFS75","54","KFS1466201279","P"
"KFS750","KFS750","54","KFS2198202350","P"
"KFS751","KFS751","54","KFS2766501199","P"
"KFS752","KFS752","54","KFS2208900926","P"
"KFS753","KFS753","54","KFS5468701656","P"
"KFS754","KFS754","54","KFS4685602389","P"
"KFS755","KFS755","54","KFS4277405545","P"
"KFS756","KFS756","54","KFS5254708562","P"
"KFS757","KFS757","54","KFS2788101156","P"
"KFS758","KFS758","54","KFS1463703123","P"
"KFS759","KFS759","54","KFS5309207209","P"
"KFS76","KFS76","54","KFS4813308951","P"
"KFS760","KFS760","54","KFS2117500270","P"
"KFS761","KFS761","54","KFS2257903278","P"
"KFS762","KFS762","54","KFS2600805164","P"
"KFS763","KFS763","54","KFS5067806570","P"
"KFS764","KFS764","54","KFS5801103380","P"
"KFS765","KFS765","54","KFS5740007891","P"
"KFS766","KFS766","54","KFS1525600953","P"
"KFS767","KFS767","54","KFS3862706178","P"
"KFS768","KFS768","54","KFS3749301116","P"
"KFS769","KFS769","54","KFS3767304426","P"
"KFS77","KFS77","54","KFS2595801199","P"
"KFS770","KFS770","54","KFS4995109185","P"
"KFS771","KFS771","54","KFS2253102501","P"
"KFS772","KFS772","54","KFS5012508745","P"
"KFS773","KFS773","54","KFS4521601311","P"
"KFS774","KFS774","54","KFS5607503790","P"
"KFS775","KFS775","54","KFS2625401275","P"
"KFS776","KFS776","54","KFS3516904968","P"
"KFS777","KFS777","54","KFS5876509454","P"
"KFS778","KFS778","54","KFS2656601272","P"
"KFS779","KFS779","54","KFS3027305567","P"
"KFS78","KFS78","54","KFS5811904314","P"
"KFS785","KFS785","54","KFS4720609668","P"
"KFS786","KFS786","54","KFS4800204985","P"
"KFS787","KFS787","54","KFS3409204973","P"
"KFS788","KFS788","54","KFS5175504470","P"
"KFS789","KFS789","54","KFS1659102154","P"
"KFS79","KFS79","54","KFS4179703037","P"
"KFS790","KFS790","54","KFS1531507338","P"
"KFS791","KFS791","54","KFS2056202906","P"
"KFS792","KFS792","54","KFS3236004643","P"
"KFS793","KFS793","54","KFS1867204529","P"
"KFS794","KFS794","54","KFS5412209968","P"
"KFS795","KFS795","54","KFS4816704135","P"
"KFS796","KFS796","54","KFS2251000129","P"
"KFS797","KFS797","54","KFS3480207161","P"
"KFS798","KFS798","54","KFS5951409987","P"
"KFS799","KFS799","54","KFS1206006319","P"
"KFS8","KFS8","54","KFS1959008511","P"
"KFS80","KFS80","54","KFS2065607872","P"
"KFS800","KFS800","54","KFS2820008053","P"
"KFS801","KFS801","54","KFS1329701509","P"
"KFS802","KFS802","54","KFS4507204997","P"
"KFS803","KFS803","54","KFS2382401375","P"
"KFS804","KFS804","54","KFS2311506822","P"
"KFS805","KFS805","54","KFS1772009053","P"
"KFS807","KFS807","54","KFS3501703237","P"
"KFS808","KFS808","54","KFS4192500130","P"
"KFS809","KFS809","54","KFS4244207032","P"
"KFS81","KFS81","54","KFS1435601504","P"
"KFS810","KFS810","54","KFS3552808023","P"
"KFS811","KFS811","54","KFS3372102879","P"
"KFS812","KFS812","54","KFS4445203670","P"
"KFS813","KFS813","54","KFS2155107462","P"
"KFS815","KFS815","54","KFS3302806400","P"
"KFS816","KFS816","54","KFS4333007056","P"
"KFS817","KFS817","54","KFS3428508900","P"
"KFS818","KFS818","54","KFS5360707517","P"
"KFS819","KFS819","54","KFS6139306823","P"
"KFS82","KFS82","54","KFS3373403412","P"
"KFS820","KFS820","54","KFS5025501749","P"
"KFS821","KFS821","54","KFS5293405344","P"
"KFS827","KFS827","54","KFSU000000004","P"
"KFS828","KFS828","54","KFSI000000001","P"
"KFS829","KFS829","54","KFSI000000002","P"
"KFS83","KFS83","54","KFS3002005569","P"
"KFS830","KFS830","54","KFSI000000003","P"
"KFS831","KFS831","54","KFSI000000004","P"
"KFS832","KFS832","54","KFSI000000005","P"
"KFS833","KFS833","54","KFSI000000006","P"
"KFS834","KFS834","54","KFSI000000007","P"
"KFS835","KFS835","54","KFSI000000008","P"
"KFS836","KFS836","54","KFSI000000009","P"
"KFS837","KFS837","54","KFSI000000010","P"
"KFS838","KFS838","54","KFSC000000001","P"
"KFS839","KFS839","54","KFSC000000002","P"
"KFS84","KFS84","54","KFS2479206997","P"
"KFS840","KFS840","54","KFSC000000003","P"
"KFS841","KFS841","54","KFSC000000004","P"
"KFS842","KFS842","54","KFSC000000005","P"
"KFS843","KFS843","54","KFSC000000006","P"
"KFS844","KFS844","54","KFSC000000007","P"
"KFS845","KFS845","54","KFSC000000008","P"
"KFS846","KFS846","54","KFSC000000009","P"
"KFS847","KFS847","54","KFSC000000010","P"
"KFS848","KFS848","54","KFSD000000001","P"
"KFS849","KFS849","54","KFSD000000002","P"
"KFS85","KFS85","54","KFS5331903365","P"
"KFS850","KFS850","54","KFSD000000003","P"
"KFS851","KFS851","54","KFSD000000004","P"
"KFS852","KFS852","54","KFSD000000005","P"
"KFS853","KFS853","54","KFSD000000006","P"
"KFS854","KFS854","54","KFSD000000007","P"
"KFS855","KFS855","54","KFSD000000008","P"
"KFS856","KFS856","54","KFSD000000009","P"
"KFS857","KFS857","54","KFSD000000010","P"
"KFS858","KFS858","54","KFSA000000001","P"
"KFS859","KFS859","54","KFSA000000002","P"
"KFS86","KFS86","54","KFS1950502955","P"
"KFS860","KFS860","54","KFSA000000003","P"
"KFS861","KFS861","54","KFSA000000004","P"
"KFS862","KFS862","54","KFSA000000005","P"
"KFS863","KFS863","54","KFSA000000006","P"
"KFS864","KFS864","54","KFSA000000007","P"
"KFS865","KFS865","54","KFSA000000008","P"
"KFS866","KFS866","54","KFSA000000009","P"
"KFS867","KFS867","54","KFSA000000010","P"
"KFS868","KFS868","54","KFSM000000001","P"
"KFS869","KFS869","54","KFSM000000002","P"
"KFS87","KFS87","54","KFS5694307882","P"
"KFS870","KFS870","54","KFSM000000003","P"
"KFS871","KFS871","54","KFSM000000004","P"
"KFS872","KFS872","54","KFSM000000005","P"
"KFS873","KFS873","54","KFSM000000006","P"
"KFS874","KFS874","54","KFSM000000007","P"
"KFS875","KFS875","54","KFSM000000008","P"
"KFS876","KFS876","54","KFSM000000009","P"
"KFS877","KFS877","54","KFSM000000010","P"
"KFS878","KFS878","54","KFSU000000001","P"
"KFS879","KFS879","54","KFSU000000002","P"
"KFS88","KFS88","54","KFS4542806317","P"
"KFS880","KFS880","54","KFSU000000003","P"
"KFS881","KFS881","54","KFSU000000005","P"
"KFS882","KFS882","54","KFSU000000006","P"
"KFS883","KFS883","54","KFSU000000007","P"
"KFS884","KFS884","54","KFSU000000008","P"
"KFS885","KFS885","54","KFSU000000009","P"
"KFS886","KFS886","54","KFSU000000010","P"
"KFS887","KFS887","54","KFSH000000001","P"
"KFS888","KFS888","54","KFSH000000002","P"
"KFS889","KFS889","54","KFSH000000003","P"
"KFS89","KFS89","54","KFS5089905442","P"
"KFS890","KFS890","54","KFSH000000004","P"
"KFS891","KFS891","54","KFSH000000005","P"
"KFS892","KFS892","54","KFSH000000006","P"
"KFS893","KFS893","54","KFSH000000007","P"
"KFS894","KFS894","54","KFSH000000008","P"
"KFS895","KFS895","54","KFSH000000009","P"
"KFS896","KFS896","54","KFSH000000010","P"
"KFS898","KFS898","54","KFS3898405507","P"
"KFS899","KFS899","54","KFS1509103107","P"
"KFS9","KFS9","54","KFS6219408423","P"
"KFS90","KFS90","54","KFS4161901639","P"
"KFS900","KFS900","54","KFS4818506871","P"
"KFS901","KFS901","54","KFS4818506871","P"
"KFS902","KFS902","54","KFS2130202257","P"
"KFS903","KFS903","54","KFS5424404553","P"
"KFS91","KFS91","54","KFS2659604340","P"
"KFS92","KFS92","54","KFS1271001025","P"
"KFS93","KFS93","54","KFS1659405606","P"
"KFS94","KFS94","54","KFS5755900139","P"
"KFS95","KFS95","54","KFS2591702869","P"
"KFS96","KFS96","54","KFS1239102444","P"
"KFS97","KFS97","54","KFS3639507871","P"
"KFS98","KFS98","54","KFS1364506195","P"
"KFS99","KFS99","54","KFS2642509031","P"
"KFS1178","KFS1178","55","KFS6276904397","P"
"KFS1278","KFS1278","56","KFS5752908620","P"
"KFS1279","KFS1279","56","KFS5614708043","P"
"KFS1280","KFS1280","56","KFS5151809337","P"
"KFS1337","KFS1337","56","22","R"
"KFS1306","KFS1306","6","5","R"
"KFS1352","KFS1352","6","35","R"
"KFS904","KFS904","6","KFSA000000001","P"
"KFS905","KFS905","6","KFSA000000002","P"
"KFS906","KFS906","6","KFSA000000003","P"
"KFS907","KFS907","6","KFSA000000004","P"
"KFS908","KFS908","6","KFSA000000005","P"
"KFS909","KFS909","6","KFSA000000005","P"
"KFS910","KFS910","6","KFSA000000005","P"
"KFS1281","KFS1281","62","KFS2","P"
"KFS1324","KFS1324","63","51","R"
"KFS1169","KFS1169","65","KFS3949401795","P"
"KFS1693","KFS1693","68","KFS2059604038","P"
"KFS1694","KFS1694","68","KFS2620008671","P"
"KFS1695","KFS1695","68","KFS3682507451","P"
"KFS1696","KFS1696","68","KFS4329502868","P"
"KFS1697","KFS1697","68","KFS2615708929","P"
"KFS1698","KFS1698","68","KFS5390502344","P"
"KFS1699","KFS1699","68","KFS1249702947","P"
"KFS1700","KFS1700","68","KFS2100108872","P"
"KFS1701","KFS1701","68","KFS6098801303","P"
"KFS1285","KFS1285","7","KFS2422606713","P"
"KFS1286","KFS1286","7","KFS5759504722","P"
"KFS1287","KFS1287","7","KFS2210608902","P"
"KFS1288","KFS1288","7","KFS3075402167","P"
"KFS1348","KFS1348","70","22","R"
"KFS1349","KFS1349","70","16","R"
"KFS1602","KFS1602","75","41","R"
"KFS1603","KFS1603","75","81","R"
"KFS1662","KFS1662","76","KFS1416100736","P"
"KFS1663","KFS1663","76","KFS4576403588","P"
"KFS1664","KFS1664","76","KFS5187400048","P"
"KFS1665","KFS1665","76","KFS4986309372","P"
"KFS1666","KFS1666","76","KFS4189006519","P"
"KFS1667","KFS1667","76","KFS5917508140","P"
"KFS1668","KFS1668","76","KFS5390502344","P"
"KFS1669","KFS1669","76","KFS1394308640","P"
"KFS1702","KFS1702","79","KFS2906405069","P"
"KFS1293","KFS1293","8","KFS1668303757","P"
"KFS1294","KFS1294","8","KFS3082302550","P"
"KFS1295","KFS1295","8","KFS4657500196","P"
"KFS1345","KFS1345","8","39","R"
"KFS1604","KFS1604","80","41","R"
"KFS1605","KFS1605","80","81","R"
"KFS1338","KFS1338","81","36","R"
"KFS1340","KFS1340","81","65","R"
"KFS1341","KFS1341","81","65","R"
"KFS1342","KFS1342","81","65","R"
"KFS1343","KFS1343","81","65","R"
"KFS1344","KFS1344","81","65","R"
"KFS1612","KFS1612","81","KFS2595801199","P"
"KFS1613","KFS1613","81","KFS2566903942","P"
"KFS1614","KFS1614","81","KFS1184605262","P"
"KFS1615","KFS1615","81","KFS1271304676","P"
"KFS1616","KFS1616","81","KFS3153306089","P"
"KFS1617","KFS1617","81","KFS3712704766","P"
"KFS1618","KFS1618","81","KFS1106901514","P"
"KFS1619","KFS1619","81","KFS1529707192","P"
"KFS1620","KFS1620","81","KFS5331201785","P"
"KFS1621","KFS1621","81","KFS2620008671","P"
"KFS1622","KFS1622","81","KFS3879106523","P"
"KFS1623","KFS1623","81","KFS1271001025","P"
"KFS1624","KFS1624","81","KFS3736906932","P"
"KFS1625","KFS1625","81","KFS4075208273","P"
"KFS1626","KFS1626","81","KFS5598104606","P"
"KFS1627","KFS1627","81","KFS1373503598","P"
"KFS1628","KFS1628","81","KFS4445203670","P"
"KFS1629","KFS1629","81","KFS3445505002","P"
"KFS1630","KFS1630","81","KFS1701207121","P"
"KFS1631","KFS1631","81","KFS1373005978","P"
"KFS1632","KFS1632","81","KFS1373005978","P"
"KFS1633","KFS1633","81","KFS4431400488","P"
"KFS1634","KFS1634","81","KFS1309104027","P"
"KFS1635","KFS1635","81","KFS5412209968","P"
"KFS1636","KFS1636","81","KFS4333007056","P"
"KFS1637","KFS1637","81","KFS2168808105","P"
"KFS1638","KFS1638","81","KFS3949401795","P"
"KFS1641","KFS1641","81","KFS3608607904","P"
"KFS1642","KFS1642","81","KFS2906405069","P"
"KFS1643","KFS1643","81","KFS3898405507","P"
"KFS1644","KFS1644","81","KFS1183109030","P"
"KFS1645","KFS1645","81","KFS4161901639","P"
"KFS1646","KFS1646","81","KFS1545104915","P"
"KFS1647","KFS1647","81","KFS4052406505","P"
"KFS1648","KFS1648","81","KFS3344600883","P"
"KFS1649","KFS1649","81","KFS4336803918","P"
"KFS1650","KFS1650","81","KFS5729300245","P"
"KFS1651","KFS1651","81","KFS3264700400","P"
"KFS1652","KFS1652","81","KFS5331903365","P"
"KFS1653","KFS1653","81","KFS6276904397","P"
"KFS1654","KFS1654","81","KFS1308508136","P"
"KFS1606","KFS1606","84","22","R"
"KFS1607","KFS1607","84","26","R"
"KFS1608","KFS1608","84","27","R"
"KFS1609","KFS1609","84","85","R"
"KFS1610","KFS1610","84","54","R"
"KFS1611","KFS1611","84","32","R"
