freq_cd|freq_desc|ver_nbr|obj_id|
QF18|Quarterly on months February, May, August and November on the 18th of each of those months|1.0|8529CD4847CE060AE0404F8189D81C0B|
QF19|Quarterly on months February, May, August and November on the 19th of each of those months|1.0|8529CD4847CF060AE0404F8189D81C0B|
QF20|Quarterly on months February, May, August and November on the 20th of each of those months|1.0|8529CD4847D0060AE0404F8189D81C0B|
QF21|Quarterly on months February, May, August and November on the 21st of each of those months|1.0|8529CD4847D1060AE0404F8189D81C0B|
QF22|Quarterly on months February, May, August and November on the 22nd of each of those months|1.0|8529CD4847D2060AE0404F8189D81C0B|
QF23|Quarterly on months February, May, August and November on the 23rd of each of those months|1.0|8529CD4847D3060AE0404F8189D81C0B|
QF24|Quarterly on months February, May, August and November on the 24th of each of those months|1.0|8529CD4847D4060AE0404F8189D81C0B|
QF25|Quarterly on months February, May, August and November on the 25th of each of those months|1.0|8529CD4847D5060AE0404F8189D81C0B|
QF26|Quarterly on months February, May, August and November on the 26th of each of those months|1.0|8529CD4847D6060AE0404F8189D81C0B|
QF27|Quarterly on months February, May, August and November on the 27th of each of those months|1.0|8529CD4847D7060AE0404F8189D81C0B|
QF28|Quarterly on months February, May, August and November on the 28th of each of those months|1.0|8529CD4847D8060AE0404F8189D81C0B|
QF29|Quarterly on months February, May, August and November on the 29th of each of those months|1.0|8529CD4847D9060AE0404F8189D81C0B|
QF30|Quarterly on months February, May, August and November on the 30th of each of those months|1.0|8529CD4847DA060AE0404F8189D81C0B|
QF31|Quarterly on months February, May, August and November on the 31st of each of those months|1.0|8529CD4847DB060AE0404F8189D81C0B|
QFME|Quarterly on months February, May, August and November on the Month End of each of those months|1.0|8529CD4847DC060AE0404F8189D81C0B|
QJ01|Quarterly on months January, April, July and October on the 1st of each of those months|1.0|8529CD4847DD060AE0404F8189D81C0B|
QJ02|Quarterly on months January, April, July and October on the 2nd of each of those months|1.0|8529CD4847DE060AE0404F8189D81C0B|
QJ03|Quarterly on months January, April, July and October on the 3rd of each of those months|1.0|8529CD4847DF060AE0404F8189D81C0B|
QJ04|Quarterly on months January, April, July and October on the 4th of each of those months|1.0|8529CD4847E0060AE0404F8189D81C0B|
QJ05|Quarterly on months January, April, July and October on the 5th of each of those months|1.0|8529CD4847E1060AE0404F8189D81C0B|
QJ06|Quarterly on months January, April, July and October on the 6th of each of those months|1.0|8529CD4847E2060AE0404F8189D81C0B|
QJ07|Quarterly on months January, April, July and October on the 7th of each of those months|1.0|8529CD4847E3060AE0404F8189D81C0B|
QJ08|Quarterly on months January, April, July and October on the 8th of each of those months|1.0|8529CD4847E4060AE0404F8189D81C0B|
QJ09|Quarterly on months January, April, July and October on the 9th of each of those months|1.0|8529CD4847E5060AE0404F8189D81C0B|
QJ10|Quarterly on months January, April, July and October on the 10th of each of those months|1.0|8529CD4847E6060AE0404F8189D81C0B|
QJ11|Quarterly on months January, April, July and October on the 11th of each of those months|1.0|8529CD4847E7060AE0404F8189D81C0B|
QJ12|Quarterly on months January, April, July and October on the 12th of each of those months|1.0|8529CD4847E8060AE0404F8189D81C0B|
QJ13|Quarterly on months January, April, July and October on the 13th of each of those months|1.0|8529CD4847E9060AE0404F8189D81C0B|
QJ14|Quarterly on months January, April, July and October on the 14th of each of those months|1.0|8529CD4847EA060AE0404F8189D81C0B|
QJ15|Quarterly on months January, April, July and October on the 15th of each of those months|1.0|8529CD4847EB060AE0404F8189D81C0B|
QJ16|Quarterly on months January, April, July and October on the 16th of each of those months|1.0|8529CD4847EC060AE0404F8189D81C0B|
QJ17|Quarterly on months January, April, July and October on the 17th of each of those months|1.0|8529CD4847ED060AE0404F8189D81C0B|
QJ18|Quarterly on months January, April, July and October on the 18th of each of those months|1.0|8529CD4847EE060AE0404F8189D81C0B|
QJ19|Quarterly on months January, April, July and October on the 19th of each of those months|1.0|8529CD4847EF060AE0404F8189D81C0B|
QJ20|Quarterly on months January, April, July and October on the 20th of each of those months|1.0|8529CD4847F0060AE0404F8189D81C0B|
QJ21|Quarterly on months January, April, July and October on the 21st of each of those months|1.0|8529CD4847F1060AE0404F8189D81C0B|
QJ22|Quarterly on months January, April, July and October on the 22nd of each of those months|1.0|8529CD4847F2060AE0404F8189D81C0B|
QJ23|Quarterly on months January, April, July and October on the 23rd of each of those months|1.0|8529CD4847F3060AE0404F8189D81C0B|
QJ24|Quarterly on months January, April, July and October on the 24th of each of those months|1.0|8529CD4847F4060AE0404F8189D81C0B|
QJ25|Quarterly on months January, April, July and October on the 25th of each of those months|1.0|8529CD4847F5060AE0404F8189D81C0B|
QJ26|Quarterly on months January, April, July and October on the 26th of each of those months|1.0|8529CD4847F6060AE0404F8189D81C0B|
QJ27|Quarterly on months January, April, July and October on the 27th of each of those months|1.0|8529CD4847F7060AE0404F8189D81C0B|
QJ28|Quarterly on months January, April, July and October on the 28th of each of those months|1.0|8529CD4847F8060AE0404F8189D81C0B|
QJ29|Quarterly on months January, April, July and October on the 29th of each of those months|1.0|8529CD4847F9060AE0404F8189D81C0B|
QJ30|Quarterly on months January, April, July and October on the 30th of each of those months|1.0|8529CD4847FA060AE0404F8189D81C0B|
QJ31|Quarterly on months January, April, July and October on the 31st of each of those months|1.0|8529CD4847FB060AE0404F8189D81C0B|
QJME|Quarterly on months January, April, July and October on the Month End of each of those months|1.0|8529CD4847FC060AE0404F8189D81C0B|
QM01|Quarterly on months March, June, September and December on the 1st of each of those months|1.0|8529CD4847FD060AE0404F8189D81C0B|
QM02|Quarterly on months March, June, September and December on the 2nd of each of those months|1.0|8529CD4847FE060AE0404F8189D81C0B|
QM03|Quarterly on months March, June, September and December on the 3rd of each of those months|1.0|8529CD4847FF060AE0404F8189D81C0B|
QM04|Quarterly on months March, June, September and December on the 4th of each of those months|1.0|8529CD484800060AE0404F8189D81C0B|
QM05|Quarterly on months March, June, September and December on the 5th of each of those months|1.0|8529CD484801060AE0404F8189D81C0B|
QM06|Quarterly on months March, June, September and December on the 6th of each of those months|1.0|8529CD484802060AE0404F8189D81C0B|
QM07|Quarterly on months March, June, September and December on the 7th of each of those months|1.0|8529CD484803060AE0404F8189D81C0B|
QM08|Quarterly on months March, June, September and December on the 8th of each of those months|1.0|8529CD484804060AE0404F8189D81C0B|
QM09|Quarterly on months March, June, September and December on the 9th of each of those months|1.0|8529CD484805060AE0404F8189D81C0B|
QM10|Quarterly on months March, June, September and December on the 10th of each of those months|1.0|8529CD484806060AE0404F8189D81C0B|
QM11|Quarterly on months March, June, September and December on the 11th of each of those months|1.0|8529CD484807060AE0404F8189D81C0B|
QM12|Quarterly on months March, June, September and December on the 12th of each of those months|1.0|8529CD484808060AE0404F8189D81C0B|
QM13|Quarterly on months March, June, September and December on the 13th of each of those months|1.0|8529CD484809060AE0404F8189D81C0B|
QM14|Quarterly on months March, June, September and December on the 14th of each of those months|1.0|8529CD48480A060AE0404F8189D81C0B|
QM15|Quarterly on months March, June, September and December on the 15th of each of those months|1.0|8529CD48480B060AE0404F8189D81C0B|
QM16|Quarterly on months March, June, September and December on the 16th of each of those months|1.0|8529CD48480C060AE0404F8189D81C0B|
QM17|Quarterly on months March, June, September and December on the 17th of each of those months|1.0|8529CD48480D060AE0404F8189D81C0B|
QM18|Quarterly on months March, June, September and December on the 18th of each of those months|1.0|8529CD48480E060AE0404F8189D81C0B|
QM19|Quarterly on months March, June, September and December on the 19th of each of those months|1.0|8529CD48480F060AE0404F8189D81C0B|
QM20|Quarterly on months March, June, September and December on the 20th of each of those months|1.0|8529CD484810060AE0404F8189D81C0B|
QM21|Quarterly on months March, June, September and December on the 21st of each of those months|1.0|8529CD484811060AE0404F8189D81C0B|
QM22|Quarterly on months March, June, September and December on the 22nd of each of those months|1.0|8529CD484812060AE0404F8189D81C0B|
QM23|Quarterly on months March, June, September and December on the 23rd of each of those months|1.0|8529CD484813060AE0404F8189D81C0B|
QM24|Quarterly on months March, June, September and December on the 24th of each of those months|1.0|8529CD484814060AE0404F8189D81C0B|
QM25|Quarterly on months March, June, September and December on the 25th of each of those months|1.0|8529CD484815060AE0404F8189D81C0B|
QM26|Quarterly on months March, June, September and December on the 26th of each of those months|1.0|8529CD484816060AE0404F8189D81C0B|
QM27|Quarterly on months March, June, September and December on the 27th of each of those months|1.0|8529CD484817060AE0404F8189D81C0B|
QM28|Quarterly on months March, June, September and December on the 28th of each of those months|1.0|8529CD484818060AE0404F8189D81C0B|
QM29|Quarterly on months March, June, September and December on the 29th of each of those months|1.0|8529CD484819060AE0404F8189D81C0B|
QM30|Quarterly on months March, June, September and December on the 30th of each of those months|1.0|8529CD48481A060AE0404F8189D81C0B|
QM31|Quarterly on months March, June, September and December on the 31st of each of those months|1.0|8529CD48481B060AE0404F8189D81C0B|
QMME|Quarterly on months March, June, September and December on the Month End of each of those months|1.0|8529CD48481C060AE0404F8189D81C0B|
S01|Semi-Monthly on the 1st and the 16th|1.0|8529CD48481D060AE0404F8189D81C0B|
S02|Semi-Monthly on the 2nd and the 17th|1.0|8529CD48481E060AE0404F8189D81C0B|
S03|Semi-Monthly on the 3rd and the 18th|1.0|8529CD48481F060AE0404F8189D81C0B|
S04|Semi-Monthly on the 4th and the 19th|1.0|8529CD484820060AE0404F8189D81C0B|
S05|Semi-Monthly on the 5th and the 20th|1.0|8529CD484821060AE0404F8189D81C0B|
S06|Semi-Monthly on the 6th and the 21st|1.0|8529CD484822060AE0404F8189D81C0B|
S07|Semi-Monthly on the 7th and the 22nd|1.0|8529CD484823060AE0404F8189D81C0B|
S08|Semi-Monthly on the 8th and the 23rd|1.0|8529CD484824060AE0404F8189D81C0B|
S09|Semi-Monthly on the 9th and the 24th|1.0|8529CD484825060AE0404F8189D81C0B|
S10|Semi-Monthly on the 10th and the 25th|1.0|8529CD484826060AE0404F8189D81C0B|
S11|Semi-Monthly on the 11th and the 26th|1.0|8529CD484827060AE0404F8189D81C0B|
S12|Semi-Monthly on the 12th and the 27th|1.0|8529CD484828060AE0404F8189D81C0B|
S13|Semi-Monthly on the 13th and the 28th|1.0|8529CD484829060AE0404F8189D81C0B|
S14|Semi-Monthly on the 14th and the 29th|1.0|8529CD48482A060AE0404F8189D81C0B|
S15|Semi-Monthly on the 15th and the 30th|1.0|8529CD48482B060AE0404F8189D81C0B|
WFRI|Weekly on Fridays|1.0|8529CD48482C060AE0404F8189D81C0B|
WMON|Weekly on Mondays|1.0|8529CD48482D060AE0404F8189D81C0B|
WTHU|Weekly on Thursdays|1.0|8529CD48482E060AE0404F8189D81C0B|
WTUE|Weekly on Tuesdays|1.0|8529CD48482F060AE0404F8189D81C0B|
WWED|Weekly on Wednesdays|1.0|8529CD484830060AE0404F8189D81C0B|
