"PERM_ID","OBJ_ID","VER_NBR","PERM_TMPL_ID","NMSPC_CD","NM","DESC_TXT","ACTV_IND"
"KFS10503","KFS-PERM-091","1","41","KFS-TEM","Modify Accounting Lines TA Account advanceAccountingLines","The ability to modify accounting lines associated with the travel advance on travel authorization documents (though, if the parameters to fill in the accounting line is set, the line will still be ineditable).","Y"
"KFS10508","KFS-PERM-092","1","41","KFS-TEM","Modify Accounting Lines TA Travel advanceAccountingLines","The ability to modify accounting lines associated with the travel advance on travel authorization documents (though, if the parameters to fill in the accounting line is set, the line will still be ineditable).","Y"
"KFS10513","KFS-PERM-093","1","41","KFS-TEM","Modify Accounting Lines TT Travel sourceAccountingLines","The ability to modify accounting lines associated with expenses on travel documents at the Travel node.","Y"
"KFS10518","KFS-PERM-094","1","42","KFS-TEM","Create / Maintain Record(s) TTP","The permission to create or maintain records of TTP (TEM Profile).  Please also view the KFS-TEM Edit My TEM Profile and KFS-TEM Edit All TEM Profiles for more information on creating or maintaining TEM Profiles.","Y"
"KFS10544","KFS-PERM-095","1","2","KFS-TEM","Copy Document TRV","The ability to copy a TRV document.","Y"
"KFS10668","KFS-PERM-096","1","10","KFS-TEM","Initiate Document TTA","Permission to initiate a Travel Arranger Document","Y"
"KFS10698","KFS-PERM-098","1","31","KFS-TEM","Use Transactional Document TTA travelerEntry","The ability for a traveler to edit the checkboxes on a TTA document","Y"
"KFS10715","KFS-PERM-099","1","4","KFS-FP","Blanket Approve Document DV","The permission to blanket approve a Disbursement Voucher document.","Y"
"KFS10721","KFS-PERM-100","1","48","KFS-TEM","Edit Bank Code ENT","Users who can edit the Bank Code field on the Entertainment Document.","Y"
"KFS10722","KFS-PERM-101","1","48","KFS-TEM","Edit Bank Code RELO","Users who can edit the Bank Code field on the Relocation Document.","Y"
"KFS10723","KFS-PERM-102","1","48","KFS-TEM","Edit Bank Code TRV","Users who can edit the Bank Code field on the Travel Documents.","Y"
"KFS10730","KFS-PERM-103","1","10","KFS-TEM","Initiate Document TTP","The ability to initiate the TTP (TEM Profile Maintenance Document). Please also view the KFS-TEM Edit My TEM Profile and KFS-TEM Edit All TEM Profiles for more information on initiating TEM Profile maintenance documents.","Y"
"KFS10733","KFS-PERM-104","1","1","KFS-TEM","Edit My TEM Profile","The permission for a user to create and maintain their a TEM Profile record for themselves.","Y"
"KFS10735","KFS-PERM-105","1","1","KFS-TEM","Edit All TEM Profiles","The permission for a user to maintain a TEM Profile record for any entity in the system with either a KIM principal or AR Customer information.","Y"
"KFS10738","KFS-PERM-106","1","1","KFS-TEM","Create All TEM Profiles","The permission for a user to create a TEM Profile record for any entity in the system with either a KIM principal or AR Customer information.","Y"
"KFS10746","KFS-PERM-107","1","31","KFS-TEM","Use Transactional Document TT expenseLimitEntry","The ability to edit the expense limit on travel, entertainment, and moving and relocation documents.","Y"
"KFS10754","KFS-PERM-108","1","31","KFS-TEM","Use Transactional Document TT frnEntry","The ability to edit foreign draft information on travel, relocation, and entertainment documents.","Y"
"KFS10758","KFS-PERM-109","1","31","KFS-TEM","Use Transactional Document TT wireEntry","The ability to edit wire transfer information on travel, relocation, and entertainment documents.","Y"
"KFS10762","KFS-PERM-110","1","41","KFS-TEM","Modify Accounting Lines TR PaymentMethod sourceAccountingLines.amount","The ability to edit the amounts of accounting lines on travel reimbursement documents at the PaymentMethod node.","Y"
"KFS10767","KFS-PERM-111","1","31","KFS-TEM","Use Transactional Document TRV conversionRateEntry","The ability to edit conversion rates on expenses on travel documents.","Y"
"KFS10773","KFS-PERM-112","1","31","KFS-TEM","Use Transactional Document ENT conversionRateEntry","The ability to edit conversion rates on expenses on entertainment documents.","Y"
"KFS10779","KFS-PERM-113","1","31","KFS-TEM","Use Transactional Document RELO conversionRateEntry","The ability to edit conversion rates on expenses on moving and relocation documents.","Y"
"KFS10785","KFS-PERM-114","1","41","KFS-TEM","Modify Accounting Lines ENT PaymentMethod sourceAccountingLines.amount","The ability to edit the amounts of accounting lines on entertainment documents at the PaymentMethod node.","Y"
"KFS10790","KFS-PERM-115","1","41","KFS-TEM","Modify Accounting Lines RELO PaymentMethod sourceAccountingLines.amount","The ability to edit the amounts of accounting lines on relocation documents at the PaymentMethod node.","Y"
"KFS10798","KFS-PERM-116","1","31","KFS-TEM","Use Transactional Document TT immediateDisbursementEntryMode","The ability to select the immediate disbursement checkbox for payments on travel documents.","Y"
"KFS10804","KFS-PERM-117","1","10","KFS-TEM","Initiate Document TAA","The ability to initiate a Travel Authorization Amendment (TAA) document.","Y"
"KFS10811","KFS-PERM-118","1","1","KFS-AR","Report","The ability to view the Customer Report.","Y"
"KFS10817","KFS-PERM-119","1","40","KFS-AR","Open Document INV","The permission to open a Customer Invoice document.","Y"
"KFS10821","KFS-PERM-120","1","29","KFS-AR","Use Screen KFS-AR CustomerOpenItemReportAction","The ability to view the Customer Open Item Report.","Y"
"KFS10828","KFS-PERM-121","1","30","KFS-CAM","Perform Custom Maintenance Document Function lastInventoryDateUpdateButton","Users who can view and click the lastInventoryDateUpdateButton.","Y"
"KFS10834","KFS-PERM-122","1","31","KFS-FP","Use Transactional Document DV extractNow","Allows users to use the extractNow button on an approved but not yet extracted DV document. Note: If the permission is set to inactive, then no one can use the extractNow button.","Y"
"KFS10838","KFS-PERM-123","1","31","KFS-PURAP","Edit Capital Asset Info","Users who can edit capital asset information","Y"
"KFS10868","KFS-PERM-124","1","27","KFS-VND","Full Unmask Field VendorDetail vendorHeader.vendorGIIN","Authorizes users to view the GIIN Code on the Vendor Maintenance Document and Inquiry.","Y"
"KFS10869","KFS-PERM-125","1","27","KFS-VND","Full Unmask Field VendorDetail vendorHeader.vendorDOB","Authorizes users to view the Vendor Date of Birth on the Vendor Maintenance Document and Inquiry.","Y"
"KFS10874","KFS-PERM-126","1","26","KFS-VND","Modify Maintenance Document Field VendorDetail vendorHeader.vendorGIIN","Authorizes users to modify the GIIN Code on a Vendor Maintenance Document.","Y"
"KFS10875","KFS-PERM-127","1","26","KFS-VND","Modify Maintenance Document Field VendorDetail vendorHeader.vendorDOB","Authorizes users to modify the Vendor Date of Birth on a Vendor Maintenance Document.","Y"
"KFS10884","KFS-PERM-128","1","26","KFS-VND","Modify Maintenance Document Field VendorDetail vendorHeader.vendorForeignTaxId","Authorizes users to modify the Foreign Tax Id on a Vendor Maintenance Document.","Y"
"KFS10885","KFS-PERM-129","1","27","KFS-VND","Full Unmask Field VendorDetail vendorHeader.vendorForeignTaxId","Authorizes users to modify the Foreign Tax Id on a Vendor Maintenance Document.","Y"
"KFS10907","KFS-PERM-130","1","10","KFS-AR","Initiate Document of Type CINV","Initiate Document of Type CINV","Y"
"KFS10908","KFS-PERM-131","1","29","KFS-AR","Use Screen CG Federal Form Generation Process","Allows users access to screens in the KFS-CG module that are not documents, lookups, inquiries, or batch uploads, i.e. this primarily provides access to CG Federal Form Generation Process","Y"
"KFS10909","KFS-PERM-132","1","29","KFS-AR","Use Screen CG Transmit Contracts & Grants Invoices Process","Allows users access to screens in the KFS-CG module that are not documents, lookups, inquiries, or batch uploads, i.e. this primarily provides access to CG Transmit Contracts & Grants Invoices Process","Y"
"KFS10910","KFS-PERM-133","1","10","KFS-AR","Initiate Document ITM","Authorizes the initiation of the Invoice Template Document.","Y"
"KFS10911","KFS-PERM-134","1","31","KFS-AR","Use Transactional Document CINV modifyTransmissionDate","Allows users to use the set transmission date and clear transmission date buttons on the CINV document.","Y"
"KFS10912","KFS-PERM-135","1","42","KFS-AR","Create / Maintain Record(s) DLTM","Controls the ability to create or maintain new Dunning Letter Template records.","Y"
"KFS10913","KFS-PERM-136","1","10","KFS-AR","Initiate Document DLTM","Controls the ability to initiate new maintenance documents for Dunning Letter Templates. Users who are required to create or maintain Dunning Letter Template records will need this permission in addition to the Create / Maintain Record(s) permission.","Y"
"KFS10914","KFS-PERM-137","1","29","KFS-AR","Use Screen AccountsReceivableDunningLetterTemplateUploadAction","Controls the ability to upload or download Dunning Letter Template files.","Y"
"KFS10915","KFS-PERM-138","1","10","KFS-AR","Initiate Document LCR","Authorizes users to initiate the LOC document.","Y"
"KFS10916","KFS-PERM-139",1,"10","KFS-AR","Initiate Document CVNT","Authorizes users to initiate the CVNT Document.","Y"
"KFS10917","KFS-PERM-140",1,"42","KFS-AR","Create / Maintain Record(s) CVNT TRUE","Users allowed to maintain existing (but not create new) records using the Collection Event document.","Y"
"KFS10918","KFS-PERM-141","1","16","KFS-AR","Edit Document CINV PreRoute","Authorizes users to edit a Contracts & Grants Invoice before it is routed.","Y"
"KFS10956","KFS-PERM-142","1","1","KFS-AR","View Contracts & Grants Invoice in Billing Reports","Prevents the filtering of Contracts & Grants Invoices in certain Contracts & Grants Billing reports.","Y"
