fin_coa_cd|account_nbr|obj_id|ver_nbr|account_nm|acct_fsc_ofc_uid|acct_spvsr_unvl_id|acct_mgr_unvl_id|org_cd|acct_typ_cd|acct_phys_cmp_cd|sub_fund_grp_cd|acct_frng_bnft_cd|fin_hgh_ed_func_cd|acct_rstrc_stat_cd|acct_rstrc_stat_dt|acct_city_nm|acct_state_cd|acct_street_addr|acct_zip_cd|rpts_to_fin_coa_cd|rpts_to_acct_nbr|acct_create_dt|acct_effect_dt|acct_expiration_dt|cont_fin_coa_cd|cont_account_nbr|endow_fin_coa_cd|endow_account_nbr|contr_ctrl_fcoa_cd|contr_ctrlacct_nbr|income_fin_coa_cd|income_account_nbr|acct_icr_typ_cd|ac_cstm_icrexcl_cd|fin_series_id|icr_fin_coa_cd|icr_account_nbr|acct_in_fp_cd|bdgt_rec_lvl_cd|acct_sf_cd|acct_pnd_sf_cd|fin_ext_enc_sf_cd|fin_int_enc_sf_cd|fin_pre_enc_sf_cd|fin_obj_prsctrl_cd|cg_cfda_nbr|acct_off_cmp_ind|acct_closed_ind|cg_acct_resp_id|lbr_ben_rt_cat_cd|
BL|4824541|451F07780B8BB1C6E043814FD881B1C6|2.0|NSF/DBI-9820422; 003 (PART) W ROWLAND|6076602019|6276904397|1781003865|BI|NA|BL|FEDERP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||19990505140723|19990601000000|20030531000000|BL|2324689|||||UA|6812757|10||000|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824542|451F07780B8CB1C6E043814FD881B1C6|2.0|TERMINATED/NSF - BRUN|1665808937|5669408939|4135906990|BI|NA|BL|FEDERD|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20000418114030|20000401000000|20000731000000|BL|1023200|BL|1023200|||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824543|451F07780C73B1C6E043814FD881B1C6|2.0|NSF/MCB-0084297^A002/KEHOE|6076602019|5351701368|3246604444|BI|NA|BL|FEDERA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20010918153557|20010915000000|20040831000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824544|451F07780C79B1C6E043814FD881B1C6|2.0|NSF DEB-0196450^A002/M LYNCH|6076602019|3889504703|1781003865|BI|NA|BL|FEDERP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20011107090502|20010701000000|20051031000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824545|451F07780B8DB1C6E043814FD881B1C6|2.0|NSF BSR-8718358 KETTERSON|1463708773|5666106211|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19880101000000|19880101000000|19911231000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|10.0|--|
BL|4824546|451F07780B8EB1C6E043814FD881B1C6|2.0|NSF BSR-8718358 OFF CAMPUS|1463708773|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN A009|47405|IU||19880101000000|19880101000000|19931130000000|BL|5431400|||||UA|6812757|10||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y||--|
BL|4824547|451F07780B8FB1C6E043814FD881B1C6|2.0|NSF INT-8714075 RAFF|1667708002|5660602371|4140303208|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19880101000000|19880101000000|19900630000000|BL|5431400|||||UA|6812757|10||000|BL|1023287||L|N|N|Y|Y|Y|N|00.001|N|Y||--|
BL|4824548|451F07780B90B1C6E043814FD881B1C6|2.0|NSF BSR-8717209 WATSON|1668303757|5660204051|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19880201000000|19880201000000|19930731000000|BL|5431400|||||UA|6812757|23|N|054|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824549|451F07780B91B1C6E043814FD881B1C6|2.0|NSF BSR-8718676 RICHMOND|1674805643|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19880301000000|19880301000000|19910228000000|BL|5431400|||||UA|6812757|23||088|BL|1023287||L|N|N|Y|Y|Y|N||N|Y||--|
BL|4824550|451F07780C75B1C6E043814FD881B1C6|2.0|NSF MCB-0109940^A003 - J BONNER|6076602019|6276904397|3249006281|BI|NA|BL|FEDERA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20011003163937|20011001000000|20050930000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824551|451F07780C76B1C6E043814FD881B1C6|2.0|NSF DEB-0196542 - M LYNCH|6076602019|6276904397|1781003865|BI|NA|BL|FEDERA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20011003164514|20010701000000|20040531000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|9.0|--|
BL|4824552|451F07780C5FB1C6E043814FD881B1C6|2.0|NSF DEB-0196357 E.MARTINS|6076602019|6276904397|1781003865|BI|NA|BL|FEDERA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20010607123232|20010501000000|20030731000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|10.0|--|
BL|4824553|451F07780B92B1C6E043814FD881B1C6|2.0|NSF BNS-8820069 SKINNER|1679005236|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19890201000000|19890201000000|19910731000000|BL|5431400|||||UA|6812757|20||000|BL|1023287||L|N|N|Y|Y|Y|N|00.001|N|Y|5.0|--|
BL|4824554|451F07780B93B1C6E043814FD881B1C6|2.0|NSF DIR-8853279 BONNER|1679307970|6276904397|4146202628|BI|NA|BL|FEDERG|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19881215000000|19881215000000|19911130000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4824555|451F07780B94B1C6E043814FD881B1C6|2.0|NSF BSR-8818044 RAFF|1680308253|5655408851|1781003865|BI||BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 323|47405|IU||19890115000000|19890115000000|19920630000000|BL|5431400|||||UA|6812757|20|N||BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|7.0|--|
BL|4824556|451F07780B95B1C6E043814FD881B1C6|2.0|NSF TPE-8855560 NELSON|1681804382|5653408083|4154408215|BI|NA|BL|FEDERG|Y|IN|R||BLOOMINGTON|IN|JORDAN 018|47405|IU||19890301000000|19890301000000|19920831000000|BL|5431400|||||UA|6812757|20|N|103|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|10.0|--|
BL|4824557|451F07780B96B1C6E043814FD881B1C6|2.0|NSF TPE-8855560 PARTICIPANT|1682403759|5652205916|4156108398|BI|NA|BL|FEDERH|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19890301000000|19890301000000|19920831000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4824558|451F07780B97B1C6E043814FD881B1C6|2.0|NSF BSR-8817981 GASTONY|1683304591|6276904397|4156403438|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 510|47405|IU||19890601000000|19890601000000|19930331000000|BL|5431400|||||UA|6812757|20|N|119|BL|1023287|N|L|N|N|Y|Y|Y|N||N|Y||--|
BL|4824559|451F07780B98B1C6E043814FD881B1C6|2.0|NSF BSR-8817981 OFF CAMPUS|1689406108|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 510|47405|IU||19890601000000|19890601000000|19930331000000|BL|5431400|||||UA|6812757|20|N|056|BL|1023287|N|L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4824560|451F07780B99B1C6E043814FD881B1C6|2.0|NSF IBN-9812711 KAUFMAN, T.|1693204528|6276904397|4159407077|BI|NA|BL|FEDERM|Y|CSSR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19980408092029|19980401000000|19980930000000|BL|5431400|||||UA|6812757|10||000|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824561|451F07780C5BB1C6E043814FD881B1C6|2.0|NSF/DEB-0049080/ J. BEVER|6076602019|3889504703|3236104556|BI|NA|BL|FEDERA|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20010518113445|20000701000000|20070331000000|BL|2324689|||||UA|6812757|12||054|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|N|5.0|--|
BL|4824562|451F07780B9AB1C6E043814FD881B1C6|2.0|NSF TPE-8850429 RUESINK|1695804716|6276904397|1781003865|BI|NA|BL|FEDERG|Y|CSSR|R||BLOOMINGTON|IN|JORDAN 133|47405|IU||19890201000000|19890201000000|19910731000000|BL|5431400|||||UA|6812757|20||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4824563|451F07780B9BB1C6E043814FD881B1C6|2.0|NSF TPE-8850429 PARTICIPANT|1696909534|5644206109|4160100413|BI|NA|BL|FEDERG|Y|CSSR|R||BLOOMINGTON|IN|JORDAN 133|47405|IU||19890201000000|19890201000000|19910731000000|BL|5431400|||||UA|6812757|10||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4824564|451F07780B9CB1C6E043814FD881B1C6|2.0|NSF BIR-8901754 KAUFMAN|1698500668|6276904397|1781003865|BI|NA|BL|FEDERK|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19890615000000|19890615000000|19941130000000|BL|4824654|||||UA|6812757|23|N|091|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824565|451F07780C46B1C6E043814FD881B1C6|2.0|NSF DEB-0075318 DELPH|6076602019|5397206164|6076602019|BI|NA|BL|FEDERD|Y|IPR|R||BLOOMINGTON|IN|JORDAN 142|47405|||20000921164638|20001001000000|20050930000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|9.0|--|
BL|4824566|451F07780B9DB1C6E043814FD881B1C6|2.0|NSF INT-8822562 MAHLBERG|1699001812|5642104006|4161502293|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 015|47405|IU||19890815000000|19890815000000|19920731000000|BL|5431400|||||UA|6812757|10||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|2.0|--|
BL|4824567|451F07780B9EB1C6E043814FD881B1C6|2.0|NSF DEB-8996262 PALMER|1699505338|5641904609|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 348|47405|IU||19890901000000|19890901000000|19930630000000|BL|5431400|||||UA|6812757|23|N|092|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|1.0|--|
BL|4824568|451F07780B9FB1C6E043814FD881B1C6|2.0|NSF DMB-8919760 PALMER|1700701530|6276904397|4161901639|BI|NA|BL|FEDERG|Y|IPR|R||INDIANAPOLIS|IN|JORDAN 348|46202|IU||19890901000000|19890901000000|19910228000000|BL|5431400|||||UA|6812757|11||000|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|1.0|--|
BL|4824569|451F07780BA0B1C6E043814FD881B1C6|2.0|NSF DCB-8915037 GEST|1701107778|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 469|47405|IU||19900201000000|19900201000000|19930731000000|BL|5431400|||||UA|6812757|23|N|091|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824570|451F07780BA1B1C6E043814FD881B1C6|2.0|NSF DEB-9006858 CLAY|1701207121|6276904397|1781003865|BI|NA|BL|FEDERK|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19901015000000|19901015000000|19940930000000|BL|5431400|||||UA|6812757|23|N|092|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824571|451F07780BA2B1C6E043814FD881B1C6|2.0|NSF BSR-9008848 LIVELY|1702209951|5631302174|1781003865|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900801000000|19900801000000|19940131000000|BL|5431400|||||UA|6812757|21|N|092|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824572|451F07780BA3B1C6E043814FD881B1C6|2.0|NSF DEB-9317924 LIVELY|1703008790|5630801602|1781003865|BI|NA|BL|FEDERP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|||19940805153511|19940701000000|19971231000000|BL|5431400|||||UA|6812757|21||056|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824573|451F07780BA4B1C6E043814FD881B1C6|2.0|NSF DCB-9004991 ESTELLE|1703209586|5627305015|4178502080|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900901000000|19900901000000|19940228000000|BL|5431400|||||UA|6812757|21|N|092|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824574|451F07780BA5B1C6E043814FD881B1C6|2.0|NSF DEB-9010556 DELPH|1705103394|6276904397|4179703037|BI|NA|BL|FEDERQ|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900801000000|19900801000000|19921231000000|BL|5431400|||||UA|6812757|20||056|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|1.0|--|
BL|4824575|451F07780BA6B1C6E043814FD881B1C6|2.0|NSF DMB-9004477 MATTHEWS|1705204247|6276904397|4182202259|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19950831000000|BL|5431400|||||UA|6812757|21|N|092|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824576|451F07780BA7B1C6E043814FD881B1C6|2.0|NSF DMB-9006537 SCHWARTZ|1706903359|5622705948|4182800995|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19950831000000|BL|5431400|||||UA|6812757|21|N|092|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824577|451F07780BA8B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 KETTERSON|1463708773|6276904397|4186206504|BI|NA|BL|FEDERK|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19960831000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824578|451F07780BA9B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 STIPENDS|1463708773|5621906847|4186602347|BI|NA|BL|FEDERK|Y|S&F|R||INDIANAPOLIS|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19960831000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824579|451F07780BAAB1C6E043814FD881B1C6|2.0|NSF DIR-9013054 MALACINSKI|1713307115|6276904397|4189006519|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19901101000000|19901101000000|19960430000000|BL|4824672|||||UA|6812757|21||092|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824580|451F07780BABB1C6E043814FD881B1C6|2.0|NSF-ESTELLE|1714500138|5614708900|4189500212|BI|NA|BL|FEDERH|Y|CSSR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900904000000|19900904000000|19950903000000|BL|5431400|||||BL|4824580|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824581|451F07780BACB1C6E043814FD881B1C6|2.0|NSF 9014276 RHSP-KETTERSON|1463708773|5614708043|4189509424|BI|NA|BL|FEDERH|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|7.0|--|
BL|4824582|451F07780BADB1C6E043814FD881B1C6|2.0|NSF TPE-9055385 NELSON|1715400568|6276904397|4191101345|BI|NA|BL|FEDERG|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910601000000|19910601000000|19930531000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287|N|L|N|N|Y|Y|Y|N|47.076|N|Y||--|
BL|4824583|451F07780BAEB1C6E043814FD881B1C6|2.0|NSF TPE-9055385 PARTICIPANT|1715703441|5610607857|4192500130|BI|NA|BL|FEDERG|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910601000000|19910601000000|19930531000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N|47.076|N|Y||--|
BL|4824584|451F07780BAFB1C6E043814FD881B1C6|2.0|NSF BSR-9111498 KETTERSON|1463708773|6276904397|1781003865|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910715000000|19910715000000|19951231000000|BL|5431400|||||UA|6812757|21|N|092|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824585|451F07780BB0B1C6E043814FD881B1C6|2.0|NSF BSR-9111498 OFF CAMPUS|1463708773|5607503790|1781003865|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910715000000|19910715000000|19941231000000|BL|5431400|||||UA|6812757|21|N|059|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824586|451F07780BB1B1C6E043814FD881B1C6|2.0|NSF BSR-9107534 GASTONY|1717008596|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910801000000|19910801000000|19920731000000|BL|5431400|||||UA|6812757|20|N|119|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4824587|451F07780BB2B1C6E043814FD881B1C6|2.0|NSF DCB-9196191 ESTELLE|1717108990|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19910801000000|19910801000000|19930430000000|BL|5431400|||||UA|6812757|23|N|119|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|11.0|--|
BL|4824588|451F07780BB3B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 AVIARY|1463708773|5601108543|1781003865|BI|NA|BL|FEDERK|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19960831000000|BL|5431400|||||UA|6812757|10|N|000|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|11.0|--|
BL|4824589|451F07780BB4B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 DNA|1463708773|5599001606|4205208566|BI|NA|BL|FEDERK|Y|IN|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19900915000000|19900915000000|19960831000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|7.0|--|
BL|4824590|451F07780BB5B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 GRIMES|3012703100|1463708773|1781003865|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19950824000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824591|451F07780BB6B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 JOHNSEN|3012703100|1463708773|4205601851|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19950824000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4824592|451F07780BB7B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 PIPER|3012703100|1463708773|4207803670|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19940228000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824593|451F07780BB8B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 ALBRECHT|3012703100|1463708773|1781003865|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19940228000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824594|451F07780BB9B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 BAUBE|3012703100|1463708773|1781003865|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19940228000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|1.0|--|
BL|4824595|451F07780BBAB1C6E043814FD881B1C6|2.0|NSF DIR-9014276 CRISTOL|3012703100|1463708773|4212109427|BI|NA|BL|FEDERG|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19940228000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|1.0|--|
BL|4824596|451F07780BBBB1C6E043814FD881B1C6|2.0|NSF DIR-9014276 FREEBERG|1463708773|5599000352|4212400813|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|13.0|--|
BL|4824597|451F07780BBCB1C6E043814FD881B1C6|2.0|NSF DIR-9014276 HORAN|1463708773|5598509810|4215903770|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|9.0|--|
BL|4824598|451F07780BBDB1C6E043814FD881B1C6|2.0|NSF DIR-9014276 HORAN|1463708773|5598104606|1781003865|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|14.0|--|
BL|4824599|451F07780BBEB1C6E043814FD881B1C6|2.0|NSF DIR-9014276 KIGHT|1463708773|6276904397|4217300016|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824600|451F07780BBFB1C6E043814FD881B1C6|2.0|NSF MCB-9733958  Y BRUN|6076602019|6276904397|1781003865|BI|NA|BL|FEDERP|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405|||19980507163819|19980515000000|20040430000000|BL|2324689|||||UA|6812757|21||092|BL|1023287||O|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824601|451F07780BC0B1C6E043814FD881B1C6|2.0|NSF BNS-8706866 PHILLIPS|1719005561|5594206387|4219606069|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19880101000000|19880101000000|19910630000000|BL|5431400|||||UA|6812757|23|N|088|BL|1023287||L|N|N|Y|Y|Y|N||N|Y|5.0|--|
BL|4824602|451F07780BC1B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 MONK|1463708773|5594003018|4221904096|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824603|451F07780BC2B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 SAYEED|1463708773|6276904397|4222102340|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|23|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|7.0|--|
BL|4824604|451F07780BC3B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 TITUS|1463708773|6276904397|1781003865|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y||--|
BL|4824605|451F07780BC4B1C6E043814FD881B1C6|2.0|NSF DEB-9121235 SKINNER|1719509014|6276904397|1781003865|BI|NA|BL|FEDERG|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920701000000|19920701000000|19941231000000|BL|5431400|||||UA|6812757|23|N|122|BL|1023287|N|L|N|N|Y|Y|Y|N|47.074|N|Y|5.0|--|
BL|4824606|451F07780BC5B1C6E043814FD881B1C6|2.0|NSF DIR-9014276 RAOUF|1463708773|5589307751|4226103092|BI|NA|BL|FEDERK|Y|S&F|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920309000000|19920309000000|19960831000000|BL|5431400|||||UA|6812757|21|N|014|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824607|451F07780BC6B1C6E043814FD881B1C6|2.0|NSF IBN-9212102 PHILLIPS|1724804554|5589007124|1781003865|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920815000000|19920815000000|19960131000000|BL|5431400|||||UA|6812757|21|N|099|BL|1023287||L|N|N|Y|Y|Y|N|47.074|N|Y|2.0|--|
BL|4824608|451F07780BC7B1C6E043814FD881B1C6|2.0|NSF IBN-9117559 STROME|1724807082|6276904397|4229402365|BI|NA|BL|FEDERH|Y|IPR|R||BLOOMINGTON|IN|JORDAN 044|47405-6801|IU||19920901000000|19920901000000|19970228000000|BL|5431400|||||UA|6812757|21|N|122|BL|1023287||L|N|N|Y|Y|Y|N|47.049|N|Y|5.0|--|
