doc_typ_id|parnt_id|doc_typ_nm|doc_typ_ver_nbr|actv_ind|cur_ind|lbl|prev_doc_typ_ver_nbr|doc_typ_desc|doc_hdlr_url|post_prcsr|jndi_url|blnkt_appr_plcy|adv_doc_srch_url|rte_ver_nbr|notify_addr|appl_id|email_xsl|sec_xml|ver_nbr|blnkt_appr_grp_id|rpt_grp_id|grp_id|help_def_url|obj_id|doc_search_help_url|doc_hdr_id|
3226|3031|FR|0.0|1.0|1.0|AssetFabricationMaintenanceDocument||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetfabrication.htm|d20f44e2-841c-481e-bfb4-2accff0b1af8|||
3227|3031|ALOC|0.0|1.0|1.0|Asset Location Global||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetlocationglobal.htm|55c20900-35ec-46e7-a0cc-5d679b16338f|||
3228|3031|CASM|0.0|1.0|1.0|Asset||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Feditasset.htm|37be6798-9873-4beb-8cb1-19b12894a16d|||
3229|3031|ARG|0.0|1.0|1.0|Asset Retirement Global||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetretirementglobal.htm|159ae288-ce5c-4d44-be09-59162a56ab3e|||
3230|3031|AA|0.0|1.0|1.0|Asset Global||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassetglobaladd.htm|a222c99a-014b-49eb-bf56-bdf479f7ba68|||
3231|3025|AGCY|0.0|1.0|1.0|Agency||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fagency.htm|bb2a955d-c9bf-4c22-881a-bb70ae882777|||
3232|3025|AGTY|0.0|1.0|1.0|Agency Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fagencytype.htm|20da53be-d877-48d5-8fd8-ad8addc1ce56|||
3233|3025|AWDS|0.0|1.0|1.0|Award Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fawardstatus.htm|cff2a813-7272-47fa-a93f-79639b792532|||
3234|3025|GDES|0.0|1.0|1.0|Grant Description||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fgrantdescription.htm|4497643f-dac6-4b0c-99d1-7262c58c12f6|||
3235|3025|ICRA|0.0|1.0|1.0|Indirect Cost Recovery Exclusion By Account||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Findirectcostrecoveryexclusionbyaccount.htm|9d538802-2229-4318-ae41-e1f0aae796fa|||
3236|3025|ICRE|0.0|1.0|1.0|Indirect Cost Recovery Rate||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Findirectcostrecoveryrate.htm|5e121785-5895-425f-bc68-682ed5554d42|||
3237|3025|ITYP|0.0|1.0|1.0|Indirect Cost Recovery Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Findirectcostrecoverytype.htm|7a6dcf99-7122-4b40-8566-2e3053fbf30b|||
3238|3025|LFGR|0.0|1.0|1.0|Letter Of Credit Fund Group||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fletterofcreditfundgroup.htm|a851a090-2091-4141-96ee-04df0806ff3f|||
3239|3025|PATY|0.0|1.0|1.0|Proposal Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fproposaltype.htm|60809803-7d74-41c8-8a5d-76b9bbe01694|||
3240|3025|PURP|0.0|1.0|1.0|Proposal Purpose||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fproposalpurpose.htm|bcac9167-a75b-4d05-aead-e065b2fb41d5|||
3241|3025|PRST|0.0|1.0|1.0|Proposal Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fproposalstatus.htm|c18b5e7f-5554-4ce6-b84b-c9da601fe193|||
3242|3025|RRT|0.0|1.0|1.0|Research Risk Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fresearchrisktype.htm|f5d08378-e59a-41c0-a57a-e8829a8c00ad|||
3243|3025|RTCM|0.0|1.0|1.0|Research Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fresearchtypemaintenancedocument.htm|ce1b35c1-396a-43a1-b364-d23ecd057922|||
3244|3025|SUBC|0.0|1.0|1.0|Sub-Contractor||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsubcontractor.htm|caf929c9-fbf1-476f-9895-ae2119ee7e1e|||
3245|3032|AWRD|0.0|1.0|1.0|Award||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Faward.htm|0ba0a43f-741f-48df-bc1d-4446510a1399|||
3246|3032|PRPL|0.0|1.0|1.0|Proposal||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fproposal.htm|cfda47c1-73e7-4dd4-aa4e-6805c2670c8e|||
3247|3037|CLOS|0.0|1.0|1.0|Proposal/Award Close|||${kfs.url}/cgClose.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fproposalawardclose.htm|89431b71-fad3-47d8-b168-2fdd38c03ab0|||
3248|3038|ECD|0.0|1.0|1.0|Effort Certification|||${kfs.url}/effortEffortCertification.do?methodToCall=docHandler|||||2|||||1.0|||||cf172365-15ad-473c-bfb3-ee370075a667|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Feffortcertificationsearch.htm||
3249|3026|ECPS|0.0|1.0|1.0|Report Period Status Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freportperiodstatuscode.htm|5db25d04-a1be-4be7-8f22-9d75471eee1e|||
3250|3026|ECRD|0.0|1.0|1.0|Report Definition||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freportdefinition.htm|a26bb8cd-92e4-4ee0-a37d-51d7c03d705f|||
3251|3026|ECPG|0.0|1.0|1.0|Report Earn Paygroup||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freportearnpaygroup.htm|7e815f7c-fd61-482e-a15e-acbfb2d2de23|||
3252|3026|ECRT|0.0|1.0|1.0|Report Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freporttype.htm|5341143c-ef21-4d85-b8f8-21fdb84f1046|||
3253|3012|LJVA|0.0|1.0|1.0|Labor Journal Voucher - Accrual||||||||2|||||1.0|||||80018c70-3239-4e5d-8615-a799c7e208f9|||
3254|3012|LJVC|0.0|1.0|1.0|Labor Journal Voucher - Cash||||||||2|||||1.0|||||976524f3-9e7e-45bd-96a8-f1f3f82cf646|||
3255|3012|LJVE|0.0|1.0|1.0|Labor Journal Voucher - Encumbrance||||||||2|||||1.0|||||44f09167-011e-46c5-9979-85cccbd34d69|||
3256|3012|PAY|0.0|1.0|1.0|Labor - Normal Payroll Activity||||||||2|||||1.0|||||1b9f9e9b-eb68-4f1f-8c51-055dfdd92c6b|||
3257|3012|PAYN|0.0|1.0|1.0|Labor - Payroll Accrual Reversal||||||||2|||||1.0|||||d7109fcf-648f-47bd-8c50-ccb82ca229f9|||
3258|3012|PAYA|0.0|1.0|1.0|Labor - Payroll Accrual||||||||2|||||1.0|||||5ae82430-27d4-4104-8337-634fb59cdeaa|||
3259|3012|PAYC|0.0|1.0|1.0|Labor - Payroll Check Cancellation||||||||2|||||1.0|||||b03290fe-bb36-4c11-b8c0-63d7e22747a8|||
3260|3012|PAYE|0.0|1.0|1.0|Labor - Payroll Encumbrances||||||||2|||||1.0|||||faf00575-b77f-4473-ae95-c81be403d4a8|||
3261|3012|ET|1.0|1.0|0.0|Labor - Payroll Expense Transfer|3041|||||||2|||||2.0|||||15326778-5371-4c2d-8dde-e7e3eeaa8d13|||
3262|3012|SACH|0.0|1.0|1.0|Labor - Payroll Expense Transfer||||||||2|||||1.0|||||648c4c68-cdcc-496d-85fa-284bb163008c|||
3263|3012|HDRW|0.0|1.0|1.0|Labor - Payroll Hand Drawn Check Payment||||||||2|||||1.0|||||b0071acd-39e0-4c9e-9d53-19aae015b16c|||
3264|3012|OPAY|0.0|1.0|1.0|Labor - Payroll Overpayment Collection||||||||2|||||1.0|||||d946d7a0-64b0-485b-86b7-375310bc1e33|||
3265|3012|RETR|0.0|1.0|1.0|Labor - Payroll Retroactive Adjustment||||||||2|||||1.0|||||82146ab3-a1d5-42a9-ba69-aa136ad2c634|||
3266|3039|LDYE|0.0|1.0|1.0|LaborDistributionYearEndTransactionalDocument||||||||2|||||3.0|||||a41dd7bb-a3a7-40f6-a304-324d2c5be494|||
3267|3039|ST|0.0|1.0|1.0|Salary Expense Transfer|||${kfs.url}/laborSalaryExpenseTransfer.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsalaryexpensetransfer.htm|b62d77e6-a7d1-4706-99a2-1fe77dca8ba9|||
3268|3039|LLJV|0.0|1.0|1.0|Labor Journal Voucher|||${kfs.url}/laborJournalVoucher.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborjournalvoucher.htm|8013e307-ac07-4644-bcc7-8b7f2479c3c4|||
3269|3039|BT|0.0|1.0|1.0|Benefit Expense Transfer|||${kfs.url}/laborBenefitExpenseTransfer.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbenefitexpensetransfer.htm|973f7269-0aab-4ce5-a67c-95e82f31e740|||
3270|3039|LLCP|0.0|1.0|1.0|Labor Ledger Correction Process|||${kfs.url}/laborLedgerCorrection.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborledgercorrectionprocess.htm|67d6dc4a-7202-42e5-8c78-ebf8af22b165|||
3271|3266|YEBT|0.0|1.0|1.0|Year End Benefit Expense Transfer|||${kfs.url}/laborYearEndBenefitExpenseTransfer.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fyearendedocs.htm|6f9dbbcc-1c7b-4d93-8cdd-4f1ed3316e28|||
3272|3266|YEST|0.0|1.0|1.0|Year End Salary Expense Transfer|||${kfs.url}/laborYearEndSalaryExpenseTransfer.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fyearendedocs.htm|731a05ee-41d9-4769-b86b-743aa2411537|||
3273|3027|BCAL|0.0|1.0|1.0|Labor Benefits Calculation||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborbenefitscalculation.htm|81fb4fc0-f0a8-4c2c-945a-731c61d27293|||
3274|3027|BENT|0.0|1.0|1.0|Labor Benefits Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborbenefitstype.htm|92c5e731-0c53-41fc-9aa6-a50c62b0cee8|||
3275|3027|LOBJ|0.0|1.0|1.0|Labor Object Code||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborobjectcode.htm|3c17a959-362e-42a2-a34a-ab43222185ef|||
3276|3027|LOBN|0.0|1.0|1.0|Labor Object Code Benefits Maintenance Document||||||||2|||||1.0||||${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Flaborobjectcodebenefits.htm|9d281346-efdf-4a2f-b9ee-75e4b52718f4|||
3277|3027|POGR|0.0|1.0|1.0|Labor Position Object Group Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Flaborpositionobjectgroupcode.htm|a8ce5f03-b7d5-4410-8b96-756e8dc082e6|||
3278|3027|BNRC|0.0|1.0|1.0|Labor Benefit Rate Category||||||||2|||||1.0||||default.htm?turl=WordDocuments%2FlaborBenefitRateCategory.htm|b890ed9e-2820-4479-a051-da6e2bbd6a22|||
3279|3028|PMTY|0.0|1.0|1.0|CapitalAssetSystemState||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcapitalassetsystemstate.htm|16fb3263-efae-4667-92f3-588eef0ca963|||
3280|3028|PMAA|0.0|1.0|1.0|Payment Request Auto Approve Exclusions||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpaymentrequestautoapproveexclusions.htm|b51ef3cb-83da-4fbb-b782-8f1ea8e500d0|||
3281|3028|PMBA|0.0|1.0|1.0|Billing Address||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbillingaddress.htm|2837a055-2c58-4118-a0cf-a949c8516258|||
3282|3028|PMSY|0.0|1.0|1.0|Capital Asset System Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcapitalassetsystemtype.htm|80e405a6-c242-4cca-a143-56c2d2e82f6e|||
3283|3028|PMCA|0.0|1.0|1.0|Carrier||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcarrier.htm|b33ab773-2ed4-44ef-afec-33a72b6dfa45|||
3284|3028|PMCM|0.0|1.0|1.0|Credit Memo Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcreditmemostatus.htm|603279c4-21a7-4db5-80e7-533111ea98d0|||
3285|3028|PMDR|0.0|1.0|1.0|Delivery Required Date Reason||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdeliveryrequireddatereason.htm|ef887ebd-3808-4e01-ad28-95d2e7f04b73|||
3286|3028|PMFS|0.0|1.0|1.0|Funding Source||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffundingsource.htm|9052ea27-a32c-4ee6-bb41-8f6a43bf95cd|||
3287|3028|IRAD|0.0|1.0|1.0|Item Reason Added||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fitemreasonadded.htm|c831a050-13ab-4997-8ffa-770cbcebc4cb|||
3288|3028|PMIT|0.0|1.0|1.0|Item Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fitemtype.htm|04af956e-8586-4c63-87b5-2c3c2b70113c|||
3289|3028|PMNP|0.0|1.0|1.0|Negative Payment Request Approval Limit||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fnegativepaymentrequestapprovallimit.htm|b4e998d6-d176-49f9-b7f1-957ec535cb9f|||
3290|3028|PMOP|0.0|1.0|1.0|Organization Parameter||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Forganizationparameter.htm|f096f991-5e55-4b5e-898c-997cf98cb76b|||
3291|3028|PMPR|0.0|1.0|1.0|Payment Request Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpaymentrequeststatus.htm|26e784a2-6a2f-4585-b11f-09983c1ffbb7|||
3292|3028|PMCL|0.0|1.0|1.0|Purchase Order Contract Language||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseordercontractlanguage.htm|a947f9f6-09eb-46bb-9834-d023ebd65c98|||
3293|3028|PMQL|0.0|1.0|1.0|Purchase Order Quote Language||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderquotelanguage.htm|33258c5f-b3d2-4f10-850c-d6d962dab754|||
3294|3028|PMQT|0.0|1.0|1.0|Purchase Order Quote List||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderquotelist.htm|67c6b57e-d6e8-4d5b-9a95-c43dbffdb69d|||
3295|3028|PMQS|0.0|1.0|1.0|Purchase Order Quote Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderquotestatus.htm|7f065ce5-151d-4a23-aa09-a74066ce2067|||
3296|3028|PMPS|0.0|1.0|1.0|Purchase Order Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderstatus.htm|ea588ae1-89a9-49b2-bcf5-5ce3b99b1282|||
3297|3028|PMTM|0.0|1.0|1.0|Method of PO Transmission||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fmethodofpotransmission.htm|000945dc-18b4-45d3-a4e7-d30df46ca3f6|||
3298|3028|PMVC|0.0|1.0|1.0|Purchase Order Vendor Choice||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseordervendorchoice.htm|d5d015b4-62d1-43b8-8dcd-37b9eaa4a838|||
3299|3028|PMRA|0.0|1.0|1.0|Receiving Address||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freceivingaddress.htm|62eaaed5-6e77-434f-9bc6-580d18dd35d0|||
3300|3028|THLD|0.0|1.0|1.0|Receiving Threshold||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Freceivingthreshold.htm|3248c6f4-7839-405c-89f8-365312584e84|||
3301|3028|PMRF|0.0|1.0|1.0|Recurring Payment Frequency||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frecurringpaymentfrequency.htm|c9eaa1da-ede7-43af-8cb4-4ac02e06f6e1|||
3302|3028|PMRP|0.0|1.0|1.0|Recurring Payment Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frecurringpaymenttype.htm|da1ec2ec-b9a2-458d-9b05-041cfdccda00|||
3303|3028|PMSO|0.0|1.0|1.0|Requisition Source||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frequisitionsource.htm|3e1c8b59-8142-4737-b8e2-4e8478005072|||
3304|3028|PMRS|0.0|1.0|1.0|Requisition Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Frequisitionstatus.htm|c4db187d-e61b-4108-a5ee-438f07c333bb|||
3305|3028|PMSN|0.0|1.0|1.0|Sensitive Data||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsensitivedata.htm|341034fc-60d3-43f8-981c-ab74679afa1a|||
3306|3028|PMUM|0.0|1.0|1.0|Unit Of Measure||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Funitofmeasure.htm|dc198fe5-f47f-4e7d-84e0-655b6da355a8|||
3307|3028|PMSI|0.0|1.0|1.0|Vendor Stipulation||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fvendorstipulation.htm|a3ad3ec4-58e0-433b-b5ae-04a3951cdcc4|||
3308|3028|PMTT|0.0|1.0|1.0|Asset Transaction Type||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fassettransactiontype.htm|60953fdd-1f4e-42c8-884d-03a82a66bba5|||
3309|3028|PMLI|0.0|1.0|1.0|Line Item Receiving Status||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Flineitemreceivingstatus.htm|b31d2fff-735c-4f51-bc5c-4077efc536cf|||
3310|3028|EIIM|0.0|1.0|1.0|Electronic Invoice Item Mapping||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Felectronicinvoiceitemmapping.htm|eec62d89-b764-4cd8-acc9-e9c8a52c1f04|||
3311|3040|AP|0.0|1.0|1.0|AccountsPayableTransactionalDocument||||||||2|||||4.0|||||1b4f8679-a49b-4e1c-b8c6-f99a7aadcf3a|||
3312|3040|PUR|0.0|1.0|1.0|PurchasingTransactionalDocument||||||||2|||||4.0|||||b1b242ef-91e0-43ec-a94d-e52f0e814cd1|||
3313|3040|RCV|0.0|1.0|1.0|ReceivingTransactionalDocument||||||||2|||||4.0|||||5289239e-95dd-417b-a781-ce27fe7eb55c|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Freceiving.htm||
3314|3312|ACM|0.0|1.0|1.0|Contract Manager Assignment|||${kfs.url}/purapContractManagerAssignment.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcontractmanagerassignment.htm|d473b0f7-28b8-499e-b197-5b24d2cfce7c|||
3315|3312|REQS|0.0|1.0|1.0|Requisition|||${kfs.url}/purapRequisition.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Frequisition.htm|16ed1020-248b-4601-8d93-73d1e1c6b825|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Frequisitions.htm||
3316|3312|PO|0.0|1.0|1.0|Purchase Order|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||9.0||||default.htm?turl=WordDocuments%2Fpurchaseorder.htm|5cf167ea-714e-4421-a061-54bda95620c8|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fpurchaseorders.htm||
3317|3316|POA|0.0|1.0|1.0|Purchase Order Amendment|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderamend.htm|a8b128cd-dfb0-4901-9423-791a8553a36e|||
3318|3316|POC|0.0|1.0|1.0|Purchase Order Close|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderclose.htm|39e1daa2-2fdc-4548-ab5f-19bd7449fb9e|||
3319|3316|POPH|0.0|1.0|1.0|Purchase Order Payment Hold|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderpaymenthold.htm|f2e51bb8-1485-4093-bba1-2aa566229ed4|||
3320|3316|PORH|0.0|1.0|1.0|Purchase Order Remove Payment Hold|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderremovepaymenthold.htm|45cf9300-99d5-4de3-9e1a-8931b5598916|||
3321|3316|POR|0.0|1.0|1.0|Purchase Order Reopen|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderreopen.htm|227a8eb3-ff71-46b6-8b0e-d3f41cb8585b|||
3322|3316|PORT|0.0|1.0|1.0|Purchase Order Retransmit|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseorderretransmit.htm|dad61c09-6a75-4c2c-b634-43a73d2599e3|||
3323|3316|POSP|0.0|1.0|1.0|Purchase Order Split|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseordersplit.htm|7b00d958-b487-4381-ad8f-8a11ee33d602|||
3324|3316|POV|0.0|1.0|1.0|Purchase Order Void|||${kfs.url}/purapPurchaseOrder.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpurchaseordervoidlhtm|dea31e54-7cf9-4bd3-a136-618387e1f283|||
3325|3311|EIRT|0.0|1.0|1.0|Electronic Invoice Reject Document|||${kfs.url}/purapElectronicInvoiceReject.do?methodToCall=docHandler|||||2|||||1.0|||||42ae3428-5b36-44f6-8970-073991bdfc83|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Felectronicinvoicerejects.htm||
3326|3311|CM|0.0|1.0|1.0|Vendor Credit Memo|||${kfs.url}/purapVendorCreditMemo.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fvendorcreditmemo.htm|fe676f9d-37e7-4113-9ffe-2141924b1903|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fcreditmemos.htm||
3327|3311|PREQ|0.0|1.0|1.0|Payment Request|||${kfs.url}/purapPaymentRequest.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpaymentrequest.htm|a812afa0-181b-4f38-8665-eba8a3d9ea19|${kfs.externalizable.help.url}/default.htm?turl=WordDocuments%2Fpaymentrequests.htm||
3328|3313|RCVB|0.0|1.0|1.0|Bulk Receiving|||${kfs.url}/purapBulkReceiving.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Fbulkreceiving.htm|f80573de-17bd-411c-bb0f-83bd18ac4269|||
3329|3313|RCVC|0.0|1.0|1.0|Correction Receiving|||${kfs.url}/purapCorrectionReceiving.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Freceivingcorrectiondocument.htm|9fe73920-4aff-42b8-a7c2-89a9dbe7c1db|||
3330|3313|RCVL|0.0|1.0|1.0|Line Item Receiving|||${kfs.url}/purapLineItemReceiving.do?methodToCall=docHandler|||||2|||||1.0||||default.htm?turl=WordDocuments%2Freceiving.htm|bc8eca76-210c-496e-bfa3-df9fb3f41941|||
3331|3009|AACD|0.0|1.0|0.0|Default KC Account Creation||||||||2|||||2.0|||||63166497-03fc-43b9-9874-60824e4b3dca|||
3332|3009|EndowmentSimpleMaintenanceDocument|0.0|1.0|1.0|Endowment Simple Maintenance Document||||||||2|||||32.0|||||dec5ddef-46c6-43fe-b0cb-b0c08f9a3047|||
3333|3332|ACIModelMaintenanceDocument|0.0|1.0|1.0|ACI Model Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fautomatedcashinvestmentmodel.htm|903171aa-3565-479f-9e91-6e71fce8ff2b|||
3334|3332|AgreementSpecialInstructionMaintenanceDocument|0.0|1.0|1.0|Agreement Special Instruction Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fagreementspecialinstructioncode.htm|66cb1da9-3327-4b39-8f44-5653612a9f67|||
3335|3332|AgreementStatusMaintenanceDocument|0.0|1.0|1.0|Agreement Status Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fagreementstatuscode.htm|b235e258-d981-4a53-b0d7-3c6f88472941|||
3336|3332|AgreementTypeMaintenanceDocument|0.0|1.0|1.0|Agreement Type Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fagreementtypecode.htm|80a6ad0a-3627-41a2-9a8c-ca255b7810e3|||
3337|3332|CashSweepModelMaintenanceDocument|0.0|1.0|1.0|Cash Sweep Model Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcashsweepmodel.htm|69535081-0e2d-4c9e-aad5-3031a86f3e1e|||
3338|3332|ClassCodeMaintenanceDocument|0.0|1.0|1.0|Class Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fclasscode.htm|05120b5c-1d42-43dd-8612-630c59210b73|||
3339|3332|CloseCodeMaintenanceDocument|0.0|1.0|1.0|Close Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fclosecode.htm|4949df7a-8cca-46b2-a6f8-ca0c37d5656d|||
3340|3332|CombineGroupCodeMaintenanceDocument|0.0|1.0|1.0|Combine Group Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fcombinegroupcode.htm|95ed4d7f-b0f9-4f1c-9d35-4f27da9e1b13|||
3341|3332|DonorMaintenanceDocument|0.0|1.0|1.0|Donor Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdonorrecord.htm|8a3d7643-ef82-4beb-b681-09ea034e1a6e|||
3342|3332|DonorStatementCodeMaintenanceDocument|0.0|1.0|1.0|Donor Statement Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fdonorstatementcode.htm|d2613995-908a-495d-aa7d-b4605efceb98|||
3343|3332|EndowmentTransactionCodeMaintenanceDocument|0.0|1.0|1.0|Endowment Transaction Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fendowmenttransactioncode.htm|18847687-f8e7-4698-b6f1-1767bee68618|||
3344|3332|FeeMethodMaintenanceDocument|0.0|1.0|1.0|Fee Method Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Ffeemethod.htm|5f3445de-d08c-46f1-8ff4-994bea57efec|||
3345|3332|FundSourceCodeMaintenanceDocument|0.0|1.0|1.0|Fund Source Code Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fsourceoffundscode.htm|629068d2-5c94-4848-8180-2a9cfc2b3521|||
3346|3332|HoldingTaxLotMaintenanceDocument|0.0|1.0|1.0|Holding Tax Lot Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fholdingtaxlotmaintenance.htm|fdb7f53d-8919-4f00-8aeb-35c61bbc1962|||
3347|3332|KEMIDMaintenanceDocument|0.0|1.0|1.0|KEMID Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fkemid.htm|fb52f9c5-11b4-4797-9b0c-0a204b5e07d5|||
3348|3332|PooledFundControlMaintenanceDocument|0.0|1.0|1.0|Pooled Fund Control Maintenance Document||||||||2|||||1.0||||default.htm?turl=WordDocuments%2Fpooledfundcontrol.htm|c0d81763-1671-4fad-a234-da809aa37093|||
