fin_coa_cd|org_cd|obj_id|ver_nbr|descrshort|company|setid_location|location|tax_location_cd|manager_unvl_id|manager_posn|budget_yr_end_dt|budget_lvl|gl_expense|eeo4_function|accident_ins|si_accident_num|hazard|estabid|riskcd|fte_edit_indc|dept_tenure_flg|tl_distrib_info|use_budgets|use_encumbrances|use_distribution|budget_deptid|dist_prorate_optn|hp_stats_dept_cd|hp_stats_faculty|accounting_owner|country_grp|iu_org_mail_drp_cd|iu_org_address_2|iu_org_address_3|iu_campus_cd|iu_campus_bldg|iu_campus_room|iu_posn_allow_fl|iu_tenure_allow_fl|iu_title_allow_fl|iu_occ_un_allow_fl|org_fscl_aprvr_uid|last_update_date|
IN|DESP|11400DC3F381041EE043814FD881041E|1.0|IN-DESP|IU||||||||||||||||||||||||||||||IN||||||||20030604000000|
IN|DFAC|11400DC3F09D041EE043814FD881041E|1.0|IN-DFAC|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DFAC| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|DISC|11400DC3F09E041EE043814FD881041E|1.0|IN-DISC|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DISC| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|DLS|11400DC3F09F041EE043814FD881041E|1.0|IN-DLS|IU|IUINA|IN|IN|5309207209||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DLS|||||||||IN|||Y|Y|Y|N|4424101414|20040115000000|
IN|DMAN|11400DC3F0A0041EE043814FD881041E|1.0|IN-DMAN|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|N|N|1206006319|20041101000000|
IN|DMAS|11400DC3F0A1041EE043814FD881041E|1.0|IN-DMAS|IU|IUINA|IN|IN|6291109390||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMAS|||||||||IN|||Y|N|N|N|1206006319|20041101000000|
IN|DMCA|11400DC3F0A2041EE043814FD881041E|1.0|IN-DMCA|IU|IUINA|IN|IN|3954101482||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMCA|||||||||IN|||Y|N|Y|N|5344900879|20031103000000|
IN|DMCH|11400DC3F0A3041EE043814FD881041E|1.0|IN-DMCH|IU|IUINA|IN|IN|2845700356||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMCH|||||||||IN|||Y|N|N|N|5344900879|20040913000000|
IN|DMCO|11400DC3F0A4041EE043814FD881041E|1.0|IN-DMCO|IU||||6291109390||||||||||||||||||||||||1120 SOUTH DRIVE|INDIANAPOLIS, IN  46202-5114|IN|IN030|207|Y||||2845700356|20041101000000|
IN|DMDV|11400DC3F0A5041EE043814FD881041E|1.0|IN-DMDV|IU|IUINA|IN|IN|6291109390||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMDV|||||||||IN|||Y|N|N|N|4769508149|20040519000000|
IN|DMEC|11400DC3F0A6041EE043814FD881041E|1.0|IN-DMEC|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|Y|N|5607503790|20040526000000|
IN|DMED|11400DC3F0A7041EE043814FD881041E|1.0|IN-DMED|IU|IUINA|IN|IN|6291109390||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMED|||||||||IN|||Y|N|Y|N|2845700356|20040519000000|
IN|DMFA|11400DC3F0A8041EE043814FD881041E|1.0|IN-DMFA|IU||||6291109390||||||||||||||||||||||||1120 SOUTH DRIVE|INDIANAPOLIS, IN  46202-5114|IN|IN030|207|Y||||2845700356|20040519000000|
IN|DMFC|11400DC3F0A9041EE043814FD881041E|1.0|IN-DMFC|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|N|N|5344900879|20041101000000|
IN|DMGA|11400DC3F0AA041EE043814FD881041E|1.0|IN-DMGA|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|Y|N|1206006319|20041101000000|
IN|DMIA|11400DC3F0AB041EE043814FD881041E|1.0|IN-DMIA|IU|IUINA|IN|IN|2845700356||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMIA|||||||||IN|||Y|N|Y|N|5344900879|20031014000000|
IN|DMMR|11400DC3F0AC041EE043814FD881041E|1.0|IN-DMMR|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|N|N|1206006319|20041101000000|
IN|DMOO|11400DC3F0AD041EE043814FD881041E|1.0|IN-DMOO|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|N|N|3102209996|20040519000000|
IN|DMOS|11400DC3F0AE041EE043814FD881041E|1.0|IN-DMOS|IU|IUINA|IN|IN|2845700356||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMOS|||||||||IN|||Y|N|N|N|5344900879|20031014000000|
IN|DMOT|11400DC3F0AF041EE043814FD881041E|1.0|IN-DMOT|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|N|N|5344900879|20040519000000|
IN|DMPS|11400DC3F0B0041EE043814FD881041E|1.0|IN-DMPS|IU|IUINA|IN|IN|2845700356||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DMPS|||||||||IN|||Y|N|N|N|5344900879|20031014000000|
IN|DMSC|11400DC3F0B1041EE043814FD881041E|1.0|IN-DMSC|IU||||6291109390||||||||||||||||||||||||||IN|||Y|N|Y|N|1206006319|20041101000000|
IN|DMSP|11400DC3F0B2041EE043814FD881041E|1.0|IN-DMSP|IU||||2845700356||||||||||||||||||||||||||IN|||Y|N|N|N|5344900879|20040330000000|
IN|DMWA|11400DC3F0B3041EE043814FD881041E|1.0|IN-DMWA|IU||||3954101482||||||||||||||||||||||||||IN|||Y|N|Y|N|5344900879|20030108000000|
IN|DRSP|11400DC3F33C041EE043814FD881041E|1.0|IN-DRSP|IU||||6291109390||||||||||||||||||||||||||IN|||Y|||Y|3102209996|20041101000000|
IN|DSAD|11400DC3F0B4041EE043814FD881041E|1.0|IN-DSAD|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSAD| | | | | | | | |IN|| |Y|N|Y|N|6080308182|20021102000000|
IN|DSCC|11400DC3F0B5041EE043814FD881041E|1.0|IN-DSCC|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSCC| | | | | | | | |IN|| |Y|N|N|N|6080308182|20021102000000|
IN|DSDS|11400DC3F0B6041EE043814FD881041E|1.0|IN-DSDS|IU|IUINA|IN|IN|2098609156||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DSDS|||||||||IN|||Y|N|N|N|6080308182|20031014000000|
IN|DSEN|11400DC3F0B7041EE043814FD881041E|1.0|IN-DSEN|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSEN| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSFP|11400DC3F0B8041EE043814FD881041E|1.0|IN-DSFP|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSFP| | | | | | | | |IN|| |Y|N|N|N|6080308182|20021102000000|
IN|DSOB|11400DC3F0B9041EE043814FD881041E|1.0|IN-DSOB|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSOB| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSOF|11400DC3F0BA041EE043814FD881041E|1.0|IN-DSOF|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSOF| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSOH|11400DC3F0BB041EE043814FD881041E|1.0|IN-DSOH|IU|IUINA|IN|IN|2098609156||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-DSOH|||||||||IN|||Y|Y|Y|N|6080308182|20031014000000|
IN|DSOS|11400DC3F0BC041EE043814FD881041E|1.0|IN-DSOS|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSOS| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSPA|11400DC3F0BD041EE043814FD881041E|1.0|IN-DSPA|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSPA| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSPM|11400DC3F0BE041EE043814FD881041E|1.0|IN-DSPM|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSPM| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSRD|11400DC3F0BF041EE043814FD881041E|1.0|IN-DSRD|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSRD| | | | | | | | |IN|| |Y|Y|Y|N|6080308182|20021102000000|
IN|DSRS|11400DC3F0C0041EE043814FD881041E|1.0|IN-DSRS|IU|IUINA|IN|IN|2098609156| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSRS| | | | | | | | |IN|| |Y|N|Y|N|6080308182|20021102000000|
IN|DSTA|11400DC3F404041EE043814FD881041E|1.0|IN-DSTA|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|DSTU|11400DC3F0C1041EE043814FD881041E|1.0|IN-DSTU|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-DSTU| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|ECON|11400DC3F0C2041EE043814FD881041E|1.0|IN-ECON|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-ECON|||||||||IN|||Y|Y|Y|N|1364506195|20030228000000|
IN|EDUC|11400DC3F0C3041EE043814FD881041E|1.0|IN-EDUC|IU|IUINA|IN|IN|4797306442||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-EDUC|||||||||IN|||Y|Y|Y|Y|4797306442|20040913000000|
IN|ELEN|11400DC3F0C4041EE043814FD881041E|1.0|IN-ELEN|IU|IUINA|IN|IN|||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-ELEN|||||||||IN|||N|Y|Y|N||20050124000000|
IN|ELET|11400DC3F0C5041EE043814FD881041E|1.0|IN-ELET|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ELET| | | | | | | | |IN|| |N|Y|Y|N||20021102000000|
IN|EMER|11400DC3F0C6041EE043814FD881041E|1.0|IN-EMER|IU|IUINA|IN|IN|2845700356| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-EMER| | | | | | | | |IN|| |Y|Y|Y|N|2845700356|20021102000000|
IN|ENDC|11400DC3F0C7041EE043814FD881041E|1.0|IN-ENDC|IU|IUINA|IN|IN|4956605958| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENDC| | | | | | | | |IN|| |Y|N|Y|N|5402206934|20021102000000|
IN|ENG|11400DC3F0C8041EE043814FD881041E|1.0|IN-ENG|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-ENG|||||||||IN|||Y|Y|Y|N|1364506195|20030304000000|
IN|ENGD|11400DC3F0C9041EE043814FD881041E|1.0|IN-ENGD|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENGD| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|ENGR|11400DC3F0CA041EE043814FD881041E|1.0|IN-ENGR|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENGR| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|ENGT|11400DC3F0CB041EE043814FD881041E|1.0|IN-ENGT|IU|IUINA|IN|IN|1963107144| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENGT| | | | | | | | |IN|| |Y|Y|Y|N|1963107144|20021102000000|
IN|ENHS|11400DC3F0CC041EE043814FD881041E|1.0|IN-ENHS|IU|IUINA|IN|IN|3339401230| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENHS| | | | | | | | |IN|| |Y|N|N|N|3339401230|20021102000000|
IN|ENRL|11400DC3F0CD041EE043814FD881041E|1.0|IN-ENRL|IU|IUINA|IN|IN|2689004273| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ENRL| | | | | | | | |IN|| |Y|N|N|N|2689004273|20021102000000|
IN|ETEC|11400DC3F0D6041EE043814FD881041E|1.0|IN-ETEC|IU|IUINA|IN|IN|1680308253| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ETEC| | | | | | | | |IN|| |Y|N|N|N|3681205703|20021102000000|
IN|ETHC|11400DC3F0CE041EE043814FD881041E|1.0|IN-ETHC|IU|IUINA|IN|IN|5622705948||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-ETHC|||||||||IN|||Y|N|N|N|6240307307|20040707000000|
IN|EXAF|11400DC3F0CF041EE043814FD881041E|1.0|IN-EXAF|IU|IUINA|IN|IN|6269308135| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-EXAF| | | | | | | | |IN|| |Y|N|N|N|6269308135|20021102000000|
IN|EXEC|11400DC3F0D0041EE043814FD881041E|1.0|IN-EXEC|IU|IUINA|IN|IN|6269308135||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-EXEC|||||||||IN|||Y|N|N|N|6269308135|20031110000000|
IN|EXEM|11400DC3F3AD041EE043814FD881041E|1.0|IN-EXEM|IU||||||||||||||||||||||||||||||IN||||||||20031110000000|
IN|EXST|11400DC3F0D1041EE043814FD881041E|1.0|IN-EXST|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-EXST| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|EXTA|11400DC3F0D2041EE043814FD881041E|1.0|IN-EXTA|IU|IUINA|IN|IN|6269308135| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-EXTA| | | | | | | | |IN|| |Y|N|N|N|6269308135|20021102000000|
IN|FACR|11400DC3F0D3041EE043814FD881041E|1.0|IN-FACR|IU|IUINA|IN|IN|6182208707| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-FACR| | | | | | | | |IN|| |Y|N|N|N|6182208707|20021102000000|
IN|FAMM|11400DC3F0D4041EE043814FD881041E|1.0|IN-FAMM|IU|IUINA|IN|IN|3998400688||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-FAMM|||||||LO 200||IN|IN033|221|Y|Y|Y|N|3454106039|20030903000000|
IN|FDEV|11400DC3F0D5041EE043814FD881041E|1.0|IN-FDEV|IU|IUINA|IN|IN|3480207161||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-FDEV|||||||||IN|||Y|N|N|N|3480207161|20040526000000|
IN|FMAN|11400DC3F3B6041EE043814FD881041E|1.0|IN-FMAN|IU||||||||||||||||||||||||||||||IN||||||||20031120000000|
IN|FMCG|11400DC3F3B3041EE043814FD881041E|1.0|IN-FMCG|IU||||||||||||||||||||||||||||||IN||||||||20031120000000|
IN|FMCL|11400DC3F3B5041EE043814FD881041E|1.0|IN-FMCL|IU||||||||||||||||||||||||||||||IN||||||||20031120000000|
IN|FMPD|11400DC3F3B2041EE043814FD881041E|1.0|IN-FMPD|IU||||||||||||||||||||||||||||||IN||||||||20031120000000|
IN|FMRS|11400DC3F3B4041EE043814FD881041E|1.0|IN-FMRS|IU||||||||||||||||||||||||||||||IN||||||||20031120000000|
IN|FRPP|11400DC3F0D7041EE043814FD881041E|1.0|IN-FRPP|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-FRPP| | | | | | | | |IN|| |N|Y|Y|N||20021102000000|
IN|GAST|11400DC3F0D8041EE043814FD881041E|1.0|IN-GAST|IU||||1611308074||||||||||||||||||||||||||IN|||Y||Y||1306305885|20031106000000|
IN|GEOG|11400DC3F0D9041EE043814FD881041E|1.0|IN-GEOG|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-GEOG|||||||||IN|||Y|Y|Y|N|1364506195|20030228000000|
IN|GEOL|11400DC3F0DA041EE043814FD881041E|1.0|IN-GEOL|IU|IUINA|IN|IN|5535209660| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-GEOL| | | | | | | | |IN|| |Y|Y|Y|N|2007901595|20021102000000|
IN|GMED|11400DC3F0DB041EE043814FD881041E|1.0|IN-GMED|IU|IUINA|IN|IN|1486601605| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-GMED| | | | | | | | |IN|| |Y|N|N|N|1486601605|20021102000000|
IN|GRAD|11400DC3F0DC041EE043814FD881041E|1.0|IN-GRAD|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-GRAD| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|GSPE|11400DC3F405041EE043814FD881041E|1.0|IN-GSPE|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|HAD|11400DC3F0DD041EE043814FD881041E|1.0|IN-HAD|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HAD| | | | | | | | |IN|| |N|Y|Y|N||20021102000000|
IN|HALL|11400DC3F0DE041EE043814FD881041E|1.0|IN-HALL|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HALL| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|HEMO|11400DC3F0DF041EE043814FD881041E|1.0|IN-HEMO|IU|IUINA|IN|IN|1985208153| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HEMO| | | | | | | | |IN|| |Y|N|Y|N|3241801877|20021102000000|
IN|HERR|11400DC3F0E0041EE043814FD881041E|1.0|IN-HERR|IU|IUINA|IN|IN|4041902980||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-HERR|||||||||IN|||Y|Y|Y|N|1595003228|20050131000000|
IN|HIST|11400DC3F0E1041EE043814FD881041E|1.0|IN-HIST|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-HIST|||||||||IN|||Y|Y|Y|N|1364506195|20030228000000|
IN|HOND|11400DC3F42B041EE043814FD881041E|1.0|IN-HOND|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|HONP|11400DC3F406041EE043814FD881041E|1.0|IN-HONP|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|HONR|11400DC3F0E2041EE043814FD881041E|1.0|IN-HONR|IU|IUINA|IN|IN|5163208565| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HONR| | | | | | | | |IN|| |Y|N|N|N|5163208565|20021102000000|
IN|HOS|11400DC3F0E5041EE043814FD881041E|1.0|IN-HOS|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HOS| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|HPHL|11400DC3F312041EE043814FD881041E|1.0|IN-HPHL|IU||||4425901434||||||||||||||||||||||||||IN|||||||4425901434|20030422000000|
IN|HPHY|11400DC3F0E3041EE043814FD881041E|1.0|IN-HPHY|IU|IUINA|IN|IN|4182202259||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-HPHY|||||||||IN|||Y|N|N|N|4182202259|20030822000000|
IN|HR|11400DC3F0E4041EE043814FD881041E|1.0|IN-HR|IU|IUINA|IN|IN|4263602369| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-HR| | | | | | | | |IN|| |Y|N|N|N|4263602369|20021102000000|
IN|HUSE|11400DC3F407041EE043814FD881041E|1.0|IN-HUSE|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|IACT|11400DC3F0E6041EE043814FD881041E|1.0|IN-IACT|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-IACT| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|ICC|11400DC3F0E7041EE043814FD881041E|1.0|IN-ICC|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-ICC|||||||||IN|||Y|N|N|N|5506104642|20030903000000|
IN|ICFA|11400DC3F0E8041EE043814FD881041E|1.0|IN-ICFA|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-ICFA| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|IDI|11400DC3F408041EE043814FD881041E|1.0|IN-IDI|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|IED|11400DC3F0E9041EE043814FD881041E|1.0|IN-IED|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-IED| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|IEDT|11400DC3F409041EE043814FD881041E|1.0|IN-IEDT|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|ILLM|11400DC3F311041EE043814FD881041E|1.0|IN-ILLM|IU||||||||||||||||||||||||||||||IN||||||||20030130000000|
IN|IMAG|11400DC3F0EA041EE043814FD881041E|1.0|IN-IMAG|IU|IUINA|IN|IN|5263304328| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-IMAG| | | | | | | | |IN|| |Y|N|N|N|1364506195|20021102000000|
IN|IMIR|11400DC3F0EB041EE043814FD881041E|1.0|IN-IMIR|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-IMIR| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|IMMU|11400DC3F0EC041EE043814FD881041E|1.0|IN-IMMU|IU|IUINA|IN|IN|1469805442||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-INTM|||||||||IN|||Y|N|Y|N|1170706400|20040825000000|
IN|IN|11400DC3F0ED041EE043814FD881041E|1.0|IN-IN|IU|IUINA|IN|IN|6269308135||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-IN|||||||||IN|||N|N|N|N|6269308135|20040716000000|
IN|INCO|11400DC3F3AB041EE043814FD881041E|1.0|IN-INCO|IU||||||||||||||||||||||||||||||IN||||||||20031103000000|
IN|INDS|11400DC3F0EE041EE043814FD881041E|1.0|IN-INDS|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INDS| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|INFD|11400DC3F0EF041EE043814FD881041E|1.0|IN-INFD|IU|IUINA|IN|IN|3701402014| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INFD| | | | | | | | |IN|| |Y|N|Y|N|3232007851|20021102000000|
IN|INFO|11400DC3F0F0041EE043814FD881041E|1.0|IN-INFO|IU|IUINA|IN|IN|4602809661||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-INFO|||||||||IN|||Y|Y|Y|N|4602809661|20031017000000|
IN|INSD|11400DC3F0F1041EE043814FD881041E|1.0|IN-INSD|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INSD| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|INTE|11400DC3F0F2041EE043814FD881041E|1.0|IN-INTE|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INTE| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|INTM|11400DC3F0F3041EE043814FD881041E|1.0|IN-INTM|IU|IUINA|IN|IN|5622705948||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-INTM|||||||||IN|||Y|N|Y|N|6240307307|20040707000000|
IN|INTP|11400DC3F0F4041EE043814FD881041E|1.0|IN-INTP|IU|IUINA|IN|IN|5840806578||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-INTP|||||||||IN|||Y|N|Y|N|3087808142|20040922000000|
IN|INTS|11400DC3F0F5041EE043814FD881041E|1.0|IN-INTS|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INTS| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|INTT|11400DC3F0F6041EE043814FD881041E|1.0|IN-INTT|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-INTT| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
IN|IRET|11400DC3F0F7041EE043814FD881041E|1.0|IN-IRET|IU|IUINA|IN|IN|1680308253| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-IRET| | | | | | | | |IN|| |Y|N|Y|N|1680308253|20021102000000|
IN|IUFD|11400DC3F40A041EE043814FD881041E|1.0|IN-IUFD|IU||||||||||||||||||||||||||||||IN|||||Y|||20040615000000|
IN|IUMG|11400DC3F438041EE043814FD881041E|1.0|IN-IUMG|IU||||1469805442||||||||||||||||||||||||||IN|||Y||||6240307307|20040902000000|
IN|IUSC|11400DC3F30E041EE043814FD881041E|1.0|IN-IUSC|IU||||3409204973||||||||||||||||||||||||||IN|||Y||||3409204973|20040319000000|
IN|JOUR|11400DC3F0F8041EE043814FD881041E|1.0|IN-JOUR|IU|IUINA|IN|IN|1997403090||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-JOUR|||||||||IN|||Y|Y|Y|N|1997403090|20040715000000|
IN|KATS|11400DC3F0F9041EE043814FD881041E|1.0|IN-KATS|IU|IUINA|IN|IN|2792204561||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-KATS|||||||||IN|||Y|N|N|N|2724700273|20040825000000|
IN|LANG|11400DC3F0FA041EE043814FD881041E|1.0|IN-LANG|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-LANG|||||||||IN|||Y|Y|Y|N|1364506195|20030227000000|
IN|LARS|11400DC3F0FB041EE043814FD881041E|1.0|IN-LARS|IU|IUINA|IN|IN|4959604187||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-LARS|||||||||IN|||Y|N|Y|N|4959604187|20030204000000|
IN|LART|11400DC3F0FC041EE043814FD881041E|1.0|IN-LART|IU|IUINA|IN|IN|5263304328||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-LART|||||||||IN|||Y|Y|Y|N|1364506195|20030210000000|
IN|LAW|11400DC3F0FD041EE043814FD881041E|1.0|IN-LAW|IU|IUINA|IN|IN|1659102154||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-LAW|||||||||IN|||Y|Y|Y|N|1659102154|20040107000000|
IN|LAWL|11400DC3F0FE041EE043814FD881041E|1.0|IN-LAWL|IU|IUINA|IN|IN|1659102154||630.0|D||15||||IU||N|N|N|Y|Y|N|IN-LAWL|||||||||IN|||Y|N|Y|N|1659102154|20040107000000|
IN|LBST|11400DC3F0FF041EE043814FD881041E|1.0|IN-LBST|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-LBST| | | | | | | | |IN|| |N|Y|Y|N||20021102000000|
IN|LETR|11400DC3F100041EE043814FD881041E|1.0|IN-LETR|IU|IUINA|IN|IN|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|IN-LETR| | | | | | | | |IN|| |N|N|Y|N||20021102000000|
