rte_node_id|doc_typ_id|nm|typ|rte_mthd_nm|rte_mthd_cd|fnl_aprvr_ind|mndtry_rte_ind|actvn_typ|brch_proto_id|ver_nbr|content_fragment|grp_id|next_doc_stat|
3468|3391|NoOpSpecialRequestReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3467|16.0||||
3469|3391|TravelIsInternationalTravel|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||16.0|||Awaiting International Travel Review|
3471|3391|InternationalTravelReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3470|32.0||||
3472|3391|JoinRequiresInternationalTravelReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||32.0||||
3474|3391|NoOpInternationalTravelReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3473|32.0||||
3475|3391|TravelNeedsRiskManagement|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||32.0|||Awaiting Risk Management Review|
3477|3391|RiskManagement|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3476|64.0|||Awaiting Sub-Fund Review|
3478|3391|JoinRequiresRiskManagement|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||64.0||||
3480|3391|NoOpRiskManagement|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3479|64.0|||Awaiting Sub-Fund Review|
3481|3391|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||64.0|||Awaiting Award Review|
3482|3391|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||64.0|||Awaiting Separation Of Duties Review|
3483|3391|SeparationOfDuties|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||64.0|||Awaiting Separation Of Duties Review|
3485|3391|SeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3484|128.0|||Awaiting Travel Manager Review|
3486|3391|JoinSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||128.0||||
3488|3391|NoOpSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3487|128.0|||Awaiting Travel Manager Review|
3489|3391|TravelAdvanceRequested|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||128.0|||Awaiting Travel Manager Review|
3491|3391|APTravel|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3490|256.0|||Open For Reimbursement|
3492|3391|JoinTravelAdvanceRequested|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||256.0||||
3494|3391|NoOpTravelAdvanceRequested|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3493|256.0|||Open For Reimbursement|
3496|3397|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting Tax Manager Review|
3497|3397|ProfileIsTaxManagerRequired|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0|||Awaiting Tax Manager Review|
3499|3397|Tax|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3498|2.0|||Final|
3500|3397|JoinRequiresTaxManagerReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3502|3397|NoOpTaxManager|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3501|2.0|||Final|
3504|3398|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3506|3405|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3507|3405|TravelRequiresTravelerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3509|3405|TravelerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3508|2.0|||Awaiting Fiscal Officer Review|
3510|3405|JoinTravelRequiresTravelerApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3512|3405|NoOpTravelerReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3511|2.0|||Awaiting Fiscal Officer Review|
3513|3405|TravelRequiresAccountApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0|||Awaiting Fiscal Officer Review|
3515|3405|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3514|4.0|||Awaiting Travel Accounting Review|
3516|3405|JoinRequiresAccountApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3518|3405|NoOpAccountApproval|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3517|4.0|||Awaiting Travel Accounting Review|
3519|3405|TravelRequiresAccountingReviewer|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0|||Awaiting Travel Accounting Review|
3521|3405|AccountingReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3520|8.0|||Awaiting Division Review|
3522|3405|JoinRequiresAccountingReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3524|3405|NoOpAccountingReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3523|8.0|||Awaiting Division Review|
3525|3405|TravelRequiresDivisionApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||8.0|||Awaiting Division Review|
3527|3405|DivisionReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3526|16.0|||Awaiting Special Request Review|
3528|3405|JoinRequiresDivisionApprover|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||16.0||||
3530|3405|NoOpDivisionApprover|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3529|16.0|||Awaiting Special Request Review|
3531|3405|TravelHasSpecialRequest|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||16.0|||Awaiting Special Request Review|
3533|3405|SpecialRequestReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3532|32.0|||Awaiting International Travel Review|
3534|3405|JoinRequiresSpecialRequestReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||32.0||||
3536|3405|NoOpSpecialRequestReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3535|32.0|||Awaiting International Travel Review|
3537|3405|TravelIsInternationalTravel|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||32.0|||Awaiting International Travel Review|
3539|3405|InternationalTravelReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3538|64.0|||Awaiting Sub-Fund Review|
3540|3405|JoinRequiresInternationalTravelReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||64.0||||
3542|3405|NoOpInternationalTravelReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3541|64.0|||Awaiting Sub-Fund Review|
3543|3405|RequiresSubFund|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||64.0|||Awaiting Sub-Fund Review|
3545|3405|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3544|128.0|||Awaiting Award Review|
3546|3405|JoinRequiresSubFund|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||128.0||||
3548|3405|NoOpSubFund|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3547|128.0|||Awaiting Award Review|
3549|3405|RequiresAward|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||128.0|||Awaiting Award Review|
3551|3405|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3550|256.0|||Awaiting Tax Manager Review|
3552|3405|JoinRequiresAward|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||256.0||||
3554|3405|NoOpAward|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3553|256.0|||Awaiting Tax Manager Review|
3555|3405|TaxManagerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||256.0|||Awaiting Tax Manager Review|
3557|3405|Tax|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3556|512.0|||Awaiting Separation Of Duties Review|
3558|3405|JoinTaxManager|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||512.0||||
3560|3405|NoOpTaxManager|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3559|512.0|||Awaiting Separation Of Duties Review|
3561|3405|SeparationOfDuties|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||512.0|||Awaiting Separation Of Duties Review|
3563|3405|SeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3562|1024.0|||Awaiting Travel Manager Review|
3564|3405|JoinSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||1024.0||||
3566|3405|NoOpSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3565|1024.0|||Awaiting Travel Manager Review|
3567|3405|RequiresAPTravel|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1024.0|||Awaiting Travel Manager Review|
3569|3405|APTravel|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3568|2048.0|||Department Approved|
3570|3405|JoinRequiresAPTravel|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2048.0||||
3572|3405|NoOpAPTravel|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3571|2048.0|||Department Approved|
3574|3406|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Fiscal Officer Review|
3575|3406|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0|||Pending Bank Application|
3576|3406|TravelManagerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||1.0|||Approved|
3578|3407|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3579|3407|TravelRequiresTravelerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0||||
3581|3407|TravelerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3580|2.0||||
3582|3407|JoinTravelRequiresTravelerApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3584|3407|NoOpTravelerReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3583|2.0||||
3586|3410|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3588|3418|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3589|3418|TravelRequiresTravelerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||1.0|||Awaiting Traveler Review|
3591|3418|TravelerReview|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3590|2.0|||Awaiting Fiscal Officer Review|
3592|3418|JoinTravelRequiresTravelerApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||2.0||||
3594|3418|NoOpTravelerReview|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3593|2.0|||Awaiting Fiscal Officer Review|
3595|3418|TravelRequiresAccountApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||2.0|||Awaiting Fiscal Officer Review|
3597|3418|Account|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3596|4.0|||Awaiting Organization Review|
3598|3418|JoinRequiresAccountApproval|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||4.0||||
3600|3418|NoOpAccountApproval|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3599|4.0|||Awaiting Organization Review|
3601|3418|OrganizationHierarchy|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||4.0|||Awaiting Organization Review|
3602|3418|TravelHasSpecialRequest|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||4.0|||Awaiting Special Request Review|
3604|3418|SpecialRequestReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3603|8.0|||Awaiting Executive Review|
3605|3418|JoinRequiresSpecialRequestReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||8.0||||
3607|3418|NoOpSpecialRequestReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3606|8.0|||Awaiting Executive Review|
3608|3418|ExecutiveApproval|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||8.0|||Awaiting Sub-Fund Review|
3609|3418|SubFund|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||8.0|||Awaiting Award Review|
3610|3418|Award|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||8.0|||Awaiting Tax Manager Review|
3611|3418|TaxManagerApproval|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||8.0|||Awaiting Tax Manager Review|
3613|3418|Tax|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3612|16.0|||Awaiting Separation Of Duties Review|
3614|3418|JoinRequiresTaxManagerReview|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||16.0||||
3616|3418|NoOpTaxManager|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3615|16.0|||Awaiting Separation Of Duties Review|
3617|3418|SeparationOfDuties|org.kuali.kfs.sys.document.workflow.SimpleBooleanSplitNode|||0.0|0.0|S||16.0|||Awaiting Separation Of Duties Review|
3619|3418|SeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P|3618|32.0|||Awaiting Moving and Relocation Manager Review|
3620|3418|JoinSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.SimpleJoinNode|||0.0|0.0|S||32.0||||
3622|3418|NoOpSeparationOfDutiesReviewer|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S|3621|32.0|||Awaiting Moving and Relocation Manager Review|
3623|3418|MovingAndRelocationManager|org.kuali.rice.kew.engine.node.RoleNode|org.kuali.rice.kew.role.RoleRouteModule|RM|0.0|0.0|P||32.0|||Moving And Relocation Manager Approved|
3625|3420|AdHoc|org.kuali.rice.kew.engine.node.InitialNode|||0.0|0.0|S||1.0||||
3626|3420|DoNothing|org.kuali.rice.kew.engine.node.NoOpNode|||0.0|0.0|S||1.0||||
