cust_nbr|cust_addr_id|obj_id|ver_nbr|cust_addr_nm|cust_line_1_addr|cust_line_2_addr|cust_city_nm|cust_state_cd|cust_zip_cd|cust_cntry_cd|cust_addr_intl_prov_nm|cust_intl_mail_cd|cust_email_addr|cust_addr_type_cd|cust_addr_end_dt|inv_tmplt_cd|copies_to_print_qty|inv_trns_mthd_cd|env_to_print_qty|
ELI1805|1578.0|48A7ED7FC205FC83E0404F8189D860FE|1.0|HARDER COMPANY|100855 MAIN STREET|CENTER 440H|INDIANAPOLIS|IN|46285|US||||A||||||
ELI1805|1579.0|48A7ED7FC291FC83E0404F8189D860FE|1.0|HARDER COMPANY|100995 MAIN STREET|DROP CODE 508H|INDIANAPOLIS|IN|46285|US||||A||||||
ELI1805|1580.0|48A7ED7FC295FC83E0404F8189D860FE|1.0|HARDER COMPANY|100999 MAIN STREET|BUILDING 510H|INDIANAPOLIS|IN|46285|US||||A||||||
EME19607|1.0|48A7ED7FC101FC83E0404F8189D860FE|1.0|MICHELS COMPANY|100595 MAIN STREET|PO BOX 310M|ST LOUIS|MO|63136|US||||P||||||
ENT10522|1.0|48A7ED7FBF71FC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100195 MAIN STREET||GREENWOOD|IN|46143|US||||P||||||
ENT10522|2.0|48A7ED7FBFC7FC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100281 MAIN STREET||MISHAWAKA|IN|46545|US||||A||||||
ENT10522|3.0|48A7ED7FC01DFC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100367 MAIN STREET||INDIANAPOLIS|IN|46256|US||||A||||||
ENT10522|4.0|48A7ED7FC211FC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100867 MAIN STREET||FORT WAYNE|IN|46805|US|||customer@domain.com|A||||||
ENT10522|5.0|48A7ED7FC224FC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100886 MAIN STREET||INDIANAPOLIS|IN|46227|US||||A||||||
ENT10522|6.0|48A7ED7FC22EFC83E0404F8189D860FE|1.0|HAIRSTON ENTERPRISES|100896 MAIN STREET||INDIANAPOLIS|IN|46280|US||||A||||||
EPI20012|1.0|48A7ED7FC123FC83E0404F8189D860FE|1.0|RAMBO SYSTEMS|100629 MAIN STREET||MADISON|WI|53711|US||||P||||||
EPI20012|2.0|48A7ED7FC167FC83E0404F8189D860FE|1.0|RAMBO SYSTEMS|100697 MAIN STREET||VERONA|WI|53593|US||||A||||||
ERN1888|1.0|48A7ED7FBEE6FC83E0404F8189D860FE|1.0|COSTON CORPORATION|100056 MAIN STREET|SUITE 27C|INDIANAPOLIS|IN|46202|US||||P||||||
ERN1888|2.0|48A7ED7FBF83FC83E0404F8189D860FE|1.0|COSTON CORPORATION|100213 MAIN STREET||NEW YORK|NY|10036-6530|US|||customer@domain.com|A||||||
ERN1888|3.0|48A7ED7FBF8EFC83E0404F8189D860FE|1.0|COSTON CORPORATION|100224 MAIN STREET||NEW YORK|NY|10036-6530|US|||customer@domain.com|T||||||
ERN1888|4.0|48A7ED7FBF8FFC83E0404F8189D860FE|1.0|COSTON CORPORATION|100225 MAIN STREET|SUITE 127C|INDIANAPOLIS|IN|46204|US||||A||||||
ERN1888|5.0|48A7ED7FBFCBFC83E0404F8189D860FE|1.0|COSTON CORPORATION|100285 MAIN STREET||NEW YORK|NY|10019|US||||A||||||
ERN1888|6.0|48A7ED7FC040FC83E0404F8189D860FE|1.0|COSTON CORPORATION|100402 MAIN STREET|SUITE 213C|INDIANAPOLIS|IN|46204|US||||A||||||
ETH21093|1.0|48A7ED7FC168FC83E0404F8189D860FE|1.0|NEILSON GROUP|100698 MAIN STREET||IRVING|TX|75014|US||||P||||||
EXX17750|1.0|48A7ED7FC062FC83E0404F8189D860FE|1.0|KEE CORPORATION|100436 MAIN STREET|ROOM 234K|HOUSTON|TX|77002|US||||P||||||
EXX17750|2.0|48A7ED7FC077FC83E0404F8189D860FE|1.0|KEE CORPORATION|100457 MAIN STREET|SUITE 245K|HOUSTON|TX|77027|US||||A||||||
EXX17750|3.0|48A7ED7FC0C2FC83E0404F8189D860FE|1.0|KEE CORPORATION|100532 MAIN STREET|SUITE 278K|HOUSTON|TX|77060|US||||A||||||
EXX17750|4.0|48A7ED7FC1C7FC83E0404F8189D860FE|1.0|KEE CORPORATION|100793 MAIN STREET|ROOM 410K|HOUSTON|TX|77002|US||||A||||||
EXX17750|5.0|48A7ED7FC22AFC83E0404F8189D860FE|1.0|KEE CORPORATION|100892 MAIN STREET|OFFICE 455K|HOUSTON|TX|77252|US||||A||||||
EXX17750|6.0|48A7ED7FC22DFC83E0404F8189D860FE|1.0|KEE CORPORATION|100895 MAIN STREET|BOX 458K|HOUSTON|TX|77251|US||||A||||||
EXX17750|7.0|48A7ED7FC27DFC83E0404F8189D860FE|1.0|KEE CORPORATION|100975 MAIN STREET|ROOM 499K|HOUSTON|TX|77002|US||||A||||||
FAC17395|1.0|48A7ED7FC00AFC83E0404F8189D860FE|1.0|WINCHESTER CORPORATION|100348 MAIN STREET||GREENWICH|CT|06830|US||||P||||||
FAC17395|2.0|48A7ED7FC0F9FC83E0404F8189D860FE|1.0|WINCHESTER CORPORATION|100587 MAIN STREET||NORWALK|CT|06851|US||||A||||||
FAC17395|3.0|48A7ED7FC21AFC83E0404F8189D860FE|1.0|WINCHESTER CORPORATION|100876 MAIN STREET||NORFOLK|CT|06851|US||||A||||||
FBO17394|1.0|48A7ED7FC00BFC83E0404F8189D860FE|1.0|CAULEY BANK|100349 MAIN STREET||OAK PARK|IL|60302|US||||P||||||
FED15354|1.0|48A7ED7FBFBEFC83E0404F8189D860FE|1.0|ABBOTT CORPORATION|100272 MAIN STREET||CHICAGO|IL|60661|US||||P||||||
FED15354|2.0|48A7ED7FC12FFC83E0404F8189D860FE|1.0|ABBOTT CORPORATION|100641 MAIN STREET|SUITE 331A|INDIANAPOLIS|IN|46250|US||||A||||||
FED17397|1.0|48A7ED7FC01BFC83E0404F8189D860FE|1.0|BURCHAM BANK|100365 MAIN STREET||ST LOUIS|MO|63166|US||||P||||||
FED21094|1.0|48A7ED7FC16CFC83E0404F8189D860FE|1.0|WETMORE COMPANY|100702 MAIN STREET|SUITE 359W|INDIANAPOLIS|IN|46250|US||||P||||||
FIF11723|1.0|48A7ED7FBF82FC83E0404F8189D860FE|1.0|WELBORN BANK|100212 MAIN STREET||LOUISVILLE|KY|40202|US||||P||||||
FIF11723|2.0|48A7ED7FC088FC83E0404F8189D860FE|1.0|WELBORN BANK|100474 MAIN STREET||EVANSVILLE|IN|47708|US||||A||||||
FIF11723|3.0|48A7ED7FC12AFC83E0404F8189D860FE|1.0|WELBORN BANK|100636 MAIN STREET|SUITE 327W|CINCINNATI|OH|45263|US||||A||||||
FIF11723|4.0|48A7ED7FC20DFC83E0404F8189D860FE|1.0|WELBORN BANK|100863 MAIN STREET||COLUMBUS|OH|43215|US||||A||||||
FIF11723|5.0|48A7ED7FC26EFC83E0404F8189D860FE|1.0|WELBORN BANK|100960 MAIN STREET|FLOOR 488W|CINCINNATI|OH|45263|US||||A||||||
FIN19600|1.0|48A7ED7FC0FAFC83E0404F8189D860FE|1.0|THEISS CORPORATION|100588 MAIN STREET|TOWER 306T|CINCINNATI|OH|45202|US||||P||||||
FIN21351|1.0|48A7ED7FC1C9FC83E0404F8189D860FE|1.0|ALBRITTON CORPORATION|100795 MAIN STREET||CHICAGO|IL|60607|US||||P||||||
FIN23328|1.0|48A7ED7FC253FC83E0404F8189D860FE|1.0|PERRON GROUP|100933 MAIN STREET|SUITE 474P|INDIANAPOLIS|IN|46240|US||||P||||||
FLA22934|1.0|48A7ED7FC22FFC83E0404F8189D860FE|1.0|LAMKIN BANK|100897 MAIN STREET||INDIANAPOLIS|IN|46250|US||||P||||||
FLA22934|2.0|48A7ED7FC260FC83E0404F8189D860FE|1.0|LAMKIN BANK|100946 MAIN STREET||TROY|MI|48098|US||||A||||||
FOR2028|1.0|48A7ED7FBEE7FC83E0404F8189D860FE|1.0|EADS COMPANY|100057 MAIN STREET|PO BOX 28E|INDIANPOLIS|IN|46206|US||||P||||||
FOR2028|2.0|48A7ED7FC08AFC83E0404F8189D860FE|1.0|EADS COMPANY|100476 MAIN STREET|ROOM 255E|DEARBORN|MI|48121|US||||A||||||
FOR2028|3.0|48A7ED7FC196FC83E0404F8189D860FE|1.0|EADS COMPANY|100744 MAIN STREET|SUITE 389E|DEARBORN|MI|48121|US||||A||||||
FOR2028|4.0|48A7ED7FC1F4FC83E0404F8189D860FE|1.0|EADS COMPANY|100838 MAIN STREET|SUITE 429E|DEARBORN|MI|48126|US||||A||||||
FRI21379|1.0|48A7ED7FC1CEFC83E0404F8189D860FE|1.0|JOHNSTONE ASSOCIATES|100800 MAIN STREET|SUITE 414J|PARK RIDGE|IL|60068|US||||P||||||
FTI19569|1.0|48A7ED7FC0EAFC83E0404F8189D860FE|1.0|JARMON COMPANY|100572 MAIN STREET|SUITE 299J|CHICAGO|IL|60606|US||||P||||||
FTI19569|2.0|48A7ED7FC1A1FC83E0404F8189D860FE|1.0|JARMON COMPANY|100755 MAIN STREET|FLOOR 392J|NEW YORK|NY|10036|US||||A||||||
FTN19570|1.0|48A7ED7FC0D5FC83E0404F8189D860FE|1.0|ELY CORPORATION|100551 MAIN STREET|SUITE 289E|CLEVELAND|OH|44114|US||||P||||||
GAP17272|1.0|48A7ED7FBFE2FC83E0404F8189D860FE|1.0|NIX CORPORATION|100308 MAIN STREET|FLOOR 159N|SAN FRANCISCO|CA|94105|US||||P||||||
GEI17271|1.0|48A7ED7FBFEAFC83E0404F8189D860FE|1.0|PEERY COMPANY|100316 MAIN STREET|SUITE 167P|CHEVY CHASE|MD|20815|US||||P||||||
GEI17271|2.0|48A7ED7FC0BBFC83E0404F8189D860FE|1.0|PEERY COMPANY|100525 MAIN STREET||CHEVY CHASE|MD|20815|US||||A||||||
GEI17271|3.0|48A7ED7FC261FC83E0404F8189D860FE|1.0|PEERY COMPANY|100947 MAIN STREET||CORALVILLE|IA|52241|US||||A||||||
GEN14021|1.0|48A7ED7FBFA3FC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100245 MAIN STREET||NEW ALBANY|IN|47150|US||||P||||||
GEN14021|2.0|48A7ED7FBFFAFC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100332 MAIN STREET|SUITE 178K|DRESHER|PA|19025|US||||A||||||
GEN14021|3.0|48A7ED7FC031FC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100387 MAIN STREET|CENTER 204K|MIDDLETOWN|DE|19709|US||||A||||||
GEN14021|4.0|48A7ED7FC067FC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100441 MAIN STREET||MINNEAPOLIS|MN|55426|US||||A||||||
GEN14021|5.0|48A7ED7FC082FC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100468 MAIN STREET||NEW ALBANY|IN|47150|US||||A||||||
GEN14021|6.0|48A7ED7FC156FC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100680 MAIN STREET|SUITE 348K|MINNEAPOLIS|MN|55426|US||||A||||||
GEN14021|7.0|48A7ED7FC1BFFC83E0404F8189D860FE|1.0|KOSTER CORPORATION|100785 MAIN STREET|PO BOX 407K|MINNEAPOLIS|MN|55440|US||||A||||||
GEN2154|1.0|48A7ED7FBEE8FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100058 MAIN STREET||LOUISVILLE|KY|40225|US||||P||||||
GEN2154|1855.0|48A7ED7FBEE9FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100059 MAIN STREET||FAIRFIELD|CT|06431|US||||A||||||
GEN2154|1856.0|48A7ED7FBEEAFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100060 MAIN STREET||LOUISVILLE,|KY|40232|US||||A||||||
GEN2154|1857.0|48A7ED7FBFC1FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100275 MAIN STREET|BUILDING 147S|CINCINNATI|OH|45215|US||||A||||||
GEN2154|1858.0|48A7ED7FC025FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100375 MAIN STREET|SUITE 195S|LOUISVILLE|KY|40225|US||||A||||||
GEN2154|1859.0|48A7ED7FC073FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100453 MAIN STREET||SCHENECTADY|NY|12301|US||||A||||||
GEN2154|1860.0|48A7ED7FC084FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100470 MAIN STREET||DANBURY|CT|06810|US||||A||||||
GEN2154|1861.0|48A7ED7FC0B0FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100514 MAIN STREET|SUITE 272S|NISKAYUNA|NY|12309|US||||A||||||
GEN2154|1862.0|48A7ED7FC0BEFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100528 MAIN STREET||OVERLAND PARK|KS|66201|US||||A||||||
GEN2154|1863.0|48A7ED7FC0D7FC83E0404F8189D860FE|1.0|SALTER CORPORATION|100553 MAIN STREET|SUITE 290S|WAUKESHA|WI|53188|US||||A||||||
GEN2154|1864.0|48A7ED7FC11CFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100622 MAIN STREET|SUITE 321S|LOUISVILLE|KY|40225|US||||A||||||
GEN2154|1865.0|48A7ED7FC1FBFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100845 MAIN STREET|BUILDING 432S|CINCINNATI|OH|45215|US||||A||||||
GEN2154|1866.0|48A7ED7FC1FEFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100848 MAIN STREET|SUITE 434S|LOUISVILLE|KY|40225|US||||A||||||
GEN2154|1867.0|48A7ED7FC23BFC83E0404F8189D860FE|1.0|SALTER CORPORATION|100909 MAIN STREET|SUITE 464S|INDIANAPOLIS|IN|46278|US||||A||||||
GEN2161|1.0|48A7ED7FBEEBFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100061 MAIN STREET||WASHINGTON|DC|20036|US||||P||||||
GEN2161|1862.0|48A7ED7FBEECFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100062 MAIN STREET||BLOOMINGTON|IN|47408|US||||A||||||
GEN2161|1863.0|48A7ED7FBEEDFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100063 MAIN STREET|PO BOX 29S|INDIANAPOLIS|IN|46250|US||||A||||||
GEN2161|1864.0|48A7ED7FBEEEFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100064 MAIN STREET||TROY|MI|48084|US||||A||||||
GEN2161|1865.0|48A7ED7FBEEFFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100065 MAIN STREET||TROY|MI|48083|US||||A||||||
GEN2161|1866.0|48A7ED7FBEF0FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100066 MAIN STREET||DETROIT|MI|48232|US||||A||||||
GEN2161|1867.0|48A7ED7FBEF1FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100067 MAIN STREET||BLOOMFIELD HILLS|MI|48303-2114|US||||A||||||
GEN2161|1868.0|48A7ED7FBEF2FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100068 MAIN STREET|CENTER 30S|ROANOKE,|IN|46783|US||||A||||||
GEN2161|1869.0|48A7ED7FBEF3FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100069 MAIN STREET||BLOOMFIELD HILLS|MI|48303|US||||A||||||
GEN2161|1870.0|48A7ED7FBF64FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100182 MAIN STREET||BEDFORD|IN|47421|US||||A||||||
GEN2161|1871.0|48A7ED7FC0F4FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100582 MAIN STREET|SUITE 304S|DETROIT|MI|48265|US||||A||||||
GEN2161|1872.0|48A7ED7FC228FC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100890 MAIN STREET||BEDFORD|IN|47421|US||||A||||||
GEN2161|1873.0|48A7ED7FC24EFC83E0404F8189D860FE|1.0|SYMONS CORPORATION|100928 MAIN STREET|SUITE 472S|SOUTHFIELD|MI|48034|US||||A||||||
GLA21459|1.0|48A7ED7FC1D6FC83E0404F8189D860FE|1.0|ODELL CORPORATION|100808 MAIN STREET||HOUSTON|TX|77054|US||||P||||||
GOL17503|1.0|48A7ED7FC034FC83E0404F8189D860FE|1.0|MOATS COMPANY|100390 MAIN STREET||NEW YORK|NY|10038|US||||P||||||
GOL17503|2.0|48A7ED7FC29DFC83E0404F8189D860FE|1.0|MOATS COMPANY|101007 MAIN STREET|FLOOR 514M|JERSEY CITY|NJ|07302|US||||A||||||
GOO21095|1.0|48A7ED7FC16DFC83E0404F8189D860FE|1.0|BUTTERS COMPANY|100703 MAIN STREET||AKRON|OH|44316|US||||P||||||
GRA17504|1.0|48A7ED7FC036FC83E0404F8189D860FE|1.0|HEADLEY CORPORATION|100392 MAIN STREET|SUITE 207H|CHICAGO|IL|60601|US||||P||||||
GRA17504|2.0|48A7ED7FC044FC83E0404F8189D860FE|1.0|HEADLEY CORPORATION|100406 MAIN STREET|FLOOR 217H|CHICAGO|IL|60604|US||||A||||||
GRA23491|1.0|48A7ED7FC284FC83E0404F8189D860FE|1.0|MOOREFIELD CORPORATION|100982 MAIN STREET||SOUTH BEND|IN|46624|US||||P||||||
GRE17695|1.0|48A7ED7FC056FC83E0404F8189D860FE|1.0|DUGGINS COMPANY|100424 MAIN STREET||INDIANAPOLIS|IN|46224|US||||P||||||
GRE21265|1.0|48A7ED7FC1BBFC83E0404F8189D860FE|1.0|LAMPE GROUP|100781 MAIN STREET||CINCINNATI|OH|45202|US||||P||||||
GRO23421|1.0|48A7ED7FC27FFC83E0404F8189D860FE|1.0|RENFRO CORPORATION|100977 MAIN STREET|SUITE 501R|CHICAGO|IL|60611|US||||P||||||
GUL23408|1.0|48A7ED7FC26BFC83E0404F8189D860FE|1.0|PLOTT COMPANY|100957 MAIN STREET||NAPPANEE|IN|46550|US||||P||||||
HAM21461|1.0|48A7ED7FC1D5FC83E0404F8189D860FE|1.0|GRUBB COMPANY|100807 MAIN STREET|SUITE 418G|BROOKFIELD|WI|53045|US||||P||||||
HAN9178|1.0|48A7ED7FBEF4FC83E0404F8189D860FE|1.0|WEATHERLY COMPANY|100070 MAIN STREET||TROY|MI|48007-7080|US||||P||||||
HAN9178|2.0|48A7ED7FBF74FC83E0404F8189D860FE|1.0|WEATHERLY COMPANY|100198 MAIN STREET||INDIANAPOLIS|IN|46254|US||||A||||||
HAN9178|3.0|48A7ED7FC03DFC83E0404F8189D860FE|1.0|WEATHERLY COMPANY|100399 MAIN STREET||TROY|MI|48084|US||||A||||||
HIL22195|1.0|48A7ED7FC21BFC83E0404F8189D860FE|1.0|VANDERPOOL GROUP|100877 MAIN STREET||LOS ANGELES|CA|90212|US||||P||||||
HIL23409|1.0|48A7ED7FC26AFC83E0404F8189D860FE|1.0|BRENNAN INTERNATIONAL|100956 MAIN STREET||CHICAGO|IL|60601|US||||P||||||
HIL2523|1.0|48A7ED7FBEF5FC83E0404F8189D860FE|1.0|MAJORS CORPORATION|100071 MAIN STREET||BATESVILLE|IN|47036|US||||P||||||
HIL2523|2.0|48A7ED7FBFCAFC83E0404F8189D860FE|1.0|MAJORS CORPORATION|100284 MAIN STREET||CHARLESTON|SC|29405|US||||A||||||
HIT17722|1.0|48A7ED7FC05FFC83E0404F8189D860FE|1.0|STANSBERRY COMPANY|100433 MAIN STREET|SUITE 231S|CHICAGO|IL|60606|US||||P||||||
HOL2555|1.0|48A7ED7FBEF6FC83E0404F8189D860FE|1.0|UNDERWOOD CORPORATION|100072 MAIN STREET|SUITE 31U|LIBERTYVILLE|IL||US||||P||||||
HOU21111|1.0|48A7ED7FC182FC83E0404F8189D860FE|1.0|ALBANESE CORPORATION|100724 MAIN STREET|FLOOR 376A|NEW YORK|NY|10167|US||||P||||||
HOU21111|2.0|48A7ED7FC244FC83E0404F8189D860FE|1.0|ALBANESE CORPORATION|100918 MAIN STREET||LOS ANGELES|CA|90067|US||||A||||||
HUB21264|1.0|48A7ED7FC1A8FC83E0404F8189D860FE|1.0|SEAGRAVES GROUP|100762 MAIN STREET|SUITE 396S|DOWNERS GROVE|IL|60515|US||||P||||||
HUM17615|1.0|48A7ED7FC051FC83E0404F8189D860FE|1.0|ELGIN CORPORATION|100419 MAIN STREET|SUITE 223E|CHICAGO|IL|60611|US||||P||||||
HUM17615|2.0|48A7ED7FC20AFC83E0404F8189D860FE|1.0|ELGIN CORPORATION|100860 MAIN STREET||CHICAGO|IL|60657|US||||A||||||
HUM2630|1.0|48A7ED7FBEF7FC83E0404F8189D860FE|1.0|BYLER CORPORATION|100073 MAIN STREET|SUITE 32B|LOUISVILLE|IN|40202|US||||P||||||
HUM2630|2.0|48A7ED7FBFFFFC83E0404F8189D860FE|1.0|BYLER CORPORATION|100337 MAIN STREET||LOUISVILLE|KY|40202|US||||A||||||
HUM2630|3.0|48A7ED7FC0C7FC83E0404F8189D860FE|1.0|BYLER CORPORATION|100537 MAIN STREET||LOUISVILLE|KY|40202-7421|US||||A||||||
HUM2630|4.0|48A7ED7FC1EDFC83E0404F8189D860FE|1.0|BYLER CORPORATION|100831 MAIN STREET||LOUISVILLE|KY|40201-7462|US||||A||||||
HUN21518|1.0|48A7ED7FC1DFFC83E0404F8189D860FE|1.0|ALCORN CORPORATION|100817 MAIN STREET||HOMEWOOD|IL|60430|US||||P||||||
HUR18383|1.0|48A7ED7FC07FFC83E0404F8189D860FE|1.0|MARVEL COMPANY|100465 MAIN STREET|FLOOR 250M|CHICAGO|IL|60607|US||||P||||||
HYA19675|1.0|48A7ED7FC10AFC83E0404F8189D860FE|1.0|BARTH CORPORATION|100604 MAIN STREET||CHICAGO|IL|60606|US||||P||||||
IBM2655|1.0|48A7ED7FBEF8FC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100074 MAIN STREET|TOWER 33W|INDIANAPOLIS|IN|46204|US||||P||||||
IBM2655|2341.0|48A7ED7FBEF9FC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100075 MAIN STREET|BOX 34W|ENDICOTT|NY|13761-8098|US||||A||||||
IBM2655|2342.0|48A7ED7FBEFAFC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100076 MAIN STREET||INDIANAPOLIS|IN|46204|US||||A||||||
IBM2655|2343.0|48A7ED7FBFEBFC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100317 MAIN STREET|PO BOX 168W|RESEARCH TRAINGLE PARK|NC|27709|US||||A||||||
IBM2655|2344.0|48A7ED7FC08CFC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100478 MAIN STREET|SUITE 257W|RESEARCH TRIANGLE PARK|NC|27709-2195|US||||A||||||
IBM2655|2345.0|48A7ED7FC216FC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100872 MAIN STREET||INDIANAPOLIS|IN|46240|US||||A||||||
IBM2655|2346.0|48A7ED7FC22BFC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|100893 MAIN STREET|OFFICE 456W|RTP|NC|27709|US||||A||||||
IBM2655|2347.0|48A7ED7FC2ABFC83E0404F8189D860FE|1.0|WESTFALL CORPORATION|101021 MAIN STREET|PO BOX 524W|YORKTOWN HEIGHTS|NY|10598|US||||A||||||
ICM17608|1.0|48A7ED7FC048FC83E0404F8189D860FE|1.0|MACKINNON CORPORATION|100410 MAIN STREET|SUITE 218M|CHICAGO|IL|60606|US||||P||||||
ICM17608|2.0|48A7ED7FC16EFC83E0404F8189D860FE|1.0|MACKINNON CORPORATION|100704 MAIN STREET|FLOOR 360M|CHICAGO|IL|60606|US||||A||||||
IKO2665|1.0|48A7ED7FBEFBFC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100077 MAIN STREET|PO BOX 35F|MACON|GA|31208-3299|US||||P||||||
IKO2665|2.0|48A7ED7FBEFCFC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100078 MAIN STREET||BUFFALO|NY|14225|US||||A||||||
IKO2665|3.0|48A7ED7FBF6EFC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100192 MAIN STREET|SUITE 108F|INDIANAPOLIS|IN|46202|US||||A||||||
IKO2665|4.0|48A7ED7FBF99FC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100235 MAIN STREET|SUITE 131F|MISHAWAKA|IN|46545|US||||A||||||
IKO2665|5.0|48A7ED7FBFD2FC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100292 MAIN STREET|BOX 152F|MACON,|GA|31208-4684|US||||A||||||
IKO2665|6.0|48A7ED7FC045FC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100407 MAIN STREET||INDIANAPOLIS|IN|46278|US||||A||||||
IKO2665|7.0|48A7ED7FC25DFC83E0404F8189D860FE|1.0|FERLAND SOLUTIONS|100943 MAIN STREET||TERRE HAUTE|IN|47803|US||||A||||||
ILL18485|1.0|48A7ED7FC08EFC83E0404F8189D860FE|1.0|FIGUEROA CORPORATION|100480 MAIN STREET||GLENVIEW|IL|60026|US||||P||||||
ILL18485|2.0|48A7ED7FC108FC83E0404F8189D860FE|1.0|FIGUEROA CORPORATION|100602 MAIN STREET||TROY|OH|45373|US||||A||||||
IMP23726|1.0|48A7ED7FC298FC83E0404F8189D860FE|1.0|LING NETWORK|101002 MAIN STREET||LAKE FOREST|IL|60045|US||||P||||||
IND145|1.0|48A7ED7FBEFDFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100079 MAIN STREET|SUITE 36F|BLOOMINGTON|IN|47408|US||||P||||||
IND145|2.0|48A7ED7FBEFEFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100080 MAIN STREET|ROOM 37F|INDIANAPOLIS|IN|46202|US||||A||||||
IND145|3.0|48A7ED7FBF6BFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100189 MAIN STREET|SUITE 105F|NEW ALBANY|IN|47150|US||||A||||||
IND145|4.0|48A7ED7FBF7BFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100205 MAIN STREET||SOUTH BEND|IN|46634|US||||A||||||
IND145|5.0|48A7ED7FBF8AFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100220 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND145|6.0|48A7ED7FBFA8FC83E0404F8189D860FE|1.0|FELKER CORPORATION|100250 MAIN STREET|HALL 140F|GARY|IN|46408|US||||A||||||
IND145|7.0|48A7ED7FBFBBFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100269 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND145|8.0|48A7ED7FC0BAFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100524 MAIN STREET||BLOOMINGTON|IN|47401|US|||customer@domain.com|A||||||
IND145|9.0|48A7ED7FC20CFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100862 MAIN STREET|PO BOX 443F|KOKOMO|IN|46904|US||||A||||||
IND145|10.0|48A7ED7FC28AFC83E0404F8189D860FE|1.0|FELKER CORPORATION|100988 MAIN STREET||BLOOMINGTON|IN|47405|US||||A||||||
IND2923|1.0|48A7ED7FBEFFFC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100081 MAIN STREET||BLOOMINGTON|IN|47405|US||||P||||||
IND2923|2564.0|48A7ED7FBF00FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100082 MAIN STREET|SUITE 38M|IUPUI|||US||||A||||||
IND2923|2565.0|48A7ED7FBF01FC83E0404F8189D860FE|1.0|MARTIN FOUNDATION|100083 MAIN STREET||SOUTH BEND CAMPUS|IN|46634|US||||A||||||
