position_nbr|effdt|obj_id|ver_nbr|jobcode|pos_eff_status|descr|descrshort|business_unit|deptid|posn_status|status_dt|budgeted_posn|std_hrs_default|std_hrs_frequency|pos_reg_temp|pos_fte|pos_sal_plan_dflt|pos_grade_dflt|
00019196|20050701000000|37C1865A8F37E080E043814FD881E080|1.0|001864|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-BUSS|A|19010101000000|Y|40.0|W|R|1.0|PAE|19|
00019261|19010101000000|37C1865A8F46E080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019261|20030511000000|37C1865A8F45E080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019694|19010101000000|37C1865A8F8AE080E043814FD881E080|1.0|002235|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0E|
00019760|19010101000000|37C1865A8FF4E080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019760|20030511000000|37C1865A8FFBE080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019811|19010101000000|37C1865A8F91E080E043814FD881E080|1.0|000132|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSS|
00019967|19010101000000|37C1865A8F48E080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019967|20030511000000|37C1865A8F47E080E043814FD881E080|1.0|002216|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00019971|19010101000000|37C1865A8F4AE080E043814FD881E080|1.0|002325|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-TRAN|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00019971|20030511000000|37C1865A8F49E080E043814FD881E080|1.0|002325|A|Post Doctoral Appointee|Pst Dc Apt|IUBLA|BA-PARK|A|19010101000000|Y|40.0|W|R|1.0|SS|0A|
00020114|19010101000000|37C1865A8FF5E080E043814FD881E080|1.0|000136|A|Pur Rep|SUPP STF|IUBLA|BL-BI|A|19010101000000|Y|40.0|W|R|1.0|AC1|RSX|
00020114|20040801000000|37C1865A9001E080E043814FD881E080|1.0|000136|A|Regular Hourly|Reg Hrly|IUBLA|BL-BI|A|19010101000000|Y|40.0|W10|R|1.0|AC1|RSX|
00020178|19010101000000|37C1865A8F9FE080E043814FD881E080|1.0|002426|A|Res Mach I|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00020178|20020820000000|37C1865A8F9EE080E043814FD881E080|1.0|002423|A|Res Mach II|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0E|
00020179|19010101000000|37C1865A9082E080E043814FD881E080|1.0|002425|A|Res Mach II|SUPP STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00020179|20040113000000|37C1865A908CE080E043814FD881E080|1.0|002425|A|Research Assistant|Research A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00020179|20040116000000|37C1865A908DE080E043814FD881E080|1.0|002409|A|Research Assistant|Research A|IUBLA|BL-PSY|A|20040113000000|Y|40.0|W|R|1.0|SS|0F|
00020271|19010101000000|37C1865A90B0E080E043814FD881E080|1.0|002425|A|Research Assistant|Research A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00020271|20050103000000|37C1865A90C1E080E043814FD881E080|1.0|002409|A|Research Assistant|Res Assist|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00020348|19010101000000|37C1865A90B1E080E043814FD881E080|1.0|001001|A|Research Associate|Research/A|IUINA|IN-PSYC|A|19010101000000|Y|40.0|W|R|1.0|TE|07|
00020348|20061201000000|37C1865A90CFE080E043814FD881E080|1.0|004024|A|Research Associate|Research/A|IUINA|IN-PSYC|A|19010101000000|Y|40.0|WN|R|1.0|PAO|10|
00020665|19010101000000|37C1865A8FC4E080E043814FD881E080|1.0|002199|A|Research Asst Summer Only|ResAstSum|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0D|
00020716|19010101000000|37C1865A9083E080E043814FD881E080|1.0|002380|A|Research Supervisor|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00020748|19010101000000|37C1865A8F8BE080E043814FD881E080|1.0|002200|A|Research Supervisor|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0F|
00021184|19010101000000|37C1865A901FE080E043814FD881E080|1.0|002425|A|Research Supervisor|PROF STF|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021506|19010101000000|37C1865A9020E080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021506|20060105000000|37C1865A902CE080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021506|20060115000000|37C1865A902DE080E043814FD881E080|1.0|002426|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00021681|19010101000000|37C1865A90B2E080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-BI|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021681|20040225000000|37C1865A90BEE080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021681|20040517000000|37C1865A90BFE080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021681|20040525000000|37C1865A90C0E080E043814FD881E080|1.0|002426|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00021681|20070806000000|37C1865A90D2E080E043814FD881E080|1.0|002426|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0H|
00021681|20070809000000|37C1865A90D3E080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021694|19010101000000|37C1865A8F6CE080E043814FD881E080|1.0|000120|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FLX|
00021695|19010101000000|37C1865A9084E080E043814FD881E080|1.0|000120|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FLX|
00021696|19010101000000|37C1865A8F6DE080E043814FD881E080|1.0|000120|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FLX|
00021697|19010101000000|37C1865A904CE080E043814FD881E080|1.0|000061|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W10|R|1.0|AC1|FAX|
00021767|19010101000000|37C1865A8FA3E080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00021768|19010101000000|37C1865A9021E080E043814FD881E080|1.0|002425|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|19010101000000|Y|40.0|W|R|1.0|SS|0G|
00022120|20021202000000|37C1865A8F3CE080E043814FD881E080|1.0|001636|A|Research/Associate|Research/A|IUBLA|BA-TRAN|A|20021202000000|Y|40.0|W|R|1.0|PA|12|
00022120|20030501000000|37C1865A8F3BE080E043814FD881E080|1.0|001636|A|Research/Associate|Research/A|IUBLA|BA-PARK|A|20021202000000|Y|40.0|W|R|1.0|PA|12|
00022120|20050701000000|37C1865A8F3AE080E043814FD881E080|1.0|001636|A|Research/Associate|Research/A|IUBLA|BA-PARK|A|20021202000000|Y|40.0|W|R|1.0|PAE|12|
00022127|20021201000000|37C1865A8FCAE080E043814FD881E080|1.0|000140|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021205000000|Y|40.0|W|R|1.0|AC1|RSP|
00022127|20030501000000|37C1865A8FC9E080E043814FD881E080|1.0|003829|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021205000000|Y|40.0|W|T|1.0|AC1|RSP|
00022256|20021201000000|37C1865A904DE080E043814FD881E080|1.0|000106|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|N|20.0|W10C|T|0.5|AC2|FVX|
00022258|20021201000000|37C1865A9085E080E043814FD881E080|1.0|000132|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|Y|40.0|W10|R|1.0|AC1|RSS|
00022258|20060712000000|37C1865A9097E080E043814FD881E080|1.0|000132|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|Y|40.0|W|R|1.0|AC1|RSS|
00022259|20030101000000|37C1865A8F9DE080E043814FD881E080|1.0|000132|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20030101000000|Y|40.0|W|R|1.0|AC1|RSS|
00022704|20021201000000|37C1865A8FD7E080E043814FD881E080|1.0|000140|A|Research/Associate|Research/A|IUBLA|BL-PHYS|A|20021201000000|Y|40.0|W|R|1.0|AC1|RSP|
00022769|20021201000000|37C1865A8FF6E080E043814FD881E080|1.0|000132|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|Y|40.0|W|R|1.0|AC1|RSS|
00022771|20021201000000|37C1865A8FC8E080E043814FD881E080|1.0|000105|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|Y|40.0|W|R|1.0|AC1|FVX|
00022783|20021201000000|37C1865A8FA1E080E043814FD881E080|1.0|000105|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20021201000000|Y|40.0|W|R|1.0|AC1|FVX|
00022907|20030415000000|37C1865A9086E080E043814FD881E080|1.0|000132|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20030415000000|Y|40.0|W|R|1.0|AC1|RSS|
00023065|20030101000000|37C1865A8F95E080E043814FD881E080|1.0|000106|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20030101000000|N|0.01|SUM|T|0.0|AC2|FVX|
00023189|20030101000000|37C1865A9088E080E043814FD881E080|1.0|000193|A|Research/Associate|Research/A|IUBLA|BL-PSY|A|20030501000000|N|0.01|SUM|T|0.0|AC3|SRS|
00023272|20030507000000|37C1865A9051E080E043814FD881E080|1.0|001001|A|Research/Associate|Research/A|IUINA|IN-PSYC|A|20030507000000|Y|40.0|W|R|1.0|TE|07|
00023275|20030501000000|37C1865A9023E080E043814FD881E080|1.0|000204|A|S/L Pathologist|PROF STF|IUBLA|BA-PARK|A|20030501000000|N|0.01|W|T|0.0|HR|HR|
00023278|20030501000000|37C1865A8F4BE080E043814FD881E080|1.0|000205|A|Scientist/Scholar|Sci/Schol|IUBLA|BA-PARK|A|20030501000000|N|0.01|WP|T|0.0|HP|HP|
00023281|20030501000000|37C1865A9052E080E043814FD881E080|1.0|000218|A|Scientist/Scholar|Scientist/|IUBLA|BA-PARK|A|20030501000000|N|0.01|W|T|0.0|HS|HS|
00023368|20030101000000|37C1865A8FFCE080E043814FD881E080|1.0|000023|A|Scientist/Scholar|Sci/Schol|IUBLA|BL-NEUS|A|20030101000000|Y|40.0|W10|R|1.0|AC1|AAM|
00023368|20060605000000|37C1865A900AE080E043814FD881E080|1.0|000023|A|Scientist/Scholar|Scientist/|IUBLA|BL-NEUS|A|20030101000000|Y|40.0|W|R|1.0|AC1|FTX|
00023440|20030501000000|37C1865A90B6E080E043814FD881E080|1.0|000186|A|Scientist/Scholar|Scientist/|IUINA|IN-PSY|A|20030501000000|N|0.01|SUM|T|0.0|AC3|SGR|
00023485|20030101000000|37C1865A905AE080E043814FD881E080|1.0|000101|A|Scientist/Scholar|Sci/Schol|IUBLA|BL-PSY|A|20030701000000|Y|40.0|W10|R|1.0|AC1|FTX|
00023523|20030501000000|37C1865A8FA2E080E043814FD881E080|1.0|003830|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030101000000|Y|40.0|W|T|1.0|AC1|FVX|
00023544|20030601000000|37C1865A905BE080E043814FD881E080|1.0|003830|A|Scientist/Scholar|Sci/Schol|IUBLA|BL-PSY|A|20030601000000|Y|40.0|W|T|1.0|AC1|FVX|
00023644|20030612000000|37C1865A905CE080E043814FD881E080|1.0|002409|A|Scientist/Scholar|Sci/Schol|IUBLA|BL-PSY|A|20030612000000|Y|40.0|W|R|1.0|SS|0F|
00023644|20060821000000|37C1865A906CE080E043814FD881E080|1.0|002409|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030612000000|Y|40.0|W|R|1.0|SS|0F|
00023644|20060828000000|37C1865A906DE080E043814FD881E080|1.0|002425|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030612000000|Y|40.0|W|R|1.0|SS|0G|
00023732|20030624000000|37C1865A90B9E080E043814FD881E080|1.0|002409|A|Scientist/Scholar|Sci/Schol|IUBLA|BL-PSY|A|20030624000000|Y|40.0|W|R|1.0|SS|0F|
00023910|20030701000000|37C1865A8FB4E080E043814FD881E080|1.0|000105|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030701000000|Y|40.0|W|R|1.0|AC1|FVX|
00023934|20030701000000|37C1865A90BAE080E043814FD881E080|1.0|000194|A|Scientist/Scholar|Scientist/|IUINA|IN-PSY|A|20030701000000|N|20.0|WC|T|0.5|AC3|SRS|
00023941|20030711000000|37C1865A8F94E080E043814FD881E080|1.0|000132|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030711000000|Y|40.0|W|R|1.0|AC1|RSS|
00023942|20030710000000|37C1865A8F98E080E043814FD881E080|1.0|000132|A|Scientist/Scholar|Scientist/|IUBLA|BL-PSY|A|20030710000000|Y|40.0|W|R|1.0|AC1|RSS|
00023943|20030723000000|37C1865A905EE080E043814FD881E080|1.0|001137|A|Sr Financial Analyst|PROF STF|IUBLA|BA-PARK|A|20030723000000|Y|40.0|W|R|1.0|SM|0K|
00023944|20030723000000|37C1865A90BBE080E043814FD881E080|1.0|001137|A|Sr. Electronics Engi|PROF STF|IUBLA|BA-PARK|A|20030723000000|Y|40.0|W|R|1.0|SM|0K|
00024058|20030801000000|37C1865A905FE080E043814FD881E080|1.0|000105|A|Sr. Electronics Engi|PROF STF|IUBLA|BL-PSY|A|20030801000000|Y|40.0|W|R|1.0|AC1|FVX|
00024059|20030701000000|37C1865A8FFFE080E043814FD881E080|1.0|000105|A|Student Hourly|Stdnt Hrly|IUBLA|BL-PSY|A|20030701000000|Y|40.0|W|R|1.0|AC1|FVX|
00024153|20030101000000|37C1865A90B8E080E043814FD881E080|1.0|000266|A|Student Hourly Staff|STU HRLY|IUBLA|BL-PSY|A|20030820000000|N|20.0|W10C|T|0.5|AC4|SUG|
00024173|20030801000000|37C1865A9026E080E043814FD881E080|1.0|000120|A|Student Hourly Staff|STU HRLY|IUBLA|BL-PSY|A|20030801000000|Y|40.0|W10|R|1.0|AC1|FLX|
00024193|20030822000000|37C1865A90BCE080E043814FD881E080|1.0|002369|A|Student Serv Asst|SUPP STF|IUBLA|BL-PSY|A|20030822000000|Y|40.0|W|R|1.0|SS|0H|
00024193|20051114000000|37C1865A90CCE080E043814FD881E080|1.0|002369|A|Student Undergrad Assist.|UgradAsst|IUBLA|BL-PSY|A|20030822000000|Y|40.0|W|R|1.0|SS|0H|
00024193|20051122000000|37C1865A90CDE080E043814FD881E080|1.0|003827|A|Student Work Study|Work Study|IUBLA|BL-PSY|A|20030822000000|Y|40.0|W|R|1.0|SS|0F|
00025010|20021201000000|37C1865A8F4CE080E043814FD881E080|1.0|003867|A|Supervisor Parking Enforcement|PROF STF|IUBLA|BA-PARK|A|20021201000000|N|0.01|W|T|0.0|APS| |
00025128|20021201000000|37C1865A8FC7E080E043814FD881E080|1.0|003867|A|Supr Park Enforc|PROF STF|IUBLA|BL-PSY|A|20021201000000|N|0.01|W|T|0.0|APS| |
00026148|20031014000000|37C1865A90BDE080E043814FD881E080|1.0|002216|A|Supr Park Enforc|PROF STF|IUBLA|BA-PARK|A|20031014000000|Y|40.0|W|R|1.0|SS|0D|
00026159|20031021000000|37C1865A9060E080E043814FD881E080|1.0|002216|A|Supr Park Enforc|PROF STF|IUBLA|BA-PARK|A|20031021000000|Y|40.0|W|R|1.0|SS|0D|
00026316|20040101000000|37C1865A8FD0E080E043814FD881E080|1.0|000136|A|Supr Parking Oper|PROF STF|IUBLA|BL-PSY|A|20040101000000|Y|40.0|W|R|1.0|AC1|RSX|
00026345|20040101000000|37C1865A8F6FE080E043814FD881E080|1.0|000101|A|Supr Parking Oper|SUPP STF|IUBLA|BL-PSY|A|20040101000000|Y|40.0|W|R|1.0|AC1|FTX|
00026345|20050101000000|37C1865A8F6EE080E043814FD881E080|1.0|000101|A|Supr Parking Oper|SUPP STF|IUBLA|BL-PSY|A|20040101000000|Y|40.0|W10|R|1.0|AC1|FTX|
00026673|20040308000000|37C1865A8FCCE080E043814FD881E080|1.0|000132|A|Supr Parking Oper|SUPP STF|IUBLA|BL-PSY|A|20040308000000|Y|40.0|W|R|1.0|AC1|RSS|
00026784|20040801000000|37C1865A9061E080E043814FD881E080|1.0|000101|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040801000000|Y|40.0|W10|R|1.0|AC1|FTX|
00026786|20040801000000|37C1865A8F60E080E043814FD881E080|1.0|000101|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040801000000|Y|40.0|W10|R|1.0|AC1|FTX|
00027131|20040601000000|37C1865A8FB3E080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027131|20060701000000|37C1865A8FB2E080E043814FD881E080|1.0|000136|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|RSX|
00027132|20040601000000|37C1865A8FCBE080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027133|20040601000000|37C1865A9028E080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027134|20040601000000|37C1865A8FB9E080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027135|20040601000000|37C1865A9062E080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027138|20040601000000|37C1865A908EE080E043814FD881E080|1.0|000105|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040601000000|Y|40.0|W|R|1.0|AC1|FVX|
00027316|20040901000000|37C1865A9002E080E043814FD881E080|1.0|000136|A|Temp Post Doctoral Appointee|TMP PST DC|IUBLA|BL-PSY|A|20040901000000|Y|40.0|W|R|1.0|AC1|RSX|
00027527|20040722000000|37C1865A9063E080E043814FD881E080|1.0|000101|A|Temp Visiting Faculty/Scholar|TMP V FAC|IUBLA|BL-SOC|A|20040722000000|Y|40.0|W10|R|1.0|AC1|FTX|
00027618|20030801000000|37C1865A8FC3E080E043814FD881E080|1.0|000106|A|Temp Visiting Faculty/Scholar|TMP V FAC|IUBLA|BL-PSY|A|20030801000000|N|20.0|WC|T|0.5|AC2|FVX|
00028249|20050201000000|37C1865A9090E080E043814FD881E080|1.0|000105|A|Temp Visiting Faculty/Scholar|TMP V FAC|IUBLA|BL-PSY|A|20050201000000|Y|40.0|W|R|1.0|AC1|FVX|
00028294|20050203000000|37C1865A9065E080E043814FD881E080|1.0|000101|A|Temp Visiting Faculty/Scholar|TMP V FAC|IUBLA|BL-PSY|A|20050203000000|Y|40.0|W|R|1.0|AC1|FTX|
00028294|20050801000000|37C1865A9067E080E043814FD881E080|1.0|000101|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20050203000000|Y|40.0|W10|R|1.0|AC1|FTX|
00028779|20050517000000|37C1865A8FD3E080E043814FD881E080|1.0|001686|A|Ticket Writer|SER STF|IUBLA|UA-VPIT|A|20050517000000|Y|40.0|W|R|1.0|PA|12|
00028779|20050701000000|37C1865A8FD2E080E043814FD881E080|1.0|001686|A|Ticket Writer|SER STF|IUBLA|UA-VPIT|A|20050517000000|Y|40.0|W|R|1.0|PAE|12|
00028911|20050801000000|37C1865A9094E080E043814FD881E080|1.0|000105|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20050801000000|Y|40.0|W|R|1.0|AC1|FVX|
00029071|20050802000000|37C1865A90C8E080E043814FD881E080|1.0|000136|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20050802000000|Y|40.0|W|R|1.0|AC1|RSX|
00029071|20050803000000|37C1865A90CAE080E043814FD881E080|1.0|000132|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20050802000000|Y|40.0|W|R|1.0|AC1|RSS|
00029072|20050802000000|37C1865A90C9E080E043814FD881E080|1.0|000105|A|Ticket Writer|GS STF|IUBLA|BL-PSY|A|20050802000000|Y|40.0|W|R|1.0|AC1|FVX|
00029123|20050817000000|37C1865A8FCEE080E043814FD881E080|1.0|000141|A|Ticket Writer|GS STF|IUINA|IN-PSYC|A|20050817000000|Y|40.0|W|R|1.0|AC1|RSP|
00029301|20050913000000|37C1865A8FACE080E043814FD881E080|1.0|002409|A|Ticket Writer|GS STF|IUBLA|BL-PSY|A|20050913000000|Y|40.0|W|R|1.0|SS|0F|
00029499|20051110000000|37C1865A8F70E080E043814FD881E080|1.0|002623|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20051110000000|Y|40.0|W|R|1.0|AC1|UAS|
00029560|20051128000000|37C1865A8FC6E080E043814FD881E080|1.0|002425|A|Ticket Writer|GS STF|IUBLA|BL-PSY|A|20051128000000|Y|40.0|W|R|1.0|SS|0G|
00029613|20051220000000|37C1865A9008E080E043814FD881E080|1.0|002409|A|Ticket Writer|SER STF|IUBLA|BL-PSY|A|20051220000000|Y|40.0|W|R|1.0|SS|0F|
00029655|20051221000000|37C1865A906AE080E043814FD881E080|1.0|002409|A|Ticket Writer|GS STF|IUBLA|BL-PSY|A|20051221000000|Y|40.0|W|R|1.0|SS|0F|
00029656|20051221000000|37C1865A902BE080E043814FD881E080|1.0|002409|A|Ticket Writer|GS STF|IUBLA|BL-PSY|A|20051221000000|Y|40.0|W|R|1.0|SS|0F|
00029656|20060327000000|37C1865A902EE080E043814FD881E080|1.0|002409|A|Traffic Booth Monitor|SUPP STF|IUBLA|BL-PSY|A|20051221000000|Y|40.0|W|R|1.0|SS|0F|
00029656|20060329000000|37C1865A902FE080E043814FD881E080|1.0|002425|A|Traffic Booth Monitor|SUPP STF|IUBLA|BL-PSY|A|20051221000000|Y|40.0|W|R|1.0|SS|0G|
00029657|20051221000000|37C1865A8FCFE080E043814FD881E080|1.0|002409|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20051221000000|Y|40.0|W|R|1.0|SS|0F|
00029711|20060201000000|37C1865A8F96E080E043814FD881E080|1.0|000077|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060201000000|Y|40.0|W|R|1.0|AC1|FCX|
00029998|20060331000000|37C1865A9030E080E043814FD881E080|1.0|002415|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060331000000|Y|40.0|W|R|1.0|SS|0G|
00030052|20060426000000|37C1865A9031E080E043814FD881E080|1.0|001001|A|Visiting Faculty|Visiting F|IUINA|IN-PSYC|A|20060426000000|Y|40.0|W|R|1.0|TE|07|
00030068|20060405000000|37C1865A9095E080E043814FD881E080|1.0|002426|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060405000000|Y|40.0|W|R|1.0|SS|0H|
00030203|20060522000000|37C1865A9032E080E043814FD881E080|1.0|003960|A|Visiting Faculty|Visiting F|IUBLA|BL-STAT|A|20060522000000|Y|40.0|W|R|1.0|PAE|10|
00030288|20060614000000|37C1865A90CEE080E043814FD881E080|1.0|002426|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060614000000|Y|40.0|W|R|1.0|SS|0H|
00030344|20060707000000|37C1865A9096E080E043814FD881E080|1.0|002409|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060707000000|Y|40.0|W|R|1.0|SS|0F|
00030344|20060804000000|37C1865A9098E080E043814FD881E080|1.0|002409|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060707000000|Y|40.0|W|R|1.0|SS|0F|
00030344|20060814000000|37C1865A9099E080E043814FD881E080|1.0|002425|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060707000000|Y|40.0|W|R|1.0|SS|0G|
00030389|20060720000000|37C1865A8FD5E080E043814FD881E080|1.0|000132|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060720000000|Y|40.0|W|R|1.0|AC1|RSS|
00030390|20060720000000|37C1865A906BE080E043814FD881E080|1.0|000132|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060720000000|Y|40.0|W|R|1.0|AC1|RSS|
00030391|20060720000000|37C1865A900BE080E043814FD881E080|1.0|000132|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060720000000|Y|40.0|W|R|1.0|AC1|RSS|
00030392|20060720000000|37C1865A900CE080E043814FD881E080|1.0|000132|A|Visiting Faculty|Visiting F|IUBLA|BL-PSY|A|20060720000000|Y|40.0|W|R|1.0|AC1|RSS|
00030541|20060801000000|37C1865A909AE080E043814FD881E080|1.0|000101|A|Visiting Faculty|Visiting F|IUBLA|BL-STAT|A|20060801000000|Y|40.0|W10|R|1.0|AC1|FTX|
00030624|20060906000000|37C1865A8FD4E080E043814FD881E080|1.0|002409|A|Visiting Faculty/Scholar|Visiting F|IUBLA|BL-PSY|A|20060906000000|Y|40.0|W|R|1.0|SS|0F|
00030851|20061106000000|37C1865A90D0E080E043814FD881E080|1.0|001822|A|Visiting Faculty/Scholar|Visiting F|IUBLA|BL-SSER|A|20061106000000|Y|40.0|W|R|1.0|PAE|16|
00030946|20061213000000|37C1865A909BE080E043814FD881E080|1.0|000105|A|fMRI Technician|SUPP STF|IUBLA|BL-PSY|A|20061213000000|Y|40.0|W10|R|1.0|AC1|FVX|
