fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_100_dlr_amt|fdoc_50_dlr_amt|fdoc_20_dlr_amt|fdoc_10_dlr_amt|fdoc_5_dlr_amt|fdoc_2_dlr_amt|fdoc_1_dlr_amt|fdoc_othr_dlr_amt|cshr_stat_cd|
MK1746904|CD|13EDF6100D044072E043814FD8814072|1.0||50.0|480.0||20.0||4.0||X|
MK1746904|CR|13EDF6100D054072E043814FD8814072|1.0||50.0|480.0||20.0||4.0||R|
MK6852504|CD|13EDF6100E134072E043814FD8814072|1.0|||100.0|20.0|20.0||33.0||X|
MK6852504|CR|13EDF6100E144072E043814FD8814072|1.0|||100.0|20.0|20.0||33.0||R|
MK7382204|CD|13EDF61017D24072E043814FD8814072|1.0|||40.0||5.0||3.0||X|
MK7382204|CR|13EDF61017D34072E043814FD8814072|1.0|||40.0||5.0||3.0||R|
ML3144204|CD|13EDF610159D4072E043814FD8814072|1.0|||80.0||5.0||10.0||X|
ML3144204|CR|13EDF610159E4072E043814FD8814072|1.0|||80.0||5.0||10.0||R|
MN8428804|CD|13EDF610101F4072E043814FD8814072|1.0||50.0|40.0|20.0|||6.0||X|
MN8428804|CR|13EDF61010204072E043814FD8814072|1.0||50.0|40.0|20.0|||6.0||R|
MP2453404|CD|13EDF61012D04072E043814FD8814072|1.0|||60.0|10.0|5.0||4.0||X|
MP2453404|CR|13EDF61012D14072E043814FD8814072|1.0|||60.0|10.0|5.0||4.0||R|
MP6184304|CD|13EDF6100C684072E043814FD8814072|1.0|||||||5.0||X|
MP6184304|CR|13EDF6100C694072E043814FD8814072|1.0|||||||5.0||R|
MP7731404|CD|13EDF61016244072E043814FD8814072|1.0|||860.0|80.0|115.0||40.0||X|
MP7731404|CR|13EDF61016254072E043814FD8814072|1.0|||860.0|80.0|115.0||40.0||R|
MQ1103004|CD|13EDF61013FC4072E043814FD8814072|1.0|||300.0|60.0|70.0||53.0||X|
MQ1103004|CR|13EDF61013FD4072E043814FD8814072|1.0|||300.0|60.0|70.0||53.0||R|
MQ3030204|CD|13EDF61011784072E043814FD8814072|1.0|||1240.0|100.0|60.0||32.0||X|
MQ3030204|CR|13EDF61011794072E043814FD8814072|1.0|||1240.0|100.0|60.0||32.0||R|
MR2464804|CD|13EDF61014304072E043814FD8814072|1.0|||80.0|30.0|5.0||15.0||X|
MR2464804|CR|13EDF61014314072E043814FD8814072|1.0|||80.0|30.0|5.0||15.0||R|
MR4330704|CD|13EDF61013224072E043814FD8814072|1.0||||10.0|||5.0||X|
MR4330704|CR|13EDF61013234072E043814FD8814072|1.0||||10.0|||5.0||R|
MS5306804|CD|13EDF6100BFD4072E043814FD8814072|1.0|||120.0||5.0||3.0||X|
MS5306804|CR|13EDF6100BFE4072E043814FD8814072|1.0|||120.0||5.0||3.0||R|
MS6330604|CD|13EDF61016344072E043814FD8814072|1.0|100.0|50.0|100.0|10.0|||1.0||X|
MS6330604|CR|13EDF61016354072E043814FD8814072|1.0|100.0|50.0|100.0|10.0|||1.0||R|
MS8922904|CD|13EDF6100F474072E043814FD8814072|1.0|||580.0|120.0|||1.0||X|
MS8922904|CR|13EDF6100F484072E043814FD8814072|1.0|||580.0|120.0|||1.0||R|
MT6192604|CD|13EDF6100E094072E043814FD8814072|1.0||50.0|920.0|70.0|10.0||22.0||X|
MT6192604|CR|13EDF6100E0A4072E043814FD8814072|1.0||50.0|920.0|70.0|10.0||22.0||R|
MU4943904|CD|13EDF6100DB74072E043814FD8814072|1.0|100.0||140.0|40.0|20.0||28.0||X|
MU4943904|CR|13EDF6100DB84072E043814FD8814072|1.0|100.0||140.0|40.0|20.0||28.0||R|
MU8462604|CD|13EDF61015974072E043814FD8814072|1.0||||10.0|||7.0||X|
MU8462604|CR|13EDF61015984072E043814FD8814072|1.0||||10.0|||7.0||R|
MU8994504|CD|13EDF610135E4072E043814FD8814072|1.0|||20.0|30.0|5.0||6.0||X|
MU8994504|CR|13EDF610135F4072E043814FD8814072|1.0|||20.0|30.0|5.0||6.0||R|
MV5966004|CD|13EDF61017E34072E043814FD8814072|1.0|||80.0||||2.0||X|
MV5966004|CR|13EDF61017E44072E043814FD8814072|1.0|||80.0||||2.0||R|
MW0562404|CD|13EDF61016F84072E043814FD8814072|1.0|||40.0|80.0|40.0||26.0||X|
MW0562404|CR|13EDF61016F94072E043814FD8814072|1.0|||40.0|80.0|40.0||26.0||R|
MW1689304|CD|13EDF610122E4072E043814FD8814072|1.0|||20.0|30.0|10.0||11.0||X|
MW1689304|CR|13EDF610122F4072E043814FD8814072|1.0|||20.0|30.0|10.0||11.0||R|
MX2104704|CD|13EDF610145F4072E043814FD8814072|1.0|||40.0||||||X|
MX2104704|CR|13EDF61014604072E043814FD8814072|1.0|||40.0||||||R|
MX2741704|CD|13EDF610154B4072E043814FD8814072|1.0|||80.0||5.0||2.0||X|
MX2741704|CR|13EDF610154C4072E043814FD8814072|1.0|||80.0||5.0||2.0||R|
MY8641004|CD|13EDF6100D924072E043814FD8814072|1.0|||||20.0||6.0||X|
MY8641004|CR|13EDF6100D934072E043814FD8814072|1.0|||||20.0||6.0||R|
MZ5839804|CD|13EDF61015A34072E043814FD8814072|1.0|||60.0|20.0|5.0||1.0||X|
MZ5839804|CR|13EDF61015A44072E043814FD8814072|1.0|||60.0|20.0|5.0||1.0||R|
MZ6246404|CD|13EDF6100FBE4072E043814FD8814072|1.0|||40.0|10.0|||12.0||X|
MZ6246404|CR|13EDF6100FBF4072E043814FD8814072|1.0|||40.0|10.0|||12.0||R|
MZ6646104|CD|13EDF6100FAE4072E043814FD8814072|1.0|||100.0|20.0|75.0||7.0||X|
MZ6646104|CR|13EDF6100FAF4072E043814FD8814072|1.0|||100.0|20.0|75.0||7.0||R|
NA2423204|CD|13EDF61012CE4072E043814FD8814072|1.0|||20.0||10.0||5.0||X|
NA2423204|CR|13EDF61012CF4072E043814FD8814072|1.0|||20.0||10.0||5.0||R|
NB1055604|CD|13EDF61015B34072E043814FD8814072|1.0||||20.0|5.0||7.0||X|
NB1055604|CR|13EDF61015B44072E043814FD8814072|1.0||||20.0|5.0||7.0||R|
NC1171504|CD|13EDF6100CFC4072E043814FD8814072|1.0|||100.0|10.0|20.0||6.0||X|
NC1171504|CR|13EDF6100CFD4072E043814FD8814072|1.0|||100.0|10.0|20.0||6.0||R|
NC1173704|CD|13EDF61012104072E043814FD8814072|1.0|||160.0|30.0|5.0||17.0||X|
NC1173704|CR|13EDF61012114072E043814FD8814072|1.0|||160.0|30.0|5.0||17.0||R|
NC7620504|CD|13EDF6100E6D4072E043814FD8814072|1.0|||20.0|20.0|10.0||3.0||X|
NC7620504|CR|13EDF6100E6E4072E043814FD8814072|1.0|||20.0|20.0|10.0||3.0||R|
NC8548204|CD|13EDF610123E4072E043814FD8814072|1.0|||1080.0|30.0|10.0||4.0||X|
NC8548204|CR|13EDF610123F4072E043814FD8814072|1.0|||1080.0|30.0|10.0||4.0||R|
ND0594504|CD|13EDF61011414072E043814FD8814072|1.0|||80.0|40.0|15.0||5.0||X|
ND0594504|CR|13EDF61011424072E043814FD8814072|1.0|||80.0|40.0|15.0||5.0||R|
ND5947204|CD|13EDF6100D264072E043814FD8814072|1.0|||980.0|200.0|80.0||55.0||X|
ND5947204|CR|13EDF6100D274072E043814FD8814072|1.0|||980.0|200.0|80.0||55.0||R|
ND6915404|CD|13EDF610115F4072E043814FD8814072|1.0|||220.0||||14.0||X|
ND6915404|CR|13EDF61011604072E043814FD8814072|1.0|||220.0||||14.0||R|
NE3451804|CD|13EDF61010674072E043814FD8814072|1.0|||60.0||5.0||2.0||X|
NE3451804|CR|13EDF61010684072E043814FD8814072|1.0|||60.0||5.0||2.0||R|
NE4507304|CD|13EDF61010514072E043814FD8814072|1.0|||20.0||5.0||2.0||X|
NE4507304|CR|13EDF61010524072E043814FD8814072|1.0|||20.0||5.0||2.0||R|
NE5578404|CD|13EDF6100D224072E043814FD8814072|1.0|||20.0|10.0|||13.0||X|
NE5578404|CR|13EDF6100D234072E043814FD8814072|1.0|||20.0|10.0|||13.0||R|
NE9719104|CD|13EDF61017D84072E043814FD8814072|1.0|||80.0|10.0|5.0||25.0||X|
NE9719104|CR|13EDF61017D94072E043814FD8814072|1.0|||80.0|10.0|5.0||25.0||R|
NF0084904|CD|13EDF61010294072E043814FD8814072|1.0|100.0|||10.0|5.0||5.0||X|
NF0084904|CR|13EDF610102A4072E043814FD8814072|1.0|100.0|||10.0|5.0||5.0||R|
NF2879304|CD|13EDF61017484072E043814FD8814072|1.0||50.0|40.0||15.0||2.0||X|
NF2879304|CR|13EDF61017494072E043814FD8814072|1.0||50.0|40.0||15.0||2.0||R|
NF5539904|CD|13EDF61016BA4072E043814FD8814072|1.0||||20.0|5.0||12.0||X|
NF5539904|CR|13EDF61016BB4072E043814FD8814072|1.0||||20.0|5.0||12.0||R|
NF6740404|CD|13EDF61012B34072E043814FD8814072|1.0|||600.0|170.0|85.0||55.0||X|
NF6740404|CR|13EDF61012B44072E043814FD8814072|1.0|||600.0|170.0|85.0||55.0||R|
NF8457904|CD|13EDF6100DC54072E043814FD8814072|1.0|||60.0||||8.0||X|
NF8457904|CR|13EDF6100DC64072E043814FD8814072|1.0|||60.0||||8.0||R|
NG5262604|CD|13EDF61016D44072E043814FD8814072|1.0|||220.0|10.0|10.0||21.0||X|
NG5262604|CR|13EDF61016D54072E043814FD8814072|1.0|||220.0|10.0|10.0||21.0||R|
NG7164504|CD|13EDF61016C44072E043814FD8814072|1.0|||200.0|10.0|10.0||8.0||X|
NG7164504|CR|13EDF61016C54072E043814FD8814072|1.0|||200.0|10.0|10.0||8.0||R|
NH9253104|CD|13EDF61016A84072E043814FD8814072|1.0|||20.0|20.0|10.0||1.0||X|
NH9253104|CR|13EDF61016A94072E043814FD8814072|1.0|||20.0|20.0|10.0||1.0||R|
NJ3301204|CD|13EDF610162C4072E043814FD8814072|1.0|100.0||440.0|140.0|75.0||25.0||X|
NJ3301204|CR|13EDF610162D4072E043814FD8814072|1.0|100.0||440.0|140.0|75.0||25.0||R|
NJ6449304|CD|13EDF6100C704072E043814FD8814072|1.0|||80.0|10.0|||14.0||X|
NJ6449304|CR|13EDF6100C714072E043814FD8814072|1.0|||80.0|10.0|||14.0||R|
NK0447104|CD|13EDF61015774072E043814FD8814072|1.0|||1020.0|100.0|15.0||4.0||X|
NK0447104|CR|13EDF61015784072E043814FD8814072|1.0|||1020.0|100.0|15.0||4.0||R|
NK2745104|CD|13EDF61016F04072E043814FD8814072|1.0|||120.0|10.0|||||X|
NK2745104|CR|13EDF61016F14072E043814FD8814072|1.0|||120.0|10.0|||||R|
NK3791604|CD|13EDF61015ED4072E043814FD8814072|1.0||||20.0|10.0||2.0||X|
NK3791604|CR|13EDF61015EE4072E043814FD8814072|1.0||||20.0|10.0||2.0||R|
NK5270704|CD|13EDF6100CCC4072E043814FD8814072|1.0|||120.0|10.0|15.0||1.0||X|
NK5270704|CR|13EDF6100CCD4072E043814FD8814072|1.0|||120.0|10.0|15.0||1.0||R|
NK5713504|CD|13EDF61017544072E043814FD8814072|1.0|||80.0||5.0||3.0||X|
NK5713504|CR|13EDF61017554072E043814FD8814072|1.0|||80.0||5.0||3.0||R|
NK6282904|CD|13EDF6100E5F4072E043814FD8814072|1.0|||340.0|20.0|35.0||16.0||X|
NK6282904|CR|13EDF6100E604072E043814FD8814072|1.0|||340.0|20.0|35.0||16.0||R|
NL3905804|CD|13EDF6100FFA4072E043814FD8814072|1.0|||||||3.0||X|
NL3905804|CR|13EDF6100FFB4072E043814FD8814072|1.0|||||||3.0||R|
NL4450604|CD|13EDF61014B14072E043814FD8814072|1.0|||20.0|20.0|15.0||3.0||X|
NL4450604|CR|13EDF61014B24072E043814FD8814072|1.0|||20.0|20.0|15.0||3.0||R|
NL7341904|CD|13EDF610136E4072E043814FD8814072|1.0|100.0|150.0|1600.0|180.0|520.0||136.0||X|
NL7341904|CR|13EDF610136F4072E043814FD8814072|1.0|100.0|150.0|1600.0|180.0|520.0||136.0||R|
NL8890304|CD|13EDF6100CDE4072E043814FD8814072|1.0|||720.0|120.0|40.0||44.0||X|
NL8890304|CR|13EDF6100CDF4072E043814FD8814072|1.0|||720.0|120.0|40.0||44.0||R|
NM7353304|CD|13EDF61012FE4072E043814FD8814072|1.0|100.0||140.0|10.0|5.0||3.0||X|
NM7353304|CR|13EDF61012FF4072E043814FD8814072|1.0|100.0||140.0|10.0|5.0||3.0||R|
NN1063204|CD|13EDF6100CFA4072E043814FD8814072|1.0|||20.0|10.0|||2.0||X|
NN1063204|CR|13EDF6100CFB4072E043814FD8814072|1.0|||20.0|10.0|||2.0||R|
NN2386204|CD|13EDF61013BE4072E043814FD8814072|1.0|||60.0|10.0|||3.0||X|
NN2386204|CR|13EDF61013BF4072E043814FD8814072|1.0|||60.0|10.0|||3.0||R|
NN3374504|CD|13EDF61017224072E043814FD8814072|1.0|||140.0|30.0|10.0||10.0||X|
NN3374504|CR|13EDF61017234072E043814FD8814072|1.0|||140.0|30.0|10.0||10.0||R|
NN7274004|CD|13EDF6100D804072E043814FD8814072|1.0|||||||14.0||X|
NN7274004|CR|13EDF6100D814072E043814FD8814072|1.0|||||||14.0||R|
NN9887604|CD|13EDF6100CE84072E043814FD8814072|1.0|||20.0||10.0||1.0||X|
NN9887604|CR|13EDF6100CE94072E043814FD8814072|1.0|||20.0||10.0||1.0||R|
NO8364304|CD|13EDF61013B84072E043814FD8814072|1.0|||40.0|10.0|||1.0||X|
NO8364304|CR|13EDF61013B94072E043814FD8814072|1.0|||40.0|10.0|||1.0||R|
NP7166504|CD|13EDF61017904072E043814FD8814072|1.0|||40.0||||24.0||X|
NP7166504|CR|13EDF61017914072E043814FD8814072|1.0|||40.0||||24.0||R|
NP7719804|CD|13EDF6100DC14072E043814FD8814072|1.0|||480.0|70.0|5.0||4.0||X|
NP7719804|CR|13EDF6100DC24072E043814FD8814072|1.0|||480.0|70.0|5.0||4.0||R|
NQ3966804|CD|13EDF61013C84072E043814FD8814072|1.0|||||5.0||||X|
NQ3966804|CR|13EDF61013C94072E043814FD8814072|1.0|||||5.0||||R|
NQ4280604|CD|13EDF6100D124072E043814FD8814072|1.0|||320.0|200.0|||74.0||X|
NQ4280604|CR|13EDF6100D134072E043814FD8814072|1.0|||320.0|200.0|||74.0||R|
NQ7436304|CD|13EDF610113D4072E043814FD8814072|1.0||||10.0|||1.0||X|
NQ7436304|CR|13EDF610113E4072E043814FD8814072|1.0||||10.0|||1.0||R|
NQ9779604|CD|13EDF61010414072E043814FD8814072|1.0|||40.0|10.0|15.0||9.0||X|
NQ9779604|CR|13EDF61010424072E043814FD8814072|1.0|||40.0|10.0|15.0||9.0||R|
NR2510604|CD|13EDF61015D34072E043814FD8814072|1.0|||60.0|10.0|10.0||2.0||X|
NR2510604|CR|13EDF61015D44072E043814FD8814072|1.0|||60.0|10.0|10.0||2.0||R|
NR8149604|CD|13EDF610105B4072E043814FD8814072|1.0|||80.0|20.0|||25.0||X|
NR8149604|CR|13EDF610105C4072E043814FD8814072|1.0|||80.0|20.0|||25.0||R|
NR9366804|CD|13EDF6100D454072E043814FD8814072|1.0|200.0|50.0|1260.0|110.0|130.0|0.0|174.0||X|
NR9366804|CR|13EDF6100D464072E043814FD8814072|1.0|200.0|50.0|1260.0|110.0|130.0|174.0|||R|
NS5509304|CD|13EDF6100EA74072E043814FD8814072|1.0|||180.0|30.0|55.0||5.0||X|
NS5509304|CR|13EDF6100EA84072E043814FD8814072|1.0|||180.0|30.0|55.0||5.0||R|
NS6477504|CD|13EDF6100C724072E043814FD8814072|1.0|||60.0|10.0|||4.0||X|
NS6477504|CR|13EDF6100C734072E043814FD8814072|1.0|||60.0|10.0|||4.0||R|
NS8017506|CR|13EDF61018084072E043814FD8814072|1.0|200.0|100.0|||||||R|
NT3391904|CD|13EDF610137E4072E043814FD8814072|1.0|||120.0|10.0|10.0||4.0||X|
NT3391904|CR|13EDF610137F4072E043814FD8814072|1.0|||120.0|10.0|10.0||4.0||R|
NT3966604|CD|13EDF61010C94072E043814FD8814072|1.0|||||||1.0||X|
NT3966604|CR|13EDF61010CA4072E043814FD8814072|1.0|||||||1.0||R|
NT4299504|CD|13EDF6100F044072E043814FD8814072|1.0|||20.0||5.0||12.0||X|
NT4299504|CR|13EDF6100F054072E043814FD8814072|1.0|||20.0||5.0||12.0||R|
NT7973804|CD|13EDF6100EE84072E043814FD8814072|1.0|||180.0|30.0|5.0||8.0||X|
NT7973804|CR|13EDF6100EE94072E043814FD8814072|1.0|||180.0|30.0|5.0||8.0||R|
NU0384904|CD|13EDF6100DDB4072E043814FD8814072|1.0|||960.0|220.0|20.0||16.0||X|
NU0384904|CR|13EDF6100DDC4072E043814FD8814072|1.0|||960.0|220.0|20.0||16.0||R|
NU8209304|CD|13EDF61014534072E043814FD8814072|1.0|||240.0|50.0|5.0||3.0||X|
NU8209304|CR|13EDF61014544072E043814FD8814072|1.0|||240.0|50.0|5.0||3.0||R|
NV2377604|CD|13EDF6100F9C4072E043814FD8814072|1.0|||60.0||10.0||5.0||X|
NV2377604|CR|13EDF6100F9D4072E043814FD8814072|1.0|||60.0||10.0||5.0||R|
NV4756504|CD|13EDF61017CA4072E043814FD8814072|1.0|100.0||20.0|10.0|35.0||47.0||X|
NV4756504|CR|13EDF61017CB4072E043814FD8814072|1.0|100.0||20.0|10.0|35.0||47.0||R|
NV6529104|CD|13EDF61012044072E043814FD8814072|1.0|||180.0||25.0||21.0||X|
NV6529104|CR|13EDF61012054072E043814FD8814072|1.0|||180.0||25.0||21.0||R|
NV8207004|CD|13EDF61013A44072E043814FD8814072|1.0|||0.0|20.0|||7.0||X|
NV8207004|CR|13EDF61013A54072E043814FD8814072|1.0|||20.0||||7.0||R|
NV8243504|CD|13EDF6100D8E4072E043814FD8814072|1.0|||260.0|70.0|25.0||4.0||X|
NV8243504|CR|13EDF6100D8F4072E043814FD8814072|1.0|||260.0|70.0|25.0||4.0||R|
NW3830704|CD|13EDF61010AB4072E043814FD8814072|1.0|||160.0|20.0|5.0||7.0||X|
NW3830704|CR|13EDF61010AC4072E043814FD8814072|1.0|||160.0|20.0|5.0||7.0||R|
NX3059304|CD|13EDF610158B4072E043814FD8814072|1.0|||1200.0|50.0|110.0||62.0||X|
NX3059304|CR|13EDF610158C4072E043814FD8814072|1.0|||1200.0|50.0|110.0||62.0||R|
NX3292904|CD|13EDF610155D4072E043814FD8814072|1.0|||||5.0||||X|
NX3292904|CR|13EDF610155E4072E043814FD8814072|1.0|||||5.0||||R|
NX9895504|CD|13EDF61010834072E043814FD8814072|1.0|||80.0|10.0|10.0||2.0||X|
NX9895504|CR|13EDF61010844072E043814FD8814072|1.0|||80.0|10.0|10.0||2.0||R|
NY0941504|CD|13EDF6100FF24072E043814FD8814072|1.0|||200.0|60.0|10.0||5.0||X|
NY0941504|CR|13EDF6100FF34072E043814FD8814072|1.0|||200.0|60.0|10.0||5.0||R|
NY5993404|CD|13EDF61014814072E043814FD8814072|1.0|||40.0|10.0|15.0||20.0||X|
NY5993404|CR|13EDF61014824072E043814FD8814072|1.0|||40.0|10.0|15.0||20.0||R|
NY7479904|CD|13EDF61012C24072E043814FD8814072|1.0||||60.0|50.0||40.0||X|
NY7479904|CR|13EDF61012C34072E043814FD8814072|1.0||||60.0|50.0||40.0||R|
OA1055904|CD|13EDF61014CD4072E043814FD8814072|1.0|||20.0||||3.0||X|
OA1055904|CR|13EDF61014CE4072E043814FD8814072|1.0|||20.0||||3.0||R|
OA3627604|CD|13EDF610171C4072E043814FD8814072|1.0|||40.0||10.0||7.0||X|
OA3627604|CR|13EDF610171D4072E043814FD8814072|1.0|||40.0||10.0||7.0||R|
OA7678904|CD|13EDF6100EE54072E043814FD8814072|1.0|||120.0|20.0|5.0||4.0||X|
OA7678904|CR|13EDF6100EE64072E043814FD8814072|1.0|||120.0|20.0|5.0||4.0||R|
OB5609804|CD|13EDF6100C5E4072E043814FD8814072|1.0|||40.0||||5.0||X|
OB5609804|CR|13EDF6100C5F4072E043814FD8814072|1.0|||40.0||||5.0||R|
OC9391604|CD|13EDF61015854072E043814FD8814072|1.0|||120.0|10.0|10.0||9.0||X|
OC9391604|CR|13EDF61015864072E043814FD8814072|1.0|||120.0|10.0|10.0||9.0||R|
OD3711204|CD|13EDF610149D4072E043814FD8814072|1.0||||10.0|||2.0||X|
OD3711204|CR|13EDF610149E4072E043814FD8814072|1.0||||10.0|||2.0||R|
OD4659104|CD|13EDF6100BF94072E043814FD8814072|1.0|||||||3.0||X|
OD4659104|CR|13EDF6100BFA4072E043814FD8814072|1.0|||||||3.0||R|
OD6131604|CD|13EDF6100F104072E043814FD8814072|1.0|||100.0||||||X|
OD6131604|CR|13EDF6100F114072E043814FD8814072|1.0|||100.0||||||R|
OD9730204|CD|13EDF6100F904072E043814FD8814072|1.0|||80.0|30.0|10.0||4.0||X|
OD9730204|CR|13EDF6100F914072E043814FD8814072|1.0|||80.0|30.0|10.0||4.0||R|
OE0856304|CD|13EDF6100CF64072E043814FD8814072|1.0|||240.0|60.0|25.0||11.0||X|
OE0856304|CR|13EDF6100CF74072E043814FD8814072|1.0|||240.0|60.0|25.0||11.0||R|
OE2682304|CD|13EDF61017C64072E043814FD8814072|1.0|||20.0||10.0||||X|
OE2682304|CR|13EDF61017C74072E043814FD8814072|1.0|||20.0||10.0||||R|
OE4108704|CD|13EDF6100E4D4072E043814FD8814072|1.0||100.0|1120.0|120.0|295.0||30.0||X|
OE4108704|CR|13EDF6100E4E4072E043814FD8814072|1.0||100.0|1120.0|120.0|295.0||30.0||R|
OE6290304|CD|13EDF61012F44072E043814FD8814072|1.0|||20.0||||10.0||X|
OE6290304|CR|13EDF61012F54072E043814FD8814072|1.0|||20.0||||10.0||R|
OE9999604|CD|13EDF610113F4072E043814FD8814072|1.0|||100.0|60.0|5.0||5.0||X|
OE9999604|CR|13EDF61011404072E043814FD8814072|1.0|||100.0|60.0|5.0||5.0||R|
OF5765004|CD|13EDF61011B34072E043814FD8814072|1.0|100.0|50.0|700.0|80.0|135.0|2.0|61.0||X|
OF5765004|CR|13EDF61011B44072E043814FD8814072|1.0|100.0|50.0|700.0|80.0|135.0|2.0|61.0||R|
OG3073704|CD|13EDF61016624072E043814FD8814072|1.0|||120.0|10.0|||11.0||X|
OG3073704|CR|13EDF61016634072E043814FD8814072|1.0|||120.0|10.0|||11.0||R|
OG4371204|CD|13EDF6100FB84072E043814FD8814072|1.0|||280.0||10.0||7.0||X|
OG4371204|CR|13EDF6100FB94072E043814FD8814072|1.0|||280.0||10.0||7.0||R|
OG5766804|CD|13EDF61011B54072E043814FD8814072|1.0|||180.0|70.0|5.0||7.0||X|
OG5766804|CR|13EDF61011B64072E043814FD8814072|1.0|||180.0|70.0|5.0||7.0||R|
OG9712804|CD|13EDF61013DC4072E043814FD8814072|1.0||50.0|1380.0|280.0|145.0||53.0||X|
OG9712804|CR|13EDF61013DD4072E043814FD8814072|1.0||50.0|1380.0|280.0|145.0||53.0||R|
OH7997604|CD|13EDF61010314072E043814FD8814072|1.0|100.0||40.0||5.0||2.0||X|
OH7997604|CR|13EDF61010324072E043814FD8814072|1.0|100.0||40.0||5.0||2.0||R|
OI0218004|CD|13EDF6100CEA4072E043814FD8814072|1.0|||1060.0|70.0|110.0||42.0||X|
OI0218004|CR|13EDF6100CEB4072E043814FD8814072|1.0|||1060.0|70.0|110.0||42.0||R|
OJ4406904|CD|13EDF6100DB14072E043814FD8814072|1.0|||100.0|10.0|||13.0||X|
OJ4406904|CR|13EDF6100DB24072E043814FD8814072|1.0|||100.0|10.0|||13.0||R|
OJ6584204|CD|13EDF61011034072E043814FD8814072|1.0|||60.0|30.0|10.0||2.0||X|
OJ6584204|CR|13EDF61011044072E043814FD8814072|1.0|||60.0|30.0|10.0||2.0||R|
OJ9886004|CD|13EDF61013D84072E043814FD8814072|1.0|||640.0|70.0|10.0||6.0||X|
OJ9886004|CR|13EDF61013D94072E043814FD8814072|1.0|||640.0|70.0|10.0||6.0||R|
OK7169104|CD|13EDF61015954072E043814FD8814072|1.0|||1040.0|120.0|115.0||47.0||X|
OK7169104|CR|13EDF61015964072E043814FD8814072|1.0|||1040.0|120.0|115.0||47.0||R|
OK7268104|CD|13EDF61010D34072E043814FD8814072|1.0|||600.0|100.0|85.0||80.0||X|
OK7268104|CR|13EDF61010D44072E043814FD8814072|1.0|||600.0|100.0|85.0||80.0||R|
OK7366004|CD|13EDF610121C4072E043814FD8814072|1.0|||580.0|10.0|10.0||2.0||X|
OK7366004|CR|13EDF610121D4072E043814FD8814072|1.0|||580.0|10.0|10.0||2.0||R|
OK7947004|CD|13EDF6100D884072E043814FD8814072|1.0|||20.0|10.0|||1.0||X|
OK7947004|CR|13EDF6100D894072E043814FD8814072|1.0|||20.0|10.0|||1.0||R|
OK9185304|CD|13EDF61016564072E043814FD8814072|1.0|||60.0||||3.0||X|
OK9185304|CR|13EDF61016574072E043814FD8814072|1.0|||60.0||||3.0||R|
OL0419104|CD|13EDF6100F4F4072E043814FD8814072|1.0|||40.0||||8.0||X|
OL0419104|CR|13EDF6100F504072E043814FD8814072|1.0|||40.0||||8.0||R|
OL3612004|CD|13EDF61017B24072E043814FD8814072|1.0|||||||10.0||X|
OL3612004|CR|13EDF61017B34072E043814FD8814072|1.0|||||||10.0||R|
OL7729504|CD|13EDF6100D364072E043814FD8814072|1.0|||||5.0||9.0||X|
OL7729504|CR|13EDF6100D374072E043814FD8814072|1.0|||||5.0||9.0||R|
OM0265104|CD|13EDF6100CEE4072E043814FD8814072|1.0|||80.0||5.0||2.0||X|
OM0265104|CR|13EDF6100CEF4072E043814FD8814072|1.0|||80.0||5.0||2.0||R|
OM8927604|CD|13EDF61011E54072E043814FD8814072|1.0|||||10.0||2.0||X|
OM8927604|CR|13EDF61011E64072E043814FD8814072|1.0|||||10.0||2.0||R|
ON7170004|CD|13EDF61013F04072E043814FD8814072|1.0|||160.0|10.0|10.0||24.0||X|
ON7170004|CR|13EDF61013F14072E043814FD8814072|1.0|||160.0|10.0|10.0||24.0||R|
ON9058904|CD|13EDF61016444072E043814FD8814072|1.0|||||||1.0||X|
ON9058904|CR|13EDF61016454072E043814FD8814072|1.0|||||||1.0||R|
OO2458304|CD|13EDF61015D14072E043814FD8814072|1.0||||10.0|5.0||7.0||X|
OO2458304|CR|13EDF61015D24072E043814FD8814072|1.0||||10.0|5.0||7.0||R|
OO6622804|CD|13EDF6100D784072E043814FD8814072|1.0||50.0|1460.0|50.0|40.0||35.0||X|
OO6622804|CR|13EDF6100D794072E043814FD8814072|1.0||50.0|1460.0|50.0|40.0||35.0||R|
OO8366004|CD|13EDF61011724072E043814FD8814072|1.0|||160.0||5.0||23.0||X|
OO8366004|CR|13EDF61011734072E043814FD8814072|1.0|||160.0||5.0||23.0||R|
OP0308404|CD|13EDF6100FD64072E043814FD8814072|1.0||||30.0|15.0||2.0||X|
OP0308404|CR|13EDF6100FD74072E043814FD8814072|1.0||||30.0|15.0||2.0||R|
OP1744304|CD|13EDF6100F3D4072E043814FD8814072|1.0|||60.0|20.0|15.0||20.0||X|
OP1744304|CR|13EDF6100F3E4072E043814FD8814072|1.0|||60.0|20.0|15.0||20.0||R|
OP6274504|CD|13EDF61016BE4072E043814FD8814072|1.0|||60.0||15.0||||X|
OP6274504|CR|13EDF61016BF4072E043814FD8814072|1.0|||60.0||15.0||||R|
OP8472604|CD|13EDF6100E714072E043814FD8814072|1.0|||80.0|10.0|45.0||4.0||X|
OP8472604|CR|13EDF6100E724072E043814FD8814072|1.0|||80.0|10.0|45.0||4.0||R|
OQ1391104|CD|13EDF6100E864072E043814FD8814072|1.0|||40.0||10.0||||X|
