univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fin_obj_typ_cd|univ_fiscal_prd_cd|fdoc_typ_cd|fs_origin_cd|fdoc_nbr|trn_entr_seq_nbr|trn_ldgr_entr_desc|trn_ldgr_entr_amt|trn_debit_crdt_cd|transaction_dt|org_doc_nbr|project_cd|org_reference_id|fdoc_ref_typ_cd|fs_ref_origin_cd|fdoc_ref_nbr|fdoc_reversal_dt|trn_encum_updt_cd|trn_post_dt|timestamp|
2009.0|BL|4131407|-----|2400|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|135735.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|2408|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|49000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|2500|---|AC|ES|CB|ACLO|02|AC4131407|1.0|Description Hidden|5676.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|2500|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|435783.89|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|2500|---|CB|EX|01|BA|02|EI5626504|1.0|Description Hidden|28924.0| |20030716000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|2500|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|77364.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3000|---|AC|ES|CB|ACLO|02|AC4131407|1.0|Description Hidden|1835.6|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3000|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|156437.82|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3000|---|CB|EX|01|BA|02|EI5626504|1.0|Description Hidden|28000.0| |20030716000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3000|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|118767.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3150|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|858.04|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3200|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|10892.37|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3500|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|1728.51|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|3800|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|374.94|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4021|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|706.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4021|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|340.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4035|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|919.01|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4055|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|1075.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4084|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|209.06|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4085|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|4317.64|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4085|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|6515.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4086|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|5217.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4086|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4100|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|11055.91|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4100|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|6500.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4110|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|328.46|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4115|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|263.4|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4116|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|15500.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4166|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|6336.92|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4166|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|7100.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4210|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|4.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4300|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|785.89|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4300|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|34535.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4301|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|7984.41|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4302|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|36.12|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4303|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|1926.27|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4304|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|107.08|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4308|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|28201.13|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4309|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|19.41|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4519|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|100.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4580|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|13075.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4616|---|AC|EX|01|SB|02|VO8558704|1.0|Description Hidden|20.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4616|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|560.85|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4616|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2575.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4690|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|3437.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4700|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|12.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4723|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|40.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4768|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|116.96|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4910|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|348.63|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4938|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|683.66|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|4938|---|CB|EX|01|BA|02|EU5620304|1.0|Description Hidden|33549.0| |20030716000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5000|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|9129.82|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5000|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2640.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5027|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|4122.93|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5027|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2400.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5055|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2360.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5200|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2173.06|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5200|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|750.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5215|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|3773.38|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5600|---|CB|EX|01|BA|02|EI5626504|1.0|Description Hidden|32724.0| |20030716000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5600|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|124530.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5625|---|AC|ES|CB|ACLO|02|AC4131407|1.0|Description Hidden|742.48|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5625|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|40768.34|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5700|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|10968.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5760|---|AC|ES|CB|ACLO|02|AC4131407|1.0|Description Hidden|525.8|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5760|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|42498.59|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5773|---|AC|ES|CB|ACLO|02|AC4131407|1.0|Description Hidden|500.68|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|5773|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|39678.37|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|6000|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|69.0|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|6100|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|69.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|6100|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|2900.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|6180|---|AC|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|216.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|6200|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|1200.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|7000|---|CB|EE|CB|ACLO|02|AC4131407|1.0|Description Hidden|3250.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|7015|---|AC|EE|CB|ACLO|02|AC4131407|1.0|Description Hidden|10661.51|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|7015|---|CB|EE|CB|ACLO|02|AC4131407|1.0|Description Hidden|11100.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|7035|---|AC|EE|CB|ACLO|02|AC4131407|1.0|Description Hidden|11942.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|7900|---|CB|EX|CB|ACLO|02|AC4131407|1.0|Description Hidden|1.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|8000|---|AC|AS|01|SB|02|VO8558704|1.0|Description Hidden|20.0|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|8000|---|AC|AS|BB|ACLO|02|AC4131407|1.0|Description Hidden|27560.92|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|9050|---|AC|LI|BB|ACLO|02|AC4131407|1.0|Description Hidden|9281.35|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|9899|---|AC|FB|BB|ACLO|02|AC4131407|1.0|Description Hidden|19284.72|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131407|-----|9899|---|AC|FB|BB|ACLO|02|AC4131407|2.0|Description Hidden|1005.15|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|1180|---|AC|IN|CB|ACLO|02|AC4131408|1.0|Description Hidden|50417.02|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|1180|---|CB|IN|CB|ACLO|02|AC4131408|1.0|Description Hidden|50417.02| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|2010|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|4739.8|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|2370|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|3500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|2388|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1000.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|2500|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|25757.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|3000|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|10175.2|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|3500|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|7571.62|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4035|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|119.24|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4055|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1511.95|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4055|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1456.02| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4061|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|7393.07|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4061|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|5880.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4084|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|137.93|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4085|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|14.95|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4089|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|100.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4100|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|104.2|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4110|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|199.96|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4166|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|414.54|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4166|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|500.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4301|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|5.4|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4308|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|18.17|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4502|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|648.67|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4519|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1200.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4519|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|4500.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4590|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|500.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4616|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1303.95|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4690|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|283.56|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4690|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|2375.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4700|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|35.84|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4802|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|125.19|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|4938|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|2579.84|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5000|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|925.24|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5027|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|198.82|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5050|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|296.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5050|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|200.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5200|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|350.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5215|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|41.74|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5600|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|2065.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5625|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|401.94|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5700|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|4460.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|5760|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1044.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|6000|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|874.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|6080|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|108.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|6100|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|1343.54|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|6100|---|CB|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|2000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|6180|---|AC|EX|CB|ACLO|02|AC4131408|1.0|Description Hidden|304.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|7015|---|AC|EE|CB|ACLO|02|AC4131408|1.0|Description Hidden|1412.2|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131408|-----|7015|---|CB|EE|CB|ACLO|02|AC4131408|1.0|Description Hidden|1224.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|1180|---|AC|IN|CB|ACLO|02|AC4131409|1.0|Description Hidden|56000.0|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|1180|---|CB|IN|CB|ACLO|02|AC4131409|1.0|Description Hidden|56000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2008|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|2196.99|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2010|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|6611.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2010|---|CB|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|6611.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2310|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|6000.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2500|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|5440.4|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|2500|---|CB|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|20760.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|3050|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|7840.0|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|4089|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|86.79|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|4938|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|4062.99|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|4938|---|CB|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|3757.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5215|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|425.7|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5500|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|18416.03|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5500|---|CB|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|18416.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5600|---|CB|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|6456.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5625|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|1521.49|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5760|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|1970.8|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5772|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|272.43|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|5773|---|AC|EX|CB|ACLO|02|AC4131409|1.0|Description Hidden|1155.39|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|7900|---|AC|TE|CB|ACLO|02|AC4131409|1.0|Description Hidden|0.01|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|9899|---|AC|FB|BB|ACLO|02|AC4131409|1.0|Description Hidden|8951.47|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131409|-----|9899|---|AC|FB|BB|ACLO|02|AC4131409|2.0|Description Hidden|8951.47|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131411|-----|1180|---|AC|IN|CB|ACLO|02|AC4131411|1.0|Description Hidden|22918.31|C|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131411|-----|1180|---|CB|IN|CB|ACLO|02|AC4131411|1.0|Description Hidden|66000.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131411|-----|2008|---|AC|EX|CB|ACLO|02|AC4131411|1.0|Description Hidden|12431.11|D|20030730000000||----------|| | | || |20060914000000|20060914000000|
2009.0|BL|4131411|-----|2010|---|CB|EX|CB|ACLO|02|AC4131411|1.0|Description Hidden|4084.0| |20030730000000||----------|| | | || |20060914000000|20060914000000|
