fdoc_nbr|fdoc_typ_cd|obj_id|ver_nbr|fdoc_50_cent_amt|fdoc_25_cent_amt|fdoc_10_cent_amt|fdoc_5_cent_amt|fdoc_1_cent_amt|fdoc_othr_cent_amt|fdoc_100_cent_amt|cshr_stat_cd|
FW6693204|CR|14034DEF1AEB4D8CE043814FD8814D8C|1.0|||0.1|0.15||||R|
FX2466004|CD|14034DEF1BC34D8CE043814FD8814D8C|1.0||1.0||||||X|
FX2466004|CR|14034DEF1BC44D8CE043814FD8814D8C|1.0||1.0||||||R|
FX5992904|CD|14034DEF184B4D8CE043814FD8814D8C|1.0||0.5||||||X|
FX5992904|CR|14034DEF184C4D8CE043814FD8814D8C|1.0||0.5||||||R|
FY1048504|CD|14034DEF19AB4D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||X|
FY1048504|CR|14034DEF19AC4D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||R|
FY3478104|CD|14034DEF1E2F4D8CE043814FD8814D8C|1.0||0.5||0.2|0.05|||X|
FY3478104|CR|14034DEF1E304D8CE043814FD8814D8C|1.0||0.5||0.2|0.05|||R|
FY4328304|CD|14034DEF1A294D8CE043814FD8814D8C|1.0||0.5|||||1.0|X|
FY4328304|CR|14034DEF1A2A4D8CE043814FD8814D8C|1.0||0.5|||||1.0|R|
FY6157804|CD|14034DEF1DF14D8CE043814FD8814D8C|1.0||0.5||||||X|
FY6157804|CR|14034DEF1DF24D8CE043814FD8814D8C|1.0||0.5||||||R|
FY6606104|CD|14034DEF1EC14D8CE043814FD8814D8C|1.0||0.25|0.5|||||X|
FY6606104|CR|14034DEF1EC24D8CE043814FD8814D8C|1.0||0.25|0.5|||||R|
FZ4887604|CD|14034DEF19BB4D8CE043814FD8814D8C|1.0||0.5|1.5|0.5||||X|
FZ4887604|CR|14034DEF19BC4D8CE043814FD8814D8C|1.0||0.5|1.5|0.5||||R|
GA3655704|CD|14034DEF1D564D8CE043814FD8814D8C|1.0||0.25|0.8|0.2||||X|
GA3655704|CR|14034DEF1D574D8CE043814FD8814D8C|1.0||0.25|0.8|0.2||||R|
GB0513204|CD|14034DEF1C054D8CE043814FD8814D8C|1.0||0.5|0.2|0.35|||2.0|X|
GB0513204|CR|14034DEF1C064D8CE043814FD8814D8C|1.0||0.5|0.2|0.35|||2.0|R|
GB6126704|CD|14034DEF199F4D8CE043814FD8814D8C|1.0||0.75||||||X|
GB6126704|CR|14034DEF19A04D8CE043814FD8814D8C|1.0||0.75||||||R|
GB9078904|CD|14034DEF1F394D8CE043814FD8814D8C|1.0||0.75||||||X|
GB9078904|CR|14034DEF1F3A4D8CE043814FD8814D8C|1.0||0.75||||||R|
GE9021804|CD|14034DEF18214D8CE043814FD8814D8C|1.0||1.0||||||X|
GE9021804|CR|14034DEF18224D8CE043814FD8814D8C|1.0||1.0||||||R|
GF6288204|CD|14034DEF1DD54D8CE043814FD8814D8C|1.0||0.75||||||X|
GF6288204|CR|14034DEF1DD64D8CE043814FD8814D8C|1.0||0.75||||||R|
GG2969804|CD|14034DEF1CBA4D8CE043814FD8814D8C|1.0||0.75||||||X|
GG2969804|CR|14034DEF1CBB4D8CE043814FD8814D8C|1.0||0.75||||||R|
GH6446504|CD|14034DEF1C584D8CE043814FD8814D8C|1.0||0.5|0.4|0.05||||X|
GH6446504|CR|14034DEF1C594D8CE043814FD8814D8C|1.0||0.5|0.4|0.05||||R|
GJ6518904|CR|14034DEF1DA84D8CE043814FD8814D8C|1.0||||||||R|
GK4663104|CD|14034DEF1A774D8CE043814FD8814D8C|1.0||0.5||||||X|
GK4663104|CR|14034DEF1A784D8CE043814FD8814D8C|1.0||0.5||||||R|
GL0399304|CD|14034DEF1E634D8CE043814FD8814D8C|1.0||1.75||0.05|0.16|||X|
GL0399304|CR|14034DEF1E644D8CE043814FD8814D8C|1.0||1.75||0.05|0.16|||R|
GL5464104|CD|14034DEF1B164D8CE043814FD8814D8C|1.0||0.25||||||X|
GL5464104|CR|14034DEF1B174D8CE043814FD8814D8C|1.0||0.25||||||R|
GM7279504|CD|14034DEF178F4D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||X|
GM7279504|CR|14034DEF17904D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||R|
GO2179604|CD|14034DEF1D084D8CE043814FD8814D8C|1.0||0.75||||||X|
GO2179604|CR|14034DEF1D094D8CE043814FD8814D8C|1.0||0.75||||||R|
GP2730204|CD|14034DEF1D104D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||X|
GP2730204|CR|14034DEF1D114D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||R|
GP5537504|CD|14034DEF1E394D8CE043814FD8814D8C|1.0||0.5||||||X|
GP5537504|CR|14034DEF1E3A4D8CE043814FD8814D8C|1.0||0.5||||||R|
GP5802104|CD|14034DEF1EF74D8CE043814FD8814D8C|1.0||1.5|||||3.0|X|
GP5802104|CR|14034DEF1EF84D8CE043814FD8814D8C|1.0||1.5|||||3.0|R|
GQ0594104|CD|14034DEF17674D8CE043814FD8814D8C|1.0||0.5||||||X|
GQ0594104|CR|14034DEF17684D8CE043814FD8814D8C|1.0||0.5||||||R|
GQ0911304|CD|14034DEF1A8B4D8CE043814FD8814D8C|1.0||1.0||||||X|
GQ0911304|CR|14034DEF1A8C4D8CE043814FD8814D8C|1.0||1.0||||||R|
GQ1342704|CD|14034DEF1E6B4D8CE043814FD8814D8C|1.0||0.25||||||X|
GQ1342704|CR|14034DEF1E6C4D8CE043814FD8814D8C|1.0||0.25||||||R|
GS4636404|CD|14034DEF1A914D8CE043814FD8814D8C|1.0||0.5||||||X|
GS4636404|CR|14034DEF1A924D8CE043814FD8814D8C|1.0||0.5||||||R|
GU3657104|CD|14034DEF1E514D8CE043814FD8814D8C|1.0||0.5||0.5||||X|
GU3657104|CR|14034DEF1E524D8CE043814FD8814D8C|1.0||0.5||0.5||||R|
GU7613704|CD|14034DEF1C364D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||X|
GU7613704|CR|14034DEF1C374D8CE043814FD8814D8C|1.0||1.0|0.2|0.05||||R|
GV1406904|CD|14034DEF1AA94D8CE043814FD8814D8C|1.0||0.75||||||X|
GV1406904|CR|14034DEF1AAA4D8CE043814FD8814D8C|1.0||0.75||||||R|
GV6245204|CD|14034DEF197B4D8CE043814FD8814D8C|1.0||0.5||||||X|
GV6245204|CR|14034DEF197C4D8CE043814FD8814D8C|1.0||0.5||||||R|
GV8100904|CD|14034DEF1F5D4D8CE043814FD8814D8C|1.0|||0.5|||||X|
GV8100904|CR|14034DEF1F5E4D8CE043814FD8814D8C|1.0|||0.5|||||R|
GW2070004|CD|14034DEF19DF4D8CE043814FD8814D8C|1.0||1.5||||||X|
GW2070004|CR|14034DEF19E04D8CE043814FD8814D8C|1.0||1.5||||||R|
GW2706404|CD|14034DEF1C114D8CE043814FD8814D8C|1.0||0.75|0.4|0.35|0.05|||X|
GW2706404|CR|14034DEF1C124D8CE043814FD8814D8C|1.0||0.75|0.4|0.35|0.05|||R|
GX0398304|CD|14034DEF1AF64D8CE043814FD8814D8C|1.0||0.5||||||X|
GX0398304|CR|14034DEF1AF74D8CE043814FD8814D8C|1.0||0.5||||||R|
GY2001604|CD|14034DEF1B764D8CE043814FD8814D8C|1.0||1.25||||||X|
GY2001604|CR|14034DEF1B774D8CE043814FD8814D8C|1.0||1.25||||||R|
GY3126404|CD|14034DEF18864D8CE043814FD8814D8C|1.0||0.25|0.5||1.0|||X|
GY3126404|CR|14034DEF18874D8CE043814FD8814D8C|1.0||0.25|0.5||1.0|||R|
HA4661404|CD|14034DEF19734D8CE043814FD8814D8C|1.0||1.25||||||X|
HA4661404|CR|14034DEF19744D8CE043814FD8814D8C|1.0||1.25||||||R|
HA8394504|CD|14034DEF1E194D8CE043814FD8814D8C|1.0||0.75|2.0|0.7|0.05|||X|
HA8394504|CR|14034DEF1E1A4D8CE043814FD8814D8C|1.0||0.75|2.0|0.7|0.05|||R|
HB7913504|CD|14034DEF1AC24D8CE043814FD8814D8C|1.0||0.5||||||X|
HB7913504|CR|14034DEF1AC34D8CE043814FD8814D8C|1.0||0.5||||||R|
HC5693804|CD|14034DEF189E4D8CE043814FD8814D8C|1.0||3.25||0.25||||X|
HC5693804|CR|14034DEF189F4D8CE043814FD8814D8C|1.0||3.25||0.25||||R|
HE0070504|CD|14034DEF1D984D8CE043814FD8814D8C|1.0||1.0||||||X|
HE0070504|CR|14034DEF1D994D8CE043814FD8814D8C|1.0||1.0||||||R|
HE5566404|CD|14034DEF18E24D8CE043814FD8814D8C|1.0||1.25|2.1|0.65||||X|
HE5566404|CR|14034DEF18E34D8CE043814FD8814D8C|1.0||1.25|2.1|0.65||||R|
HE6647304|CD|14034DEF19534D8CE043814FD8814D8C|1.0||0.5|0.2||0.03|||X|
HE6647304|CR|14034DEF19544D8CE043814FD8814D8C|1.0||0.5|0.2||0.03|||R|
HF4321704|CD|14034DEF1E334D8CE043814FD8814D8C|1.0|||0.2|0.05||||X|
HF4321704|CR|14034DEF1E344D8CE043814FD8814D8C|1.0|||0.2|0.05||||R|
HH2002504|CD|14034DEF1DE74D8CE043814FD8814D8C|1.0||0.75||||||X|
HH2002504|CR|14034DEF1DE84D8CE043814FD8814D8C|1.0||0.75||||||R|
HI0058704|CD|14034DEF192F4D8CE043814FD8814D8C|1.0||21.0||||||X|
HI0058704|CR|14034DEF19304D8CE043814FD8814D8C|1.0||21.0||||||R|
HI5902304|CD|14034DEF1C794D8CE043814FD8814D8C|1.0||1.25||||||X|
HI5902304|CR|14034DEF1C7A4D8CE043814FD8814D8C|1.0||1.25||||||R|
HK8546004|CD|14034DEF1B984D8CE043814FD8814D8C|1.0||0.5||||||X|
HK8546004|CR|14034DEF1B994D8CE043814FD8814D8C|1.0||0.5||||||R|
HL0514604|CD|14034DEF19D74D8CE043814FD8814D8C|1.0||0.75||||||X|
HL0514604|CR|14034DEF19D84D8CE043814FD8814D8C|1.0||0.75||||||R|
HL0593604|CD|14034DEF198F4D8CE043814FD8814D8C|1.0||0.75||||||X|
HL0593604|CR|14034DEF19904D8CE043814FD8814D8C|1.0||0.75||||||R|
HL4987904|CD|14034DEF1FD54D8CE043814FD8814D8C|1.0||0.5|||||1.0|X|
HL4987904|CR|14034DEF1FD64D8CE043814FD8814D8C|1.0||0.5|||||1.0|R|
HM2024204|CD|14034DEF19B54D8CE043814FD8814D8C|1.0||0.75|3.0|0.45|0.05||1.0|X|
HM2024204|CR|14034DEF19B64D8CE043814FD8814D8C|1.0||0.75|3.0|0.45|0.05||1.0|R|
HM6857604|CD|14034DEF18E84D8CE043814FD8814D8C|1.0||0.5||||||X|
HM6857604|CR|14034DEF18E94D8CE043814FD8814D8C|1.0||0.5||||||R|
HM7075304|CD|14034DEF1C5A4D8CE043814FD8814D8C|1.0||1.5||||||X|
HM7075304|CR|14034DEF1C5B4D8CE043814FD8814D8C|1.0||1.5||||||R|
HN6349104|CD|14034DEF1F574D8CE043814FD8814D8C|1.0||0.75||||||X|
HN6349104|CR|14034DEF1F584D8CE043814FD8814D8C|1.0||0.75||||||R|
HN8152404|CD|14034DEF19834D8CE043814FD8814D8C|1.0||0.5||||||X|
HN8152404|CR|14034DEF19844D8CE043814FD8814D8C|1.0||0.5||||||R|
HO6952604|CD|14034DEF18574D8CE043814FD8814D8C|1.0||1.5||0.15|0.1|||X|
HO6952604|CR|14034DEF18584D8CE043814FD8814D8C|1.0||1.5||0.15|0.1|||R|
HP2385404|CD|14034DEF18414D8CE043814FD8814D8C|1.0||0.75|0.3|0.15|0.55||1.0|X|
HP2385404|CR|14034DEF18424D8CE043814FD8814D8C|1.0||0.75|0.3|0.15|0.55||1.0|R|
HP4869804|CD|14034DEF189A4D8CE043814FD8814D8C|1.0||1.25||||||X|
HP4869804|CR|14034DEF189B4D8CE043814FD8814D8C|1.0||1.25||||||R|
HQ5889404|CD|14034DEF1BC94D8CE043814FD8814D8C|1.0||0.25||||||X|
HQ5889404|CR|14034DEF1BCA4D8CE043814FD8814D8C|1.0||0.25||||||R|
HQ7027104|CD|14034DEF180A4D8CE043814FD8814D8C|1.0|||0.7|0.05||||X|
HQ7027104|CR|14034DEF180B4D8CE043814FD8814D8C|1.0|||0.7|0.05||||R|
HR0403004|CD|14034DEF1CD24D8CE043814FD8814D8C|1.0|||0.7|0.05||||X|
HR0403004|CR|14034DEF1CD34D8CE043814FD8814D8C|1.0|||0.7|0.05||||R|
HR0973004|CD|14034DEF1EF14D8CE043814FD8814D8C|1.0||0.75|0.3|0.05|0.04|||X|
HR0973004|CR|14034DEF1EF24D8CE043814FD8814D8C|1.0||0.75|0.3|0.05|0.04|||R|
HS8019004|CD|14034DEF17974D8CE043814FD8814D8C|1.0||0.5||||||X|
HS8019004|CR|14034DEF17984D8CE043814FD8814D8C|1.0||0.5||||||R|
HS8916004|CD|14034DEF1C3E4D8CE043814FD8814D8C|1.0|0.5|1.0|3.5|1.15|0.11|||X|
HS8916004|CR|14034DEF1C3F4D8CE043814FD8814D8C|1.0|0.5|1.0|3.5|1.15|0.11|||R|
HU2387504|CD|14034DEF1E6F4D8CE043814FD8814D8C|1.0||0.5|0.2||0.05|||X|
HU2387504|CR|14034DEF1E704D8CE043814FD8814D8C|1.0||0.5|0.2||0.05|||R|
HU6220704|CD|14034DEF1BF34D8CE043814FD8814D8C|1.0||0.5|0.9|0.05|0.05|||X|
HU6220704|CR|14034DEF1BF44D8CE043814FD8814D8C|1.0||0.5|0.9|0.05|0.05|||R|
HU8290504|CD|14034DEF1CF24D8CE043814FD8814D8C|1.0||0.5||||||X|
HU8290504|CR|14034DEF1CF34D8CE043814FD8814D8C|1.0||0.5||||||R|
HV0505704|CD|14034DEF1F8E4D8CE043814FD8814D8C|1.0||0.75|0.5|||||X|
HV0505704|CR|14034DEF1F8F4D8CE043814FD8814D8C|1.0||0.75|0.5|||||R|
HV2415604|CD|14034DEF1F434D8CE043814FD8814D8C|1.0||0.5||||||X|
HV2415604|CR|14034DEF1F444D8CE043814FD8814D8C|1.0||0.5||||||R|
HV5526204|CD|14034DEF199B4D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||X|
HV5526204|CR|14034DEF199C4D8CE043814FD8814D8C|1.0||0.5|0.4|0.1||||R|
HW7492404|CD|14034DEF18EC4D8CE043814FD8814D8C|1.0||1.25||||||X|
HW7492404|CR|14034DEF18ED4D8CE043814FD8814D8C|1.0||1.25||||||R|
HX4297704|CD|14034DEF19B74D8CE043814FD8814D8C|1.0||0.75|0.2|0.3||||X|
HX4297704|CR|14034DEF19B84D8CE043814FD8814D8C|1.0||0.75|0.2|0.3||||R|
HX4300404|CD|14034DEF1AAF4D8CE043814FD8814D8C|1.0||1.25|3.5|0.3||||X|
HX4300404|CR|14034DEF1AB04D8CE043814FD8814D8C|1.0||1.25|3.5|0.3||||R|
HX7096804|CD|14034DEF1A7D4D8CE043814FD8814D8C|1.0||0.5|2.0|||||X|
HX7096804|CR|14034DEF1A7E4D8CE043814FD8814D8C|1.0||0.5|2.0|||||R|
HX8575304|CD|14034DEF19854D8CE043814FD8814D8C|1.0||0.75||||||X|
HX8575304|CR|14034DEF19864D8CE043814FD8814D8C|1.0||0.75||||||R|
IA0759004|CD|14034DEF1EB54D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||X|
IA0759004|CR|14034DEF1EB64D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||R|
IA9711804|CD|14034DEF1B2A4D8CE043814FD8814D8C|1.0||0.75||||||X|
IA9711804|CR|14034DEF1B2B4D8CE043814FD8814D8C|1.0||0.75||||||R|
IB7563004|CD|14034DEF18EE4D8CE043814FD8814D8C|1.0||0.25||||||X|
IB7563004|CR|14034DEF18EF4D8CE043814FD8814D8C|1.0||0.25||||||R|
IB9021304|CD|14034DEF181F4D8CE043814FD8814D8C|1.0||0.5||||||X|
IB9021304|CR|14034DEF18204D8CE043814FD8814D8C|1.0||0.5||||||R|
IC0398904|CD|14034DEF1AF84D8CE043814FD8814D8C|1.0||0.5||||||X|
IC0398904|CR|14034DEF1AF94D8CE043814FD8814D8C|1.0||0.5||||||R|
IC9370804|CR|14034DEF192A4D8CE043814FD8814D8C|1.0||1.0||||||R|
ID3069204|CD|14034DEF190E4D8CE043814FD8814D8C|1.0||0.25|0.6|0.15||||X|
ID3069204|CR|14034DEF190F4D8CE043814FD8814D8C|1.0||0.25|0.6|0.15||||R|
IE4003804|CD|14034DEF17784D8CE043814FD8814D8C|1.0||0.5||||||X|
IE4003804|CR|14034DEF17794D8CE043814FD8814D8C|1.0||0.5||||||R|
IE7493504|CD|14034DEF1B4A4D8CE043814FD8814D8C|1.0||0.75||||||X|
IE7493504|CR|14034DEF1B4B4D8CE043814FD8814D8C|1.0||0.75||||||R|
IF7883904|CD|14034DEF1EC34D8CE043814FD8814D8C|1.0||0.25||||||X|
IF7883904|CR|14034DEF1EC44D8CE043814FD8814D8C|1.0||0.25||||||R|
IG2456604|CD|14034DEF1DF74D8CE043814FD8814D8C|1.0||0.75||||||X|
IG2456604|CR|14034DEF1DF84D8CE043814FD8814D8C|1.0||0.75||||||R|
IG7098204|CD|14034DEF197F4D8CE043814FD8814D8C|1.0||0.75||||||X|
IG7098204|CR|14034DEF19804D8CE043814FD8814D8C|1.0||0.75||||||R|
IH5691304|CD|14034DEF18494D8CE043814FD8814D8C|1.0||0.25||||||X|
IH5691304|CR|14034DEF184A4D8CE043814FD8814D8C|1.0||0.25||||||R|
IH8148104|CD|14034DEF1A3B4D8CE043814FD8814D8C|1.0||1.0||||||X|
IH8148104|CR|14034DEF1A3C4D8CE043814FD8814D8C|1.0||1.0||||||R|
II5902704|CD|14034DEF1B404D8CE043814FD8814D8C|1.0||1.25||||||X|
II5902704|CR|14034DEF1B414D8CE043814FD8814D8C|1.0||1.25||||||R|
IJ2387904|CD|14034DEF1AFE4D8CE043814FD8814D8C|1.0||0.75||||||X|
IJ2387904|CR|14034DEF1AFF4D8CE043814FD8814D8C|1.0||0.75||||||R|
IJ7015104|CD|14034DEF1CCC4D8CE043814FD8814D8C|1.0||0.75||||||X|
IJ7015104|CR|14034DEF1CCD4D8CE043814FD8814D8C|1.0||0.75||||||R|
IK3978804|CD|14034DEF17454D8CE043814FD8814D8C|1.0||0.5||||||X|
IK3978804|CR|14034DEF17464D8CE043814FD8814D8C|1.0||0.5||||||R|
IL5804804|CD|14034DEF1EF94D8CE043814FD8814D8C|1.0||1.0|0.2|0.05|||1.0|X|
IL5804804|CR|14034DEF1EFA4D8CE043814FD8814D8C|1.0||1.0|0.2|0.05|||1.0|R|
IM0838904|CD|14034DEF18FC4D8CE043814FD8814D8C|1.0||0.5||||||X|
IM0838904|CR|14034DEF18FD4D8CE043814FD8814D8C|1.0||0.5||||||R|
IM5254704|CD|14034DEF1FBF4D8CE043814FD8814D8C|1.0||1.25||||||X|
IM5254704|CR|14034DEF1FC04D8CE043814FD8814D8C|1.0||1.25||||||R|
IN0382604|CD|14034DEF1A6D4D8CE043814FD8814D8C|1.0||0.5|0.5|||||X|
IN0382604|CR|14034DEF1A6E4D8CE043814FD8814D8C|1.0||0.5|0.5|||||R|
IN0563704|CD|14034DEF18784D8CE043814FD8814D8C|1.0||5.5|0.7|0.2|0.1|||X|
IN0563704|CR|14034DEF18794D8CE043814FD8814D8C|1.0||5.5|0.7|0.2|0.1|||R|
IO3450404|CD|14034DEF173D4D8CE043814FD8814D8C|1.0||0.75||||||X|
IO3450404|CR|14034DEF173E4D8CE043814FD8814D8C|1.0||0.75||||||R|
IO5312504|CD|14034DEF1F154D8CE043814FD8814D8C|1.0||0.5||||||X|
IO5312504|CR|14034DEF1F164D8CE043814FD8814D8C|1.0||0.5||||||R|
IQ2710704|CD|14034DEF1B364D8CE043814FD8814D8C|1.0||1.5||||||X|
IQ2710704|CR|14034DEF1B374D8CE043814FD8814D8C|1.0||1.5||||||R|
IQ7176804|CD|14034DEF1DAD4D8CE043814FD8814D8C|1.0||0.75||||||X|
IQ7176804|CR|14034DEF1DAE4D8CE043814FD8814D8C|1.0||0.75||||||R|
IR4927304|CD|14034DEF1D384D8CE043814FD8814D8C|1.0||3.75||||||X|
IR4927304|CR|14034DEF1D394D8CE043814FD8814D8C|1.0||3.75||||||R|
IR8458604|CD|14034DEF1EAD4D8CE043814FD8814D8C|1.0||0.5||0.25|||1.0|X|
IR8458604|CR|14034DEF1EAE4D8CE043814FD8814D8C|1.0||0.5||0.25|||1.0|R|
IS8086604|CD|14034DEF1D944D8CE043814FD8814D8C|1.0||1.0||||||X|
IS8086604|CR|14034DEF1D954D8CE043814FD8814D8C|1.0||1.0||||||R|
IS9125104|CD|14034DEF18B64D8CE043814FD8814D8C|1.0||0.25||||||X|
IS9125104|CR|14034DEF18B74D8CE043814FD8814D8C|1.0||0.25||||||R|
IU3614604|CD|14034DEF1F7B4D8CE043814FD8814D8C|1.0||0.75||||||X|
IU3614604|CR|14034DEF1F7C4D8CE043814FD8814D8C|1.0||0.75||||||R|
IU4320004|CD|14034DEF1E354D8CE043814FD8814D8C|1.0|||0.3|0.1|0.1|||X|
IU4320004|CR|14034DEF1E364D8CE043814FD8814D8C|1.0|||0.3|0.1|0.1|||R|
IU4869204|CD|14034DEF1E9F4D8CE043814FD8814D8C|1.0||0.5||||||X|
IU4869204|CR|14034DEF1EA04D8CE043814FD8814D8C|1.0||0.5||||||R|
IU6127404|CD|14034DEF17824D8CE043814FD8814D8C|1.0||0.25|0.3|0.35|0.1|||X|
IU6127404|CR|14034DEF17834D8CE043814FD8814D8C|1.0||0.25|0.3|0.35|0.1|||R|
IV7165704|CD|14034DEF1ABA4D8CE043814FD8814D8C|1.0||1.25||0.2|0.06|||X|
IV7165704|CR|14034DEF1ABB4D8CE043814FD8814D8C|1.0||1.25||0.2|0.06|||R|
IV8916904|CD|14034DEF1B0C4D8CE043814FD8814D8C|1.0||0.25|0.2|0.45||||X|
IV8916904|CR|14034DEF1B0D4D8CE043814FD8814D8C|1.0||0.25|0.2|0.45||||R|
IW2784504|CD|14034DEF1BD74D8CE043814FD8814D8C|1.0||1.25|0.4|||||X|
IW2784504|CR|14034DEF1BD84D8CE043814FD8814D8C|1.0||1.25|0.4|||||R|
IX9368604|CD|14034DEF1F6D4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||X|
IX9368604|CR|14034DEF1F6E4D8CE043814FD8814D8C|1.0||0.5|0.2|0.05||||R|
IY1812904|CD|14034DEF1DC74D8CE043814FD8814D8C|1.0||1.0|0.2|0.3||||X|
IY1812904|CR|14034DEF1DC84D8CE043814FD8814D8C|1.0||1.0|0.2|0.3||||R|
IY5081104|CD|14034DEF1C2E4D8CE043814FD8814D8C|1.0||0.25||||||X|
IY5081104|CR|14034DEF1C2F4D8CE043814FD8814D8C|1.0||0.25||||||R|
IY6034504|CD|14034DEF1EA14D8CE043814FD8814D8C|1.0||0.75|0.5|||||X|
IY6034504|CR|14034DEF1EA24D8CE043814FD8814D8C|1.0||0.75|0.5|||||R|
IY6576604|CD|14034DEF1C9C4D8CE043814FD8814D8C|1.0|||0.2|0.05||||X|
IY6576604|CR|14034DEF1C9D4D8CE043814FD8814D8C|1.0|||0.2|0.05||||R|
IY8476104|CD|14034DEF1A3D4D8CE043814FD8814D8C|1.0||3.0|0.1|0.3|0.1|||X|
IY8476104|CR|14034DEF1A3E4D8CE043814FD8814D8C|1.0||3.0|0.1|0.3|0.1|||R|
IZ7014704|CD|14034DEF19594D8CE043814FD8814D8C|1.0||0.25||||||X|
IZ7014704|CR|14034DEF195A4D8CE043814FD8814D8C|1.0||0.25||||||R|
JA0942304|CD|14034DEF1D2C4D8CE043814FD8814D8C|1.0||0.5|0.1|0.15||||X|
JA0942304|CR|14034DEF1D2D4D8CE043814FD8814D8C|1.0||0.5|0.1|0.15||||R|
JA3737304|CD|14034DEF1D864D8CE043814FD8814D8C|1.0||0.75||||||X|
JA3737304|CR|14034DEF1D874D8CE043814FD8814D8C|1.0||0.75||||||R|
JA9391104|CD|14034DEF1EB14D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||X|
JA9391104|CR|14034DEF1EB24D8CE043814FD8814D8C|1.0||0.75|0.2|0.05||||R|
JB1123604|CD|14034DEF1EB74D8CE043814FD8814D8C|1.0||0.25|||0.03|||X|
JB1123604|CR|14034DEF1EB84D8CE043814FD8814D8C|1.0||0.25|||0.03|||R|
JC1841204|CD|14034DEF1D044D8CE043814FD8814D8C|1.0||0.5|0.7|0.3||||X|
JC1841204|CR|14034DEF1D054D8CE043814FD8814D8C|1.0||0.5|0.7|0.3||||R|
JC4513904|CD|14034DEF18984D8CE043814FD8814D8C|1.0||0.5||||||X|
JC4513904|CR|14034DEF18994D8CE043814FD8814D8C|1.0||0.5||||||R|
JC5067504|CD|14034DEF1C924D8CE043814FD8814D8C|1.0||0.75||||||X|
JC5067504|CR|14034DEF1C934D8CE043814FD8814D8C|1.0||0.75||||||R|
JC5946504|CD|14034DEF18024D8CE043814FD8814D8C|1.0||0.25|1.1|0.15||||X|
JC5946504|CR|14034DEF18034D8CE043814FD8814D8C|1.0||0.25|1.1|0.15||||R|
JD5070104|CD|14034DEF1ED34D8CE043814FD8814D8C|1.0||1.5|0.1|0.1|0.05|||X|
JD5070104|CR|14034DEF1ED44D8CE043814FD8814D8C|1.0||1.5|0.1|0.1|0.05|||R|
JD8193404|CD|14034DEF17C64D8CE043814FD8814D8C|1.0||0.25|0.1|0.15|0.15||6.0|X|
JD8193404|CR|14034DEF17C74D8CE043814FD8814D8C|1.0||0.25|0.1|0.15|0.15||6.0|R|
JE3331904|CD|14034DEF1DEB4D8CE043814FD8814D8C|1.0||1.0|||0.0|||X|
JE3331904|CR|14034DEF1DEC4D8CE043814FD8814D8C|1.0|||||1.0|||R|
JE7819604|CD|14034DEF1A394D8CE043814FD8814D8C|1.0||1.0|1.9|0.05|0.05||1.0|X|
JE7819604|CR|14034DEF1A3A4D8CE043814FD8814D8C|1.0||1.0|1.9|0.05|0.05||1.0|R|
JF0085004|CD|14034DEF19F14D8CE043814FD8814D8C|1.0||0.25||||||X|
JF0085004|CR|14034DEF19F24D8CE043814FD8814D8C|1.0||0.25||||||R|
JF7362404|CD|14034DEF180E4D8CE043814FD8814D8C|1.0||0.75||||||X|
JF7362404|CR|14034DEF180F4D8CE043814FD8814D8C|1.0||0.75||||||R|
JF8855904|CD|14034DEF175E4D8CE043814FD8814D8C|1.0||0.5||||||X|
JF8855904|CR|14034DEF175F4D8CE043814FD8814D8C|1.0||0.5||||||R|
JG6506104|CD|14034DEF1A7B4D8CE043814FD8814D8C|1.0||1.0||||||X|
JG6506104|CR|14034DEF1A7C4D8CE043814FD8814D8C|1.0||1.0||||||R|
JH0771504|CD|14034DEF1DBF4D8CE043814FD8814D8C|1.0||1.25||||||X|
JH0771504|CR|14034DEF1DC04D8CE043814FD8814D8C|1.0||1.25||||||R|
JH0772404|CD|14034DEF1B524D8CE043814FD8814D8C|1.0||0.75||||||X|
JH0772404|CR|14034DEF1B534D8CE043814FD8814D8C|1.0||0.75||||||R|
JH2676904|CD|14034DEF190C4D8CE043814FD8814D8C|1.0||0.25|0.7|0.05||||X|
JH2676904|CR|14034DEF190D4D8CE043814FD8814D8C|1.0||0.25|0.7|0.05||||R|
JI0514804|CD|14034DEF1D4E4D8CE043814FD8814D8C|1.0||0.5|0.3|0.2||||X|
JI0514804|CR|14034DEF1D4F4D8CE043814FD8814D8C|1.0||0.5|0.3|0.2||||R|
JI1321604|CD|14034DEF193B4D8CE043814FD8814D8C|1.0||0.75||||||X|
JI1321604|CR|14034DEF193C4D8CE043814FD8814D8C|1.0||0.75||||||R|
