entity_emp_id|obj_id|ver_nbr|entity_id|entity_afltn_id|emp_stat_cd|emp_typ_cd|base_slry_amt|prmry_ind|actv_ind|last_updt_dt|prmry_dept_cd|emp_id|emp_rec_id|
KFS2935|KFS2935|1.0|KFS2935|KFS2935|A|P|50000.0|Y|Y|20121207233012|KO-EDUC|0000028368|1|
KFS2936|KFS2936|1.0|KFS2936|KFS2936|A|P|50000.0|Y|Y|20121207233012|IN-RSDT|0000028463|1|
KFS2937|KFS2937|1.0|KFS2937|KFS2937|A|P|50000.0|Y|Y|20121207233012|IN-MDCO|0000028497|1|
KFS2938|KFS2938|1.0|KFS2938|KFS2938|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000028561|1|
KFS2939|KFS2939|1.0|KFS2939|KFS2939|A|P|50000.0|Y|Y|20121207233012|EA-INPR|0000028807|1|
KFS2940|KFS2940|1.0|KFS2940|KFS2940|A|P|50000.0|Y|Y|20121207233012|UA-PRIN|0000028945|1|
KFS2941|KFS2941|1.0|KFS2941|KFS2941|A|N|50000.0|Y|Y|20121207233012|BL-RTVS|0000028955|1|
KFS2942|KFS2942|1.0|KFS2942|KFS2942|A|N|50000.0|Y|Y|20121207233012|BL-BUS|0000028986|1|
KFS2943|KFS2943|1.0|KFS2943|KFS2943|A|P|50000.0|Y|Y|20121207233012|BL-PHYS|0000029064|1|
KFS2944|KFS2944|1.0|KFS2944|KFS2944|T|P|50000.0|Y|Y|20121207233012|KO-UREL|0000029079|1|
KFS2945|KFS2945|1.0|KFS2945|KFS2945|A|P|50000.0|Y|Y|20121207233012|BL-PHYP|0000029141|1|
KFS2946|KFS2946|1.0|KFS2946|KFS2946|A|P|50000.0|Y|Y|20121207233012|NW-LIBR|0000029390|1|
KFS2947|KFS2947|1.0|KFS2947|KFS2947|A|N|50000.0|Y|Y|20121207233012|SB-OCP|0000029441|1|
KFS2948|KFS2948|1.0|KFS2948|KFS2948|T|P|50000.0|Y|Y|20121207233012|KO-KO|0000029598|1|
KFS2949|KFS2949|1.0|KFS2949|KFS2949|A|P|50000.0|Y|Y|20121207233012|IN-CFSG|0000029633|1|
KFS2950|KFS2950|1.0|KFS2950|KFS2950|T|P|50000.0|Y|Y|20121207233012|IN-IN|0000029679|1|
KFS2951|KFS2951|1.0|KFS2951|KFS2951|A|P|50000.0|Y|Y|20121207233012|SE-UDIV|0000029711|1|
KFS2952|KFS2952|1.0|KFS2952|KFS2952|A|N|50000.0|Y|Y|20121207233012|UA-ATHL|0000029771|1|
KFS2953|KFS2953|1.0|KFS2953|KFS2953|A|P|50000.0|Y|Y|20121207233012|BL-VPIT|0000030046|1|
KFS2954|KFS2954|1.0|KFS2954|KFS2954|A|P|50000.0|Y|Y|20121207233012|UA-UART|0000030059|1|
KFS2955|KFS2955|1.0|KFS2955|KFS2955|A|P|50000.0|Y|Y|20121207233012|UA-VPUR|0000030198|1|
KFS2956|KFS2956|1.0|KFS2956|KFS2956|T|N|50000.0|Y|Y|20121207233012|BL-BL|0000030285|1|
KFS2957|KFS2957|1.0|KFS2957|KFS2957|A|P|50000.0|Y|Y|20121207233012|UA-TREA|0000030416|1|
KFS2958|KFS2958|1.0|KFS2958|KFS2958|A|P|50000.0|Y|Y|20121207233012|BL-GEOY|0000030732|1|
KFS2959|KFS2959|1.0|KFS2959|KFS2959|A|P|50000.0|Y|Y|20121207233012|IN-CFSG|0000031184|1|
KFS2960|KFS2960|1.0|KFS2960|KFS2960|A|N|50000.0|Y|Y|20121207233012|IN-DSOH|0000031266|1|
KFS2961|KFS2961|1.0|KFS2961|KFS2961|A|P|50000.0|Y|Y|20121207233012||0000031628|1|
KFS2962|KFS2962|1.0|KFS2962|KFS2962|A|P|50000.0|Y|Y|20121207233012|IN-HERR|0000032068|1|
KFS2963|KFS2963|1.0|KFS2963|KFS2963|A|P|50000.0|Y|Y|20121207233012|IN-PCRD|0000033045|1|
KFS2964|KFS2964|1.0|KFS2964|KFS2964|A|N|50000.0|Y|Y|20121207233012|BL-EDUC|0000033929|1|
KFS2965|KFS2965|1.0|KFS2965|KFS2965|A|P|50000.0|Y|Y|20121207233012|BL-PSY|0000033974|1|
KFS2966|KFS2966|1.0|KFS2966|KFS2966|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000034001|1|
KFS2967|KFS2967|1.0|KFS2967|KFS2967|R|P|50000.0|Y|Y|20121207233012|IN-ENGT|0000034100|1|
KFS2968|KFS2968|1.0|KFS2968|KFS2968|A|P|50000.0|Y|Y|20121207233012|BA-IMAU|0000034134|1|
KFS2969|KFS2969|1.0|KFS2969|KFS2969|A|P|50000.0|Y|Y|20121207233012|SB-CHEM|0000034170|1|
KFS2970|KFS2970|1.0|KFS2970|KFS2970|A|P|50000.0|Y|Y|20121207233012|IN-FAMM|0000034364|1|
KFS2971|KFS2971|1.0|KFS2971|KFS2971|A|P|50000.0|Y|Y|20121207233012|IN-CLN|0000034468|1|
KFS2972|KFS2972|1.0|KFS2972|KFS2972|A|P|50000.0|Y|Y|20121207233012|EA-AADV|0000034469|1|
KFS2973|KFS2973|1.0|KFS2973|KFS2973|A|P|50000.0|Y|Y|20121207233012|IN-HR|0000034704|1|
KFS2974|KFS2974|1.0|KFS2974|KFS2974|A|P|50000.0|Y|Y|20121207233012|BL-FINS|0000034748|1|
KFS2975|KFS2975|1.0|KFS2975|KFS2975|A|P|50000.0|Y|Y|20121207233012|IN-CARD|0000034893|1|
KFS2976|KFS2976|1.0|KFS2976|KFS2976|A|P|50000.0|Y|Y|20121207233012|IA-PARK|0000034964|1|
KFS2977|KFS2977|1.0|KFS2977|KFS2977|A|N|50000.0|Y|Y|20121207233012|BL-UDIV|0000035066|1|
KFS2978|KFS2978|1.0|KFS2978|KFS2978|A|P|50000.0|Y|Y|20121207233012|UA-PUR|0000035118|1|
KFS2979|KFS2979|1.0|KFS2979|KFS2979|A|P|50000.0|Y|Y|20121207233012|IN-ENGT|0000035157|1|
KFS2980|KFS2980|1.0|KFS2980|KFS2980|T|P|50000.0|Y|Y|20121207233012|IN-HER|0000035217|1|
KFS2981|KFS2981|1.0|KFS2981|KFS2981|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000035279|1|
KFS2982|KFS2982|1.0|KFS2982|KFS2982|A|P|50000.0|Y|Y|20121207233012|BL-CEUS|0000035304|1|
KFS2983|KFS2983|1.0|KFS2983|KFS2983|A|P|50000.0|Y|Y|20121207233012|IN-HPHY|0000035321|1|
KFS2984|KFS2984|1.0|KFS2984|KFS2984|T|N|50000.0|Y|Y|20121207233012|IN-NATA|0000035331|1|
KFS2985|KFS2985|1.0|KFS2985|KFS2985|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000035390|1|
KFS2986|KFS2986|1.0|KFS2986|KFS2986|A|P|50000.0|Y|Y|20121207233012|IN-FACR|0000035441|1|
KFS2987|KFS2987|1.0|KFS2987|KFS2987|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000035561|1|
KFS2988|KFS2988|1.0|KFS2988|KFS2988|A|P|50000.0|Y|Y|20121207233012|IN-HEMO|0000035605|1|
KFS2989|KFS2989|1.0|KFS2989|KFS2989|A|P|50000.0|Y|Y|20121207233012|BL-HPER|0000035846|1|
KFS2990|KFS2990|1.0|KFS2990|KFS2990|A|P|50000.0|Y|Y|20121207233012|BA-RPAS|0000035849|1|
KFS2991|KFS2991|1.0|KFS2991|KFS2991|A|P|50000.0|Y|Y|20121207233012|IN-IRET|0000036250|1|
KFS2992|KFS2992|1.0|KFS2992|KFS2992|A|P|50000.0|Y|Y|20121207233012|BL-ADMS|0000036680|1|
KFS2993|KFS2993|1.0|KFS2993|KFS2993|A|P|50000.0|Y|Y|20121207233012|IN-ADAF|0000037086|1|
KFS2994|KFS2994|1.0|KFS2994|KFS2994|A|N|50000.0|Y|Y|20121207233012|BL-BUS|0000037983|1|
KFS2995|KFS2995|1.0|KFS2995|KFS2995|A|P|50000.0|Y|Y|20121207233012|BL-GEOL|0000039301|1|
KFS2996|KFS2996|1.0|KFS2996|KFS2996|T|N|50000.0|Y|Y|20121207233012|NW-CHEM|0000039316|1|
KFS2997|KFS2997|1.0|KFS2997|KFS2997|A|P|50000.0|Y|Y|20121207233012|BL-THTR|0000039318|1|
KFS2998|KFS2998|1.0|KFS2998|KFS2998|A|P|50000.0|Y|Y|20121207233012|BL-VPIT|0000039495|1|
KFS2999|KFS2999|1.0|KFS2999|KFS2999|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000040136|1|
KFS3000|KFS3000|1.0|KFS3000|KFS3000|T|P|50000.0|Y|Y|20121207233012|IN-BIOS|0000040186|1|
KFS3001|KFS3001|1.0|KFS3001|KFS3001|R|P|50000.0|Y|Y|20121207233012|IN-SOCW|0000040189|1|
KFS3002|KFS3002|1.0|KFS3002|KFS3002|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000040358|1|
KFS3003|KFS3003|1.0|KFS3003|KFS3003|A|P|50000.0|Y|Y|20121207233012|BA-PARK|0000040384|1|
KFS3004|KFS3004|1.0|KFS3004|KFS3004|A|N|50000.0|Y|Y|20121207233012|SB-SBUE|0000040433|1|
KFS3005|KFS3005|1.0|KFS3005|KFS3005|A|N|50000.0|Y|Y|20121207233012|IN-PATH|0000040493|1|
KFS3006|KFS3006|1.0|KFS3006|KFS3006|A|P|50000.0|Y|Y|20121207233012|BL-HPER|0000040636|1|
KFS3007|KFS3007|1.0|KFS3007|KFS3007|A|P|50000.0|Y|Y|20121207233012|UA-TRMS|0000040704|1|
KFS3008|KFS3008|1.0|KFS3008|KFS3008|A|P|50000.0|Y|Y|20121207233012|UA-SCS|0000040714|1|
KFS3009|KFS3009|1.0|KFS3009|KFS3009|A|P|50000.0|Y|Y|20121207233012|IN-EDUC|0000040892|1|
KFS3010|KFS3010|1.0|KFS3010|KFS3010|A|P|50000.0|Y|Y|20121207233012|IN-IUSC|0000040962|1|
KFS3011|KFS3011|1.0|KFS3011|KFS3011|A|P|50000.0|Y|Y|20121207233012|IN-CFSG|0000041053|1|
KFS3012|KFS3012|1.0|KFS3012|KFS3012|A|P|50000.0|Y|Y|20121207233012|BL-SLAV|0000041360|1|
KFS3013|KFS3013|1.0|KFS3013|KFS3013|T|P|50000.0|Y|Y|20121207233012||0000041417|1|
KFS3014|KFS3014|1.0|KFS3014|KFS3014|T|N|50000.0|Y|Y|20121207233012|BL-CSCI|0000041623|1|
KFS3015|KFS3015|1.0|KFS3015|KFS3015|A|P|50000.0|Y|Y|20121207233012|BL-BI|0000042034|1|
KFS3016|KFS3016|1.0|KFS3016|KFS3016|A|P|50000.0|Y|Y|20121207233012|BL-BUS|0000042074|1|
KFS3017|KFS3017|1.0|KFS3017|KFS3017|A|P|50000.0|Y|Y|20121207233012|EA-BSSD|0000042112|1|
KFS3018|KFS3018|1.0|KFS3018|KFS3018|A|P|50000.0|Y|Y|20121207233012|EA-TUSP|0000042452|1|
KFS3019|KFS3019|1.0|KFS3019|KFS3019|A|P|50000.0|Y|Y|20121207233012|IN-MRES|0000042765|1|
KFS3020|KFS3020|1.0|KFS3020|KFS3020|A|P|50000.0|Y|Y|20121207233012|BL-OPT|0000042818|1|
KFS3021|KFS3021|1.0|KFS3021|KFS3021|A|P|50000.0|Y|Y|20121207233012|IN-PHEM|0000043134|1|
KFS3022|KFS3022|1.0|KFS3022|KFS3022|A|N|50000.0|Y|Y|20121207233012|BL-EDUC|0000043251|1|
KFS3023|KFS3023|1.0|KFS3023|KFS3023|A|P|50000.0|Y|Y|20121207233012|UA-UART|0000043550|1|
KFS3024|KFS3024|1.0|KFS3024|KFS3024|A|N|50000.0|Y|Y|20121207233012|BL-IIDC|0000044691|1|
KFS3025|KFS3025|1.0|KFS3025|KFS3025|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000044718|1|
KFS3026|KFS3026|1.0|KFS3026|KFS3026|T|N|50000.0|Y|Y|20121207233012|BA-CONF|0000044968|1|
KFS3027|KFS3027|1.0|KFS3027|KFS3027|A|N|50000.0|Y|Y|20121207233012|IN-RADY|0000045077|1|
KFS3028|KFS3028|1.0|KFS3028|KFS3028|A|P|50000.0|Y|Y|20121207233012|IN-RESG|0000045797|1|
KFS3029|KFS3029|1.0|KFS3029|KFS3029|A|P|50000.0|Y|Y|20121207233012|BL-MATH|0000046423|1|
KFS3030|KFS3030|1.0|KFS3030|KFS3030|D|P|50000.0|Y|Y|20121207233012|BL-BL|0000046536|1|
KFS3031|KFS3031|1.0|KFS3031|KFS3031|A|P|50000.0|Y|Y|20121207233012|IN-PBHL|0000046720|1|
KFS3032|KFS3032|1.0|KFS3032|KFS3032|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000046768|1|
KFS3033|KFS3033|1.0|KFS3033|KFS3033|A|P|50000.0|Y|Y|20121207233012|BL-SSER|0000046771|1|
KFS3034|KFS3034|1.0|KFS3034|KFS3034|A|P|50000.0|Y|Y|20121207233012|IN-OVM|0000046792|1|
KFS3035|KFS3035|1.0|KFS3035|KFS3035|A|N|50000.0|Y|Y|20121207233012|IN-ENGT|0000046856|1|
KFS3036|KFS3036|1.0|KFS3036|KFS3036|A|N|50000.0|Y|Y|20121207233012|BL-AST|0000046958|1|
KFS3037|KFS3037|1.0|KFS3037|KFS3037|A|P|50000.0|Y|Y|20121207233012|BL-SPEA|0000046968|1|
KFS3038|KFS3038|1.0|KFS3038|KFS3038|A|P|50000.0|Y|Y|20121207233012|KO-SSER|0000047055|1|
KFS3039|KFS3039|1.0|KFS3039|KFS3039|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000047166|1|
KFS3040|KFS3040|1.0|KFS3040|KFS3040|A|P|50000.0|Y|Y|20121207233012|IN-UCOL|0000047183|1|
KFS3041|KFS3041|1.0|KFS3041|KFS3041|A|N|50000.0|Y|Y|20121207233012|BL-BI|0000047295|1|
KFS3042|KFS3042|1.0|KFS3042|KFS3042|A|P|50000.0|Y|Y|20121207233012|BL-CRIM|0000047300|1|
KFS3043|KFS3043|1.0|KFS3043|KFS3043|A|P|50000.0|Y|Y|20121207233012|BL-MUS|0000047313|1|
KFS3044|KFS3044|1.0|KFS3044|KFS3044|A|N|50000.0|Y|Y|20121207233012|SE-SSER|0000047344|1|
KFS3045|KFS3045|1.0|KFS3045|KFS3045|A|P|50000.0|Y|Y|20121207233012|IN-DMMR|0000047354|1|
KFS3046|KFS3046|1.0|KFS3046|KFS3046|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000047360|1|
KFS3047|KFS3047|1.0|KFS3047|KFS3047|A|P|50000.0|Y|Y|20121207233012|BA-PARK|0000047368|1|
KFS3048|KFS3048|1.0|KFS3048|KFS3048|A|N|50000.0|Y|Y|20121207233012|IN-INTM|0000047376|1|
KFS3049|KFS3049|1.0|KFS3049|KFS3049|A|P|50000.0|Y|Y|20121207233012|BL-HPSC|0000047377|1|
KFS3050|KFS3050|1.0|KFS3050|KFS3050|A|P|50000.0|Y|Y|20121207233012|SE-BOOK|0000047384|1|
KFS3051|KFS3051|1.0|KFS3051|KFS3051|A|N|50000.0|Y|Y|20121207233012|BL-PHYP|0000047463|1|
KFS3052|KFS3052|1.0|KFS3052|KFS3052|A|P|50000.0|Y|Y|20121207233012|KO-SSER|0000047481|1|
KFS3053|KFS3053|1.0|KFS3053|KFS3053|T|P|50000.0|Y|Y|20121207233012|IN-MDEP|0000047729|1|
KFS3054|KFS3054|1.0|KFS3054|KFS3054|A|P|50000.0|Y|Y|20121207233012|UA-IHET|0000047965|1|
KFS3055|KFS3055|1.0|KFS3055|KFS3055|A|P|50000.0|Y|Y|20121207233012|IN-PSYC|0000048051|1|
KFS3056|KFS3056|1.0|KFS3056|KFS3056|A|P|50000.0|Y|Y|20121207233012|BA-RPAS|0000048341|1|
KFS3057|KFS3057|1.0|KFS3057|KFS3057|A|N|50000.0|Y|Y|20121207233012|BL-FINH|0000048603|1|
KFS3058|KFS3058|1.0|KFS3058|KFS3058|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000048695|1|
KFS3059|KFS3059|1.0|KFS3059|KFS3059|A|P|50000.0|Y|Y|20121207233012|EA-LIBR|0000048787|1|
KFS3060|KFS3060|1.0|KFS3060|KFS3060|A|P|50000.0|Y|Y|20121207233012|IN-NEUR|0000049808|1|
KFS3061|KFS3061|1.0|KFS3061|KFS3061|A|P|50000.0|Y|Y|20121207233012|IN-OTHN|0000049812|1|
KFS3062|KFS3062|1.0|KFS3062|KFS3062|A|N|50000.0|Y|Y|20121207233012|BL-ADMS|0000050701|1|
KFS3063|KFS3063|1.0|KFS3063|KFS3063|A|N|50000.0|Y|Y|20121207233012|BL-IUCF|0000051313|1|
KFS3064|KFS3064|1.0|KFS3064|KFS3064|A|N|50000.0|Y|Y|20121207233012|IN-PSYC|0000052566|1|
KFS3065|KFS3065|1.0|KFS3065|KFS3065|R|N|50000.0|Y|Y|20121207233012|IN-PCDC|0000052743|1|
KFS3066|KFS3066|1.0|KFS3066|KFS3066|A|P|50000.0|Y|Y|20121207233012|IN-MSCI|0000052896|1|
KFS3067|KFS3067|1.0|KFS3067|KFS3067|A|P|50000.0|Y|Y|20121207233012|BL-NEUS|0000052966|1|
KFS3068|KFS3068|1.0|KFS3068|KFS3068|R|N|50000.0|Y|Y|20121207233012|BL-LIBR|0000052979|1|
KFS3069|KFS3069|1.0|KFS3069|KFS3069|A|P|50000.0|Y|Y|20121207233012|SB-PEA|0000053075|1|
KFS3070|KFS3070|1.0|KFS3070|KFS3070|A|P|50000.0|Y|Y|20121207233012|UA-REAL|0000053105|1|
KFS3071|KFS3071|1.0|KFS3071|KFS3071|T|N|50000.0|Y|Y|20121207233012||0000053274|1|
KFS3072|KFS3072|1.0|KFS3072|KFS3072|A|P|50000.0|Y|Y|20121207233012|BL-SLIS|0000053285|1|
KFS3073|KFS3073|1.0|KFS3073|KFS3073|A|P|50000.0|Y|Y|20121207233012|EA-BURS|0000053302|1|
KFS3074|KFS3074|1.0|KFS3074|KFS3074|A|N|50000.0|Y|Y|20121207233012|BL-FOLK|0000053332|1|
KFS3075|KFS3075|1.0|KFS3075|KFS3075|A|P|50000.0|Y|Y|20121207233012|IN-PSYC|0000053527|1|
KFS3076|KFS3076|1.0|KFS3076|KFS3076|A|P|50000.0|Y|Y|20121207233012|EA-EDUC|0000053537|1|
KFS3077|KFS3077|1.0|KFS3077|KFS3077|A|P|50000.0|Y|Y|20121207233012|IN-UMDA|0000053611|1|
KFS3078|KFS3078|1.0|KFS3078|KFS3078|A|P|50000.0|Y|Y|20121207233012|UA-VPIT|0000053613|1|
KFS3079|KFS3079|1.0|KFS3079|KFS3079|A|P|50000.0|Y|Y|20121207233012|NW-GENA|0000053853|1|
KFS3080|KFS3080|1.0|KFS3080|KFS3080|A|P|50000.0|Y|Y|20121207233012|IN-CLN|0000054077|1|
KFS3081|KFS3081|1.0|KFS3081|KFS3081|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000054168|1|
KFS3082|KFS3082|1.0|KFS3082|KFS3082|A|P|50000.0|Y|Y|20121207233012|IN-JOUR|0000054273|1|
KFS3083|KFS3083|1.0|KFS3083|KFS3083|A|P|50000.0|Y|Y|20121207233012|KO-PHYP|0000054302|1|
KFS3084|KFS3084|1.0|KFS3084|KFS3084|T|N|50000.0|Y|Y|20121207233012|BL-MUS|0000054529|1|
KFS3085|KFS3085|1.0|KFS3085|KFS3085|A|N|50000.0|Y|Y|20121207233012|BL-EDUC|0000054843|1|
KFS3086|KFS3086|1.0|KFS3086|KFS3086|A|P|50000.0|Y|Y|20121207233012|SB-FORN|0000055906|1|
KFS3087|KFS3087|1.0|KFS3087|KFS3087|A|P|50000.0|Y|Y|20121207233012|IN-PADO|0000058305|1|
KFS3088|KFS3088|1.0|KFS3088|KFS3088|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000058778|1|
KFS3089|KFS3089|1.0|KFS3089|KFS3089|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000058880|1|
KFS3090|KFS3090|1.0|KFS3090|KFS3090|A|P|50000.0|Y|Y|20121207233012|IN-ADAF|0000059123|1|
KFS3091|KFS3091|1.0|KFS3091|KFS3091|A|P|50000.0|Y|Y|20121207233012|BL-SOC|0000059211|1|
KFS3092|KFS3092|1.0|KFS3092|KFS3092|A|P|50000.0|Y|Y|20121207233012|BL-REGR|0000059227|1|
KFS3093|KFS3093|1.0|KFS3093|KFS3093|A|P|50000.0|Y|Y|20121207233012|BL-SPHS|0000059287|1|
KFS3094|KFS3094|1.0|KFS3094|KFS3094|A|P|50000.0|Y|Y|20121207233012|UA-PUR|0000059326|1|
KFS3095|KFS3095|1.0|KFS3095|KFS3095|A|P|50000.0|Y|Y|20121207233012|IN-LART|0000059535|1|
KFS3096|KFS3096|1.0|KFS3096|KFS3096|A|N|50000.0|Y|Y|20121207233012|UA-VPIT|0000059764|1|
KFS3097|KFS3097|1.0|KFS3097|KFS3097|A|P|50000.0|Y|Y|20121207233012|KO-PAII|0000060027|1|
KFS3098|KFS3098|1.0|KFS3098|KFS3098|A|P|50000.0|Y|Y|20121207233012|IN-CLN|0000060087|1|
KFS3099|KFS3099|1.0|KFS3099|KFS3099|A|P|50000.0|Y|Y|20121207233012|IA-CSFA|0000060376|1|
KFS3100|KFS3100|1.0|KFS3100|KFS3100|A|P|50000.0|Y|Y|20121207233012|BL-SSER|0000060519|1|
KFS3101|KFS3101|1.0|KFS3101|KFS3101|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000060537|1|
KFS3102|KFS3102|1.0|KFS3102|KFS3102|T|P|50000.0|Y|Y|20121207233012|BL-GEOL|0000060679|1|
KFS3103|KFS3103|1.0|KFS3103|KFS3103|A|P|50000.0|Y|Y|20121207233012|UA-VPIT|0000060684|1|
KFS3104|KFS3104|1.0|KFS3104|KFS3104|T|N|50000.0|Y|Y|20121207233012|SB-ARTD|0000061348|1|
KFS3105|KFS3105|1.0|KFS3105|KFS3105|A|P|50000.0|Y|Y|20121207233012|IN-ORTS|0000061389|1|
KFS3106|KFS3106|1.0|KFS3106|KFS3106|A|N|50000.0|Y|Y|20121207233012|BL-SOC|0000061524|1|
KFS3107|KFS3107|1.0|KFS3107|KFS3107|T|P|50000.0|Y|Y|20121207233012|IN-EDUC|0000061600|1|
KFS3108|KFS3108|1.0|KFS3108|KFS3108|A|N|50000.0|Y|Y|20121207233012|BL-INFO|0000061973|1|
KFS3109|KFS3109|1.0|KFS3109|KFS3109|A|P|50000.0|Y|Y|20121207233012|BL-HONR|0000062610|1|
KFS3110|KFS3110|1.0|KFS3110|KFS3110|A|P|50000.0|Y|Y|20121207233012|UA-FMOP|0000064023|1|
KFS3111|KFS3111|1.0|KFS3111|KFS3111|A|P|50000.0|Y|Y|20121207233012|IA-ONEC|0000064166|1|
KFS3112|KFS3112|1.0|KFS3112|KFS3112|A|P|50000.0|Y|Y|20121207233012|BL-EDUC|0000064984|1|
KFS3113|KFS3113|1.0|KFS3113|KFS3113|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000065533|1|
KFS3114|KFS3114|1.0|KFS3114|KFS3114|R|P|50000.0|Y|Y|20121207233012|BL-BL|0000065572|1|
KFS3115|KFS3115|1.0|KFS3115|KFS3115|A|P|50000.0|Y|Y|20121207233012|BA-RPAS|0000065628|1|
KFS3116|KFS3116|1.0|KFS3116|KFS3116|A|P|50000.0|Y|Y|20121207233012|BA-RPAS|0000065638|1|
KFS3117|KFS3117|1.0|KFS3117|KFS3117|A|P|50000.0|Y|Y|20121207233012|BL-ARSD|0000065683|1|
KFS3118|KFS3118|1.0|KFS3118|KFS3118|A|P|50000.0|Y|Y|20121207233012|IN-PHED|0000065733|1|
KFS3119|KFS3119|1.0|KFS3119|KFS3119|A|P|50000.0|Y|Y|20121207233012|EA-SMD|0000065771|1|
KFS3120|KFS3120|1.0|KFS3120|KFS3120|A|P|50000.0|Y|Y|20121207233012|BA-IMAU|0000065858|1|
KFS3121|KFS3121|1.0|KFS3121|KFS3121|D|P|50000.0|Y|Y|20121207233012|BL-BL|0000065861|1|
KFS3122|KFS3122|1.0|KFS3122|KFS3122|A|P|50000.0|Y|Y|20121207233012|UA-BUDU|0000066138|1|
KFS3123|KFS3123|1.0|KFS3123|KFS3123|A|P|50000.0|Y|Y|20121207233012|BL-RUAD|0000066195|1|
KFS3124|KFS3124|1.0|KFS3124|KFS3124|A|P|50000.0|Y|Y|20121207233012|EA-AADV|0000066368|1|
KFS3125|KFS3125|1.0|KFS3125|KFS3125|A|P|50000.0|Y|Y|20121207233012|UA-BUDU|0000066462|1|
KFS3126|KFS3126|1.0|KFS3126|KFS3126|A|P|50000.0|Y|Y|20121207233012|UA-PRIN|0000066512|1|
KFS3127|KFS3127|1.0|KFS3127|KFS3127|A|P|50000.0|Y|Y|20121207233012|SB-PHPC|0000066558|1|
KFS3128|KFS3128|1.0|KFS3128|KFS3128|A|P|50000.0|Y|Y|20121207233012|SB-INFT|0000066591|1|
KFS3129|KFS3129|1.0|KFS3129|KFS3129|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000066697|1|
KFS3130|KFS3130|1.0|KFS3130|KFS3130|A|P|50000.0|Y|Y|20121207233012|IN-BIOM|0000066820|1|
KFS3131|KFS3131|1.0|KFS3131|KFS3131|A|P|50000.0|Y|Y|20121207233012|BL-CDCT|0000066887|1|
KFS3132|KFS3132|1.0|KFS3132|KFS3132|A|P|50000.0|Y|Y|20121207233012|UA-UART|0000066888|1|
KFS3133|KFS3133|1.0|KFS3133|KFS3133|A|N|50000.0|Y|Y|20121207233012|UA-FMOP|0000066898|1|
KFS3134|KFS3134|1.0|KFS3134|KFS3134|A|P|50000.0|Y|Y|20121207233012|UA-VPAD|0000066938|1|
KFS3135|KFS3135|1.0|KFS3135|KFS3135|A|P|50000.0|Y|Y|20121207233012|UA-VPAD|0000067315|1|
KFS3136|KFS3136|1.0|KFS3136|KFS3136|A|N|50000.0|Y|Y|20121207233012|BL-SPEA|0000067336|1|
KFS3137|KFS3137|1.0|KFS3137|KFS3137|A|N|50000.0|Y|Y|20121207233012|BL-SETH|0000067484|1|
KFS3138|KFS3138|1.0|KFS3138|KFS3138|A|N|50000.0|Y|Y|20121207233012|BL-PSY|0000067533|1|
KFS3139|KFS3139|1.0|KFS3139|KFS3139|A|P|50000.0|Y|Y|20121207233012|BL-VPGA|0000067544|1|
KFS3140|KFS3140|1.0|KFS3140|KFS3140|A|P|50000.0|Y|Y|20121207233012|BL-ANTH|0000067611|1|
KFS3141|KFS3141|1.0|KFS3141|KFS3141|A|N|50000.0|Y|Y|20121207233012|IN-WCPR|0000067815|1|
KFS3142|KFS3142|1.0|KFS3142|KFS3142|A|P|50000.0|Y|Y|20121207233012|IN-ACCT|0000068004|1|
KFS3143|KFS3143|1.0|KFS3143|KFS3143|A|P|50000.0|Y|Y|20121207233012|BL-BUS|0000068061|1|
KFS3144|KFS3144|1.0|KFS3144|KFS3144|A|P|50000.0|Y|Y|20121207233012|IN-WCPR|0000068829|1|
KFS3145|KFS3145|1.0|KFS3145|KFS3145|A|P|50000.0|Y|Y|20121207233012|UA-PUR|0000068960|1|
KFS3146|KFS3146|1.0|KFS3146|KFS3146|A|P|50000.0|Y|Y|20121207233012|BL-ENG|0000071294|1|
KFS3147|KFS3147|1.0|KFS3147|KFS3147|A|P|50000.0|Y|Y|20121207233012|BL-BL|0000071371|1|
KFS3148|KFS3148|1.0|KFS3148|KFS3148|P|P|50000.0|Y|Y|20121207233012|BL-PSY|0000071471|1|
KFS3149|KFS3149|1.0|KFS3149|KFS3149|R|P|50000.0|Y|Y|20121207233012|IN-IN|0000072040|1|
