univ_fiscal_yr|fin_coa_cd|account_nbr|fin_object_cd|fin_sub_obj_cd|obj_id|ver_nbr|fin_sub_obj_cd_nm|fin_subobj_shrt_nm|fin_subobj_actv_cd|
2012.0|EA|0367287|0991|WVR|5440BEF1-8177-1E28-1B76-1E56586301B1|2.0|SPRG NON CR HR FEE DEFERRED-WVR|SPNCR DF-WVR|Y|
2012.0|EA|0367287|1090|WVR|94F58746-6D01-30A2-AD80-286E5D0C57B0|2.0|LATE REGISTRATION FEE WAIVER|LATE REG WVR|Y|
2012.0|EA|0367287|1091|WVR|BC5DED58-CEF6-4FFF-4F3A-1C596374E793|2.0|SUM1 NON CR HR FEE DEFERRED-WVR|S1NCR DF-WVR|Y|
2012.0|EA|0367287|1800|WVR|B98F23E8-F58F-CA06-9A12-EF9BE893C208|2.0|OTHER INCOME-WAIVER|OTHR INC-WVR|Y|
2012.0|EA|0367310|7900|000|0C9AB5C5-45E7-D461-2E50-286FD9C2D507|2.0|WEEKEND COVER ALLOC|WKEND COVER|Y|
2012.0|EA|0367318|7000|NRE|7E12C43D-A015-17AB-F328-9F83A13EC016|2.0|NONRECURRING EQUIPMENT|NONRECURRING|Y|
2012.0|EA|0367525|2502|WRI|A6333E57-0098-139F-2711-DA119FE23FE6|2.0|WRIGHT|WRIGHT|Y|
2012.0|EA|0367587|0110|SCH|3B930EB0-E88E-CC5F-BD91-7622F42BDAB0|2.0|SCHOLAR CDV RESERVE|CDV SCHOL RE|Y|
2012.0|EA|0367720|5810|WVR|68E211BF-27D0-04F4-26FB-FB717C322BBF|2.0|GRAD STUD FEE WVR|GRAD FEE WVR|Y|
2012.0|EA|0368000|2200|CTE|FB2660BC-A48B-6480-A54A-4BCE5742EDAE|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368000|4616|CTE|3945E208-3BE5-5204-07D2-1B5B5F41B36A|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368000|7900|000|4D3E1F1E-0C6B-930D-8250-AB4CD28FF86D|2.0|UNALLOCATED|UNALLOCATED|Y|
2012.0|EA|0368000|7900|040|334389B6-5A51-675C-DA34-680A2202D03D|2.0|ALLOC ECON ED CN|ALLOC ECON E|Y|
2012.0|EA|0368000|7900|CTE|2D988161-30D0-72DA-5E39-C91CAA90E317|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368000|9977|CHP|DF6B59D1-2229-1C27-58CC-A108D59AB036|2.0|CHP E219 BUDGET ALLOCATION|CHP|Y|
2012.0|EA|0368000|9977|EEC|3C587A2F-EA83-5C29-F4F3-E22A10E88DD9|2.0|EEC BUDGET ALLOCATION|EEC|Y|
2012.0|EA|0368000|9977|GRF|F52EAEB9-79C3-5E24-0084-77FA09B36A00|2.0|GRAF E219 BUDGET ALLOCATION|GRF|Y|
2012.0|EA|0368010|2000|CTE|59B9E680-9A84-9F0D-FF0B-F2D3630B0063|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368014|4008|LAB|C735686B-3E92-6FEE-A75B-64C0C2287729|2.0|COMPUTER LAB|COMP LAB|Y|
2012.0|EA|0368014|4008|MSA|956D54B5-F56A-EB7D-EFE2-6B85617E2860|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2012.0|EA|0368014|7900|000|CF3B98E6-66E7-4779-78C1-C6AFBD987E78|2.0|STU NETWORK ALLOC|STU NETWORK|Y|
2012.0|EA|0368014|9977|LAB|4F33D385-9714-D0CD-D5E3-9625EF920F5B|2.0|COMPUTER LAB|COMP LAB|Y|
2012.0|EA|0368014|9977|MSA|F17EE5E7-C6AE-730B-7BD4-D7168F2E7E4A|2.0|MICROSOFT AGREEMENT|MICROSOFT|Y|
2012.0|EA|0368016|3000|CTE|36C69942-048A-49DC-3E04-F7194E6F3456|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368016|3500|CTE|462DB041-BE0F-FF17-A37F-6CE214176A08|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368020|2000|CTE|5413E9A5-46A5-AB26-297A-68F2022E982F|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2012.0|EA|0368020|2500|CTE|3F5E490D-69E4-AB3D-4012-6BC14DC60A8C|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2012.0|EA|0368025|5199|000|CB24C589-BEAC-1EB6-B888-484E56B54AD2|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0368025|9900|000|F2C70847-DD8A-A522-E469-0E85A68532A6|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0368030|3500|CTE|C7958B67-C500-6BBA-BBF5-B0100B69644D|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2012.0|EA|0368035|2000|CTE|A0CFC74B-91E4-85B1-698A-5674E8AC6520|2.0|COMMITMENT|CTE|Y|
2012.0|EA|0368035|2400|CTE|2D5B161C-48B4-D667-E61F-88D16E1C2F95|2.0|COMMITMENT|CTE|Y|
2012.0|EA|0368040|2000|ADM|C364B38D-5F52-EF83-1A18-ECE8C6DFB149|2.0|ADMINISTRATIVE SUPPORT|Admin Suppor|Y|
2012.0|EA|0368100|2000|CTE|5102FB77-8569-D95D-332F-60FADA1C1419|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0368187|0110|SDC|5EE75E35-A970-704A-AF59-05A26B6B9601|2.0|SDC TUITION RESERVE|SDC RESERVE|Y|
2012.0|EA|0368187|0703|WVR|E8DE8896-F29E-61DA-D277-3DBE19533B7D|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2012.0|EA|0368187|0787|WVR|A651886F-67A3-71D0-E21D-DDE202F039F5|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368187|0887|WVR|EF2DA72C-1156-F00F-8E76-4EC7C04F4D89|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368187|0987|WVR|07119041-AC79-21DE-0C21-3D3E5430BB77|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368187|1087|WVR|D4D931E7-16BC-74A2-D69C-75EC3556B28F|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368200|2000|CTE|13C08D45-6BF9-DCFF-8ECB-82731D15B625|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2012.0|EA|0368200|2400|CTE|17EBF0A6-1BF8-E9B3-3DAA-92E7C7760EAB|2.0|COMMITMENT TO EXCELLENCE|Commitment|Y|
2012.0|EA|0368200|9920|CTE|347EE6B7-D167-5AD3-A566-D324B5F616C3|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2012.0|EA|0368451|0703|WVR|532D228C-544D-DFE6-F623-9663AB518A7F|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2012.0|EA|0368451|0787|WVR|B1B3ECF7-3083-0098-108C-8D6553AC9019|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368451|0796|WVR|6BB3C466-22CE-CD46-91D6-288E5F5894A9|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|0368451|0887|WVR|350499CE-29AE-E784-69DB-DAE6AB4D41DE|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368451|0896|WVR|4507A757-88A1-90F0-F0E0-E56F727575D6|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|0368451|0987|WVR|DFF08D26-7636-815E-2720-69470383853F|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368451|0996|WVR|A48E0AF7-4AE4-1776-DC8C-79DECFE78B87|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|0368451|1087|WVR|C097AECB-2671-3299-C3DA-86949F7DD95E|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|0368451|1096|WVR|8657F636-5C56-72D3-FD6A-B20CBA6D24DC|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|0368500|5199|000|634BBEC4-3D6C-BE20-8506-DAA73F07459C|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0368500|9900|000|89444FCD-7E98-262D-A6F1-A6A05AAA8E94|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0368700|2000|CTE|3D09B647-70DA-905A-BC8C-1FC2E614339E|2.0|CTE|CTE|Y|
2012.0|EA|0368720|2000|CTE|3B26B7FB-6509-2BF8-0467-E60C0E40A089|2.0|COMMITMENT TO EXCELLENCE|CTE|Y|
2012.0|EA|0368900|2000|CTE|B4956ED8-F0F2-4875-07C0-C36A8092F0C4|2.0|COMMITMENT TO EXCELLENCE|COMMITMENT|Y|
2012.0|EA|0369303|5199|000|15E11F7D-D6CB-0A23-06AC-B502B3022B4E|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0369303|9900|000|244C713F-E5C7-68E5-3570-0AC3292F4276|2.0|TRANSFERS OF FUNDS|TRANSFERS OF|Y|
2012.0|EA|0369306|2502|MAR|17408BC7-F5F8-B58B-96CC-0967A0F9DE1A|2.0|MARCUM|MARCUM|Y|
2012.0|EA|0369308|2502|WAL|76A0C190-8C28-1041-7863-047B4B32B515|2.0|WALKER|WALKER|Y|
2012.0|EA|0369400|4084|ARE|CC569962-8144-F615-5C0D-5F20B27B4A79|2.0|AREA 9 T-1|ARE|Y|
2012.0|EA|0369400|4084|CON|12A3DCBE-6BAD-2201-2F80-91A92B5127AC|2.0|CONNERSVILLE T-1|CON|Y|
2012.0|EA|0369400|4084|NEW|F1071EC4-9707-0DA5-7DCD-D32FD8BEED4E|2.0|NEW CASTLE - T-1|NEW|Y|
2012.0|EA|0369400|9940|LCF|4156DC61-EE7F-4AC3-F3C5-BF457D66C097|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2012.0|EA|0369400|9977|TSC|5788AF19-48AE-EF82-A755-B2F9F8403044|2.0|TECH SUPPORT CLASSROOM TEACHING|TSC|Y|
2012.0|EA|0369405|9940|LCF|53100E88-DA9D-E83E-8FDD-9786D5FBCD58|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2012.0|EA|2366556|1635|BUR|2EA4EC74-8D43-1A03-094B-7D18458D05BA|2.0|BURSAR|burs|Y|
2012.0|EA|2367519|5199|000|5CEBF028-A8C1-9F3A-B3A9-5C5B1B17D081|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2012.0|EA|2367519|9900|000|FE186C86-3FA8-4218-8AE0-D99FEF149553|2.0|TANSFER OF SUPPORT|TRANSFER SUP|Y|
2012.0|EA|2367520|0703|WVR|99CCF858-2840-8BC2-7E2D-522FB74D8349|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2012.0|EA|2367520|0796|WVR|AABEAD50-4EB2-7DC4-FCB3-01391FAD27C4|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|2367520|0896|WVR|255D4AAC-6B28-B4C8-72E3-412121E23758|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|2367520|0996|WVR|DD6E6BF5-E4DB-3735-D079-CB36EC4092A5|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|2367520|1096|WVR|47CB1006-70CD-2EC8-C267-219715758A65|2.0|STUDENT ACTIVITY FEE WAIVER|STU ACT WVR|Y|
2012.0|EA|2367520|5199|000|C13C062E-81DA-2DB5-BA9F-A9A14A4AF5F0|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2012.0|EA|2367520|7900|000|77DA6520-30DB-4796-EFC5-99D4A150B90F|2.0|UNALLOCATED|UNALLOCATED|Y|
2012.0|EA|2367520|8160|07|823800FC-35AF-5557-A89F-87AF86C555B7|2.0|SUM I BURSAR AR|SUM I AR|Y|
2012.0|EA|2367520|8160|08|57C38C5B-6124-2CBD-5AB1-5AFE76DDB2CC|2.0|FALL BURSAR AR|FALL AR|Y|
2012.0|EA|2367520|8160|09|4057C818-1FCE-BDFA-ABC8-B372377C5363|2.0|SPRING BURSAR AR|SPRING AR|Y|
2012.0|EA|2367520|8160|10|7DC2512B-C9EB-37E0-9829-890CB49F5E7C|2.0|SUM II BURSAR AR|SUM II AR|Y|
2012.0|EA|2367520|9465|07|C06E7896-37C2-A91D-952D-A12108EDEA34|2.0|SUM I DEF REV|SUM I DF RV|Y|
2012.0|EA|2367520|9465|08|3266AA52-49DA-EE5C-53CC-75F7559EB33A|2.0|FALL DEF REV|FALL DF RV|Y|
2012.0|EA|2367520|9465|09|C24C2843-E66F-02AA-96EB-3C66F8252F11|2.0|SPRING DEF REV|SPRING DF RV|Y|
2012.0|EA|2367520|9465|10|1735E95B-BD61-358A-44B1-B830F80D39A7|2.0|SUM II DEF REV|SUM II DF RV|Y|
2012.0|EA|2367520|9900|000|FDEE520A-5127-C229-CF4C-2B42113490B0|2.0|ACT FEE TRANSFER|ACT FEE TRAN|Y|
2012.0|EA|2367526|4900|MCF|6D04C04D-38F2-7CFB-4E71-AED65D00FCC5|2.0|MCFARLING|Mcfarling|Y|
2012.0|EA|2367526|4900|MEJ|312D024B-196C-FD4C-8BD1-987500E0E9CF|2.0|MEIJER|MEIJER|Y|
2012.0|EA|2367526|4900|RED|B2544604-354E-7995-DDF3-62BBB25BE4FE|2.0|REID HOSPITAL|REID|Y|
2012.0|EA|2367526|4900|VAL|EA80E07F-DBB4-7CDE-B4F7-CC015C40CD3E|2.0|VALLEY SERVICES|VALLEY|Y|
2012.0|EA|2868101|9915|PRS|73CB9FF1-5B61-2EF9-7BC8-6CE4EDF6B525|2.0|FEMP PRES. MATCH|FEMPPRESMTCH|Y|
2012.0|EA|2868101|9915|SCH|01152749-DEF9-352D-C201-222D64E33276|2.0|FEMP CAMPUS MATCH|FEMPCMPSMTCH|Y|
2012.0|EA|6067000|8300|INV|FF781A68-B34F-805A-3D56-82812925B3AC|2.0|IU INV NOT PURCH|Inv Not Purc|Y|
2012.0|EA|6067100|1464|WVR|47EB99C4-91FE-5491-D457-75427D60AB7D|2.0|PARKING PERMIT FEE WAIVER|PARK FEE WVR|Y|
2012.0|EA|6067100|5199|071|047DA786-58C9-403A-CBDC-80E68878F315|2.0|INT DEBT SERV|INT DEBT SER|Y|
2012.0|EA|6067100|9900|071|BCFADC4C-B326-E118-0411-2FFCEB7CD72B|2.0|INT DEBT SERV|INT DEBT SER|Y|
2012.0|EA|6669400|1500|CPY|F60C5554-5BD3-0683-6CF0-B76087755FA6|2.0|COPY MACHINE SALES|Copy|Y|
2012.0|EA|6669400|1500|PRT|5CFE0EDD-983E-B63D-5728-861E35CADF91|2.0|PRINTER SALES|Print|Y|
2012.0|EA|6669400|4115|STF|5E5D597A-AD43-E3AA-FD35-D83E009996E0|2.0|STAFF|Staff|Y|
2012.0|EA|6669400|4115|STU|966BB358-E6A4-BC3D-CFDA-2244ADFDA1B8|2.0|STUDENT|Student|Y|
2012.0|EA|6669400|4690|STF|3AE39643-12AA-A5F3-1E60-ED55DB042A5D|2.0|STAFF|Staff|Y|
2012.0|EA|6669400|4690|STU|B28B1CC0-83FF-5A68-4E11-446BD08B49BB|2.0|STUDENT|Student|Y|
2012.0|EA|6669400|5215|STF|F08350D9-121B-95D7-DD78-155878585499|2.0|STAFF|Staff|Y|
2012.0|EA|6669400|5215|STU|6EBB0DF8-42ED-A9DA-DC96-16306276777B|2.0|STUDENT|Student|Y|
2012.0|EA|6868451|0703|WVR|7D3DAA82-E973-10F9-2605-6BC408806A2F|2.0|PRIOR YEAR FEES-WVR|PRI YR F-WVR|Y|
2012.0|EA|6868451|0787|WVR|52EA6BFF-3166-9071-3E66-25EBC85D0388|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|6868451|0887|WVR|9E034158-D005-4C72-3A29-5B4959DA09D6|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|6868451|0987|WVR|CE7D6F87-3717-1BB8-437C-FDB4B81FB439|2.0|TECHNOLOGY FEE WAIVER|TECH FEE WVR|Y|
2012.0|EA|9067011|7303|ASV|C50F131E-E3F3-3460-22F0-5BB218586959|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2012.0|EA|9067011|7303|FEE|9408FBE3-63C6-EFF2-3907-1126A468B0BF|2.0|ARCHITECT FEES|archt|Y|
2012.0|EA|9067011|7303|REM|5D393769-3160-CBBB-C4DA-952168B49DC8|2.0|REIMBURSABLES|reimb|Y|
2012.0|EA|9067017|4520|ASV|6FE31028-439C-4BC1-35D2-66B6FF3E23C5|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2012.0|EA|9067017|4520|REM|54546B64-E71D-0F65-16AD-A969A6A4372C|2.0|REIMBURSABLES|reimb|Y|
2012.0|EA|9067017|7301|ASV|A0BDB369-977C-5980-F2CB-56196597F1FB|2.0|ADDITIONAL SERVICES|add't svcs|Y|
2012.0|EA|9067018|7301|ASV|0A202359-727C-6471-3BF3-F58FE37C5F32|2.0|ADDITIONAL SERVICES|Add't Srvcs|Y|
2012.0|EA|9067018|7301|FEE|A3A117A9-8EBB-60FE-AC36-2A339C14FFED|2.0|ARCHITECTURAL|Arch fees|Y|
2012.0|EA|9067018|7301|REM|BFD7F928-61F8-7113-905E-89D85083175C|2.0|REIMBURSABLES|Reimb|Y|
2012.0|EA|9067019|7301|ASV|DC27EEAE-458C-CC7A-7992-3EACB21FB928|2.0|ADDITIONAL SERVICES|Add't svcs|Y|
2012.0|EA|9067019|7301|FEE|C38FC9E4-C598-D1E2-A6CC-C39D4EFCC54A|2.0|ARCHITECTURUAL|arch fees|Y|
2012.0|EA|9067019|7301|REM|4DAF1446-664F-7890-D729-84AA0DD7EE23|2.0|REIMBURSABLES|reimb|Y|
2012.0|EA|9067019|7468|ASV|614B2472-E027-6D51-EA4A-0C1C29D4237B|2.0|ADDITIONAL SERVICE|Add't Svcs|Y|
2012.0|EA|9067019|7468|FEE|5F7E0399-13EF-387F-8346-4FDF6375BD93|2.0|ARCHITECTURAL|Arch Fees|Y|
2012.0|EA|9067019|7468|REM|5DDAE13B-FFFA-98FA-B2D6-1047918DB89C|2.0|REIMBURSABLES|Reimb|Y|
2012.0|EA|9269401|9940|LCF|0C9B584E-6201-B165-4E85-4ADBEBA20131|2.0|LIFE CYCLE FUNDING|LIFECYCLE|Y|
2012.0|EA|9769390|7900|000|44173BBB-3191-DEDC-9D9A-E0A498BDF81F|2.0|UNALLOCATED|UNALLOCATED|Y|
2013.0|BA|6044900|1466|001|12a9e815-2011-4b2c-ae92-9b0971d5f148|2.0|employee parking decal|employ park|Y|
2013.0|BA|6044900|1598|RE|d86ce6c2-ff01-4c74-9e05-29a3eab0c1d1|2.0|REGISTER ERROR|REGISTER ERR|Y|
2013.0|BA|6044900|1598|RV|6f82b392-4666-459a-bca0-632c30dc7103|2.0|REVERSE TRANSACTIONS|REVERSETRANS|Y|
2013.0|BA|6044900|1599|BLT|7659dfd0-4f94-425f-8b17-3b8c4c9096c1|2.0|BROOKE TODD CASH DRAWER|BLT CASH DWR|Y|
2013.0|BA|6044900|1599|D|0bcbca46-069e-4b7b-b84e-d78458a92529|2.0|RSP D PERMIT|RSP D Permit|Y|
2013.0|BA|6044900|1599|DLK|65911f94-335a-497c-bf29-4420a6562385|2.0|DANIELLE KEENE CASH DRAWER|DLK CASH DWR|Y|
2013.0|BA|6044900|1599|JLS|a562977e-12e7-4e75-8545-66ccdb75f994|2.0|JENNIFER SMITH CASH DRAWER|JLS CASH DWR|Y|
2013.0|BA|6044900|1599|KAB|da55c628-d11d-48b6-ac43-ee3213e35992|2.0|KRISTEN BRAWTHEN CASH DRAWER|KAB CASH DWR|Y|
2013.0|BA|6044900|1599|KJT|4bc166db-9d0e-4137-bcef-f44d5214c8c9|2.0|KAMI TAYLOR CASH DRAWER|KJT CASH DWR|Y|
2013.0|BA|6044900|1599|KSR|b44b5a54-bb79-45f7-a9a5-de6639523751|2.0|KAREN RUCKREIGAL CASH DRAWER|KSR CASH DWR|Y|
2013.0|BA|6044900|1599|LCC|f5369bc7-7592-4a8b-a9ef-72ce913e0e32|2.0|LINDA COLEMAN CASH DRAWER|LCC CASH DWR|Y|
2013.0|BA|6044900|1599|LCD|4ce989ae-e149-4ad8-9894-b8cce7d8399d|2.0|LINDA DAVIS CASH DRAWER|LCD CASH DWR|Y|
2013.0|BA|6044900|1599|LLB|b57581a5-02fa-4588-82eb-fda46557444c|2.0|LORI BEASLEY CASH DRAWER|LLB CASH DWR|Y|
2013.0|BA|6044900|1599|MAG|3fd4475a-ce8b-48c1-9f59-73876a8ba6c4|2.0|MELISSA GRAY CASH DRAWER|MAG CASH DWR|Y|
2013.0|BA|6044900|1599|SAA|513d01e3-024c-471f-8276-21f7c54c9093|2.0|SHARON ALLGOOD CASH DRAWER|SAA Cash DRW|Y|
2013.0|BA|6044900|1599|VOK|a2894156-684e-43d9-801c-984b919e500c|2.0|VELVEETA KNOX CASH DRAWER|VOK CASH DWR|Y|
2013.0|BA|6044900|4008|POL|ce16825e-011b-4d0f-9dac-607626a1633b|2.0|POOLED BENEFITS|POOL|Y|
2013.0|BA|6044900|4008|TAX|2a77a3c7-383b-4fed-ab99-8554d07c68a1|2.0|UNIVERSITY ADMIN CHARGE|ADM CRG|Y|
2013.0|BA|6044900|6000|DIR|b1a2d5c3-93f4-4161-8918-12df852d000f|2.0|EXECUTIVE DIRECTOR'S TRAVEL|Exc Dir Trav|Y|
2013.0|BA|6044900|6100|BTE|90fad9e0-40b9-4d47-aab9-7cbaf073cc0f|2.0|B TYLER EASTON'S TRAVEL EXPENSES|BTE TRAVEL|Y|
2013.0|BA|6044900|6100|CLL|b579944e-e20d-402f-a46e-bd956545bbec|2.0|CAROL LEWIS' TRAVEL EXPENSES|CLL TRAVEL|Y|
2013.0|BA|6044900|6100|DIR|208ab9c0-ce83-4ad3-91ba-e6eed0c24295|2.0|EXECUTIVE DIRECTOR'S TRAVEL|Exc Dir OSt|Y|
2013.0|BA|6044900|6100|JAA|45bd3f34-cc2a-470e-ae1c-697eccfb0915|2.0|JAMES ARTHUR TRAVEL EXPENSES|JAA TRAVEL|Y|
2013.0|BA|6044900|6100|JAF|2f6450e8-49fd-4dcd-a2ae-2b5a28464590|2.0|JULIE FLAHERTY'S TRAVEL|JAF TRAVEL|Y|
2013.0|BA|6044900|6100|JDP|1f6677c4-25bb-4228-a074-911e069d60a0|2.0|J. DOUGLAS PORTER'S TRAVEL|JDP TRAVEL|Y|
2013.0|BA|6044900|6100|KJM|fe740c9f-c466-4ea8-8313-588f31b0ff06|2.0|KYLE MARTINDALE'S TRAVEL|KJM TRAVEL|Y|
2013.0|BA|6044900|6100|KSR|e0936f68-9b3b-48fa-b279-dd83773c3029|2.0|KAREN RUCKRIEGEL'S TRAVEL EXPENSES|KSR TRAVEL|Y|
2013.0|BA|6044900|6100|RPA|61abde46-33bd-4429-8623-1e624f03363d|2.0|R ABRAHAM'S TRAVEL EXPENSES|RPA TRAVEL|Y|
2013.0|BA|6044900|8117|CC|088dcc98-c0f7-4f34-a377-fc140b542948|2.0|AR CREDIT CARD|ARCC|Y|
2013.0|BA|6044900|8117|RSP|1aefb9ff-027d-4078-a7c8-fe9c8844132b|2.0|AR E PERMIT RSP|AR RSP E per|Y|
2013.0|BA|6044900|9953|MAR|638ab554-d385-4536-bf50-d4c44196472b|2.0|MARKETING OH ALLOCATION|MARKETNG FEE|Y|
2013.0|BA|6044900|9977|POL|31ed3458-f812-422b-88f2-8b2fa8d653ad|2.0|POOLED BENEFITS|POOL|Y|
2013.0|BA|6044900|9977|TAX|d50d0442-038d-4261-958b-8156a984e32e|2.0|UNIVERSITY ADMIN CHARGE|ADM CRG|Y|
2013.0|BA|6044906|4008|POL|55f7bd6c-708d-4ae7-9af3-a2851cf4bb0f|2.0|POOLED BENEFITS|POOLED|Y|
2013.0|BA|6044906|9977|POL|10095e1d-0f2d-401d-84dc-aec0e7f044c6|2.0|POOLED BENEFITS|POOLED|Y|
2013.0|BA|9020204|7468|REM|8f2789b6-24ad-4494-af58-885c89004fb1|2.0|REIMBURSABLES|reimb|Y|
2013.0|BA|9020391|7301|ASV|ffcf1a8d-7a52-48a7-8f29-cb8487419e84|2.0|ADDITIONAL SERVICES|ADD'T SVCS|Y|
2013.0|BA|9020391|7301|FEE|bd11b340-5532-432b-ba07-c2969afba84a|2.0|ARCHITECTURAL|arch fees|Y|
2013.0|BA|9020391|7301|REM|ad0e7e07-6b48-49b4-ac01-8785f6813035|2.0|REIMBURSABLES|REIMB|Y|
2013.0|BL|0211101|5000|POS|9502f1ff-bc2a-41e8-bd91-d825520c74c8|2.0|POST IT NOTES|POST ITS|Y|
2013.0|BL|1031400|3000|WAC|c3f74ed8-dfea-4da4-8aa8-ae38547de719|2.0|Animal Care Wages|Animal Care|Y|
2013.0|BL|1031400|3000|WBO|4fb9362a-f9ef-41e1-91d9-a62cb45f481d|2.0|Business Office Wages|Buss Office|Y|
2013.0|BL|1031400|3000|WGD|a49eaa10-d4e4-43b9-ab88-53f8f4084f08|2.0|Grader Service Wages|Grader|Y|
2013.0|BL|1031400|3000|WIN|e067e55e-e174-419c-a9eb-1bd4df7dc129|2.0|Instructional Support Wages|Instruct.|Y|
2013.0|BL|1031400|3000|WMO|eba88181-321e-47aa-b079-6e3c25e85d1a|2.0|Main Office Wages|Main Office|Y|
2013.0|BL|1031400|3000|WTS|627ee9c9-a568-4730-9b1f-09369a4b611a|2.0|Tech Support Wages|Tech Support|Y|
2013.0|BL|1031400|5000|SAC|0bfc2933-af54-4860-a7fb-4f6712a44ecd|2.0|Animal Care Supplies|Animal Care|Y|
2013.0|BL|1031400|5000|SAO|423e4395-cad1-46fc-92f5-4d576b7a3377|2.0|Advising Office Supplies|Advising Off|Y|
2013.0|BL|1031400|5000|SAS|080bbe60-8f96-47b7-add1-9e1cfc6d1c60|2.0|Academic Services Office|Academic Ser|Y|
2013.0|BL|1031400|5000|SBO|9c251f13-5c57-499c-9957-1d6710cab9e5|2.0|Business Office Supplies|Buss Office|Y|
2013.0|BL|1031400|5000|SBS|6d0943d7-339e-4e71-b289-1252fbc74bc9|2.0|Building Services Supplies|Bldg Service|Y|
2013.0|BL|1031400|5000|SCB|6af6c2ec-1f5b-4e32-9f52-50ecd3676863|2.0|Supplies Cabinet|Supply Cab|Y|
2013.0|BL|1031400|5000|SCL|61994b0e-cc23-4157-b2e8-2464dacb2532|2.0|Cause Library Supplies|CAUSE Supply|Y|
2013.0|BL|1031400|5000|SCO|d0987694-ad41-4a7c-ae47-3853cc06ad35|2.0|Chair's Office Supplies|Chair Office|Y|
2013.0|BL|1031400|5000|SCQ|fe7e2da8-6269-498b-bc46-25426200969f|2.0|Colloquium Supplies|Colloquium|Y|
2013.0|BL|1031400|5000|SCS|9f84f7e7-cc11-45da-ae03-741c2cb7c41a|2.0|Clinical Sciences Supplies|Clinic|Y|
2013.0|BL|1031400|5000|SFC|d6f256eb-37d6-4380-9d2e-027498ae1566|2.0|Faculty Supplies|Faculty|Y|
2013.0|BL|1031400|5000|SFR|f5daa44a-a3e7-426a-bb59-54d4ebee0701|2.0|Faculty Recruitment|Faculty Recr|Y|
