fin_coa_cd|fin_obj_level_cd|obj_id|ver_nbr|fin_obj_level_nm|fin_objlvl_shrt_nm|fin_cons_obj_cd|fin_objlvl_actv_cd|fin_report_sort_cd|
HO|PLNT|014FEE34CCB09BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
HO|PRIN|014FEE34CCB19BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
HO|PRSA|014FEE34CCB29BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
HO|R&M|014FEE34CCB39BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
HO|RENT|014FEE34CCB49BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
HO|RESA|014FEE34CCB59BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
HO|RESV|014FEE34CCB69BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
HO|S&E|014FEE34CCB79BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
HO|SAAC|014FEE34CCB89BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
HO|SAAP|014FEE34CCB99BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
HO|SASV|014FEE34CCBA9BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
HO|SERV|014FEE34CCBB9BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
HO|STAP|014FEE34CCBC9BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
HO|STUF|014FEE34CCBD9BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
HO|SUPL|014FEE34CCBE9BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
HO|TAX|014FEE34CCBF9BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
HO|TAXP|014FEE34CCC09BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
HO|TRAN|014FEE34CCC19BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
HO|TRAV|014FEE34CCC29BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
HO|TREX|014FEE34CF989BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
HO|TRFE|014FEE34CCC39BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
HO|TRFI|014FEE34CCC49BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
HO|TRIN|014FEE34CCC59BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
HO|UTIL|014FEE34CCC69BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
HO|VADJ|014FEE34CCC79BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
IA|ACLI|014FEE34CCC89BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
IA|ACPA|014FEE34CCC99BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
IA|ACPY|014FEE34CCCA9BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
IA|ACSA|014FEE34CCCB9BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
IA|ADV|014FEE34CCCC9BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
IA|AR|014FEE34CCCD9BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
IA|ASSE|014FEE34CCCE9BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
IA|BASE|014FEE34CCCF9BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
IA|BASR|014FEE34CCD09BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
IA|BASS|014FEE34CCD19BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
IA|BCAS|014FEE34CCD29BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
IA|BCOM|014FEE34CCD39BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
IA|BENF|014FEE34CCD49BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
IA|BFRE|014FEE34CCD59BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
IA|BGEX|014FEE34CCD69BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
IA|BISA|014FEE34CCD79BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
IA|BLIA|014FEE34CCD89BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
IA|BNDP|014FEE34CCD99BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
IA|BORE|014FEE34CCDA9BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
IA|BSTF|014FEE34CCDB9BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
IA|C&G|014FEE34CCDC9BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
IA|CAP|014FEE34CCDD9BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
IA|CASH|014FEE34CCDE9BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
IA|COMP|014FEE34CCDF9BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
IA|CORE|014FEE34CF809BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
IA|CORI|014FEE34CF8C9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
IA|COSV|014FEE34CCE09BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
IA|CREX|014FEE34CCE19BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
IA|CRIN|014FEE34CCE29BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
IA|CSEQ|014FEE34CF4E9BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
IA|DEBT|014FEE34CCE39BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
IA|DEFR|014FEE34CF5A9BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
IA|DEPR|014FEE34CF429BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
IA|FINA|014FEE34CCE49BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
IA|FUBL|014FEE34CCE59BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
IA|GIFT|014FEE34CCE69BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
IA|HRCO|014FEE34CCE79BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
IA|ICOE|014FEE34CCE89BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
IA|ICOR|014FEE34CCE99BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
IA|INS1|014FEE34CCEA9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
IA|INS2|014FEE34CCEB9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
IA|INSF|014FEE34CCEC9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
IA|INSS|014FEE34CCED9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
IA|INV|014FEE34CCEE9BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
IA|INVA|014FEE34CCEF9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
IA|INVR|014FEE34CCF09BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
IA|NC|014FEE34CCF19BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
IA|NORE|014FEE34CCF29BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
IA|NOTP|014FEE34CCF39BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
IA|OASS|014FEE34CCF49BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
IA|OEXP|014FEE34CCF59BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
IA|OLIA|014FEE34CCF69BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
IA|OTH1|014FEE34CCF79BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
IA|OTH2|014FEE34CCF89BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
IA|OTHF|014FEE34CCF99BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
IA|OTHL|014FEE34CF759BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
IA|OTHR|014FEE34CCFA9BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
IA|OTHS|014FEE34CCFB9BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
IA|PART|014FEE34CCFC9BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
IA|PHON|014FEE34CCFD9BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
IA|PLNT|014FEE34CCFE9BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
IA|PRIN|014FEE34CCFF9BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
IA|PRSA|014FEE34CD009BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
IA|R&M|014FEE34CD019BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
IA|RENT|014FEE34CD029BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
IA|RESA|014FEE34CD039BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
IA|RESV|014FEE34CD049BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
IA|S&E|014FEE34CD059BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
IA|SAAC|014FEE34CD069BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
IA|SAAP|014FEE34CD079BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
IA|SASV|014FEE34CD089BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
IA|SERV|014FEE34CD099BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
IA|SINV|014FEE34CF669BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
IA|STAP|014FEE34CD0A9BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
IA|STUF|014FEE34CD0B9BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
IA|SUPL|014FEE34CD0C9BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
IA|TAX|014FEE34CD0D9BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
IA|TAXP|014FEE34CD0E9BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
IA|TRAN|014FEE34CD0F9BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
IA|TRAV|014FEE34CD109BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
IA|TREX|014FEE34CF999BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
IA|TRFE|014FEE34CD119BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|Y|MV|
IA|TRFI|014FEE34CD129BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|Y|EK|
IA|TRIN|014FEE34CD139BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
IA|UTIL|014FEE34CD149BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
IA|VADJ|014FEE34CD159BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
IN|ACLI|014FEE34CD169BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
IN|ACPA|014FEE34CD179BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
IN|ACPY|014FEE34CD189BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
IN|ACSA|014FEE34CD199BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
IN|ADV|014FEE34CD1A9BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
IN|AR|014FEE34CD1B9BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
IN|ASSE|014FEE34CD1C9BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
IN|BASE|014FEE34CD1D9BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
IN|BASR|014FEE34CD1E9BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
IN|BASS|014FEE34CD1F9BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
IN|BCAS|014FEE34CD209BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
IN|BCOM|014FEE34CD219BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
IN|BENF|014FEE34CD229BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
IN|BFRE|014FEE34CD239BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
IN|BGEX|014FEE34CD249BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
IN|BISA|014FEE34CD259BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
IN|BLIA|014FEE34CD269BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
IN|BNDP|014FEE34CD279BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
IN|BORE|014FEE34CD289BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
IN|BSTF|014FEE34CD299BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
IN|C&G|014FEE34CD2A9BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
IN|CAP|014FEE34CD2B9BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
IN|CASH|014FEE34CD2C9BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
IN|COMP|014FEE34CD2D9BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
IN|CORE|014FEE34CF819BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
IN|CORI|014FEE34CF8D9BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
IN|COSV|014FEE34CD2E9BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
IN|CREX|014FEE34CD2F9BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
IN|CRIN|014FEE34CD309BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
IN|CSEQ|014FEE34CF4D9BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
IN|DEBT|014FEE34CD319BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
IN|DEFR|014FEE34CF599BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
IN|DEPR|014FEE34CF419BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
IN|DIST|014FEE34CD329BEEE043814FD8819BEE|1.0|DISTANCE EDUCATION FEES|DISTANCE ED|STFE|Y|CF|
IN|FINA|014FEE34CD339BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
IN|FUBL|014FEE34CD349BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
IN|GIFT|014FEE34CD359BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
IN|HRCO|014FEE34CD369BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
IN|ICOE|014FEE34CD379BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
IN|ICOR|014FEE34CD389BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
IN|INS1|014FEE34CD399BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
IN|INS2|014FEE34CD3A9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
IN|INSF|014FEE34CD3B9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
IN|INSS|014FEE34CD3C9BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
IN|INV|014FEE34CD3D9BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
IN|INVA|014FEE34CD3E9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
IN|INVR|014FEE34CD3F9BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
IN|NC|014FEE34CD409BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
IN|NORE|014FEE34CD419BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
IN|NOTP|014FEE34CD429BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
IN|OASS|014FEE34CD439BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
IN|OEXP|014FEE34CD449BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
IN|OLIA|014FEE34CD459BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
IN|OTH1|014FEE34CD469BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
IN|OTH2|014FEE34CD479BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
IN|OTHF|014FEE34CD489BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
IN|OTHL|014FEE34CF769BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
IN|OTHR|014FEE34CD499BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
IN|OTHS|014FEE34CD4A9BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
IN|PART|014FEE34CD4B9BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
IN|PHON|014FEE34CD4C9BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
IN|PLNT|014FEE34CD4D9BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
IN|PRIN|014FEE34CD4E9BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
IN|PRSA|014FEE34CD4F9BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
IN|R&M|014FEE34CD509BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
IN|RENT|014FEE34CD519BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
IN|RESA|014FEE34CD529BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
IN|RESV|014FEE34CD539BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
IN|S&E|014FEE34CD549BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
IN|SAAC|014FEE34CD559BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
IN|SAAP|014FEE34CD569BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
IN|SASV|014FEE34CD579BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
IN|SERV|014FEE34CD589BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
IN|SINV|014FEE34CF659BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
IN|STAP|014FEE34CD599BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
IN|STUF|014FEE34CD5A9BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
IN|SUPL|014FEE34CD5B9BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
IN|TAX|014FEE34CD5C9BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
IN|TAXP|014FEE34CD5D9BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
IN|TRAN|014FEE34CD5E9BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
IN|TRAV|014FEE34CD5F9BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
IN|TREX|014FEE34CF9A9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
IN|TRFE|014FEE34CD609BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
IN|TRFI|014FEE34CD619BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
IN|TRIN|014FEE34CD629BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
IN|UTIL|014FEE34CD639BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
IN|VADJ|014FEE34CD649BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
IU|ACLI|014FEE34CD659BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
IU|ACPA|014FEE34CD669BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
IU|ACPY|014FEE34CD679BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
