fin_coa_cd|account_nbr|obj_id|ver_nbr|account_nm|acct_fsc_ofc_uid|acct_spvsr_unvl_id|acct_mgr_unvl_id|org_cd|acct_typ_cd|acct_phys_cmp_cd|sub_fund_grp_cd|acct_frng_bnft_cd|fin_hgh_ed_func_cd|acct_rstrc_stat_cd|acct_rstrc_stat_dt|acct_city_nm|acct_state_cd|acct_street_addr|acct_zip_cd|rpts_to_fin_coa_cd|rpts_to_acct_nbr|acct_create_dt|acct_effect_dt|acct_expiration_dt|cont_fin_coa_cd|cont_account_nbr|endow_fin_coa_cd|endow_account_nbr|contr_ctrl_fcoa_cd|contr_ctrlacct_nbr|income_fin_coa_cd|income_account_nbr|acct_icr_typ_cd|ac_cstm_icrexcl_cd|fin_series_id|icr_fin_coa_cd|icr_account_nbr|acct_in_fp_cd|bdgt_rec_lvl_cd|acct_sf_cd|acct_pnd_sf_cd|fin_ext_enc_sf_cd|fin_int_enc_sf_cd|fin_pre_enc_sf_cd|fin_obj_prsctrl_cd|cg_cfda_nbr|acct_off_cmp_ind|acct_closed_ind|
EA|2567737|35A5641EAEB591B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19891102000000|19891102000000||||||||EA|2567737||||||N|N|N|N|N|N|N|N||N|N|
EA|2567738|35A5641EAEB691B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19780911000000|19780911000000||||||||EA|2567738||||||N|N|N|N|N|N|N|N||N|N|
EA|2567739|35A5641EAEB791B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20030506142034|20030506000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567740|35A5641EAEB891B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20030814165301|20030814000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567741|35A5641EAEB991B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19980604081521|19980604000000||EA|2367200|||||EA|0367587|||||||N|N|N|N|N|N|N||N|N|
EA|2567742|35A5641EAEBA91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20030915093403|20030915000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567743|35A5641EAEBB91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20030915093155|20030915000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567744|35A5641EAEBC91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BVLD|47374|||19990416082005|19990416000000||EA|2367200|||||EA|2567744|||||||N|N|N|N|N|N|N||N|N|
EA|2567745|35A5641EAEBD91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20040413102301|20040413000000||EA|2367200|||||EA|2567745|||||||N|N|N|N|N|N|N||N|N|
EA|2567746|35A5641EAEBE91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20040823164532|20040823000000||||||||||||||||N|N|N|N|N|N|N||N|N|
EA|2567747|35A5641EAEBF91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20040823164929|20040823000000||||||||||||||||N|N|N|N|N|N|N||N|N|
EA|2567748|35A5641EAEC091B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19990603093933|19990603000000||EA|2367200|||||EA|2567748|||||||N|N|N|N|N|N|N||N|N|
EA|2567749|35A5641EAEC191B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20050301112345|20050301000000||||||||EA|2567749|||||||N|N|N|N|N|N|N||N|N|
EA|2567750|35A5641EAEC291B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19980604081728|19980604000000||EA|2367200|||||EA|0367587|||||||N|N|N|N|N|N|N||N|N|
EA|2567751|35A5641EAEC391B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20000803105858|20000803000000||EA|2367200|||||EA|2567751|||||||N|N|N|N|N|N|N||N|N|
EA|2567752|35A5641EAEC491B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20050609131856|20050609000000||||||||EA|2567752|||||||N|N|N|N|N|N|N||N|N|
EA|2567753|35A5641EAEC591B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20050427153753|20050427000000||||||||EA|2567753|||||||N|N|N|N|N|N|N||N|N|
EA|2567754|35A5641EAEC691B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19760701000000|19760701000000||||||||EA|2567754||||||N|N|N|N|N|N|N|N||N|N|
EA|2567755|35A5641EAEC791B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19980604081754|19980604000000||EA|2367200|||||EA|0367587|||||||N|N|N|N|N|N|N||N|N|
EA|2567756|35A5641EAEC891B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20050427153805|20050427000000||||||||EA|2567756|||||||N|N|N|N|N|N|N||N|N|
EA|2567757|35A5641EAEC991B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20050427153729|20050427000000||||||||EA|2567757|||||||N|N|N|N|N|N|N||N|N|
EA|2567758|35A5641EAECA91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19850327000000|19850327000000||||||||EA|2567758||||||N|N|N|N|N|N|N|N||N|N|
EA|2567759|35A5641EAECB91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20051111125424|20051111000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567760|35A5641EAECC91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|UA|6612160|19960725113930|19960725000000||||||||EA|0367587|||||||O|N|N|N|N|N|N||N|N|
EA|2567761|35A5641EAECD91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|1860205280|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20031017142908|20031017000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567762|35A5641EAECE91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|UA|6612160|20021028112926|20021028000000||||||||EA|0367587|||||||O|N|N|N|N|N|N||N|N|
EA|2567763|35A5641EAECF91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19850327000000|19850327000000||||||||EA|2567763||||||N|N|N|N|N|N|N|N||N|N|
EA|2567764|35A5641EAED091B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20060509110730|20060509000000||||||||EA|2567764|||||||N|N|N|N|N|N|N||N|N|
EA|2567765|35A5641EAED191B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19850327000000|19850327000000||||||||EA|2567765||||||N|N|N|N|N|N|N|N||N|N|
EA|2567767|35A5641EAED291B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19910501000000|19910501000000||||||||EA|2567767||||||N|N|N|N|N|N|N|N||N|N|
EA|2567769|35A5641EAED391B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19930125000000|19930125000000||||||||EA|2567769||||||N|N|N|N|N|N|N|N||N|N|
EA|2567770|35A5641EAED491B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|5291706249|3236804114||SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19820119000000|19820119000000|19990615000000|EA|2367200|||||EA|2567770|||||||N|N|N|N|N|N|N||N|Y|
EA|2567771|35A5641EAED591B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19891102000000|19891102000000||||||||EA|2567771||||||N|N|N|N|N|N|N|N||N|N|
EA|2567772|35A5641EAED691B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19850327000000|19850327000000||||||||EA|2567772||||||N|N|N|N|N|N|N|N||N|N|
EA|2567773|35A5641EAED791B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19850327000000|19850327000000||||||||EA|2567773||||||N|N|N|N|N|N|N|N||N|N|
EA|2567774|35A5641EAED891B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|5291706249|3236804114||SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19891102000000|19891102000000|19990615000000|EA|2367200|||||EA|2567774|||||||N|N|N|N|N|N|N||N|Y|
EA|2567778|35A5641EAED991B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19810217000000|19810217000000||||||||EA|2567778||||||N|N|N|N|N|N|N|N||N|N|
EA|2567780|35A5641EAEDA91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3236804114|2566903942|ENSV|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|100 E|47374-1289|||19960229112504|20050127000000|20070305000000|UA|2512892|||||EA|2567780|||||||N|N|N|N|N|N|N||N|N|
EA|2567781|35A5641EAEDB91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BOULEVARD|47374|||20010314132538|20010314000000||||||||EA|2567781|||||||O|N|N|N|N|N|N||N|N|
EA|2567782|35A5641EAEDC91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3236804114|3247002806|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||19940215000000|20011022000000|20050603000000|UA|2512892|||||EA|2567782|||||||N|N|N|N|N|N|N||N|N|
EA|2567783|35A5641EAEDD91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||19820623000000|19820623000000||||||||EA|2567783|||||||N|N|N|N|N|N|N||N|N|
EA|2567784|35A5641EAEDE91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3236804114|4053303316|ENSV|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|100 E|47374-1289|UA|6612160|19950214144542|19950214000000|20070305000000|UA|2512892|||||EA|2567784|||||||N|N|N|N|N|N|N||N|N|
EA|2567785|35A5641EAEDF91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|AI|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20000818160326|20000818000000||EA|2367200|||||EA|2567785|||||||N|N|N|N|N|N|N||N|N|
EA|2567787|35A5641EAEE091B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BOULEVARD|47374|||20010314132633|20010314000000||||||||||||||||O|N|N|N|N|N|N||N|N|
EA|2567789|35A5641EAEE191B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3236804114|3247002806|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20020925102356|20020925000000|20050603000000|UA|2512892|||||EA|2567789|||||||N|N|N|N|N|N|N||N|N|
EA|2567790|35A5641EAEE291B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19891102000000|19891102000000||||||||EA|2567790||||||N|N|N|N|N|N|N|N||N|N|
EA|2567791|35A5641EAEE391B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|4053303316|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||19891102000000|19891102000000||||||||EA|2567791|||||||N|N|N|N|N|N|N||N|N|
EA|2567792|35A5641EAEE491B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3236804114|3247002806|SAID|NA|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||20001102150342|20001102000000|20030508000000|UA|2512892|||||EA|2567792|||||||N|N|N|N|N|N|N||N|N|
EA|2567793|35A5641EAEE591B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|3247002806|3236804114||SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|100E|47374-1289|UA|6612160|19900312000000|19990215000000|20010403000000|UA|2512892|||||EA|2567793|||||||N|N|N|N|N|N|N||N|N|
EA|2567794|35A5641EAEE691B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3784207466|4053303316|SAID|WS|EA|RESSCH|Y|S&F|R||RICHMOND|IN|WHITEWATER|47374-1289|IU||19810722000000|19810722000000||||||||EA|2567794|||||||N|N|N|N|N|N|N||N|N|
EA|2567795|35A5641EAEE791B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|3247002806|3236804114||SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19910313000000|19980121000000|20020507000000|UA|2512892|||||EA|2567795|||||||N|N|N|N|N|N|N||N|N|
EA|2567796|35A5641EAEE891B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3784207466|4053303316|SAID|WS|EA|RESSCH|Y|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|IU||19770701000000|19770701000000||||||||EA|2567796|||||||N|N|N|N|N|N|N||N|N|
EA|2567797|35A5641EAEE991B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|5291706249|3236804114||SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19930330000000|19930330000000|19980717000000|UA|2512892|||||EA|2567797|||||||N|N|N|N|N|N|N||N|Y|
EA|2567799|35A5641EAEEA91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2566903942|3784207466|4053303316|SAID|NA|EA|RESSCH|N|S&F|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|UA|6612160|19920313000000|20060313000000||UA|2512892|||||EA|2567799|||||||N|N|N|N|N|N|N||N|N|
EA|2868101|35A5641EAEEB91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3784207466|6063504751|HUFA|NA|EA|FEMP|Y|IN|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19990615090944|19990615000000||EA|2367200|||||EA|0368187|||||||O|N|N|N|N|N|N||N|N|
EA|2939056|35A5641EAEEC91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|2868007063|BALS|BS|EA|ROFDS|Y|BS|R||RICHMOND|IN|2325 CHESTER BLVD|47374|IU||20010925115355|20010925000000||||||||EA|2939056|||||||C|N|N|Y|N|N|N||N|N|
EA|2939057|35A5641EAEED91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|2868007063|BALS|BS|EA|ROFDS|Y|BS|R||RICHMOND|IN|2325 CHESTER BLVD|47374|IU||20010925142350|20010630000000||||||||EA|2939057|||||||O|N|N|Y|N|N|N||N|N|
EA|2966554|35A5641EAEEE91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|1860205280|MULT|NA|EA|ROFDS|Y|IS|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|IU||19930602000000|19930602000000||||||||EA|2966554|||||||O|N|N|N|N|N|N||N|N|
EA|2966560|35A5641EAEEF91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|1860205280|MULT|NA|EA|ROFDS|Y|IN|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||19940927150902|19940927000000||||||||EA|2966560|||||||N|N|N|N|N|N|N||N|N|
EA|2966562|35A5641EAEF091B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|1860205280|MULT|NA|EA|ROFDS|Y|IS|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|IU||20040319111534|20040319000000||||||||EA|2966554|||||||N|N|N|N|N|N|N||N|N|
EA|2966585|35A5641EAEF191B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|1860205280|MULT|NA|EA|ROFDS|Y|SCD|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19990408093007|19990408000000||EA|2367200|||||EA|2966585|||||||N|N|N|N|N|N|N||N|N|
EA|2966601|35A5641EAEF291B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|3784207466|ACAD|NA|EA|ROFDS|Y|CS|R||RICHMOND|IN|2325 CHESTER BLVD|47374-1289|||19960329123137|19960329000000||||||||||||||||N|N|N|N|N|N|N||N|N|
EA|2966605|35A5641EAEF391B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|1781003865|EXAF|NA|EA|ROFDS|Y|IS|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||19990706163332|19990706000000||EA|2367200|||||EA|2966605|||||||N|N|N|N|N|N|N||N|N|
EA|2966615|35A5641EAEF491B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2868007063|3474206166|2868007063|EXAF|NA|EA|ROFDS|Y|CS|R||RICHMOND|IN|2325 CHESTER BLVD|47374|||20000706110344|20000706000000||EA|2367200|||||EA|2966615|||||||N|N|N|N|N|N|N||N|N|
EA|2967070|35A5641EAEF591B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|1604806887|3474206166||GENA|NA|EA|ROFDS|N|ISOI|R||RICHMOND|IN|2325 CHESTER BLVD|47374|UA|6612160|19840701000000|19840701000000|19960630000000|EA|2367200|||||EA|2967070|||||||N|N|N|N|N|N|N||N|N|
EA|2967231|35A5641EAEF691B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|5558702729|1604806887||GENA|NA|EA|ROFDS|Y|IN|R||RICHMOND|IN|WHITEWATER 101G|47374-1289|||19940831132811|19940831000000|19970806000000|||||||EA|2967231|||||||L|L|N|N|N|N|N||N|Y|
EA|2967252|35A5641EAEF791B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|1604806887|3474206166||BUSM|NA|EA|ROFDS|Y|AA|R||RICHMOND|IN|2325 CHESTER BLVD|47374|IU||19811101000000|19811101000000|20000808000000|EA|2367200|||||EA|2967252|||||||N|N|N|N|N|N|N||N|Y|
EA|2967520|35A5641EAEF891B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|1122304097|2780707389||SSER|NA|EA|ROFDS|N|SS|R||RICHMOND|IN|WHITEWATER HALL 101F|47374-1289|UA|6612160|19930417000000|19930417000000|19960630000000|EA|2367200|||||EA|2967520|||||||N|N|N|N|N|N|N||N|Y|
EA|2967521|35A5641EAEF991B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|1122304097|2780707389||SSER|NA|EA|ROFDS|Y|AA|R||RICHMOND|IN|WHITEWATER HALL RM 101F|47374-1289|IU||19931217000000|19931206000000|19970730000000|EA|2367200|||||EA|2967521|||||||N|N|N|N|N|N|N||N|Y|
EA|2967522|35A5641EAEFA91B6E043814FD88191B6|1.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX|2769606710|1604806887||EXAF|NA|EA|ROFDS|Y|CS|R||RICHMOND|IN|WHITEWATER HALL ROOM 101D|47374-1289|||19950130144959|19950130000000|19970806000000|||||||EA|2967522|||||||N|N|N|N|N|N|N||N|Y|
