univ_fiscal_yr|fin_series_id|awrd_icr_entry_nbr|obj_id|ver_nbr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|trn_debit_crdt_cd|awrd_icr_rate_pct|acct_icr_rate_actv_ind|
2010.0|080|1.0|243FAC0D-9C77-D2B4-6C58-95BB230F695A|2.0|@|@|@|5500|---|D|37.75|Y|
2010.0|080|2.0|A186E36A-09B1-FD06-D8B6-A602475891B7|2.0|#|#|-----|1803|---|C|37.75|Y|
2010.0|081|1.0|8DA47C8C-1861-5A91-8A0E-0C9BD3CC0C72|2.0|@|@|@|5500|---|D|39.2|Y|
2010.0|081|2.0|774630D0-B537-5CDE-DDE5-96355838154F|2.0|#|#|-----|1803|---|C|39.2|Y|
2010.0|082|1.0|7F789C99-4D59-E049-13F7-3A78D29552FB|2.0|@|@|@|5500|---|D|40.0|Y|
2010.0|082|2.0|845364CF-F827-D6E6-A48F-EED1487B3FAC|2.0|#|#|-----|1803|---|C|40.0|Y|
2010.0|083|1.0|BE4A72D3-91CA-1C27-DEEB-17294B04F763|2.0|@|@|@|5500|---|D|41.0|Y|
2010.0|083|2.0|ABA2B1DF-FBC6-72BF-5216-2BFDD402233A|2.0|#|#|-----|1803|---|C|41.0|Y|
2010.0|084|1.0|C7581379-CE02-448D-E3F7-9640A1B18B16|2.0|@|@|@|5500|---|D|42.2|Y|
2010.0|084|2.0|9A16F6DA-EE70-050F-F27F-55DF097DD662|2.0|#|#|-----|1803|---|C|42.2|Y|
2010.0|085|1.0|7EFCA8F5-AC90-21EB-E8E9-3EC8671B32A0|2.0|@|@|@|5500|---|D|43.0|Y|
2010.0|085|2.0|39B7479D-E5C0-6A13-EF66-176141215E56|2.0|#|#|-----|1803|---|C|43.0|Y|
2010.0|086|1.0|7A089086-AD39-5F88-A76C-E249EF0002A2|2.0|@|@|@|5500|---|D|44.0|Y|
2010.0|086|2.0|61CB9147-6B38-0836-1488-7961D3B69165|2.0|#|#|-----|1803|---|C|44.0|Y|
2010.0|087|1.0|76AD900C-4246-1FD1-7A5F-F0429A81DBED|2.0|@|@|@|5500|---|D|45.0|Y|
2010.0|087|2.0|297AE122-D35B-6B78-D8A5-1D14D1A76F2E|2.0|#|#|-----|1803|---|C|45.0|Y|
2010.0|088|1.0|600907BE-3A37-94D9-6D19-6795E4C07C24|2.0|@|@|@|5500|---|D|46.0|Y|
2010.0|088|2.0|A0753617-FCDC-4F0F-760F-FBAF7167666E|2.0|#|#|-----|1803|---|C|46.0|Y|
2010.0|089|1.0|3D812BA9-F153-006D-330A-101CA0F0D632|2.0|@|@|@|5500|---|D|47.0|Y|
2010.0|089|2.0|E8EE4C24-ECFC-4C3C-97B2-CD0D4C6A21E9|2.0|#|#|-----|1803|---|C|47.0|Y|
2010.0|090|1.0|FB8EE9BD-1FA1-09E0-6AC5-9E99A58B30C7|2.0|@|@|@|5500|---|D|47.1|Y|
2010.0|090|2.0|05A21F05-67A8-246A-E48B-12AF837AC8A2|2.0|#|#|-----|1803|---|C|47.1|Y|
2010.0|091|1.0|FBE46159-FEBF-5F32-09A4-D39F56275664|2.0|@|@|@|5500|---|D|47.5|Y|
2010.0|091|2.0|4EB68CC9-7A7A-4C40-AFDA-D41774669B94|2.0|#|#|-----|1803|---|C|47.5|Y|
2010.0|092|1.0|167176D2-5F49-E8C2-09E2-BE5CAE07BEE2|2.0|@|@|@|5500|---|D|49.0|Y|
2010.0|092|2.0|8B07566A-7B15-7F0A-AACC-8414503F1B14|2.0|#|#|-----|1803|---|C|49.0|Y|
2010.0|093|1.0|45B80B0B-C36C-73FF-D802-4C745990D400|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|093|2.0|3595DAC1-2281-4CF4-9CBA-DFA6FEAFC1F8|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|094|1.0|3B1DC297-7C55-114C-735C-407FE571034B|2.0|@|@|@|5500|---|D|51.0|Y|
2010.0|094|2.0|EB999FDF-6299-628E-B218-D959DCE6F175|2.0|#|#|-----|1803|---|C|51.0|Y|
2010.0|095|1.0|1E3C922A-7BE4-16AA-FE51-10B105B29BE6|2.0|@|@|@|5500|---|D|51.25|Y|
2010.0|095|2.0|607CF56F-B206-1EA2-EC8C-2CA412935F4F|2.0|#|#|-----|1803|---|C|51.25|Y|
2010.0|096|1.0|B62665BC-7DE1-88A4-890A-89717C695E9D|2.0|@|@|@|5500|---|D|51.8|Y|
2010.0|096|2.0|AC824814-5CA1-053E-4CB2-3DF5E759E501|2.0|#|#|-----|1803|---|C|51.8|Y|
2010.0|097|1.0|2B2F4AAF-1FF9-2724-E59E-B197646856AF|2.0|@|@|@|5500|---|D|52.0|Y|
2010.0|097|2.0|6040DAAE-EFF7-1932-01C1-E73586A76BFC|2.0|#|#|-----|1803|---|C|52.0|Y|
2010.0|098|1.0|662E74CC-3CE0-A55B-8216-4F0B4BF0A864|2.0|@|@|@|5500|---|D|52.5|Y|
2010.0|098|2.0|62B2A2DD-D671-5B53-ED09-7FB8151067E9|2.0|#|#|-----|1803|---|C|52.5|Y|
2010.0|099|1.0|C5DCA0FC-092E-1674-D90B-4FE5327119FF|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|099|2.0|C87D3192-9BE9-FE12-DF6D-E4F59736D51B|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|100|1.0|A0010B04-AA46-4F81-8746-56C646FEAC74|2.0|@|@|@|5500|---|D|53.0|Y|
2010.0|100|2.0|0F4C2D28-EFA3-0877-99ED-A42302189256|2.0|#|#|-----|1803|---|C|53.0|Y|
2010.0|101|1.0|D5B90952-EABF-DC33-6889-C2DEA8033E89|2.0|@|@|@|5500|---|D|64.5|Y|
2010.0|101|2.0|C56E3508-7371-E877-2166-D5A8CD223B24|2.0|#|#|-----|1803|---|C|64.5|Y|
2010.0|102|1.0|4F76CACE-EDC9-8C15-761F-8BA1D6EE1D39|2.0|@|@|@|5500|---|D|70.0|Y|
2010.0|102|2.0|062535C5-3330-0F72-3B6B-87E9F1242EE5|2.0|#|#|-----|1803|---|C|70.0|Y|
2010.0|103|1.0|1B398652-4033-3528-3A7D-2E3CF817258F|2.0|@|@|@|5500|---|D|72.6|Y|
2010.0|103|2.0|089D1BDF-3CF0-99AB-55CF-E15683C9530D|2.0|#|#|-----|1803|---|C|72.6|Y|
2010.0|104|1.0|41BCB2FD-CFE1-AA36-D06B-4036A860D7B6|2.0|@|@|@|5500|---|D|33.1|Y|
2010.0|104|2.0|5C460A57-C3C1-363C-D744-D89E1D4F1B89|2.0|#|#|-----|1803|---|C|33.1|Y|
2010.0|105|1.0|152E2AFB-641C-1D41-1E6A-FCB1F908E2F2|2.0|@|@|@|5500|---|D|52.9|Y|
2010.0|105|2.0|29CDD9F5-C450-3927-102B-1C2C3A06544D|2.0|#|#|-----|1803|---|C|52.9|Y|
2010.0|106|1.0|FCF45E47-C104-E657-76A8-B764BB132024|2.0|@|@|@|5500|---|D|8.43|Y|
2010.0|106|2.0|41C946AE-9A8D-493C-27C5-5FCB854E3EA2|2.0|#|#|-----|1803|---|C|8.43|Y|
2010.0|107|1.0|B38B6737-3CB4-CD01-9520-1F40CFC739F3|2.0|@|@|@|5500|---|D|25.54|Y|
2010.0|107|2.0|7E727EB7-D6A1-4840-D293-E2D3351943A8|2.0|#|#|-----|1803|---|C|25.54|Y|
2010.0|108|1.0|9EFFFB71-1E1E-F425-ECEF-8D68F19D0BF7|2.0|@|@|@|5500|---|D|5.8|Y|
2010.0|108|2.0|D4BD67D6-3281-4382-A6BC-AE198DF4D733|2.0|#|#|-----|1803|---|C|5.8|Y|
2010.0|109|1.0|45983212-329F-0B83-57E2-CB14983BDBA6|2.0|@|@|@|5500|---|D|44.79|Y|
2010.0|109|2.0|CAD4A432-1203-C1D1-ADB6-1DABB83A8CF1|2.0|#|#|-----|1803|---|C|44.79|Y|
2010.0|110|1.0|2277FF0F-D5A8-D2CD-5420-1E16144954E9|2.0|@|@|@|5500|---|D|49.5|Y|
2010.0|110|2.0|DC91699C-03E3-0F07-639A-2F401A514234|2.0|#|#|-----|1803|---|C|49.5|Y|
2010.0|111|1.0|CA880F4C-6823-EC94-728D-CEF43CA85127|2.0|@|@|@|5500|---|D|20.31|Y|
2010.0|111|2.0|4941BB3B-6D48-59A6-6174-6373A486657F|2.0|#|#|-----|1803|---|C|20.31|Y|
2010.0|112|1.0|D85CF998-2422-BC53-1378-827F225346C6|2.0|@|@|@|5500|---|D|24.62|Y|
2010.0|112|2.0|32D7CB23-E9D8-B682-9C94-949CCF303DFD|2.0|#|#|-----|1803|---|C|24.62|Y|
2010.0|113|1.0|1CB3908F-387D-5DCB-9BBE-16082F48DC2E|2.0|@|@|@|5500|---|D|54.0|Y|
2010.0|113|2.0|81FE3FED-70D9-3F84-2BB3-9A948AE65D4E|2.0|#|#|-----|1803|---|C|54.0|Y|
2010.0|114|1.0|546D034A-E4C9-3099-5C8A-E2B8A913F6C7|2.0|@|@|@|5500|---|D|30.4|Y|
2010.0|114|2.0|FE16C3DE-67CD-4D8B-9FDC-EE9DAD71F5F2|2.0|#|#|-----|1803|---|C|30.4|Y|
2010.0|115|1.0|235DDEF3-2D2B-5D63-6C81-37BEE55A01B5|2.0|@|@|@|5500|---|D|52.7|Y|
2010.0|115|2.0|82FE34FF-17D3-BB1D-F4C8-CEC18D9C22EB|2.0|#|#|-----|1803|---|C|52.7|Y|
2010.0|116|1.0|59CB43A8-4D1B-1E0B-04E8-84298220CA31|2.0|@|@|@|5500|---|D|26.0|Y|
2010.0|116|2.0|C4899639-E1F4-6FE2-8C35-9AFB551DE748|2.0|#|#|-----|1803|---|C|26.0|Y|
2010.0|117|1.0|9773A965-2705-6DB7-E375-4713838AA6BF|2.0|@|@|@|5500|---|D|25.3|Y|
2010.0|117|2.0|66A1135C-E430-4A81-CE49-6783087FF21A|2.0|#|#|-----|1803|---|C|25.3|Y|
2010.0|118|1.0|EBF2F3D0-7AE5-7318-4FD6-A23E0E6FC949|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|118|2.0|F2068E91-DF93-3198-A1EB-20A91A739D3E|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|119|1.0|612CF6CE-F06E-58B7-7132-411B1E83B11D|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|119|2.0|05C2B48B-5F4B-2050-2813-72D73003A2FE|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|120|1.0|38F6A79D-BAA8-6439-8CF0-82CC5A44E7D7|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|120|2.0|D699A878-8E88-2681-7A8E-A374FB5E5B6D|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|121|1.0|E080E4FD-6246-7D2B-713F-98B3EA9AF959|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|121|2.0|A9732F2C-FC27-9602-93CF-29CBF2DFCA48|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|122|1.0|8EE102B1-1C98-3078-2F21-0C2019567F91|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|122|2.0|39901296-50CE-46B3-BF49-7E5D70FAF990|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|123|1.0|42A44602-D06B-0962-2B76-D718813E145F|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|123|2.0|0FC8B2B5-14D3-9760-0A22-B8F134825DB6|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|124|1.0|8B0B1D91-AEC1-FFAB-9E44-3249F1464E2C|2.0|@|@|@|5500|---|D|8.43|Y|
2010.0|124|2.0|5C0C436D-6C87-DEA5-ED59-81F9F5DC3323|2.0|#|#|-----|1803|---|C|8.43|Y|
2010.0|125|1.0|FD805729-220D-CC8E-3FF3-E67AD52B35E8|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|125|2.0|90A32E99-ACCB-CF32-94FD-1FD429704ABB|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|126|1.0|56C5D3DA-CB1E-ECAB-3216-EE395125E21A|2.0|@|@|@|5500|---|D|50.0|Y|
2010.0|126|2.0|974E47FE-BFAB-0A6A-9363-8A3B1D99C198|2.0|#|#|-----|1803|---|C|50.0|Y|
2010.0|127|1.0|15CFCE67-2822-8438-5138-8E32AD31F9D6|2.0|@|@|@|5500|---|D|35.0|Y|
2010.0|127|2.0|0BF6876D-E8EF-AA38-B1E6-0DE08BD63501|2.0|#|#|-----|1803|---|C|35.0|Y|
2010.0|128|1.0|F69C2C58-EB85-7E64-5657-D3CAC29D5480|2.0|@|@|@|5500|---|D|20.5|Y|
2010.0|128|2.0|B5E95196-F776-F0F7-8B13-1E1B0406C429|2.0|#|#|-----|1803|---|C|20.5|Y|
2010.0|129|1.0|6CFBAE91-45EB-9A23-7F39-47AC690B7A59|2.0|@|@|@|5500|---|D|2.0|Y|
2010.0|129|2.0|1DBC9BA3-33B7-1516-A575-DAF55FAEE02E|2.0|#|#|-----|1803|---|C|2.0|Y|
2010.0|130|1.0|CE45863B-BFA5-1F5B-092C-4253993F2383|2.0|@|@|@|5500|---|D|33.6|Y|
2010.0|130|2.0|E964B0DC-F61D-2BA4-21CC-046E626F6380|2.0|#|#|-----|1803|---|C|33.6|Y|
2010.0|131|1.0|56D2A034-11AC-D9E6-0351-F92B49DDD254|2.0|@|@|@|5500|---|D|30.4|Y|
2010.0|131|2.0|112495E2-B367-ADC4-537E-AE636B0C57C6|2.0|#|#|-----|1803|---|C|30.4|Y|
2011.0|000|1.0|675AA96D-9336-6260-65EE-E8D6700CBF14|2.0|@|@|@|5500|---|D|0.0|Y|
2011.0|000|2.0|528DFBA3-ED70-F9C5-7B6E-EAA451916D36|2.0|#|#|-----|1803|---|C|0.0|Y|
2011.0|001|1.0|246BA428-CB5E-2D2C-DB8D-E0B872D593BE|2.0|@|@|@|5500|---|D|3.13|Y|
2011.0|001|2.0|D0F1BCA3-1A8E-8A2B-26DF-547BDC4C740E|2.0|#|#|-----|1803|---|C|3.13|Y|
2011.0|002|1.0|78878E2A-1925-2C1F-4E0C-F3900EE54228|2.0|@|@|@|5500|---|D|3.8|Y|
2011.0|002|2.0|C4A10925-E29A-6DD5-948B-320C458F12EB|2.0|#|#|-----|1803|---|C|2.0|Y|
2011.0|002|3.0|3FA2D3B3-3939-B030-C359-9B4AF2503E3F|2.0|BL|1031400|-----|1803|---|C|1.8|Y|
2011.0|003|1.0|F213C7F8-7FDD-6CAA-EB89-84C6D74DCCFC|2.0|@|@|@|5500|---|D|4.0|Y|
2011.0|003|2.0|B2FB74DB-F36A-0BF8-A00D-9544BBC019E9|2.0|#|#|-----|1803|---|C|4.0|Y|
2011.0|004|1.0|B36070FC-966E-DE58-6042-2CB726A0AFAC|2.0|@|@|@|5500|---|D|4.92|Y|
2011.0|004|2.0|1B7C5D12-E941-0C1E-C2C7-8DF68BA86758|2.0|#|#|-----|1803|---|C|4.92|Y|
2011.0|005|1.0|A2A9B7A7-3732-37B8-AFD8-3BEECB2B5BF4|2.0|@|@|@|5500|---|D|5.0|Y|
2011.0|005|2.0|B4BD1BE1-7E75-3C2D-9621-BCE0D4D76DB4|2.0|#|#|-----|1803|---|C|5.0|Y|
2011.0|006|1.0|1609E9F4-FE65-6ADE-ED92-C3FAA03ED627|2.0|@|@|@|5500|---|D|5.28|Y|
2011.0|006|2.0|B7739290-EE61-295C-96C6-C7D0164E8607|2.0|#|#|-----|1803|---|C|5.28|Y|
2011.0|007|1.0|09B0C270-BA7D-2C1C-41B5-3703C1D03C4A|2.0|@|@|@|5500|---|D|5.54|Y|
2011.0|007|2.0|3AA4578F-D948-52A6-B68C-EA16C45CE0C8|2.0|#|#|-----|1803|---|C|5.54|Y|
2011.0|008|1.0|E7EF842D-93AC-0147-37EE-E9CDD9504F6B|2.0|@|@|@|5500|---|D|6.0|Y|
2011.0|008|2.0|C31B4F8C-726C-59A6-D5D8-089C768EDBBD|2.0|#|#|-----|1803|---|C|6.0|Y|
2011.0|009|1.0|4268BA68-EF7C-A83F-F627-78D4FCAD1A99|2.0|@|@|@|5500|---|D|6.4|Y|
2011.0|009|2.0|2EED9E71-F575-3270-2446-944E47C5D74E|2.0|#|#|-----|1803|---|C|6.4|Y|
2011.0|010|1.0|69D6060E-9F7A-4B28-A247-B678BB620F0F|2.0|@|@|@|5500|---|D|7.0|Y|
2011.0|010|2.0|E06FC84C-54DB-D2A9-5E03-E5EEB1FEDCE7|2.0|#|#|-----|1803|---|C|7.0|Y|
2011.0|011|1.0|9F8C9F39-F85E-1B4D-EF0A-8A9AB3B54E58|2.0|@|@|@|5500|---|D|7.45|Y|
2011.0|011|2.0|00AADD09-E977-2786-D38B-C37DA3F5D3AC|2.0|#|#|-----|1803|---|C|7.45|Y|
2011.0|012|1.0|3DFE355E-9F98-E33A-4DE8-A7E751487F0E|2.0|@|@|@|5500|---|D|7.64|Y|
2011.0|012|2.0|CD6D9214-1AE0-16F7-F326-D9D8B8F54723|2.0|#|#|-----|1803|---|C|7.64|Y|
2011.0|013|1.0|7CF087B7-6E25-0385-0074-5DCA7988F187|2.0|@|@|@|5500|---|D|7.8|Y|
2011.0|013|2.0|81007E68-EBE0-DD1D-FE18-D38DE35B6481|2.0|#|#|-----|1803|---|C|7.8|Y|
2011.0|014|1.0|E6855A7E-1C8D-7BA7-0AD8-CCDFC4E4286C|2.0|@|@|@|5500|---|D|8.0|Y|
2011.0|014|2.0|47BA9AF0-DDD3-0B3A-624C-F6C45DDEFEC9|2.0|#|#|-----|1803|---|C|8.0|Y|
2011.0|015|1.0|9F0D08E0-CF7F-3F30-77AC-E4FB5450782D|2.0|@|@|@|5500|---|D|8.64|Y|
2011.0|015|2.0|72D2299A-7645-0B1E-D8C5-12FC79B387F9|2.0|#|#|-----|1803|---|C|8.64|Y|
2011.0|016|1.0|40ED9FB5-8EBD-67BD-C639-326FDACB44D9|2.0|@|@|@|5500|---|D|9.0|Y|
2011.0|016|2.0|807C692E-9CD7-5DFF-8F0E-5D2AC1A8C874|2.0|#|#|-----|1803|---|C|9.0|Y|
2011.0|017|1.0|6E4DAE94-CE02-335B-FFC1-EF7474085B19|2.0|@|@|@|5500|---|D|9.8|Y|
2011.0|017|2.0|4297A19B-BAFE-CFB2-9BCC-58DBD2E2E347|2.0|#|#|-----|1803|---|C|9.8|Y|
2011.0|018|1.0|611D17C8-0709-7B20-E1D8-855F0D372167|2.0|@|@|@|5500|---|D|10.0|Y|
2011.0|018|2.0|1DD80080-9243-914E-4F8D-D19CE72582E1|2.0|#|#|-----|1803|---|C|10.0|Y|
2011.0|019|1.0|F9A8264B-7E7D-F45C-FD1A-7E34EB39A61C|2.0|@|@|@|5500|---|D|10.95|Y|
2011.0|019|2.0|397E258C-EF22-9607-FE43-038A71EC1D93|2.0|#|#|-----|1803|---|C|10.95|Y|
2011.0|020|1.0|4B416E41-51AB-E4AD-D633-4DBB766CEB05|2.0|@|@|@|5500|---|D|11.0|Y|
2011.0|020|2.0|6A8EA32C-F89A-5F98-DFC8-40954EBAB109|2.0|#|#|-----|1803|---|C|11.0|Y|
2011.0|021|1.0|9CAF5B0A-B00F-5104-7083-006A87D46CAB|2.0|@|@|@|5500|---|D|11.11|Y|
2011.0|021|2.0|D13AB133-8F76-34B3-FA29-CD198A9416E5|2.0|#|#|-----|1803|---|C|11.11|Y|
2011.0|022|1.0|DEA6AAD1-BE55-6FC6-4CE6-D49E84B077A7|2.0|@|@|@|5500|---|D|11.14|Y|
2011.0|022|2.0|FAF9243C-3D6F-1B75-5739-19D9164CF309|2.0|#|#|-----|1803|---|C|11.14|Y|
2011.0|023|1.0|9433E8D9-78D0-71B6-AB04-6DFFD3B3F5DE|2.0|@|@|@|5500|---|D|11.5|Y|
2011.0|023|2.0|1477B043-ACAC-EDC9-8E95-E78C1999C262|2.0|#|#|-----|1803|---|C|11.5|Y|
2011.0|024|1.0|6EFBAED5-041B-F1F9-E576-06DDCA8C325C|2.0|@|@|@|5500|---|D|12.0|Y|
2011.0|024|2.0|CD90BA62-98D4-9176-887F-3977C50450D2|2.0|#|#|-----|1803|---|C|12.0|Y|
2011.0|025|1.0|693C3079-E088-7949-217F-E9EA37B8B5E7|2.0|@|@|@|5500|---|D|12.46|Y|
2011.0|025|2.0|F38BC5EA-C1DB-F700-E2FE-8F4694276E5A|2.0|#|#|-----|1803|---|C|12.46|Y|
2011.0|026|1.0|30894CE4-119B-4FE7-4C41-A032D5FB81F8|2.0|@|@|@|5500|---|D|12.5|Y|
2011.0|026|2.0|69276093-8B50-371F-F0AD-E1CD40602459|2.0|#|#|-----|1803|---|C|12.5|Y|
2011.0|027|1.0|D28B520A-DFC3-DB70-3F8C-731F6E9574F9|2.0|@|@|@|5500|---|D|12.54|Y|
2011.0|027|2.0|95BED983-4244-76A7-5B36-65F489B20214|2.0|#|#|-----|1803|---|C|12.54|Y|
2011.0|028|1.0|341F5714-9E42-FF01-A77B-E0201A2CCEB2|2.0|@|@|@|5500|---|D|12.78|Y|
2011.0|028|2.0|F732DB50-398B-76E3-41FA-55D94D3F9CD2|2.0|#|#|-----|1803|---|C|12.78|Y|
2011.0|029|1.0|0E647AF5-D873-43C8-C5E7-DD4DFDB22245|2.0|@|@|@|5500|---|D|13.0|Y|
2011.0|029|2.0|771CE557-6BA8-8D50-72E3-B00FD0A0F8EB|2.0|#|#|-----|1803|---|C|13.0|Y|
2011.0|030|1.0|9A87728F-4D6E-D65B-16D0-1663ADE3BEF0|2.0|@|@|@|5500|---|D|14.0|Y|
2011.0|030|2.0|2E3028FB-C249-6DC5-7EAD-4A7E8C970815|2.0|#|#|-----|1803|---|C|14.0|Y|
2011.0|031|1.0|5FF68B47-7B56-A5AE-CBC9-241C138FD4A0|2.0|@|@|@|5500|---|D|15.0|Y|
2011.0|031|2.0|FBDCC4D3-1236-58FF-2814-6693E5443A16|2.0|#|#|-----|1803|---|C|15.0|Y|
2011.0|032|1.0|5A0B1F5D-611B-854E-21FE-B469CC2938B9|2.0|@|@|@|5500|---|D|15.92|Y|
2011.0|032|2.0|6DD73233-461D-16B6-9A2D-89EABA710DFA|2.0|#|#|-----|1803|---|C|15.92|Y|
2011.0|033|1.0|D2FEEAB6-DEA1-F4DD-4F65-7E3B485324C1|2.0|@|@|@|5500|---|D|16.0|Y|
2011.0|033|2.0|3EE8E24C-F779-49AD-5F95-4F20B7F8CE41|2.0|#|#|-----|1803|---|C|16.0|Y|
2011.0|034|1.0|5176C9A0-17C7-17D0-571A-68B2609625CA|2.0|@|@|@|5500|---|D|16.19|Y|
2011.0|034|2.0|25E945EE-9F32-4223-90C6-301035B15330|2.0|#|#|-----|1803|---|C|16.19|Y|
2011.0|035|1.0|E34C8630-72FB-238B-CFF1-2C1E2B1204F5|2.0|@|@|@|5500|---|D|17.0|Y|
2011.0|035|2.0|6997BE32-853E-A778-94BD-6D4456CBC761|2.0|#|#|-----|1803|---|C|17.0|Y|
2011.0|036|1.0|70B49893-75E0-BB88-6C62-43DAF897EF68|2.0|@|@|@|5500|---|D|17.33|Y|
2011.0|036|2.0|37D9AC62-E11A-0C62-5F75-B398ED9A6CB3|2.0|#|#|-----|1803|---|C|17.33|Y|
2011.0|037|1.0|9953A11F-6A25-0C23-ED0F-8CF7F6986F9F|2.0|@|@|@|5500|---|D|17.34|Y|
2011.0|037|2.0|309423C8-70E0-EA0B-76F3-FEEE159805CF|2.0|#|#|-----|1803|---|C|17.34|Y|
2011.0|038|1.0|E6A776B5-96B7-4152-0138-9F064E71F3E0|2.0|@|@|@|5500|---|D|17.44|Y|
2011.0|038|2.0|7003CEAC-472F-D3A1-265B-3162F23EA6F7|2.0|#|#|-----|1803|---|C|17.44|Y|
2011.0|039|1.0|CBC28C94-A65E-A4DE-2ACD-E9C81302D66D|2.0|@|@|@|5500|---|D|18.0|Y|
2011.0|039|2.0|2F0F0889-3851-A109-BE8A-979D7223F9A5|2.0|#|#|-----|1803|---|C|18.0|Y|
2011.0|040|1.0|124A31CC-9ECE-FA29-7C1B-8FBD7FE9C2C5|2.0|@|@|@|5500|---|D|18.18|Y|
2011.0|040|2.0|E17C0DB9-EFB4-A478-0593-A8D89C92DB7A|2.0|#|#|-----|1803|---|C|18.18|Y|
2011.0|041|1.0|969A89EB-FCD8-0C96-EBEC-CEF96C92DE32|2.0|@|@|@|5500|---|D|20.0|Y|
2011.0|041|2.0|DB135EF2-9260-BFD2-C357-A41F38E37ADC|2.0|#|#|-----|1803|---|C|20.0|Y|
2011.0|042|1.0|77DCA7A0-C108-6987-2E97-5F08DFB44DC9|2.0|@|@|@|5500|---|D|20.12|Y|
2011.0|042|2.0|F438CAD9-FC90-3D90-3C47-A1AB8D0F2940|2.0|#|#|-----|1803|---|C|20.12|Y|
2011.0|043|1.0|6AFE20B1-13FB-D7B7-B502-519D3CD6A86A|2.0|@|@|@|5500|---|D|20.6|Y|
2011.0|043|2.0|C23EA515-77D4-1424-7A7F-430F14BC70FA|2.0|#|#|-----|1803|---|C|20.6|Y|
2011.0|044|1.0|1FD4BCED-1ADB-B1C8-345C-EA1CF1AF33BD|2.0|@|@|@|5500|---|D|20.66|Y|
2011.0|044|2.0|BA83A878-9D37-B89B-6854-7E4F96BA4689|2.0|#|#|-----|1803|---|C|20.66|Y|
2011.0|045|1.0|87468BE2-D808-ED5F-6CF3-AE65C0F36929|2.0|@|@|@|5500|---|D|20.73|Y|
2011.0|045|2.0|D7721F44-12A7-B1B4-3944-9E79B567423B|2.0|#|#|-----|1803|---|C|20.73|Y|
2011.0|046|1.0|D6322C97-3B7A-8917-FFAA-EF704CCE07D6|2.0|@|@|@|5500|---|D|21.33|Y|
2011.0|046|2.0|F9CFC5A7-918A-F778-75D1-92FCC0E72093|2.0|#|#|-----|1803|---|C|21.33|Y|
2011.0|047|1.0|E6FC3C0B-A3F3-B678-E114-A781B55A1CD7|2.0|@|@|@|5500|---|D|21.8|Y|
2011.0|047|2.0|17BE6AD2-2D3D-A87F-78B1-4FBC4F168D2D|2.0|#|#|-----|1803|---|C|21.8|Y|
2011.0|048|1.0|9D6EFE72-C500-C5EA-AE3E-44EC5431E22C|2.0|@|@|@|5500|---|D|22.0|Y|
2011.0|048|2.0|9258348C-CA78-6BC6-9B7C-AC0E36190CB4|2.0|#|#|-----|1803|---|C|22.0|Y|
2011.0|049|1.0|923C4F2A-FDCF-D00B-5944-C3344569F01B|2.0|@|@|@|5500|---|D|22.26|Y|
2011.0|049|2.0|BD4C0786-4544-9199-20E5-951E1683F399|2.0|#|#|-----|1803|---|C|22.26|Y|
2011.0|050|1.0|EB32EB8C-B64B-5051-DA38-55BEDCDF212C|2.0|@|@|@|5500|---|D|23.0|Y|
2011.0|050|2.0|3F79F9DD-6804-8A46-7EA9-E77D422A4668|2.0|#|#|-----|1803|---|C|23.0|Y|
2011.0|051|1.0|D829CDB5-74FE-F634-9E63-580DC2C9A07A|2.0|@|@|@|5500|---|D|23.5|Y|
2011.0|051|2.0|EAE671DC-4C51-7D43-916B-1F6BAF407119|2.0|#|#|-----|1803|---|C|23.5|Y|
2011.0|052|1.0|591AABC1-D579-472C-C2E5-D57D4A34C22A|2.0|@|@|@|5500|---|D|23.73|Y|
2011.0|052|2.0|67388032-E3CF-7138-D549-212EB01197DD|2.0|#|#|-----|1803|---|C|23.73|Y|
2011.0|053|1.0|2D3D4A40-BE05-7423-3BA4-DD5D0170726C|2.0|@|@|@|5500|---|D|24.2|Y|
2011.0|053|2.0|03089440-A5D2-4A84-D4C8-8158E0625552|2.0|#|#|-----|1803|---|C|24.2|Y|
2011.0|054|1.0|15E855D1-B888-72EF-5997-919A6DF1B490|2.0|@|@|@|5500|---|D|25.0|Y|
