cptlast_nbr|obj_id|ver_nbr|cptlast_desc|cptlast_typ_cd|cptlast_cond_cd|cptlast_crt_dt|cptlast_receive_dt|cptlast_ln_rtrn_dt|cptlast_loan_dt|ast_expctreturn_dt|fdoc_post_prd_cd|fdoc_post_yr|org_owner_acct_nbr|org_owner_coa_cd|cptlast_vendor_nm|cptlast_acq_typ_cd|cptlast_totcst_amt|cptlast_rplc_amt|cptlast_sale_prc|ast_est_sell_prc|cptlast_salvag_amt|campus_cd|bldg_cd|bldg_room_nbr|bldg_sub_room_nbr|ast_retir_coa_cd|ast_retir_acct_nbr|ast_retire_reas_cd|ast_retir_prd_cd|ast_retir_fscl_yr|cash_rcpt_fdoc_nbr|ast_depr_mthd1_cd|ast_estfabrcmpl_dt|ast_fabresttot_amt|trnfr_fnd_fdoc_nbr|ast_invn_stat_cd|cptlast_tag_nbr|cptlast_lstinvn_dt|org_invn_nm|cptlast_oldtag_nbr|cptlast_mfr_nm|cptlast_mfrmdl_nbr|cptlast_serial_nbr|ast_rep_unvl_id|cg_agency_nbr|ast_pd_case_nbr|ast_invn_scan_cd|cptl_ast_in_srvc_dt|cptl_ast_gov_tag_nbr|cptl_ast_ntl_stock_nbr|cptl_ast_land_cnty_nm|cptl_ast_land_acrg_sz|cptl_ast_land_prcl_nbr|cptl_ast_depr_dt|fin_obj_sub_typ_cd|ast_fabr_est_retn_yrs|
336463.0|45086F42415CC1AAE043814FD881C1AA|1.0|054100  PDA-100 PHOTODIODE ARRAY DETECTOR, SST CELL, LAN INCLUDED|302|G|20020529000000|||||11|2009.0|4524751|BL|WESSON CORPORATION|N|49009.96|0.0||0.0|0.0|BL|BL072|A160||||||||SL||||A|IU017669|20060718075242|THERESA Q WESSON||WESSON CORPORATION|PDA-100|02050075||||1|20020529000000||||||20020529000000|||
336959.0|45086F42415DC1AAE043814FD881C1AA|1.0|HOTPACK CONTROLLED ENVIRONMENTAL ROOM WITH A CEILING MOUNTED CONDITIONING SYSTEM|383|G|20020610000000|||||12|2009.0|1024600|BL|DUGAS CORPORATION|N|45275.0||||0.0|BL|BL109|099||||||||SL||||A|IU016484|20060909102915|LISA R DUGAS||DUGAS CORPORATION||280 49-01||||1|20020610000000||||||20020610000000|||
337024.0|45086F42415EC1AAE043814FD881C1AA|1.0|#ZMQS6VF01  MILLI Q SYNTHESIS 120V/60HZ|383|G|20020611000000|||||12|2009.0|1024650|BL|FARROW SCIENTIFIC|N|6246.9||||0.0|BL|BL101|203||||||||SL||||A|IU016415|20060910134213|MURRAY Z FARROW||FARROW SCIENTIFIC||||||1|20020611000000||||||20020611000000|||
337043.0|45086F42415FC1AAE043814FD881C1AA|1.0|#RAXIS-IV-++/RP  R-AXIS IV++ IMAGING PLATE SYSTEM (RIGHT PORT CONFIGURATION) *DUAL 30X30 CM WHITE IMAGING PLATES *PIXEL SIZE: 100X100UM, 200X200UM, OR 50UM: USER SELECTABLE *DYNAMIC RANGE TO 1:500,000 *CRYSTAL TO DETECTOR DISTANCE RANGE FROM 70 TO 450MM|383|G|20020611000000|||||12|2009.0|1024650|BL|RIVES CORPORATION|N|666000.0||||0.0|BL|BL101|223||||||||SL||||A|IU016426|20060915084304|ESSIE U RIVES||RIVES CORPORATION|RAXIS IV|YD29341||||1|20020611000000||||||20020611000000|||
337321.0|45086F424160C1AAE043814FD881C1AA|1.0|THERMO FORMA MODEL 923 UPRIGHT FREEZER -86, 23 CU FT, 230V, 50/60HZ|522|G|20020618000000|||||12|2009.0|2224694|BL|BOEHM CORPORATION|N|6195.1||||0.0|BL|BL101|216||||||||SL||||A|IU016423|20060910133718|IRIS E BOEHM||BOEHM CORPORATION|923|||||1|20020618000000||||||20020618000000|||
337322.0|45086F424161C1AAE043814FD881C1AA|1.0|THERMO FORMA MODEL 923 UPRIGHT FREEZER, -86C, 23CU, 230V, 50/60 HZ STAINLESS STEEL INTERIOR AND ADJUSTABLE SHELVES STANDARD|522|G|20020618000000|||||12|2009.0|2224613|BL|BREUNIG CORPORATION|N|6195.1||||0.0|BL|BL101|203||||||||SL||||A|IU016424|20060910134147|COREY B BREUNIG||BREUNIG CORPORATION|923|||||1|20020618000000||||||20020618000000|||
337325.0|45086F424162C1AAE043814FD881C1AA|1.0|(220-8928) POWEREDGE 2650,1.8GHZ/512K CACHE XEON (311-1609) 2ND PROCESSOR,XEON,1.8GHZ, 512KCACHE,POWEREDGE 2650 (311-1621) 2GB DDR,200MGZ,2X1GB DIMMS (310-3281) NO KEYBOARD OPTION (320-0058) NO MONITOR OPTION (340-3079) 18GB 10K RPM ULTRA 160 SCSI HARD D|214|F|20020618000000|||||12|2009.0|5424600|BL|BURKHART MARKETING|N|5640.0||||0.0|BL|BL109|099||||||||SL||||A|IU016416|20060912125546|ERROL W BURKHART||BURKHART MARKETING|2650|BG5YJ11||||1|20020618000000||||||20020618000000|||
337326.0|45086F424163C1AAE043814FD881C1AA|1.0|(220-8928) POWEREDGE 2650,1.8GHZ/512K CACHE XEON (311-1609) 2ND PROCESSOR,XEON,1.8GHZ, 512KCACHE,POWEREDGE 2650 (311-1621) 2GB DDR,200MGZ,2X1GB DIMMS (310-3281) NO KEYBOARD OPTION (320-0058) NO MONITOR OPTION (340-3079) 18GB 10K RPM ULTRA 160 SCSI HARD D|214|F|20020618000000|||||12|2009.0|5424600|BL|HEPNER MARKETING|N|5640.0||||0.0|BL|BL109|099||||||||SL||||A|IU016417|20060912125619|ANDREA B HEPNER||HEPNER MARKETING|2650|CG5YJ11||||1|20020618000000||||||20020618000000|||
337346.0|45086F424164C1AAE043814FD881C1AA|1.0|#A35-WSPF2-2GQB1  SUN FIRE 280R SERVER, TWO 900MHZ ULTRASPARC-III CU PROCESSORS, 8MB E-CACHE, 2GB MEMORY (4X512MB), TWO 36GB 10,000RPM HH INTERNAL FCAL DISK DRIVES, DVD.  TWO POWER SUPPLIES. STANDARD CONFIGURATION|214|G|20020618000000|||||12|2009.0|5424600|BL|FRAME SYSTEMS|N|9897.6|0.0||0.0|0.0|BL|BL109|099||||||||SL||||A|IU016418|20060912125656|MEREDITH T FRAME||FRAME SYSTEMS|280R|220C63B5||||1|20020618000000||||||20020618000000|||
337495.0|45086F424165C1AAE043814FD881C1AA|1.0|#E2M80, TWO STAGE MECHANICAL PUMP, 60HZ|430|G|20020619000000|||||12|2009.0|5424700|BL|MIX CORPORATION|P|7339.02||||0.0|BL|BL072|A160||||||||SL||||A|IU016669|20060718074401|ARMANDO E MIX||MIX CORPORATION|E2M80|027367433||||1|20020619000000||||||20020619000000|||
337496.0|45086F424166C1AAE043814FD881C1AA|1.0|#E2M80, TWO STAGE MECHANICAL PUMP, 60HZ|430|G|20020619000000|||||12|2009.0|5424700|BL|MILES CORPORATION|P|7339.03||||0.0|BL|BL072|A160||||||||SL||||A|IU016670|20070124000000|ARNOLD X MILES||MILES CORPORATION|E2M80|027367434||||1|20020619000000||||||20020619000000|||
337669.0|45086F424167C1AAE043814FD881C1AA|1.0|THERMO FORMA MODEL 923 MINUS 80 FREEZER, SINGLE DOOR, 23 CU FT.|522|G|20020624000000|||||12|2009.0|1024697|BL|FAULKNER CORPORATION|N|6195.1||||0.0|BL|BL109|099||||||||SL||||A|IU016422|20060909114229|ROCCO Z FAULKNER||FAULKNER CORPORATION|923|800852-5737||||1|20020624000000||||||20020624000000|||
337673.0|45086F424168C1AAE043814FD881C1AA|1.0|#62111-414 MASTERCYCLER GRADIENT.|383|F|20020624000000|||||12|2009.0|2224671|BL|CORRELL SCIENTIFIC|N|6236.72||||0.0|BL|BL101|300||||||||SL||||A|IU016425|20060912132842|MARIA R CORRELL||CORRELL SCIENTIFIC||13088||||1|20020624000000||||||20020624000000|||
337855.0|45086F424169C1AAE043814FD881C1AA|1.0|MICROFLUIDICS MODEL M110L HIGH SHEAR FLUID PROCESSING SYSTEM|383|G|20020627000000|||||12|2009.0|4624643|BL|RIDGE CORPORATION|N|14353.75|0.0||0.0|0.0|BL|BL109|099||||||||SL||||A|IU016434|20061003000000|OLIN Z RIDGE||RIDGE CORPORATION|M1LOL|||||1|20020627000000||||||20020627000000|||
338136.0|45086F42416AC1AAE043814FD881C1AA|1.0|#13399801, (S)AKTA PURIF10W/CONTROL & FRAC 950|383|E|20020627000000|||||12|2009.0|5424700|BL|HUGHES BIOSCIENCES|N|46852.66||||0.0|BL|BL072|A154||||||||SL||||A|IU017681|20060718073447|LLOYD I HUGHES||HUGHES BIOSCIENCES|950|01051675||||1|20020627000000||||||20020627000000|||
338137.0|45086F42416BC1AAE043814FD881C1AA|1.0|285561 P/ACE SYSTEM MDQ DETECTION AND AND SAMPLE COOLING WITH UV|383|G|20020627000000|||||12|2009.0|4524752|BL|JUAREZ COMPANY|N|49776.14||||0.0|BL|BL071|102||||||||SL||||A|IU017686|20060718072903|ARRON N JUAREZ||JUAREZ COMPANY|285561|3061539||||1|20020627000000||||||20020627000000|||
338302.0|45086F42416CC1AAE043814FD881C1AA|1.0|#983  THERMO FORMA MODEL 983 DOUBLE DOOR UPRIGHT FREEZER - 86OC, 23 CU. FT. 230V, 50/60HZ STAINLESS STEEL INTERIOR AND AND ADJUSTABLE SHELVES STANDARD|522|G|20020630000000|||||12|2009.0|5424600|BL|HARKINS CORPORATION|N|7097.1||||0.0|BL|BL101|160||||||||SL||||A|IU016432|20060910131226|RUBEN Y HARKINS||HARKINS CORPORATION|983|801065-1125||||1|20020630000000||||||20020630000000|||
338444.0|45086F42416DC1AAE043814FD881C1AA|1.0|STANDARD DIFFSTAK 160/700M DIFFUSION PUMP|430|G|20020630000000|||||12|2009.0|5424700|BL|HOLMAN CORPORATION|P|6010.65||||0.0|BL|BL072|A160||||||||SL||||A|IU017667|20060718074427|STEVEN D HOLMAN||HOLMAN CORPORATION|DIFFSTAK  160/700M|027385183||||1|20020630000000||||||20020630000000|||
338445.0|45086F42416EC1AAE043814FD881C1AA|1.0|STANDARD DIFFSTAK 160/700M DIFFUSION PUMP|430|G|20020630000000|||||12|2009.0|5424700|BL|TRASK CORPORATION|P|6010.66||||0.0|BL|BL072|A160||||||||SL||||A|IU017668|20061016000000|LANA D TRASK||TRASK CORPORATION|DIFFSTAK  160/700M|027392941||||1|20020630000000||||||20020630000000|||
338450.0|45086F42416FC1AAE043814FD881C1AA|1.0|#GV 7430-91, CIS 4 GERSTEL COOLED INJECTION SYSTEM|383|E|20020630000000|||||12|2009.0|5424700|BL|KOLB CORPORATION|N|27135.25|0.0||0.0|0.0|BL|BL071|103B||||||||SL||||A|IU017682|20060718071626|KRISTIE B KOLB||KOLB CORPORATION|CIS-4|7495-0998||||1|20020630000000||||||20020630000000|||
368636.0|45086F424170C1AAE043814FD881C1AA|1.0|#368608  CENTRIFUGE, J-20XP, 200/208/240V|333|E|20020630000000|||||12|2009.0|2224671|BL|PINE COMPANY|N|21655.6||||0.0|BL|BL101|300||||||||SL||||A|IU016436|20060911151229|DAVE O PINE||PINE COMPANY|J-20XP|JXP02D15||||1|20020630000000||||||20020630000000|||
368672.0|45086F424171C1AAE043814FD881C1AA|1.0|BECKMAN #717013  BIOMEK FX DUAL ARM SYSTEM WITH SPAN-8 PIPETTOR AND MULTI-CHANNEL PIPETTOR, WITH 250 UL SYRINGES|383|G|20020630000000|||||12|2009.0|5424600|BL|EWERS COMPANY|N|180053.13|0.0||0.0|0.0|BL|BL101|162||||||||SL||||A|IU016486|20060910132127|PASQUALE Y EWERS||EWERS COMPANY||5011699||||1|20020630000000||||||20020630000000|||
369143.0|45086F424172C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBER #710788.|383|G|20020730000000|||||01|2009.0|2224671|BL|SHULTS UNIVERSITY|N|7897.29||||0.0|BL|BL101|300||||||||SL||||A|IU016487|20060912132640|REFUGIO Y SHULTS||SHULTS UNIVERSITY||||||1|20020730000000||||||20020730000000|||
369144.0|45086F424173C1AAE043814FD881C1AA|1.0|PLANT GROWTH CHAMBER #710789.|383|G|20020730000000|||||01|2009.0|2224671|BL|DUNIGAN UNIVERSITY|N|7897.29||||0.0|BL|BL101|300||||||||SL||||A|IU016488|20060912132634|PANSY C DUNIGAN||DUNIGAN UNIVERSITY||||||1|20020730000000||||||20020730000000|||
369145.0|45086F424174C1AAE043814FD881C1AA|1.0|PERCIVAL AR-66L PLANT GROWTH CHAMBER #714116.|383|G|20020730000000|||||01|2009.0|2224671|BL|WHITEMAN UNIVERSITY|N|8256.77||||0.0|BL|BL101|432||||||||SL||||A|IU016489|20060912133807|CARROLL K WHITEMAN||WHITEMAN UNIVERSITY||||||1|20020730000000||||||20020730000000|||
369146.0|45086F424175C1AAE043814FD881C1AA|1.0|PERCIVAL AR-66L PLANT GROWTH CHAMBER #714117.|383|E|20020730000000|||||01|2009.0|2224671|BL|PAINTER UNIVERSITY|N|8256.77||||0.0|BL|BL101|432||||||||SL||||A|IU016490|20060912133827|GLENDA V PAINTER||PAINTER UNIVERSITY||||||1|20020730000000||||||20020730000000|||
369154.0|45086F424176C1AAE043814FD881C1AA|1.0|#UCS200  HIGH CAPACITY SEMIINTERGRATED VACUUM CONCENTRATOR SYSTEM.  INCLUDES SC210A-115, UVS400-115, TFK200, RH200-12|430|G|20020731000000|||||01|2009.0|5424600|BL|CRABTREE CORPORATION|N|8300.25||||0.0|BL|BL101|162||||||||SL||||A|IU016435|20060910132108|DIEGO A CRABTREE||CRABTREE CORPORATION||02F250139-1J||||1|20020731000000||||||20020731000000|||
369187.0|45086F42417BC1AAE043814FD881C1AA|1.0|ELECTRONICS FOR FORWARD INDIANA RING SILICON TELESCOPE|40000|E|||||||2009.0|4324713|BL|MACLEAN COMPANY|C|288890.22|0.0|0.0|0.0|0.0|BL|BL608|11||||||||SL|20030401000000|40000.0||U|||TRACI V MACLEAN||MACLEAN COMPANY||||||||||||||||
369201.0|45086F424177C1AAE043814FD881C1AA|1.0|#I36-VL PERCIVAL INCUBATOR 30 CU. FT. INTERIOR SPACE; TEMP RANGE OF 2C - 44C; FOUR FLUORESCENT LAMPS FOR OUTPUT OF 80 MICROMOLES/M2/S; FIVE ADJUSTABLE SHELVES|384|G|20020805000000|||||01|2009.0|5424600|BL|MILTON SCIENTIFIC|N|6215.0||||0.0|BL|BL101|162||||||||SL||||A|IU016438|20060910131735|MARGERY D MILTON||MILTON SCIENTIFIC||0037790202F||||1|20020805000000||||||20020805000000|||
369202.0|45086F424178C1AAE043814FD881C1AA|1.0|#I36-VL PERCIVAL INCUBATOR 30 CU. FT. INTERIOR SPACE; TEMP RANGE OF 2C - 44C; FOUR FLUORESCENT LAMPS FOR OUTPUT OF 80 MICROMOLES/M2/S; FIVE ADJUSTABLE SHELVES|384|G|20020805000000|||||01|2009.0|5424600|BL|PERSONS SCIENTIFIC|N|6215.0||||0.0|BL|BL101|162||||||||SL||||A|IU016439|20060910131741|LEONARDO C PERSONS||PERSONS SCIENTIFIC||0037790102F||||1|20020805000000||||||20020805000000|||
369285.0|45086F424179C1AAE043814FD881C1AA|1.0|#ZMQS600T1  MILLI-Q ACADEMIC C A10 (115V)|383|G|20020807000000|||||01|2009.0|5424600|BL|BARTZ SCIENTIFIC|N|5036.4||||0.0|BL|BL101|162||||||||SL||||A|IU016421|20060910131607|NORMAND N BARTZ||BARTZ SCIENTIFIC||F2EN435280||||1|20020807000000||||||20020807000000|||
369295.0|45086F42417AC1AAE043814FD881C1AA|1.0|#A365-02-982, E2M80 208V 3 PHASE 2 STAGE PUMP, 60 HZ|430|G|20020808000000|||||01|2009.0|5424700|BL|COON CORPORATION|P|7367.76||||0.0|BL|BL072|A160||||||||SL||||A|IU017674|20060718074115|MARIA V COON||COON CORPORATION|E2M80|027393984||||1|20020808000000||||||20020808000000|||
369335.0|45086F42417CC1AAE043814FD881C1AA|1.0|STANDARD DIFFSTAK 250/2000M DIFFUSION PUMP|430|G|20020820000000|||||01|2009.0|5424700|BL|SUMNER CORPORATION|P|12432.83||||0.0|BL|BL071|101||||||||SL||||A|IU017673|20060718081015|JEAN L SUMNER||SUMNER CORPORATION|DIFFSTAK  250/2000M|027392956||||1|20020820000000||||||20020820000000|||
369378.0|45086F42417DC1AAE043814FD881C1AA|1.0|#GB-04   LABMASTER 130 (2500/780) WITH A SINGLE FILTER COLUMN GAS PURIFICATION SYSTEM, ANTECHAMBER RIGHT SIDE, 115V, INCLUDING ALL STANDARD ITEMS|301|G|20020821000000|||||01|2009.0|2324701|BL|FOGLE CORPORATION|P|38968.3||||0.0|BL|BL071|141||||||||SL||||A|IU017677|20060717144518|TRACEY A FOGLE||FOGLE CORPORATION|LABMASTER 130|LM02-039||||1|20020821000000||||||20020821000000|||
369379.0|45086F42417EC1AAE043814FD881C1AA|1.0|#GB-01   LABMASTER 130 (1250/780), WITH A SINGLE FILTER COLUMN GAS PURIFICATION SYSTEM, ANTECHAMBER RIGHT SIDE, 115V, INCLUDING ALL STANDARD ITEMS|301|G|20020821000000|||||01|2009.0|2324701|BL|RIPPY CORPORATION|N|69923.7||||0.0|BL|BL071|141||||||||SL||||A|IU017679|20060717144531|BARBRA Y RIPPY||RIPPY CORPORATION|LABMASTER 130|LM02-040||||1|20020821000000||||||20020821000000|||
369380.0|45086F42417FC1AAE043814FD881C1AA|1.0|#57019-268 ORBIT INCUBATOR-SHAKER, 120V.|316|E|20020821000000|||||01|2009.0|2224671|BL|VOIGHT SCIENTIFIC|N|5971.12||||0.0|BL|BL101|300||||||||SL||||A|IU016441|20060911151547|HOMER W VOIGHT||VOIGHT SCIENTIFIC||07029558||||1|20020821000000||||||20020821000000|||
369381.0|45086F424180C1AAE043814FD881C1AA|1.0|#53513-804  CENTRIFUGE, EPP5804R|333|G|20020821000000|||||01|2009.0|2224635|BL|OLSON SCIENTIFIC|N|6553.28||||0.0|BL|BL109|099||||||||SL||||A|IU016442|20060910080621|ROCHELLE D OLSON||OLSON SCIENTIFIC|EPP5804R|03703||||1|20020821000000||||||20020821000000|||
369389.0|45086F424181C1AAE043814FD881C1AA|1.0|UNISON SUITE, OREAD UNISON SUITE WITH 1 YR. SUPPORT Internal into fabrication asset 331200.|220|E|20020821000000|||||01|2009.0|4524750|BL|HOLCOMBE SYSTEMS|N|7495.0||||0.0|BL|BL072|A269||||||||SL||||C|N|20061127000000|ART V HOLCOMBE||HOLCOMBE SYSTEMS|||||||20020821000000||||||20020821000000|||
369485.0|45086F424182C1AAE043814FD881C1AA|1.0|#165-7009, PROTEOMEWORKS SPOT CUTTER BUILT-IN WASH WELLS FLUORESCENCE DETECTION CAPABILITY|383|G|20020827000000|||||02|2009.0|4524751|BL|JEWETT CORPORATION|N|77850.0||||0.0|BL|BL072|A154|A|||||||SL||||A|IU017684|20060718073634|OPHELIA Z JEWETT||JEWETT CORPORATION|165-7009|527BR0619||||1|20020827000000||||||20020827000000|||
369491.0|45086F424184C1AAE043814FD881C1AA|1.0|THOMSON-SCATTERING LASER UPGRADE SYSTEM|40000|E|||||||2009.0|4324747|BL|BROOM COMPANY|C|74631.27|0.0|0.0|0.0|0.0|BL|BL071|A140||||||||SL|20030331000000|30000.0||U|||LYMAN B BROOM||BROOM COMPANY||||||||||||||||
369503.0|45086F424183C1AAE043814FD881C1AA|1.0|#ZMQS60F01 MILLI-Q BIOCELL WATER PURIFICATION SYSTEM.|383|G|20020829000000|||||02|2009.0|2224635|BL|FALK SCIENTIFIC|N|5945.28||||0.0|BL|BL109|099||||||||SL||||A|IU016471|20060910080440|MATTHEW W FALK||FALK SCIENTIFIC||F2EN461651||||1|20020829000000||||||20020829000000|||
369511.0|45086F424185C1AAE043814FD881C1AA|1.0|#PTC-0200  DNA ENGINE THERMAL CYCLER|383|G|20020830000000|||||02|2009.0|2224638|BL|COLSTON RESEARCH|N|7590.5||||0.0|BL|BL109|099||||||||SL||||A|IU016472|20060910100718|MIA G COLSTON||COLSTON RESEARCH|PTC-0200|EN018499||||1|20020830000000||||||20020830000000|||
369572.0|45086F424186C1AAE043814FD881C1AA|1.0|#B348-31-976, DIFFSTAK 160/700M, 110-125V, 1-PH, 50-60HZ|430|G|20020903000000|||||02|2009.0|5424700|BL|MERKEL CORPORATION|P|6010.66||||0.0|BL|BL072|A160||||||||SL||||A|IU017675|20060718074009|GREG B MERKEL||MERKEL CORPORATION|DIFFSTAK 160/700M|027440164||||1|20020903000000||||||20020903000000|||
369674.0|45086F424187C1AAE043814FD881C1AA|1.0|#950-00-001-5 MASTERCYCLER GRADIENT (DEMO MODEL).|383|G|20020910000000|||||02|2009.0|2224635|BL|HUBBELL SCIENTIFIC|N|5200.0||||0.0|BL|BL109|099||||||||SL||||A|IU016474|20060910080710|VIRGIE Y HUBBELL||HUBBELL SCIENTIFIC||5331-12080||||1|20020910000000||||||20020910000000|||
369782.0|45086F424188C1AAE043814FD881C1AA|1.0|#840-4881 KODAK X-OMAT 200A PROCESSOR.|442|G|20020912000000|||||02|2009.0|1024650|BL|BATTY CORPORATION|N|10004.67||||0.0|BL|BL101|221||||||||SL||||A|IU016478|20060910135053|ARCHIE S BATTY||BATTY CORPORATION|X-OMAT 200A|215774||||1|20020912000000||||||20020912000000|||
369803.0|45086F424189C1AAE043814FD881C1AA|1.0|E2P-000000   E2 EPSILON WITH PC|301|G|20020912000000|||||02|2009.0|2224754|BL|VANHORN SYSTEMS|P|9717.0||||0.0|BL|BL071|141||||||||SL||||A|IU017676|20060717144626|STACIE A VANHORN||VANHORN SYSTEMS|E2P|259||||1|20020912000000||||||20020912000000|||
369804.0|45086F42418AC1AAE043814FD881C1AA|1.0|AGILENT MODEL NO. 8453 VALUE UV VISIBLE SYSTEM WITH PRINTER|220|G|20020912000000|||||02|2009.0|4424726|BL|HUEBNER TECHNOLOGY|N|16353.0||||0.0|BL|BL072|A615||||9|10|2007.0||SL||||R|IU017687|20040719105125|LOIS I HUEBNER||HUEBNER TECHNOLOGY|8453|CN20202678||||1|20020912000000||||||20020912000000|||
369805.0|45086F42418BC1AAE043814FD881C1AA|1.0|MILLTRONICS MB20|383|G|20020912000000|||||02|2009.0|4024715|BL|BEAVER CORPORATION|N|51976.49||||0.0|BL|BL072|A019||||||||SL||||A|IU017688|20060714081053|JOANNA T BEAVER||BEAVER CORPORATION|MB20|7307||||1|20020912000000||||||20020912000000|||
369822.0|45086F42418CC1AAE043814FD881C1AA|1.0|MJ RESEARCH #PTC-0225  HIGH CAPACITY TETRAD THERMAL CYCLER CHASSIS|383|G|20020913000000|||||02|2009.0|5424600|BL|HAIR RESEARCH|N|24331.5||||0.0|BL|BL101|162||||||||SL||||A|IU016473|20060910131839|ALVIN O HAIR||HAIR RESEARCH|PTC-0225|TD005803||||1|20020913000000||||||20020913000000|||
369876.0|45086F42418DC1AAE043814FD881C1AA|1.0|#170-7980, MODEL GS-800 CALIBRATED IMAGING DENSITOMETER FOR PCS.|442|G|20020918000000|||||02|2009.0|4524751|BL|CABRAL CORPORATION|N|12884.76||||0.0|BL|BL072|A154|A|||||||SL||||A|IU017685|20060718073641|MAGDALENA P CABRAL||CABRAL CORPORATION|GS-800|H9D019A000288||||1|20020918000000||||||20020918000000|||
369903.0|45086F42418EC1AAE043814FD881C1AA|1.0|WF-600V10-518  SGI FUEL V10 GRAPHICS 600MHZ R14000A/4MB CACHE, 512MB MEMORY, 18GB SYSTEM DISK.|220|G|20020918000000|||||03|2009.0|1024650|BL|BATEY CORPORATION|N|17166.7||||0.0|BL|BL101|216||||||||SL||||A|IU016476|20060910133705|TRAVIS K BATEY||BATEY CORPORATION|V10|080069102C5C||||1|20020918000000||||||20020918000000|||
369909.0|45086F42418FC1AAE043814FD881C1AA|1.0|83402  SMZ1500 ZOOM STEREO BODY FOR NIKON SMZ-1500 RESEARCH STEREO MICRO- SCOPE|403|F|20020918000000|||||03|2009.0|2224624|BL|SAULS COMPANY|N|29625.77||||0.0|BL|BL101|300|A|||||||SL||||A|IU016475|20060912133531|DARRYL F SAULS||SAULS COMPANY|SMZ1500|1002342||||1|20020918000000||||||20020918000000|||
369946.0|45086F424190C1AAE043814FD881C1AA|1.0|#11302-557  SARTORIUS MICROBALANCE MCS|312|G|20020924000000|||||03|2009.0|4824401|BL|HAYNIE SCIENTIFIC|N|10586.24||||0.0|BL|BL109|099||||9|05|2007.0||SL||||R|IU016477|20041019000000|LEO J HAYNIE||HAYNIE SCIENTIFIC||14310448||||1|20020924000000||||||20020924000000|||
369953.0|45086F424191C1AAE043814FD881C1AA|1.0|PROD, LCP,FMS,WP,+CS|383|G|20020925000000|||||03|2009.0|4524751|BL|KENNER CORPORATION|N|27313.58|0.0||0.0|0.0|BL|BL072|A160||||||||SL||||A|IU017680|20060718073744|JAMES I KENNER||KENNER CORPORATION|920|20213||||1|20020925000000||||||20020925000000|||
370079.0|45086F424192C1AAE043814FD881C1AA|1.0|Q-SWITCHED ND: YAG LASER SYSTEM CONTINUUM MODEL POWERLITE PRECISION II 8030|383|G|20021001000000|||||03|2009.0|2224734|BL|FARKAS COMPANY|N|68687.46|0.0||0.0|0.0|BL|BL071|205||||||||SL||||A|IU017690|20060717134234|BRIDGET Z FARKAS||FARKAS COMPANY|PRECISION II|4268-1||||1|20021001000000||||||20021001000000|||
370081.0|45086F424193C1AAE043814FD881C1AA|1.0|HIGH ENERGY DYE LASER SYSTEM CONTINUUM MODEL ND 6000|383|G|20021001000000|||||03|2009.0|2224734|BL|HINKLEY COMPANY|N|51354.26|0.0||0.0|0.0|BL|BL071|205||||||||SL||||A|IU017691|20060717134225|TAMMI D HINKLEY||HINKLEY COMPANY|ND6000|4268-2||||1|20021001000000||||||20021001000000|||
370534.0|45086F424194C1AAE043814FD881C1AA|1.0|#4330005  APPLIED BIOSYSTEMS 4700 PROTEOMICS ANALYZER|383|E|20021021000000|||||04|2009.0|5424700|BL|LEEDS SYSTEMS|N|619721.94||||0.0|BL|BL072|A154||||2|02|2007.0||SL||||R|IU018426|20060718073434|CRAIG M LEEDS||LEEDS SYSTEMS|4700|347000033||||1|20021021000000||||||20021021000000|||
370535.0|45086F424195C1AAE043814FD881C1AA|1.0|MODEL WW3 (208/230V-1O-60HZ) WATER RECIRCULATING SYSTEM|316|G|20021021000000|||||04|2009.0|2224736|BL|GRAVES COMPANY|N|5132.78|0.0|0.0|0.0|0.0|BL|BL072|A213||||||||SL||0.0||A|IU018453|20060717075917|KRISTY T GRAVES||GRAVES COMPANY|WW3|FIDN04827B||||1|20021021000000||||||20021021000000|||
370539.0|45086F424196C1AAE043814FD881C1AA|1.0|#53-690001-000  SOFTWORX DV 3.0 LINUX SW W/TOWER WORKSTATION INCLUDES: DUAL; 1.7GHZ PENTIUM 4 XEON PROCESSORS 1GB RAM MEMORY 60GB IDE HARD DRIVE CD-RW DRIVE 10/100 ETHERNET 21" CRT MONITOR 1 YEAR TELEPHONE SUPPORT|220|G|20021021000000|||||04|2009.0|5424602|BL|TOWNE CORPORATION|N|8115.44||||0.0|BL|BL101|050||||||||SL||||A|IU016479|20060910123406|MARCY W TOWNE||TOWNE CORPORATION||1296928||||1|20021021000000||||||20021021000000|||
370550.0|45086F424197C1AAE043814FD881C1AA|1.0|18116201 SLIDEPRO HYBRIDIZATION BASE|383|G|20021021000000|||||04|2009.0|5424600|BL|BURCHETT BIOSCIENCES|N|50701.65||||0.0|BL|BL101|162||||||||SL||||A|IU016480|20060910131915|CHASITY W BURCHETT||BURCHETT BIOSCIENCES||01062264||||1|20021021000000||||||20021021000000|||
