fin_coa_cd|org_cd|obj_id|ver_nbr|org_mgr_unvl_id|org_nm|rc_cd|org_phys_cmp_cd|org_typ_cd|org_dflt_acct_nbr|org_ln1_addr|org_ln2_addr|org_city_nm|org_state_cd|org_zip_cd|org_cntry_cd|org_begin_dt|org_end_dt|rpts_to_fin_coa_cd|rpts_to_org_cd|org_active_cd|org_in_fp_cd|org_plnt_acct_nbr|cmp_plnt_acct_nbr|org_plnt_coa_cd|cmp_plnt_coa_cd|
IN|BIOM|014F3DAF7ACAA448E043814FD28EA448|1.0|2479206997|BIOCHEMISTRY/MOLECULAR BIOLOGY|10|IN|O|1282200|MS 4053||INDIANAPOLIS|IN|46202-5122|US|20930701000000||IN|MED|Y|N|9570010|9570000|IN|IN|
IN|BIOS|014F3DAF7ACBA448E043814FD28EA448|1.0|4012108265|BIOSTATISTICS|10|IN|O|6682500|CL 635||INDIANAPOLIS|IN|46202-5200|US|20930701000000||IN|MDEP|Y|N|9570010|9570000|IN|IN|
IN|BLAN|014F3DAF7ACCA448E043814FD28EA448|1.0|5263908889|BUSINESS LAW, BUSINESS|24|IN|H|1289501|BS 3024||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|BUS|N|N|9570024|9570000|IN|IN|
IN|BLDG|014F3DAF7ACDA448E043814FD28EA448|1.0|4429103949|BUILDING MAINTENANCE|82|IN|O||PL 208||INDIANAPOLIS|IN|46202-5183|US|20930701000000||IN|PHYP|N|N|9570082|9570000|IN|IN|
IN|BME|014F3DAF800AA448E043814FD28EA448|1.0|3527803486|BIOMEDICAL ENGINEERING|34|IN|O|1295010|SL174B||INDIANAPOLIS|IN|46202|US|20010306000000||IN|ENGT|Y|N|9570034|9570000|IN|IN|
IN|BMLB|014F3DAF7ACEA448E043814FD28EA448|1.0|3716609036|BIOMECHANICAL LABORATORY|14|IN|O||DS 130||INDIANAPOLIS|IN|46202-5186|US|20930701000000||IN|DRES|N|N|9570014|9570000|IN|IN|
IN|BOT|014F3DAF7ACFA448E043814FD28EA448|1.0|2007901595|BOTANY|20|IN|H|1293701|LD 3220||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|SCI|N|N|9570020|9570000|IN|IN|
IN|BOWN|014F3DAF7AD0A448E043814FD28EA448|1.0|3454106039|BOWEN RESEARCH CENTER|10|IN|O|1283300|1110 W. MICHIGAN ST.||INDIANAPOLIS|IN|46202-5102|US|20941220000000||IN|FAMM|Y|N|9570010|9570000|IN|IN|
IN|BRTC|014F3DAF8146A448E043814FD28EA448|1.0|2367402565|BRTC LEASE PAYMENTS|10|IN|N|9170030|W MICH ST||INDIANAPOLIS|IN|46113|US|20030411000000||IN|MED|Y|N|9570031|9570031|IN|IN|
IN|BSER|014F3DAF7AD1A448E043814FD28EA448|1.0|2422606713|BUILDING SERVICES|82|IN|H|1299901|PL 206A||INDIANAPOLIS|IN|46113|US|20980320000000|20980320000000|IN|CFSG|N|N|9570082|9570000|IN|IN|
IN|BTRC|014F3DAF8145A448E043814FD28EA448|1.0|2367402565|BRTC LEASE PAYMENTS|NO|IN|N|9170030|W MICH ST||INDIANAPOLIS|IN|46113|US|20030411000000|20030423000000|IN|IN|N|N|9570000|9570000|IN|IN|
IN|BUDG|014F3DAF7AD2A448E043814FD28EA448|1.0|3114503350|BUDGET ~ FISCAL AFFAIRS|78|IN|O|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20930701000000||IN|ADAF|Y|N|9570080|9570000|IN|IN|
IN|BUDU|014F3DAF7AD3A448E043814FD28EA448|1.0|3114503350|BUDGET OFFICE, UNIVERSITY|78|IN|H|1270987|||INDIANAPOLIS|IN|46202|US|20980527000000|20980616000000|IN|IN|N|N|||||
IN|BURS|014F3DAF7AD4A448E043814FD28EA448|1.0|3808900136|BURSAR OFFICE|78|IN|O|1272810|CA 147||INDIANAPOLIS|IN|46202|US|20930701000000||IN|ADAF|Y|N|9570078|9570000|IN|IN|
IN|BUS|014F3DAF7AD5A448E043814FD28EA448|1.0|6172204597|BUSINESS|24|IN|R|1289500|BS 3022||INDIANAPOLIS|IN|46202|US|20930701000000||IN|IN|Y|N|9570024|9570000|IN|IN|
IN|BUSA|014F3DAF7AD6A448E043814FD28EA448|1.0|5263908889|BUSINESS ADMINISTRATION|24|IN|H|1289501|BS 3024||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|BUS|N|N|9570024|9570000|IN|IN|
IN|BUSD|014F3DAF7AD7A448E043814FD28EA448|1.0|5263908889|BUSINESS, DIVISION OF BUSINESS|24|IN|H|1289501|BS 3024||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|BUS|N|N|9570024|9570000|IN|IN|
IN|BUSE|014F3DAF7AD8A448E043814FD28EA448|1.0|5263908889|BUSINESS ~ ECONOMICS, DIVISION OF|24|IN|H|1289501|BS 3024||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|BUS|N|N|9570024|9570000|IN|IN|
IN|BUSI|014F3DAF7AD9A448E043814FD28EA448|1.0|5263908889|BUSINESS|24|IN|H|1289501|BS 3024||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|BUS|N|N|9570024|9570000|IN|IN|
IN|BUSM|014F3DAF7ADAA448E043814FD28EA448|1.0|2232000480|BUSINESS MANAGER|10|IN|H|1280007|MS 162||INDIANAPOLIS|IN|46202-5120|US|20980305000000|20980305000000|IN|DMSC|N|N|9570010|9570000|IN|IN|
IN|CA|014F3DAF7ADBA448E043814FD28EA448|1.0|2318605547|POLIS - CA|18|IN|O|1292065|CA 301C||INDIANAPOLIS|IN|46202-5140|US|20990701000000||IN|POLI|Y|N|9570018|9570000|IN|IN|
IN|CAAA|014F3DAF7ADCA448E043814FD28EA448|1.0|5689604619|CENTER ON AGING AND AGED|38|IN|H|1290000|ES 4138||INDIANAPOLIS|IN|46202|US|20980316000000|20980316000000|IN|SOCW|N|N|9570038|9570000|IN|IN|
IN|CAIN|014F3DAF7ADDA448E043814FD28EA448|1.0|5102107521|CAMPUS INTERRELATIONS|58|IN|O|1271400|LY 002C||INDIANAPOLIS|IN|46202|US|20980216000000||IN|STLI|Y|N|9570058|9570000|IN|IN|
IN|CAMS|014F3DAF7ADEA448E043814FD28EA448|1.0|3114503350|UNKNOWN|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|CANC|014F3DAF7ADFA448E043814FD28EA448|1.0|3420502200|CANCER CENTER|10|IN|O|1287500|EM 312||INDIANAPOLIS|IN|46202-5124|US|20930701000000||IN|MED|Y|N|9570010|9570000|IN|IN|
IN|CARD|014F3DAF7AE0A448E043814FD28EA448|1.0|2724700273|CARDIOLOGY|10|IN|O|1182565|KI A217||INDIANAPOLIS|IN|46202-2859|US|20930701000000||IN|MDEP|Y|N|9570010|9570000|IN|IN|
IN|CARE|014F3DAF7AE1A448E043814FD28EA448|1.0|3716609036|COMPREHENSIVE CARE CLINIC|14|IN|O||DS 130||INDIANAPOLIS|IN|46202-5186|US|20930701000000|20990312000000|IN|DSCC|N|N|9570014|9570000|IN|IN|
IN|CAT|014F3DAF7AE2A448E043814FD28EA448|1.0|5302509476|LIBRARY, CATALOGING|68|IN|H|1298800|LY 135||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|LIBR|N|N|9570068|9570000|IN|IN|
IN|CDCM|014F3DAF7AE3A448E043814FD28EA448|1.0|1325700900|CAD/CAM CENTER|34|IN|H|1295000|ET 219||INDIANAPOLIS|IN|46202|US|20980316000000|20980316000000|IN|ENGT|N|N|9570034|9570000|IN|IN|
IN|CEDD|014F3DAF7AE4A448E043814FD28EA448|1.0|3716609036|DENTAL CONTINUING EDUCATION|14|IN|H|1276100|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980310000000|20980310000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|CEDP|014F3DAF7AE5A448E043814FD28EA448|1.0|3135705171|? (UNKNOWN)|26|IN|H|1296300|ES 3138A||INDIANAPOLIS|IN|46202-5155|US|20980316000000|20980316000000|IN|EDUC|N|N|9570026|9570000|IN|IN|
IN|CEIP|014F3DAF810AA448E043814FD28EA448|1.0|2845700356|CELLULAR AND INTEGRATIVE PHYSIOLOGY|10|IN|H|1279800|CF 124||INDIANAPOLIS|IN|46202-5119|US|20021114000000|20021231000000|IN|MED|N|N|9570010|9570000|IN|IN|
IN|CELL|014F3DAF7AE6A448E043814FD28EA448|1.0|3716609036|CELL CULTURE LABORATORY|14|IN|O||DS 130||INDIANAPOLIS|IN|46202-5186|US|20930701000000|20990312000000|IN|DSRS|N|N|9570014|9570000|IN|IN|
IN|CETH|014F3DAF7AE7A448E043814FD28EA448|1.0|2845700356|CENTER FOR ETHICS|10|IN|O|1280000|FH 207||INDIANAPOLIS|IN|46202|US|20990215000000||IN|MED|Y|N|9570010|9570000|IN|IN|
IN|CEWH|014F3DAF7AE8A448E043814FD28EA448|1.0|2999000040|CTR-EXCELLENCE IN WOMEN`S HLTH|10|IN|O|2287800|RT 464||INDIANAPOLIS|IN|46202|US|20971007000000||IN|MED|Y|N|9570010|9570000|IN|IN|
IN|CFSA|014F3DAF7AE9A448E043814FD28EA448|1.0|1538407407|CAMPUS FACILITY SERVICE AUXILIARIES|82|IN|F|1299901|PL206A||INDIANAPOLIS|IN|46202|US|20940509000000||IN|PHYP|Y|N|9570082|9570000|IN|IN|
IN|CFSG|014F3DAF7AEAA448E043814FD28EA448|1.0|2123906967|CAMPUS FACILITY SERVICE GENERAL FUND|82|IN|N|1299901|PL 206A||INDIANAPOLIS|IN|46202|US|20940509000000||IN|PHYP|Y|N|9570082|9570000|IN|IN|
IN|CFSM|014F3DAF7AEBA448E043814FD28EA448|1.0|3379807602|CAMPUS FACILITY SERVICE MISC.|82|IN|N|1299901|PL 206||INDIANAPOLIS|IN|46113|US|20940509000000||IN|PHYP|Y|N|9570082|9570000|IN|IN|
IN|CFSS|014F3DAF7AECA448E043814FD28EA448|1.0|1255308159|CAMPUS FACILITY SERVICE SURPLUS EQUIP|82|IN|N|1299901|PL 206A||INDIANAPOLIS|IN|46113|US|20940509000000||IN|CFSG|Y|N|9570082|9570000|IN|IN|
IN|CFST|014F3DAF7AEDA448E043814FD28EA448|1.0|6269308135|CAMPUS FACILITY SERVICE TEMPORARY|78|IN|N|1299901|PL206A||INDIANAPOLIS|IN|46202|US|20980601000000||IN|IN|Y|N|9570078|9570000|IN|IN|
IN|CFSU|014F3DAF7AEEA448E043814FD28EA448|1.0|2123906967|CAMPUS FACILITY SERVICE UTILITIES|82|IN|N|1299901|PL206A||INDIANAPOLIS|IN|46113|US|20940509000000||IN|PHYP|Y|N|9570082|9570000|IN|IN|
IN|CHAN|014F3DAF7AEFA448E043814FD28EA448|1.0|3114503350|CHANCELLOR|74|IN|H|1270000|AO 122||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|EXEC|N|N|9570074|9570000|IN|IN|
IN|CHAP|014F3DAF8180A448E043814FD28EA448|1.0|5686203320|CHAPLAN|58|IN|H|1270058|AO 108||INDIANAPOLIS|IN|46202|US|20040615000000|20040615000000|IN|ACSP|N|N|9570058|9570000|IN|IN|
IN|CHCR|014F3DAF7AF0A448E043814FD28EA448|1.0|3379807602|CHILD CARE CENTER|78|IN|D|6071400|YC 111||INDIANAPOLIS|IN|46202|US|20930701000000||IN|ADAF|Y|N|9570078|9571400|IN|IN|
IN|CHEM|014F3DAF7AF1A448E043814FD28EA448|1.0|2007901595|CHEMISTRY|20|IN|O|1294000|LD 3326||INDIANAPOLIS|IN|46202|US|20930701000000||IN|SCI|Y|N|9570020|9570000|IN|IN|
IN|CHTP|014F3DAF7AF2A448E043814FD28EA448|1.0|6165100953|CHEMICAL TEST PROGRAM|10|IN|O|1286200|MS A401||INDIANAPOLIS|IN|46202-5120|US|20930701000000||IN|PHTX|Y|N|9570010|9570000|IN|IN|
IN|CIMB|014F3DAF8187A448E043814FD28EA448|1.0|3600407439|CENTER FOR IMMUNO-BIOLOGY|10|IN|O|1182575|VA-111P-IU||INDIANAPOLIS|IN|46202-5250|US|20040624000000||IN|MDEP|Y|N|9570010|9570000|IN|IN|
IN|CLAS|014F3DAF7AF3A448E043814FD28EA448|1.0|2318605547|CLASSICAL STUDIES|18|IN|H|1292087|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20980312000000|20980312000000|IN|LANG|N|N|9570018|9570000|IN|IN|
IN|CLDY|014F3DAF7AF4A448E043814FD28EA448|1.0|3716609036|CLINICAL DENTISTRY|14|IN|H|1276125|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980310000000|20980310000000|IN|DCLC|N|N|9570014|9570000|IN|IN|
IN|CLLL|014F3DAF7AF5A448E043814FD28EA448|1.0|3114503350|UNKNOWN|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|CLMD|014F3DAF7AF6A448E043814FD28EA448|1.0|1170706400|CLINICAL MEDICINE|10|IN|H|1282500|EM 312||INDIANAPOLIS|IN|46202-5124|US|20980304000000|20980304000000|IN|MDEP|N|N|9570010|9570000|IN|IN|
IN|CLN|014F3DAF7AF7A448E043814FD28EA448|1.0|5089405013|COMMUNITY LEARNING NETWORK|58|IN|O|1270123|UN 142||INDIANAPOLIS|IN|46202|US|20930701000000||IN|ACSP|Y|N|9570058|9570000|IN|IN|
IN|CLPA|014F3DAF7AF8A448E043814FD28EA448|1.0|1200708313|CLINICAL PATHOLOGY|10|IN|H|1285700|MS A128||INDIANAPOLIS|IN|46202-5120|US|20980305000000|20980305000000|IN|PATH|N|N|9570010|9570000|IN|IN|
IN|CMPR|014F3DAF7AF9A448E043814FD28EA448|1.0|6269308135|COMMUNITY AND PUBLIC RELATIONS|79|IN|H|1270403|AO 109||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|EXAF|N|N|9570079|9570000|IN|IN|
IN|CNET|014F3DAF7AFAA448E043814FD28EA448|1.0|1325700900|COMPUTER NETWORK CENTER|34|IN|H|1295000|ET 219||INDIANAPOLIS|IN|46202|US|20980316000000|20980316000000|IN|ENGT|N|N|9570034|9570000|IN|IN|
IN|CNSR|014F3DAF7AFBA448E043814FD28EA448|1.0|5102107521|COUNSELING SERVICES-IUPUI|73|IN|H|1270287|AO 112||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|STAF|N|N|9570073|9570000|IN|IN|
IN|COAS|014F3DAF7AFCA448E043814FD28EA448|1.0|3114503350|ARTS ~ SCIENCES, COLLEGE OF|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|COCO|014F3DAF7AFDA448E043814FD28EA448|1.0|4266401961|CONTINUING STUDIES AND OUTREACH|58|IN|H|1270587|UN 142||INDIANAPOLIS|IN|46202|US|20980319000000|20980319000000|IN|ACSP|N|N|9570058|9570000|IN|IN|
IN|COIS|014F3DAF7AFEA448E043814FD28EA448|1.0|2007901595|COMPUTER AND INFORMATION SCIENCE|20|IN|H|1293701|LD 3220||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|SCI|N|N|9570020|9570000|IN|IN|
IN|COLC|014F3DAF7AFFA448E043814FD28EA448|1.0|5594206387|COLUMBUS CENTER|46|IN|H|1299300|CO 162||COLUMBUS|IN|47203|US|20980324000000|20980324000000|IN|COLU|N|N|9570046|9570000|IN|IN|
IN|COLU|014F3DAF7B00A448E043814FD28EA448|1.0|5594206387|IUPU COLUMBUS|46|IN|R|1299300|CO 162||COLUMBUS|IN|47203|US|20930701000000||IN|IN|Y|N|9570046|9570000|IN|IN|
IN|COM|014F3DAF7B01A448E043814FD28EA448|1.0|2857103497|CONTINUING MEDICAL EDUCATION|10|IN|H|1280200|BR 156||INDIANAPOLIS|IN|46202-5178|US|20980303000000|20980303000000|IN|COME|N|N|9570010|9570000|IN|IN|
IN|COMD|014F3DAF7B02A448E043814FD28EA448|1.0|3716609036|COMMUNITY DENTISTRY|14|IN|H|1276100|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980305000000|20980305000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|COME|014F3DAF7B03A448E043814FD28EA448|1.0|4040902117|CONTINUING MEDICAL EDUCATION|10|IN|O|1280520|EF 200||INDIANAPOLIS|IN|46202|US|20930701000000||IN|MED|Y|N|9570010|9570000|IN|IN|
IN|COMH|014F3DAF7B04A448E043814FD28EA448|1.0|3629509166|COMMUNITY HEALTH SCIENCES|12|IN|H|1279110|NU 132||INDIANAPOLIS|IN|46202-5107|US|20980305000000|20980305000000|IN|NURS|N|N|9570012|9570000|IN|IN|
IN|COMM|014F3DAF7B05A448E043814FD28EA448|1.0|1364506195|COMMUNICATION STUDIES|18|IN|O|1293500|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20970221000000||IN|LART|Y|N|9570018|9570000|IN|IN|
IN|COMP|014F3DAF7B06A448E043814FD28EA448|1.0|3716609036|COMPLETE DENTURE|14|IN|H|1276125|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980310000000|20980310000000|IN|DCLC|N|N|9570014|9570000|IN|IN|
IN|COMR|014F3DAF7B07A448E043814FD28EA448|1.0|6269308135|COMMUNITY RELATIONS|79|IN|O|1270403|AO 109||INDIANAPOLIS|IN|46202|US|20930701000000||IN|EXAF|Y|N|9570079|9570000|IN|IN|
IN|COMU|014F3DAF7B08A448E043814FD28EA448|1.0|2318605547|COMMUNICATION|18|IN|H|1293500|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20980312000000|20980312000000|IN|COMM|N|N|9570018|9570000|IN|IN|
IN|CONS|014F3DAF7B09A448E043814FD28EA448|1.0|1340401175|CONSTRUCTION TECHNOLOGY|34|IN|O|1295200|ET 309K||INDIANAPOLIS|IN|46202|US|20970630000000||IN|ENGT|Y|N|9570034|9570000|IN|IN|
IN|CONT|014F3DAF7B0AA448E043814FD28EA448|1.0|3114503350|CONTROLLER|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|ADAF|N|N|9570078|9570000|IN|IN|
IN|COOF|014F3DAF7B0BA448E043814FD28EA448|1.0|5102107521|COUNSELING OFFICE|73|IN|H|1270287|AO 112||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|STAF|N|N|9570073|9570000|IN|IN|
IN|COST|014F3DAF7B0CA448E043814FD28EA448|1.0|2318605547|COMMUNICATION STUDIES|18|IN|H|1293500|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20980324000000|20980324000000|IN|COMM|N|N|9570018|9570000|IN|IN|
IN|COTH|014F3DAF7B0DA448E043814FD28EA448|1.0|2318605547|COMMUNICATION ~ THEATRE|18|IN|O||CA 441C||INDIANAPOLIS|IN|46202-5140|US|20930701000000||IN|LART|Y|N|9570018|9570000|IN|IN|
IN|COUN|014F3DAF7B0EA448E043814FD28EA448|1.0|3114503350|GENERAL COUNSEL|74|IN|O|1270045|AO 122||INDIANAPOLIS|IN|46202|US|20930701000000||IN|EXEC|Y|N|9570074|9570000|IN|IN|
IN|CPAC|014F3DAF7B0FA448E043814FD28EA448|1.0|2318605547|PHILANTHROPY ACADEMIC|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPAD|014F3DAF7B10A448E043814FD28EA448|1.0|2318605547|PHILANTHROPY ADMINISTRATION|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPAL|014F3DAF7B11A448E043814FD28EA448|1.0|4722108521|CEREBRAL PALSY|10|IN|H|1279800|CF 124||INDIANAPOLIS|IN|46202-5119|US|20980303000000|20980303000000|IN|AHLT|N|N|9570010|9570000|IN|IN|
IN|CPHL|014F3DAF7B12A448E043814FD28EA448|1.0|1364506195|CENTER ON PHILANTHROPY|18|IN|O|1292018|TG 301||INDIANAPOLIS|IN|46202-5140|US|20930701000000||IN|LART|Y|N|9570018|9570000|IN|IN|
IN|CPHM|014F3DAF7B13A448E043814FD28EA448|1.0|5398709821|EXEC MGMT CENTER FOR PHILANTHROPY|74|IN|O||AO 122||INDIANAPOLIS|IN|46202|US|20930701000000||IN|EXEC|N|N|9570074|9570000|IN|IN|
IN|CPHR|014F3DAF7B14A448E043814FD28EA448|1.0|2708207895|CLINICAL PHARMACOLOGY|10|IN|O|1182566|WD/OPW 320||INDIANAPOLIS|IN|46202-2859|US|20930701000000||IN|MDEP|Y|N|9570010|9570000|IN|IN|
IN|CPOP|014F3DAF7B15A448E043814FD28EA448|1.0|2318605547|PHILANTHROPY OTHER PUBLIC SERVICE|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPPA|014F3DAF7B16A448E043814FD28EA448|1.0|2318605547|PHILANTHROPY PUBLIC AFFAIRS|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPPS|014F3DAF7B17A448E043814FD28EA448|1.0|2318605547|PHILANTHROPY PUBLIC SERVICE|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPRS|014F3DAF7B18A448E043814FD28EA448|1.0|2318605547|PHILANTHROPY RESEARCH|18|IN|O|1292017|CA 441C||INDIANAPOLIS|IN|46202-5140|US|20990621000000||IN|CPHL|Y|N|9570018|9570000|IN|IN|
IN|CPSC|014F3DAF7B19A448E043814FD28EA448|1.0|5102107521|COUNSELING AND PSYCHOLOGICAL SERVICES|73|IN|H|1270287|AO 112||INDIANAPOLIS|IN|46202|US|20980320000000|20980320000000|IN|STAF|N|N|9570073|9570000|IN|IN|
IN|CRED|014F3DAF7B1AA448E043814FD28EA448|1.0|3114503350|UNKNOWN|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|CRIM|014F3DAF7B1BA448E043814FD28EA448|1.0|1897800967|CRIMINAL JUSTICE|36|IN|H|1296800|BS 3025||INDIANAPOLIS|IN|46202|US|20980316000000|20980316000000|IN|SPEA|N|N|9570036|9570000|IN|IN|
IN|CSCI|014F3DAF7B1CA448E043814FD28EA448|1.0|2007901595|COMPUTER SCIENCE|20|IN|O|1294100|SL 2260||INDIANAPOLIS|IN|46202|US|20930701000000||IN|SCI|Y|N|9570020|9570000|IN|IN|
IN|CSER|014F3DAF7B1DA448E043814FD28EA448|1.0|4797306442|COMPUTER SERVICES|65|IN|H|6672200|ES 0010||INDIANAPOLIS|IN|46202-5157|US|20980320000000|20980320000000|IN|INTT|N|N|9570065|9570000|IN|IN|
IN|CSFA|014F3DAF7B1EA448E043814FD28EA448|1.0|3379807602|CONFERENCE/SPORTS FACILITIES|78|IN|O|1270987|IP 101||INDIANAPOLIS|IN|46202|US|20930701000000||IN|ADAF|Y|N|9570078|9570000|IN|IN|
IN|CSP|014F3DAF7B1FA448E043814FD28EA448|1.0|1110902378|CAREER ~ PLACEMENT SERVICES|49|IN|O|1271700|BS 2010||INDIANAPOLIS|IN|46202|US|20930701000000||IN|UCOL|Y|N|9570049|9570000|IN|IN|
IN|CSSC|014F3DAF7B20A448E043814FD28EA448|1.0|2007901595|COORDINATOR OF SCHOOL SCIENCE|20|IN|H|1293701|LD 3220||INDIANAPOLIS|IN|46202|US|20980313000000|20980313000000|IN|SCI|N|N|9570020|9570000|IN|IN|
IN|CTAD|014F3DAF7B21A448E043814FD28EA448|1.0|3114503350|CONTRACT ADMINISTRATION|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|CTEC|014F3DAF7B22A448E043814FD28EA448|1.0|6142507501|COMPUTER TECHNOLOGY|34|IN|O|1295100|SL 220B||INDIANAPOLIS|IN|46202|US|20970630000000||IN|ENGT|Y|N|9570034|9570000|IN|IN|
IN|CTED|014F3DAF7B23A448E043814FD28EA448|1.0|4863206315|CONTINUING EDUCATION|48|IN|H|1299100|W MICH ST||INDIANAPOLIS|IN|46113|US|20980316000000|20980316000000|IN|UCE|N|N|9570048|9570000|IN|IN|
IN|CTS|014F3DAF7B24A448E043814FD28EA448|1.0|4863206315|CONTINUING STUDIES|48|IN|H|1299100|W MICH ST||INDIANAPOLIS|IN|46113|US|20980316000000|20980316000000|IN|UCE|N|N|9570048|9570000|IN|IN|
IN|CTSD|014F3DAF7B25A448E043814FD28EA448|1.0|4353301119|CONTINUING STUDIES|48|IN|O|2099215|UN 333||INDIANAPOLIS|IN|46202|US|20930701000000||IN|UCE|Y|N|9570048|9570000|IN|IN|
IN|CUME|014F3DAF7B26A448E043814FD28EA448|1.0|3135705171|CENTER FOR URBAN AND MULTICULT|26|IN|H|1296300|ES 3138A||INDIANAPOLIS|IN|46202-5155|US|20980316000000|20980316000000|IN|EDUC|N|N|9570026|9570000|IN|IN|
IN|CURR|014F3DAF7B27A448E043814FD28EA448|1.0|3114503350|UNKNOWN|78|IN|H|1272800|AO 122||INDIANAPOLIS|IN|46202|US|20980618000000|20980618000000|IN|IN|N|N|9570080|9570000|IN|IN|
IN|CVBM|014F3DAF7B28A448E043814FD28EA448|1.0|2724700273|CENTER FOR VASCULAR BIOLOGY AND MEDICINE|10|IN|O|1182565|KI A-217||INDIANAPOLIS|IN|46202-2859|US|20000501000000||IN|MDEP|Y|N|9570010|9570000|IN|IN|
IN|CYTO|014F3DAF7B29A448E043814FD28EA448|1.0|4722108521|ALLIED HEALTH SCIENCES-CYTOL|10|IN|H|1279800|CF 124||INDIANAPOLIS|IN|46202-5119|US|20980303000000|20980303000000|IN|AHLT|N|N|9570010|9570000|IN|IN|
IN|DACA|014F3DAF7B2AA448E043814FD28EA448|1.0|3716609036|DENTISTRY ACADEMIC AFFAIRS|14|IN|O|1/1/01|DS 130||INDIANAPOLIS|IN|46202-5186|US|20930701000000|20010101000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|DAED|014F3DAF7B2BA448E043814FD28EA448|1.0|3716609036|DENTAL AUXILARY ED|14|IN|H|1276100|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980305000000|20980305000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|DAFA|014F3DAF7B2CA448E043814FD28EA448|1.0|3716609036|DENTISTRY ADMIN ~ FISCAL AFFAIRS|14|IN|O|1276100|DS 130||INDIANAPOLIS|IN|46202-5186|US|20930701000000|20010316000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|DART|014F3DAF7B2DA448E043814FD28EA448|1.0|3716609036|DENTAL ART AND ILLUSTRATIONS|14|IN|H|1276100|DS 130||INDIANAPOLIS|IN|46202-5186|US|20980305000000|20980305000000|IN|DENT|N|N|9570014|9570000|IN|IN|
IN|DAS|014F3DAF8199A448E043814FD28EA448|1.0|3808900136|DELINQUENT ACCOUNT SERVICES|78|IN|O|1272815|AO 120||INDIANAPOLIS|IN|46202|US|20050121000000||IN|ADSV|Y|N|9570078|9570000|IN|IN|
IN|DATA|014F3DAF7B2EA448E043814FD28EA448|1.0|4797306442|DATA COMMUNICATIONS|65|IN|H|6672200|ES 0010||INDIANAPOLIS|IN|46202-5157|US|20980320000000|20980320000000|IN|INTT|N|N|9570065|9570000|IN|IN|
