role_mbr_id|ver_nbr|obj_id|role_id|mbr_id|mbr_typ_cd|actv_frm_dt|actv_to_dt|last_updt_dt|
KFS498|1.0|KFS498|54|1529707192|P|||20121207233026|
KFS499|1.0|KFS499|54|2740808468|P|||20121207233026|
KFS5|1.0|KFS5|54|3386606059|P|||20121207233026|
KFS50|1.0|KFS50|54|5846500376|P|||20121207233026|
KFS500|1.0|KFS500|54|3406900727|P|||20121207233026|
KFS501|1.0|KFS501|54|2681701139|P|||20121207233026|
KFS502|1.0|KFS502|54|5163907497|P|||20121207233026|
KFS503|1.0|KFS503|54|3414606406|P|||20121207233026|
KFS504|1.0|KFS504|54|2362105752|P|||20121207233026|
KFS505|1.0|KFS505|54|5045602480|P|||20121207233026|
KFS506|1.0|KFS506|54|2169500830|P|||20121207233026|
KFS507|1.0|KFS507|54|2604400361|P|||20121207233026|
KFS508|1.0|KFS508|54|5720209145|P|||20121207233026|
KFS509|1.0|KFS509|54|5965907037|P|||20121207233026|
KFS51|1.0|KFS51|54|5262907175|P|||20121207233026|
KFS510|1.0|KFS510|54|3101406141|P|||20121207233026|
KFS511|1.0|KFS511|54|2528805211|P|||20121207233026|
KFS512|1.0|KFS512|54|3918606779|P|||20121207233026|
KFS513|1.0|KFS513|54|2379808946|P|||20121207233026|
KFS514|1.0|KFS514|54|5282906856|P|||20121207233026|
KFS515|1.0|KFS515|54|6051803775|P|||20121207233026|
KFS516|1.0|KFS516|54|6094500409|P|||20121207233026|
KFS517|1.0|KFS517|54|5166508090|P|||20121207233026|
KFS518|1.0|KFS518|54|1170706400|P|||20121207233026|
KFS519|1.0|KFS519|54|1867601981|P|||20121207233026|
KFS52|1.0|KFS52|54|3670600494|P|||20121207233026|
KFS520|1.0|KFS520|54|5541506375|P|||20121207233026|
KFS521|1.0|KFS521|54|5785104639|P|||20121207233026|
KFS522|1.0|KFS522|54|1793008100|P|||20121207233026|
KFS523|1.0|KFS523|54|4034202067|P|||20121207233026|
KFS524|1.0|KFS524|54|5334003983|P|||20121207233026|
KFS525|1.0|KFS525|54|2552202601|P|||20121207233026|
KFS526|1.0|KFS526|54|3910806448|P|||20121207233026|
KFS527|1.0|KFS527|54|1200708313|P|||20121207233026|
KFS528|1.0|KFS528|54|1409801740|P|||20121207233026|
KFS529|1.0|KFS529|54|3673205053|P|||20121207233026|
KFS53|1.0|KFS53|54|6240307307|P|||20121207233026|
KFS530|1.0|KFS530|54|4483606887|P|||20121207233026|
KFS531|1.0|KFS531|54|5154406618|P|||20121207233026|
KFS532|1.0|KFS532|54|1634605169|P|||20121207233026|
KFS533|1.0|KFS533|54|1689406108|P|||20121207233026|
KFS534|1.0|KFS534|54|4452809121|P|||20121207233026|
KFS535|1.0|KFS535|54|2283704736|P|||20121207233026|
KFS536|1.0|KFS536|54|4446301330|P|||20121207233026|
KFS537|1.0|KFS537|54|6170904981|P|||20121207233026|
KFS538|1.0|KFS538|54|2452000667|P|||20121207233026|
KFS539|1.0|KFS539|54|3492904444|P|||20121207233026|
KFS54|1.0|KFS54|54|2067406910|P|||20121207233026|
KFS540|1.0|KFS540|54|5384306295|P|||20121207233026|
KFS541|1.0|KFS541|54|3907601072|P|||20121207233026|
KFS542|1.0|KFS542|54|1618507225|P|||20121207233026|
KFS543|1.0|KFS543|54|2420002064|P|||20121207233026|
KFS544|1.0|KFS544|54|1811109385|P|||20121207233026|
KFS545|1.0|KFS545|54|1259209800|P|||20121207233026|
KFS546|1.0|KFS546|54|2553103572|P|||20121207233026|
KFS547|1.0|KFS547|54|2253805465|P|||20121207233026|
KFS548|1.0|KFS548|54|5852509909|P|||20121207233026|
KFS549|1.0|KFS549|54|5053009758|P|||20121207233026|
KFS55|1.0|KFS55|54|1586001806|P|||20121207233026|
KFS550|1.0|KFS550|54|4667608469|P|||20121207233026|
KFS551|1.0|KFS551|54|3012703100|P|||20121207233026|
KFS552|1.0|KFS552|54|1881202850|P|||20121207233026|
KFS553|1.0|KFS553|54|2588101919|P|||20121207233026|
KFS554|1.0|KFS554|54|5505306341|P|||20121207233026|
KFS555|1.0|KFS555|54|4394206018|P|||20121207233026|
KFS556|1.0|KFS556|54|3933904788|P|||20121207233026|
KFS557|1.0|KFS557|54|5018607807|P|||20121207233026|
KFS558|1.0|KFS558|54|1594308264|P|||20121207233026|
KFS559|1.0|KFS559|54|3744107105|P|||20121207233026|
KFS56|1.0|KFS56|54|3608607904|P|||20121207233026|
KFS560|1.0|KFS560|54|4430604374|P|||20121207233026|
KFS561|1.0|KFS561|54|5789807604|P|||20121207233026|
KFS562|1.0|KFS562|54|4471904949|P|||20121207233026|
KFS563|1.0|KFS563|54|4672105003|P|||20121207233026|
KFS564|1.0|KFS564|54|1715703441|P|||20121207233026|
KFS565|1.0|KFS565|54|4959604187|P|||20121207233026|
KFS566|1.0|KFS566|54|3701402014|P|||20121207233026|
KFS567|1.0|KFS567|54|5535209660|P|||20121207233026|
KFS568|1.0|KFS568|54|2783907167|P|||20121207233026|
KFS569|1.0|KFS569|54|3262902893|P|||20121207233026|
KFS57|1.0|KFS57|54|2256603317|P|||20121207233026|
KFS570|1.0|KFS570|54|2456303043|P|||20121207233026|
KFS571|1.0|KFS571|54|3312302137|P|||20121207233026|
KFS572|1.0|KFS572|54|2191200653|P|||20121207233026|
KFS573|1.0|KFS573|54|3239505891|P|||20121207233026|
KFS574|1.0|KFS574|54|3229901916|P|||20121207233026|
KFS575|1.0|KFS575|54|2671604827|P|||20121207233026|
KFS576|1.0|KFS576|54|3681205703|P|||20121207233026|
KFS577|1.0|KFS577|54|2792204561|P|||20121207233026|
KFS578|1.0|KFS578|54|4649606358|P|||20121207233026|
KFS579|1.0|KFS579|54|5420400165|P|||20121207233026|
KFS58|1.0|KFS58|54|1610003826|P|||20121207233026|
KFS580|1.0|KFS580|54|2814801804|P|||20121207233026|
KFS581|1.0|KFS581|54|2325208621|P|||20121207233026|
KFS582|1.0|KFS582|54|5210403288|P|||20121207233026|
KFS583|1.0|KFS583|54|1421900725|P|||20121207233026|
KFS584|1.0|KFS584|54|3166901050|P|||20121207233026|
KFS585|1.0|KFS585|54|3712704766|P|||20121207233026|
KFS586|1.0|KFS586|54|2709506479|P|||20121207233026|
KFS587|1.0|KFS587|54|1373503598|P|||20121207233026|
KFS588|1.0|KFS588|54|1893206735|P|||20121207233026|
KFS589|1.0|KFS589|54|1821805071|P|||20121207233026|
KFS59|1.0|KFS59|54|6126708165|P|||20121207233026|
KFS590|1.0|KFS590|54|4956605958|P|||20121207233026|
KFS591|1.0|KFS591|54|5452902895|P|||20121207233026|
KFS592|1.0|KFS592|54|4373500652|P|||20121207233026|
KFS593|1.0|KFS593|54|2664109901|P|||20121207233026|
KFS594|1.0|KFS594|54|1946205984|P|||20121207233026|
KFS595|1.0|KFS595|54|2773000082|P|||20121207233026|
KFS596|1.0|KFS596|54|5184906417|P|||20121207233026|
KFS597|1.0|KFS597|54|3445505002|P|||20121207233026|
KFS598|1.0|KFS598|54|3463501705|P|||20121207233026|
KFS599|1.0|KFS599|54|3645101596|P|||20121207233026|
KFS6|1.0|KFS6|54|2499408370|P|||20121207233026|
KFS60|1.0|KFS60|54|4052406505|P|||20121207233026|
KFS600|1.0|KFS600|54|4704600556|P|||20121207233026|
KFS601|1.0|KFS601|54|5622705948|P|||20121207233026|
KFS602|1.0|KFS602|54|3454106039|P|||20121207233026|
KFS603|1.0|KFS603|54|6259500614|P|||20121207233026|
KFS604|1.0|KFS604|54|2966509283|P|||20121207233026|
KFS605|1.0|KFS605|54|3597903619|P|||20121207233026|
KFS606|1.0|KFS606|54|2156007406|P|||20121207233026|
KFS607|1.0|KFS607|54|4222102340|P|||20121207233026|
KFS608|1.0|KFS608|54|5678308914|P|||20121207233026|
KFS609|1.0|KFS609|54|5969905212|P|||20121207233026|
KFS61|1.0|KFS61|54|5840806578|P|||20121207233026|
KFS610|1.0|KFS610|54|4329502868|P|||20121207233026|
KFS611|1.0|KFS611|54|3695405816|P|||20121207233026|
KFS612|1.0|KFS612|54|4089203889|P|||20121207233026|
KFS613|1.0|KFS613|54|1794704319|P|||20121207233026|
KFS614|1.0|KFS614|54|1241605004|P|||20121207233026|
KFS615|1.0|KFS615|54|5101601385|P|||20121207233026|
KFS616|1.0|KFS616|54|2090102017|P|||20121207233026|
KFS617|1.0|KFS617|54|2580002272|P|||20121207233026|
KFS618|1.0|KFS618|54|5576601733|P|||20121207233026|
KFS619|1.0|KFS619|54|5366808694|P|||20121207233026|
KFS62|1.0|KFS62|54|2997600421|P|||20121207233026|
KFS620|1.0|KFS620|54|3545207632|P|||20121207233026|
KFS621|1.0|KFS621|54|3102209996|P|||20121207233026|
KFS622|1.0|KFS622|54|4450801341|P|||20121207233026|
KFS623|1.0|KFS623|54|1612703479|P|||20121207233026|
KFS624|1.0|KFS624|54|5525505651|P|||20121207233026|
KFS625|1.0|KFS625|54|4464505705|P|||20121207233026|
KFS626|1.0|KFS626|54|1800105002|P|||20121207233026|
KFS627|1.0|KFS627|54|3344009440|P|||20121207233026|
KFS628|1.0|KFS628|54|4706809038|P|||20121207233026|
KFS629|1.0|KFS629|54|2891402154|P|||20121207233026|
KFS63|1.0|KFS63|54|2059604038|P|||20121207233026|
KFS630|1.0|KFS630|54|1106901514|P|||20121207233026|
KFS631|1.0|KFS631|54|2950605083|P|||20121207233026|
KFS632|1.0|KFS632|54|2735008733|P|||20121207233026|
KFS633|1.0|KFS633|54|4941302701|P|||20121207233026|
KFS634|1.0|KFS634|54|5546405401|P|||20121207233026|
KFS635|1.0|KFS635|54|1373005978|P|||20121207233026|
KFS636|1.0|KFS636|54|3417804797|P|||20121207233026|
KFS637|1.0|KFS637|54|5630801602|P|||20121207233026|
KFS638|1.0|KFS638|54|4406304317|P|||20121207233026|
KFS639|1.0|KFS639|54|2361100900|P|||20121207233026|
KFS64|1.0|KFS64|54|2396907870|P|||20121207233026|
KFS640|1.0|KFS640|54|1306305885|P|||20121207233026|
KFS641|1.0|KFS641|54|3687005124|P|||20121207233026|
KFS642|1.0|KFS642|54|3246604444|P|||20121207233026|
KFS643|1.0|KFS643|54|2660204297|P|||20121207233026|
KFS644|1.0|KFS644|54|1781003865|P|||20121207233026|
KFS645|1.0|KFS645|54|5563807567|P|||20121207233026|
KFS646|1.0|KFS646|54|1233208366|P|||20121207233026|
KFS647|1.0|KFS647|54|4968607063|P|||20121207233026|
KFS648|1.0|KFS648|54|4823004194|P|||20121207233026|
KFS649|1.0|KFS649|54|5714106800|P|||20121207233026|
KFS65|1.0|KFS65|54|2580507812|P|||20121207233026|
KFS650|1.0|KFS650|54|4468002387|P|||20121207233026|
KFS651|1.0|KFS651|54|1391703903|P|||20121207233026|
KFS652|1.0|KFS652|54|5004802845|P|||20121207233026|
KFS653|1.0|KFS653|54|3232007851|P|||20121207233026|
KFS654|1.0|KFS654|54|6162502038|P|||20121207233026|
KFS655|1.0|KFS655|54|2708207895|P|||20121207233026|
KFS656|1.0|KFS656|54|3909303174|P|||20121207233026|
KFS657|1.0|KFS657|54|5472506840|P|||20121207233026|
KFS658|1.0|KFS658|54|1607306341|P|||20121207233026|
KFS659|1.0|KFS659|54|4249202839|P|||20121207233026|
KFS66|1.0|KFS66|54|1877007651|P|||20121207233026|
KFS660|1.0|KFS660|54|6054309812|P|||20121207233026|
KFS661|1.0|KFS661|54|3940305045|P|||20121207233026|
KFS662|1.0|KFS662|54|1443505632|P|||20121207233026|
KFS663|1.0|KFS663|54|1736801902|P|||20121207233026|
KFS664|1.0|KFS664|54|3593407588|P|||20121207233026|
KFS665|1.0|KFS665|54|4464505768|P|||20121207233026|
KFS666|1.0|KFS666|54|2319606904|P|||20121207233026|
KFS667|1.0|KFS667|54|4226103092|P|||20121207233026|
KFS668|1.0|KFS668|54|2717708169|P|||20121207233026|
KFS669|1.0|KFS669|54|4440008197|P|||20121207233026|
KFS67|1.0|KFS67|54|4266401961|P|||20121207233026|
KFS670|1.0|KFS670|54|5752908620|P|||20121207233026|
KFS671|1.0|KFS671|54|5614708043|P|||20121207233026|
KFS672|1.0|KFS672|54|5151809337|P|||20121207233026|
KFS673|1.0|KFS673|54|4133402071|P|||20121207233026|
KFS674|1.0|KFS674|54|4496100083|P|||20121207233026|
KFS675|1.0|KFS675|54|6132403622|P|||20121207233026|
KFS676|1.0|KFS676|54|2615708929|P|||20121207233026|
KFS677|1.0|KFS677|54|2107408108|P|||20121207233026|
KFS678|1.0|KFS678|54|4744906489|P|||20121207233026|
KFS679|1.0|KFS679|54|3306705802|P|||20121207233026|
KFS68|1.0|KFS68|54|6276904397|P|||20121207233026|
KFS680|1.0|KFS680|54|1416100736|P|||20121207233026|
KFS681|1.0|KFS681|54|4242504968|P|||20121207233026|
KFS682|1.0|KFS682|54|2051003056|P|||20121207233026|
KFS683|1.0|KFS683|54|2160401493|P|||20121207233026|
KFS684|1.0|KFS684|54|2537809390|P|||20121207233026|
KFS685|1.0|KFS685|54|1555503680|P|||20121207233026|
KFS686|1.0|KFS686|54|3465301554|P|||20121207233026|
KFS687|1.0|KFS687|54|2596106833|P|||20121207233026|
KFS688|1.0|KFS688|54|4886008480|P|||20121207233026|
KFS689|1.0|KFS689|54|6221706714|P|||20121207233026|
KFS69|1.0|KFS69|54|4999002723|P|||20121207233026|
KFS690|1.0|KFS690|54|5186102229|P|||20121207233026|
KFS691|1.0|KFS691|54|2035402366|P|||20121207233026|
KFS692|1.0|KFS692|54|2932706840|P|||20121207233026|
KFS693|1.0|KFS693|54|3184309620|P|||20121207233026|
KFS694|1.0|KFS694|54|5877408321|P|||20121207233026|
KFS695|1.0|KFS695|54|2675503231|P|||20121207233026|
KFS696|1.0|KFS696|54|5918604591|P|||20121207233026|
KFS697|1.0|KFS697|54|6098801303|P|||20121207233026|
KFS698|1.0|KFS698|54|2343308403|P|||20121207233026|
KFS699|1.0|KFS699|54|3285900998|P|||20121207233026|
KFS7|1.0|KFS7|54|1309104027|P|||20121207233026|
KFS70|1.0|KFS70|54|5779506654|P|||20121207233026|
KFS700|1.0|KFS700|54|2918801999|P|||20121207233026|
KFS701|1.0|KFS701|54|2093401908|P|||20121207233026|
KFS702|1.0|KFS702|54|6291109390|P|||20121207233026|
KFS703|1.0|KFS703|54|5344900879|P|||20121207233026|
KFS704|1.0|KFS704|54|5171509918|P|||20121207233026|
KFS705|1.0|KFS705|54|3402005199|P|||20121207233026|
KFS706|1.0|KFS706|54|3236001621|P|||20121207233026|
KFS707|1.0|KFS707|54|2285105599|P|||20121207233026|
KFS708|1.0|KFS708|54|2501003115|P|||20121207233026|
KFS709|1.0|KFS709|54|5448802231|P|||20121207233026|
KFS71|1.0|KFS71|54|5402206934|P|||20121207233026|
KFS710|1.0|KFS710|54|2717804241|P|||20121207233026|
KFS711|1.0|KFS711|54|4025604325|P|||20121207233026|
KFS712|1.0|KFS712|54|5074403509|P|||20121207233026|
KFS713|1.0|KFS713|54|2615105455|P|||20121207233026|
KFS714|1.0|KFS714|54|1294109220|P|||20121207233026|
KFS715|1.0|KFS715|54|4797500314|P|||20121207233026|
KFS716|1.0|KFS716|54|1643905301|P|||20121207233026|
KFS717|1.0|KFS717|54|6080308182|P|||20121207233026|
KFS718|1.0|KFS718|54|3514105019|P|||20121207233026|
KFS719|1.0|KFS719|54|1226904798|P|||20121207233026|
KFS72|1.0|KFS72|54|3600407439|P|||20121207233026|
KFS720|1.0|KFS720|54|1732407799|P|||20121207233026|
KFS721|1.0|KFS721|54|1760600402|P|||20121207233026|
KFS722|1.0|KFS722|54|2868007063|P|||20121207233026|
KFS723|1.0|KFS723|54|1208408248|P|||20121207233026|
KFS724|1.0|KFS724|54|5335305005|P|||20121207233026|
KFS725|1.0|KFS725|54|5627305015|P|||20121207233026|
KFS726|1.0|KFS726|54|3173704814|P|||20121207233026|
KFS727|1.0|KFS727|54|5660204051|P|||20121207233026|
KFS728|1.0|KFS728|54|1429401698|P|||20121207233026|
KFS729|1.0|KFS729|54|4511501672|P|||20121207233026|
KFS73|1.0|KFS73|54|5421008748|P|||20121207233026|
KFS730|1.0|KFS730|54|6165100953|P|||20121207233026|
KFS731|1.0|KFS731|54|4124805803|P|||20121207233026|
KFS732|1.0|KFS732|54|3396200491|P|||20121207233026|
KFS733|1.0|KFS733|54|4825300095|P|||20121207233026|
KFS734|1.0|KFS734|54|5273000148|P|||20121207233026|
KFS735|1.0|KFS735|54|4323104089|P|||20121207233026|
KFS736|1.0|KFS736|54|1520300891|P|||20121207233026|
KFS737|1.0|KFS737|54|3826400961|P|||20121207233026|
KFS738|1.0|KFS738|54|1611308074|P|||20121207233026|
KFS739|1.0|KFS739|54|1274007182|P|||20121207233026|
KFS74|1.0|KFS74|54|2906405069|P|||20121207233026|
KFS740|1.0|KFS740|54|4642409981|P|||20121207233026|
KFS741|1.0|KFS741|54|2722306665|P|||20121207233026|
KFS742|1.0|KFS742|54|4071101475|P|||20121207233026|
KFS743|1.0|KFS743|54|3257204727|P|||20121207233026|
KFS744|1.0|KFS744|54|2047009140|P|||20121207233026|
KFS745|1.0|KFS745|54|1505600379|P|||20121207233026|
KFS746|1.0|KFS746|54|5400901960|P|||20121207233026|
KFS747|1.0|KFS747|54|3383108331|P|||20121207233026|
KFS748|1.0|KFS748|54|5822600575|P|||20121207233026|
KFS749|1.0|KFS749|54|5248201148|P|||20121207233026|
KFS75|1.0|KFS75|54|1466201279|P|||20121207233026|
KFS750|1.0|KFS750|54|2198202350|P|||20121207233026|
KFS751|1.0|KFS751|54|2766501199|P|||20121207233026|
KFS752|1.0|KFS752|54|2208900926|P|||20121207233026|
KFS753|1.0|KFS753|54|5468701656|P|||20121207233026|
KFS754|1.0|KFS754|54|4685602389|P|||20121207233026|
KFS755|1.0|KFS755|54|4277405545|P|||20121207233026|
KFS756|1.0|KFS756|54|5254708562|P|||20121207233026|
KFS757|1.0|KFS757|54|2788101156|P|||20121207233026|
KFS758|1.0|KFS758|54|1463703123|P|||20121207233026|
KFS759|1.0|KFS759|54|5309207209|P|||20121207233026|
KFS76|1.0|KFS76|54|4813308951|P|||20121207233026|
KFS760|1.0|KFS760|54|2117500270|P|||20121207233026|
KFS761|1.0|KFS761|54|2257903278|P|||20121207233026|
KFS762|1.0|KFS762|54|2600805164|P|||20121207233026|
KFS763|1.0|KFS763|54|5067806570|P|||20121207233026|
KFS764|1.0|KFS764|54|5801103380|P|||20121207233026|
KFS765|1.0|KFS765|54|5740007891|P|||20121207233026|
KFS766|1.0|KFS766|54|1525600953|P|||20121207233026|
KFS767|1.0|KFS767|54|3862706178|P|||20121207233026|
KFS768|1.0|KFS768|54|3749301116|P|||20121207233026|
KFS769|1.0|KFS769|54|3767304426|P|||20121207233026|
KFS77|1.0|KFS77|54|2595801199|P|||20121207233026|
KFS770|1.0|KFS770|54|4995109185|P|||20121207233026|
KFS771|1.0|KFS771|54|2253102501|P|||20121207233026|
KFS772|1.0|KFS772|54|5012508745|P|||20121207233026|
KFS773|1.0|KFS773|54|4521601311|P|||20121207233026|
KFS774|1.0|KFS774|54|5607503790|P|||20121207233026|
KFS775|1.0|KFS775|54|2625401275|P|||20121207233026|
KFS776|1.0|KFS776|54|3516904968|P|||20121207233026|
KFS777|1.0|KFS777|54|5876509454|P|||20121207233026|
KFS778|1.0|KFS778|54|2656601272|P|||20121207233026|
KFS779|1.0|KFS779|54|3027305567|P|||20121207233026|
KFS78|1.0|KFS78|54|5811904314|P|||20121207233026|
KFS785|1.0|KFS785|54|4720609668|P|||20121207233026|
KFS786|1.0|KFS786|54|4800204985|P|||20121207233026|
KFS787|1.0|KFS787|54|3409204973|P|||20121207233026|
KFS788|1.0|KFS788|54|5175504470|P|||20121207233026|
KFS789|1.0|KFS789|54|1659102154|P|||20121207233026|
KFS79|1.0|KFS79|54|4179703037|P|||20121207233026|
KFS790|1.0|KFS790|54|1531507338|P|||20121207233026|
KFS791|1.0|KFS791|54|2056202906|P|||20121207233026|
KFS792|1.0|KFS792|54|3236004643|P|||20121207233026|
KFS793|1.0|KFS793|54|1867204529|P|||20121207233026|
KFS794|1.0|KFS794|54|5412209968|P|||20121207233026|
KFS795|1.0|KFS795|54|4816704135|P|||20121207233026|
KFS796|1.0|KFS796|54|2251000129|P|||20121207233026|
KFS797|1.0|KFS797|54|3480207161|P|||20121207233026|
KFS798|1.0|KFS798|54|5951409987|P|||20121207233026|
KFS799|1.0|KFS799|54|1206006319|P|||20121207233026|
KFS8|1.0|KFS8|54|1959008511|P|||20121207233026|
KFS80|1.0|KFS80|54|2065607872|P|||20121207233026|
KFS800|1.0|KFS800|54|2820008053|P|||20121207233026|
KFS801|1.0|KFS801|54|1329701509|P|||20121207233026|
KFS802|1.0|KFS802|54|4507204997|P|||20121207233026|
KFS803|1.0|KFS803|54|2382401375|P|||20121207233026|
KFS804|1.0|KFS804|54|2311506822|P|||20121207233026|
KFS805|1.0|KFS805|54|1772009053|P|||20121207233026|
KFS807|1.0|KFS807|54|3501703237|P|||20121207233026|
KFS808|1.0|KFS808|54|4192500130|P|||20121207233026|
KFS809|1.0|KFS809|54|4244207032|P|||20121207233026|
KFS81|1.0|KFS81|54|1435601504|P|||20121207233026|
KFS810|1.0|KFS810|54|3552808023|P|||20121207233026|
KFS811|1.0|KFS811|54|3372102879|P|||20121207233026|
KFS812|1.0|KFS812|54|4445203670|P|||20121207233026|
KFS813|1.0|KFS813|54|2155107462|P|||20121207233026|
KFS815|1.0|KFS815|54|3302806400|P|||20121207233026|
KFS816|1.0|KFS816|54|4333007056|P|||20121207233026|
KFS817|1.0|KFS817|54|3428508900|P|||20121207233026|
KFS818|1.0|KFS818|54|5360707517|P|||20121207233026|
KFS819|1.0|KFS819|54|6139306823|P|||20121207233026|
KFS82|1.0|KFS82|54|3373403412|P|||20121207233026|
KFS820|1.0|KFS820|54|5025501749|P|||20121207233026|
KFS821|1.0|KFS821|54|5293405344|P|||20121207233026|
KFS827|1.0|KFS827|54|U000000004|P|||20121207233026|
KFS828|1.0|KFS828|54|I000000001|P|||20121207233026|
KFS829|1.0|KFS829|54|I000000002|P|||20121207233026|
KFS83|1.0|KFS83|54|3002005569|P|||20121207233026|
KFS830|1.0|KFS830|54|I000000003|P|||20121207233026|
KFS831|1.0|KFS831|54|I000000004|P|||20121207233026|
KFS832|1.0|KFS832|54|I000000005|P|||20121207233026|
KFS833|1.0|KFS833|54|I000000006|P|||20121207233026|
KFS834|1.0|KFS834|54|I000000007|P|||20121207233026|
KFS835|1.0|KFS835|54|I000000008|P|||20121207233026|
KFS836|1.0|KFS836|54|I000000009|P|||20121207233026|
KFS837|1.0|KFS837|54|I000000010|P|||20121207233026|
KFS838|1.0|KFS838|54|C000000001|P|||20121207233026|
KFS839|1.0|KFS839|54|C000000002|P|||20121207233026|
KFS84|1.0|KFS84|54|2479206997|P|||20121207233026|
KFS840|1.0|KFS840|54|C000000003|P|||20121207233026|
KFS841|1.0|KFS841|54|C000000004|P|||20121207233026|
KFS842|1.0|KFS842|54|C000000005|P|||20121207233026|
KFS843|1.0|KFS843|54|C000000006|P|||20121207233026|
KFS844|1.0|KFS844|54|C000000007|P|||20121207233026|
KFS845|1.0|KFS845|54|C000000008|P|||20121207233026|
KFS846|1.0|KFS846|54|C000000009|P|||20121207233026|
KFS847|1.0|KFS847|54|C000000010|P|||20121207233026|
KFS848|1.0|KFS848|54|D000000001|P|||20121207233026|
KFS849|1.0|KFS849|54|D000000002|P|||20121207233026|
KFS85|1.0|KFS85|54|5331903365|P|||20121207233026|
KFS850|1.0|KFS850|54|D000000003|P|||20121207233026|
KFS851|1.0|KFS851|54|D000000004|P|||20121207233026|
KFS852|1.0|KFS852|54|D000000005|P|||20121207233026|
KFS853|1.0|KFS853|54|D000000006|P|||20121207233026|
KFS854|1.0|KFS854|54|D000000007|P|||20121207233026|
KFS855|1.0|KFS855|54|D000000008|P|||20121207233026|
KFS856|1.0|KFS856|54|D000000009|P|||20121207233026|
KFS857|1.0|KFS857|54|D000000010|P|||20121207233026|
KFS858|1.0|KFS858|54|A000000001|P|||20121207233026|
KFS859|1.0|KFS859|54|A000000002|P|||20121207233026|
KFS86|1.0|KFS86|54|1950502955|P|||20121207233026|
KFS860|1.0|KFS860|54|A000000003|P|||20121207233026|
KFS861|1.0|KFS861|54|A000000004|P|||20121207233026|
KFS862|1.0|KFS862|54|A000000005|P|||20121207233026|
KFS863|1.0|KFS863|54|A000000006|P|||20121207233026|
KFS864|1.0|KFS864|54|A000000007|P|||20121207233026|
KFS865|1.0|KFS865|54|A000000008|P|||20121207233026|
KFS866|1.0|KFS866|54|A000000009|P|||20121207233026|
KFS867|1.0|KFS867|54|A000000010|P|||20121207233026|
KFS868|1.0|KFS868|54|M000000001|P|||20121207233026|
KFS869|1.0|KFS869|54|M000000002|P|||20121207233026|
KFS87|1.0|KFS87|54|5694307882|P|||20121207233026|
KFS870|1.0|KFS870|54|M000000003|P|||20121207233026|
KFS871|1.0|KFS871|54|M000000004|P|||20121207233026|
KFS872|1.0|KFS872|54|M000000005|P|||20121207233026|
KFS873|1.0|KFS873|54|M000000006|P|||20121207233026|
KFS874|1.0|KFS874|54|M000000007|P|||20121207233026|
KFS875|1.0|KFS875|54|M000000008|P|||20121207233026|
KFS876|1.0|KFS876|54|M000000009|P|||20121207233026|
KFS877|1.0|KFS877|54|M000000010|P|||20121207233027|
KFS878|1.0|KFS878|54|U000000001|P|||20121207233027|
KFS879|1.0|KFS879|54|U000000002|P|||20121207233027|
KFS88|1.0|KFS88|54|4542806317|P|||20121207233027|
KFS880|1.0|KFS880|54|U000000003|P|||20121207233027|
KFS881|1.0|KFS881|54|U000000005|P|||20121207233027|
KFS882|1.0|KFS882|54|U000000006|P|||20121207233027|
KFS883|1.0|KFS883|54|U000000007|P|||20121207233027|
KFS884|1.0|KFS884|54|U000000008|P|||20121207233027|
KFS885|1.0|KFS885|54|U000000009|P|||20121207233027|
KFS886|1.0|KFS886|54|U000000010|P|||20121207233027|
KFS887|1.0|KFS887|54|H000000001|P|||20121207233027|
KFS888|1.0|KFS888|54|H000000002|P|||20121207233027|
KFS889|1.0|KFS889|54|H000000003|P|||20121207233027|
KFS89|1.0|KFS89|54|5089905442|P|||20121207233027|
KFS890|1.0|KFS890|54|H000000004|P|||20121207233027|
KFS891|1.0|KFS891|54|H000000005|P|||20121207233027|
KFS892|1.0|KFS892|54|H000000006|P|||20121207233027|
KFS893|1.0|KFS893|54|H000000007|P|||20121207233027|
KFS894|1.0|KFS894|54|H000000008|P|||20121207233027|
KFS895|1.0|KFS895|54|H000000009|P|||20121207233027|
KFS896|1.0|KFS896|54|H000000010|P|||20121207233027|
KFS898|1.0|KFS898|54|3898405507|P|||20121207233027|
KFS899|1.0|KFS899|54|1509103107|P|||20121207233027|
KFS9|1.0|KFS9|54|6219408423|P|||20121207233027|
KFS90|1.0|KFS90|54|4161901639|P|||20121207233027|
KFS900|1.0|KFS900|54|4818506871|P|||20121207233027|
KFS901|1.0|KFS901|54|4818506871|P|||20121207233027|
KFS902|1.0|KFS902|54|2130202257|P|||20121207233027|
KFS903|1.0|KFS903|54|5424404553|P|||20121207233027|
KFS904|1.0|KFS904|6|A000000001|P|||20121207233027|
KFS905|1.0|KFS905|6|A000000002|P|||20121207233027|
KFS906|1.0|KFS906|6|A000000003|P|||20121207233027|
KFS907|1.0|KFS907|6|A000000004|P|||20121207233027|
KFS908|1.0|KFS908|6|A000000005|P|||20121207233027|
KFS909|1.0|KFS909|6|A000000005|P|||20121207233027|
KFS91|1.0|KFS91|54|2659604340|P|||20121207233027|
KFS910|1.0|KFS910|6|A000000005|P|||20121207233027|
KFS911|1.0|KFS911|30|5269109539|P|||20121207233025|
KFS912|1.0|KFS912|30|3771303577|P|||20121207233025|
