cg_cfda_nbr|obj_id|ver_nbr|cg_cfda_pgm_ttl_nm|cg_cfda_maint_typ_id|row_actv_ind|
15.053|237D10FAA6B5C0B0E043814FD881C0B0|1.0|Attorney Fees_Indian Rights|AUTOMATIC|Y|
15.055|237D10FAA6B6C0B0E043814FD881C0B0|1.0|Alaskan Indian Allotments and Subsistence Preference_Alaska National Interest Lands Conservation Act|AUTOMATIC|Y|
15.057|237D10FAA6B7C0B0E043814FD881C0B0|1.0|Navajo-Hopi Indian Settlement Program|AUTOMATIC|Y|
15.058|237D10FAA6B8C0B0E043814FD881C0B0|1.0|Indian Post Secondary Schools|AUTOMATIC|Y|
15.059|237D10FAA6B9C0B0E043814FD881C0B0|1.0|Indian Graduate Student Scholarships|AUTOMATIC|Y|
15.060|237D10FAA6BAC0B0E043814FD881C0B0|1.0|Indian Vocational Training_United Tribes Technical College|AUTOMATIC|Y|
15.061|237D10FAA6BBC0B0E043814FD881C0B0|1.0|Indian Job Placement_United Sioux Tribes Development Corporation|AUTOMATIC|Y|
15.062|237D10FAA6BCC0B0E043814FD881C0B0|1.0|Replacement and Repair of Indian Schools|AUTOMATIC|Y|
15.063|237D10FAA6BDC0B0E043814FD881C0B0|1.0|Improvement and Repair of Indian Detention Facilities|AUTOMATIC|Y|
15.064|237D10FAA6BEC0B0E043814FD881C0B0|1.0|Structural Fire Protection_Bureau of Indian Affairs Facilities|AUTOMATIC|Y|
15.065|237D10FAA6BFC0B0E043814FD881C0B0|1.0|Safety of Dams on Indian Lands|AUTOMATIC|Y|
15.108|237D10FAA6C0C0B0E043814FD881C0B0|1.0|Indian Employment Assistance|AUTOMATIC|Y|
15.113|237D10FAA6C1C0B0E043814FD881C0B0|1.0|Indian Social Services_Welfare Assistance|AUTOMATIC|Y|
15.114|237D10FAA6C2C0B0E043814FD881C0B0|1.0|Indian Education_Higher Education Grant Program|AUTOMATIC|Y|
15.124|237D10FAA6C3C0B0E043814FD881C0B0|1.0|Indian Loans_Economic Development|AUTOMATIC|Y|
15.130|237D10FAA6C4C0B0E043814FD881C0B0|1.0|Indian Education_Assistance to Schools|AUTOMATIC|Y|
15.141|237D10FAA6C5C0B0E043814FD881C0B0|1.0|Indian Housing Assistance|AUTOMATIC|Y|
15.144|237D10FAA6C6C0B0E043814FD881C0B0|1.0|Indian Child Welfare Act_Title II Grants|AUTOMATIC|Y|
15.146|237D10FAA6C7C0B0E043814FD881C0B0|1.0|Ironworker Training Program|AUTOMATIC|Y|
15.147|237D10FAA6C8C0B0E043814FD881C0B0|1.0|Tribal Courts_Trust Reform Initiative|AUTOMATIC|Y|
15.214|237D10FAA6C9C0B0E043814FD881C0B0|1.0|Non-Sale Disposals of Mineral Material|AUTOMATIC|Y|
15.222|237D10FAA6CAC0B0E043814FD881C0B0|1.0|Cooperative Inspection Agreements with States and Tribes|AUTOMATIC|Y|
15.224|237D10FAA6CBC0B0E043814FD881C0B0|1.0|Cultural Resource Management|AUTOMATIC|Y|
15.225|237D10FAA6CCC0B0E043814FD881C0B0|1.0|Recreation Resource Management|AUTOMATIC|Y|
15.226|237D10FAA6CDC0B0E043814FD881C0B0|1.0|Payments in Lieu of Taxes|AUTOMATIC|Y|
15.227|237D10FAA6CEC0B0E043814FD881C0B0|1.0|Distribution of Receipts to State and Local Governments|AUTOMATIC|Y|
15.228|237D10FAA6CFC0B0E043814FD881C0B0|1.0|Wildland Urban Interface Community and Rural Fire Assistance|AUTOMATIC|Y|
15.250|237D10FAA6D0C0B0E043814FD881C0B0|1.0|Regulation of Surface Coal Mining and Surface Effects of Underground Coal Mining|AUTOMATIC|Y|
15.252|237D10FAA6D1C0B0E043814FD881C0B0|1.0|Abandoned Mine Land Reclamation (AMLR) Program|AUTOMATIC|Y|
15.253|237D10FAA6D2C0B0E043814FD881C0B0|1.0|Not-for-Profit AMD Reclamation|AUTOMATIC|Y|
15.254|237D10FAA6D3C0B0E043814FD881C0B0|1.0|Summer Watershed Intern|AUTOMATIC|Y|
15.504|237D10FAA6D4C0B0E043814FD881C0B0|1.0|Water Reclamation and Reuse Program|AUTOMATIC|Y|
15.506|237D10FAA6D5C0B0E043814FD881C0B0|1.0|Water Desalination Research and Development Program|AUTOMATIC|Y|
15.602|237D10FAA6D6C0B0E043814FD881C0B0|1.0|Conservation Law Enforcement Training Assistance|AUTOMATIC|Y|
15.605|237D10FAA6D7C0B0E043814FD881C0B0|1.0|Sport Fish Restoration|AUTOMATIC|Y|
15.608|237D10FAA6D8C0B0E043814FD881C0B0|1.0|Fish and Wildlife Management Assistance|AUTOMATIC|Y|
15.611|237D10FAA6D9C0B0E043814FD881C0B0|1.0|Wildlife Restoration|AUTOMATIC|Y|
15.614|237D10FAA6DAC0B0E043814FD881C0B0|1.0|Coastal Wetlands Planning, Protection and Restoration Act|AUTOMATIC|Y|
15.615|237D10FAA6DBC0B0E043814FD881C0B0|1.0|Cooperative Endangered Species Conservation Fund|AUTOMATIC|Y|
15.616|237D10FAA6DCC0B0E043814FD881C0B0|1.0|Clean Vessel Act|AUTOMATIC|Y|
15.619|237D10FAA6DDC0B0E043814FD881C0B0|1.0|Rhinoceros and Tiger Conservation|AUTOMATIC|Y|
15.620|237D10FAA6DEC0B0E043814FD881C0B0|1.0|African Elephant Conservation|AUTOMATIC|Y|
15.621|237D10FAA6DFC0B0E043814FD881C0B0|1.0|Asian Elephant Conservation|AUTOMATIC|Y|
15.622|237D10FAA6E0C0B0E043814FD881C0B0|1.0|Sportfishing and Boating Safety Act|AUTOMATIC|Y|
15.623|237D10FAA6E1C0B0E043814FD881C0B0|1.0|North American Wetlands Conservation Fund|AUTOMATIC|Y|
15.626|237D10FAA6E2C0B0E043814FD881C0B0|1.0|Hunter Education and Safety Program|AUTOMATIC|Y|
15.628|237D10FAA6E3C0B0E043814FD881C0B0|1.0|Multi-State Conservation Grants|AUTOMATIC|Y|
15.629|237D10FAA6E4C0B0E043814FD881C0B0|1.0|Great Apes Conservation|AUTOMATIC|Y|
15.630|237D10FAA6E5C0B0E043814FD881C0B0|1.0|Coastal Program|AUTOMATIC|Y|
15.631|237D10FAA6E6C0B0E043814FD881C0B0|1.0|Partners for Fish and Wildlife|AUTOMATIC|Y|
15.632|237D10FAA6E7C0B0E043814FD881C0B0|1.0|Conservation Grants Private Stewardship for Imperiled Species|AUTOMATIC|Y|
15.633|237D10FAA6E8C0B0E043814FD881C0B0|1.0|Landowner Incentive|AUTOMATIC|Y|
15.634|237D10FAA6E9C0B0E043814FD881C0B0|1.0|State Wildlife Grants|AUTOMATIC|Y|
15.635|237D10FAA6EAC0B0E043814FD881C0B0|1.0|Neotropical Migratory Bird Conservation|AUTOMATIC|Y|
15.636|237D10FAAB63C0B0E043814FD881C0B0|1.0|Alaska Subsistence Management|AUTOMATIC|Y|
15.637|237D10FAAB64C0B0E043814FD881C0B0|1.0|Migratory Bird Joint Ventures|AUTOMATIC|Y|
15.638|237D10FAAB65C0B0E043814FD881C0B0|1.0|Tribal Landowner Incentive Program|AUTOMATIC|Y|
15.639|237D10FAAB66C0B0E043814FD881C0B0|1.0|Tribal Wildlife Grants Program|AUTOMATIC|Y|
15.640|237D10FAAB67C0B0E043814FD881C0B0|1.0|Wildlife Without Borders- Latin America and the Caribbean|AUTOMATIC|Y|
15.641|237D10FAAB68C0B0E043814FD881C0B0|1.0|Wildlife Without Borders-Mexico|AUTOMATIC|Y|
15.642|237D10FAAB69C0B0E043814FD881C0B0|1.0|Challenge Cost Share|AUTOMATIC|Y|
15.805|237D10FAA6EBC0B0E043814FD881C0B0|1.0|Assistance to State Water Resources Research Institutes|AUTOMATIC|Y|
15.807|237D10FAA6ECC0B0E043814FD881C0B0|1.0|Earthquake Hazards Reduction Program|AUTOMATIC|Y|
15.808|237D10FAA6EDC0B0E043814FD881C0B0|1.0|U.S. Geological Survey_ Research and Data Collection|AUTOMATIC|Y|
15.809|237D10FAA6EEC0B0E043814FD881C0B0|1.0|National Spatial Data Infrastructure Cooperative Agreements Program|AUTOMATIC|Y|
15.810|237D10FAA6EFC0B0E043814FD881C0B0|1.0|National Cooperative Geologic Mapping Program|AUTOMATIC|Y|
15.811|237D10FAA6F0C0B0E043814FD881C0B0|1.0|Gap Analysis Program|AUTOMATIC|Y|
15.812|237D10FAA6F1C0B0E043814FD881C0B0|1.0|Cooperative Research Units Program|AUTOMATIC|Y|
15.850|237D10FAA6F2C0B0E043814FD881C0B0|1.0|Indian Arts and Crafts Development|AUTOMATIC|Y|
15.875|237D10FAA6F3C0B0E043814FD881C0B0|1.0|Economic, Social, and Political Development of the Territories and the Freely Associated States|AUTOMATIC|Y|
15.904|237D10FAA6F4C0B0E043814FD881C0B0|1.0|Historic Preservation Fund Grants-In-Aid|AUTOMATIC|Y|
15.910|237D10FAA6F5C0B0E043814FD881C0B0|1.0|National Natural Landmarks Program|AUTOMATIC|Y|
15.912|237D10FAA6F6C0B0E043814FD881C0B0|1.0|National Historic Landmark|AUTOMATIC|Y|
15.914|237D10FAA6F7C0B0E043814FD881C0B0|1.0|National Register of Historic Places|AUTOMATIC|Y|
15.915|237D10FAA6F8C0B0E043814FD881C0B0|1.0|Technical Preservation Services|AUTOMATIC|Y|
15.916|237D10FAA6F9C0B0E043814FD881C0B0|1.0|Outdoor Recreation_Acquisition, Development and Planning|AUTOMATIC|Y|
15.918|237D10FAA6FAC0B0E043814FD881C0B0|1.0|Disposal of Federal Surplus Real Property for Parks, Recreation, and Historic Monuments|AUTOMATIC|Y|
15.919|237D10FAA6FBC0B0E043814FD881C0B0|1.0|Urban Park and Recreation Recovery Program|AUTOMATIC|Y|
15.921|237D10FAA6FCC0B0E043814FD881C0B0|1.0|Rivers, Trails and Conservation Assistance|AUTOMATIC|Y|
15.922|237D10FAA6FDC0B0E043814FD881C0B0|1.0|Native American Graves Protection and Repatriation Act|AUTOMATIC|Y|
15.923|237D10FAA6FEC0B0E043814FD881C0B0|1.0|National Center for Preservation Technology and Training|AUTOMATIC|Y|
15.925|237D10FAA6FFC0B0E043814FD881C0B0|1.0|National Maritime Heritage Grants|AUTOMATIC|Y|
15.926|237D10FAA700C0B0E043814FD881C0B0|1.0|American Battlefield Protection|AUTOMATIC|Y|
15.927|237D10FAA701C0B0E043814FD881C0B0|1.0|Hydropower Recreation Assistance|AUTOMATIC|Y|
15.928|237D10FAA702C0B0E043814FD881C0B0|1.0|Civil War Battlefield Land Acquisition Grants|AUTOMATIC|Y|
15.929|237D10FAAB6AC0B0E043814FD881C0B0|1.0|Save America's Treasures|AUTOMATIC|Y|
15.976|237D10FAA703C0B0E043814FD881C0B0|1.0|Migratory Bird Banding and Data Analysis|AUTOMATIC|Y|
15.978|237D10FAA704C0B0E043814FD881C0B0|1.0|Upper Mississippi River System Long Term Resource Monitoring Program|AUTOMATIC|Y|
16.|237D10FAAB1DC0B0E043814FD881C0B0|1.0||MANUAL|Y|
16.001|237D10FAA705C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_Narcotics and Dangerous Drugs_Laboratory Analysis|AUTOMATIC|Y|
16.003|237D10FAA706C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_Narcotics and Dangerous Drugs Technical Laboratory Publications|AUTOMATIC|Y|
16.004|237D10FAA707C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_Narcotics and Dangerous Drugs Training|AUTOMATIC|Y|
16.005|237D10FAA708C0B0E043814FD881C0B0|1.0|Public Education on Drug Abuse_Information|AUTOMATIC|Y|
16.012|237D10FAAB6BC0B0E043814FD881C0B0|1.0|Alcohol, Tobacco, and Firearms_Training Assistance|AUTOMATIC|Y|
16.100|237D10FAA709C0B0E043814FD881C0B0|1.0|Desegregation of Public Education|AUTOMATIC|Y|
16.101|237D10FAA70AC0B0E043814FD881C0B0|1.0|Equal Employment Opportunity|AUTOMATIC|Y|
16.103|237D10FAA70BC0B0E043814FD881C0B0|1.0|Fair Housing and Equal Credit Opportunity|AUTOMATIC|Y|
16.104|237D10FAA70CC0B0E043814FD881C0B0|1.0|Protection of Voting Rights|AUTOMATIC|Y|
16.105|237D10FAA70DC0B0E043814FD881C0B0|1.0|Civil Rights of Institutionalized Persons|AUTOMATIC|Y|
16.108|237D10FAA70EC0B0E043814FD881C0B0|1.0|Americans With Disabilities Act Technical Assistance Program|AUTOMATIC|Y|
16.109|237D10FAA70FC0B0E043814FD881C0B0|1.0|Civil Rights Prosecution|AUTOMATIC|Y|
16.110|237D10FAA710C0B0E043814FD881C0B0|1.0|Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act|AUTOMATIC|Y|
16.200|237D10FAA711C0B0E043814FD881C0B0|1.0|Community Relations Service|AUTOMATIC|Y|
16.202|237D10FAA712C0B0E043814FD881C0B0|1.0|Offender Reentry Program|AUTOMATIC|Y|
16.203|237D10FAA713C0B0E043814FD881C0B0|1.0|Sex Offender Management Discretionary Grant|AUTOMATIC|Y|
16.220|237D10FAAB6CC0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_Narcotics and Dangerous Drugs_Registration of Manufacturers, Distributors, and Dispensers of Controlled Substances|AUTOMATIC|Y|
16.300|237D10FAA714C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_FBI Advanced Police Training|AUTOMATIC|Y|
16.301|237D10FAA715C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_FBI Crime Laboratory Support|AUTOMATIC|Y|
16.302|237D10FAA716C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_FBI Field Police Training|AUTOMATIC|Y|
16.303|237D10FAA717C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_FBI Fingerprint Identification|AUTOMATIC|Y|
16.304|237D10FAA718C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_National Crime Information Center|AUTOMATIC|Y|
16.305|237D10FAA719C0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_Uniform Crime Reports|AUTOMATIC|Y|
16.307|237D10FAA71AC0B0E043814FD881C0B0|1.0|Combined DNA Index System|AUTOMATIC|Y|
16.308|237D10FAA71BC0B0E043814FD881C0B0|1.0|Indian Country Investigations|AUTOMATIC|Y|
16.309|237D10FAA71CC0B0E043814FD881C0B0|1.0|Law Enforcement Assistance_National Instant Criminal Background Check System|AUTOMATIC|Y|
16.320|237D10FAA71DC0B0E043814FD881C0B0|1.0|Services for Trafficking Victims|AUTOMATIC|Y|
16.321|237D10FAA71EC0B0E043814FD881C0B0|1.0|Antiterrorism and Emergency Assistance Program|AUTOMATIC|Y|
16.523|237D10FAA71FC0B0E043814FD881C0B0|1.0|Juvenile Accountability Incentive Block Grants|AUTOMATIC|Y|
16.524|237D10FAA720C0B0E043814FD881C0B0|1.0|Legal Assistance for Victims|AUTOMATIC|Y|
16.525|237D10FAA721C0B0E043814FD881C0B0|1.0|Grants to Reduce Violent Crimes Against Women on Campus|AUTOMATIC|Y|
16.526|237D10FAA722C0B0E043814FD881C0B0|1.0|Technical Assistance and Training Initiative|AUTOMATIC|Y|
16.527|237D10FAA723C0B0E043814FD881C0B0|1.0|Supervised Visitation, Safe Havens for Children|AUTOMATIC|Y|
16.528|237D10FAA724C0B0E043814FD881C0B0|1.0|Training Grants to Stop Abuse and Sexual Assault of Older Individuals or Individuals with Disabilities|AUTOMATIC|Y|
16.529|237D10FAA725C0B0E043814FD881C0B0|1.0|Education and Training to End Violence Against and Abuse of Women with Disabilities|AUTOMATIC|Y|
16.540|237D10FAA726C0B0E043814FD881C0B0|1.0|Juvenile Justice and Delinquency Prevention_Allocation to States|AUTOMATIC|Y|
16.541|237D10FAA727C0B0E043814FD881C0B0|1.0|Developing, Testing and Demonstrating Promising New Programs|AUTOMATIC|Y|
16.542|237D10FAA728C0B0E043814FD881C0B0|1.0|Part D - Research, Evaluation, Technical Assistance and Training|AUTOMATIC|Y|
16.543|237D10FAA729C0B0E043814FD881C0B0|1.0|Missing Children's Assistance|AUTOMATIC|Y|
16.544|237D10FAA72AC0B0E043814FD881C0B0|1.0|Gang-Free Schools and Communities_Community-Based Gang Intervention|AUTOMATIC|Y|
16.547|237D10FAA72BC0B0E043814FD881C0B0|1.0|Victims of Child Abuse|AUTOMATIC|Y|
16.548|237D10FAA72CC0B0E043814FD881C0B0|1.0|Title V_Delinquency Prevention Program|AUTOMATIC|Y|
16.549|237D10FAA72DC0B0E043814FD881C0B0|1.0|Part E_State Challenge Activities|AUTOMATIC|Y|
16.550|237D10FAA72EC0B0E043814FD881C0B0|1.0|State Justice Statistics Program for Statistical Analysis Centers|AUTOMATIC|Y|
16.554|237D10FAA72FC0B0E043814FD881C0B0|1.0|National Criminal History Improvement Program (NCHIP)|AUTOMATIC|Y|
16.560|237D10FAA730C0B0E043814FD881C0B0|1.0|National Institute of Justice Research, Evaluation, and Development Project Grants|AUTOMATIC|Y|
16.561|237D10FAA731C0B0E043814FD881C0B0|1.0|National Institute of Justice Visiting Fellowships|AUTOMATIC|Y|
16.562|237D10FAA732C0B0E043814FD881C0B0|1.0|Criminal Justice Research and Development_Graduate Research Fellowships|AUTOMATIC|Y|
16.563|237D10FAA733C0B0E043814FD881C0B0|1.0|Corrections and Law Enforcement Family Support|AUTOMATIC|Y|
16.564|237D10FAA734C0B0E043814FD881C0B0|1.0|Crime Laboratory Improvement_Combined Offender DNA Index System Backlog Reduction|AUTOMATIC|Y|
16.565|237D10FAA735C0B0E043814FD881C0B0|1.0|National Institute of Justice Domestic Anti-Terrorism Technology Development Program (Counterterrorism Research and Development)|AUTOMATIC|Y|
16.566|237D10FAA736C0B0E043814FD881C0B0|1.0|National Institute of Justice W.E.B. DuBois Fellowship Program|AUTOMATIC|Y|
16.571|237D10FAA737C0B0E043814FD881C0B0|1.0|Public Safety Officers' Benefits Program|AUTOMATIC|Y|
16.575|237D10FAA738C0B0E043814FD881C0B0|1.0|Crime Victim Assistance|AUTOMATIC|Y|
16.576|237D10FAA739C0B0E043814FD881C0B0|1.0|Crime Victim Compensation|AUTOMATIC|Y|
16.577|237D10FAA73AC0B0E043814FD881C0B0|1.0|Emergency Federal Law Enforcement Assistance|AUTOMATIC|Y|
16.578|237D10FAA73BC0B0E043814FD881C0B0|1.0|Federal Surplus Property Transfer Program|AUTOMATIC|Y|
16.579|237D10FAA73CC0B0E043814FD881C0B0|1.0|Byrne Formula Grant Program|AUTOMATIC|Y|
16.580|237D10FAA73DC0B0E043814FD881C0B0|1.0|Edward Byrne Memorial State and Local Law Enforcement Assistance Discretionary Grants Program|AUTOMATIC|Y|
16.582|237D10FAA73EC0B0E043814FD881C0B0|1.0|Crime Victim Assistance/Discretionary Grants|AUTOMATIC|Y|
16.583|237D10FAA73FC0B0E043814FD881C0B0|1.0|Children's Justice Act Partnerships for Indian Communities|AUTOMATIC|Y|
16.585|237D10FAA740C0B0E043814FD881C0B0|1.0|Drug Court Discretionary Grant Program|AUTOMATIC|Y|
16.586|237D10FAA741C0B0E043814FD881C0B0|1.0|Violent Offender Incarceration and Truth in Sentencing Incentive Grants|AUTOMATIC|Y|
16.587|237D10FAA742C0B0E043814FD881C0B0|1.0|Violence Against Women Discretionary Grants for Indian Tribal Governments|AUTOMATIC|Y|
16.588|237D10FAA743C0B0E043814FD881C0B0|1.0|Violence Against Women Formula Grants|AUTOMATIC|Y|
16.589|237D10FAA744C0B0E043814FD881C0B0|1.0|Rural Domestic Violence and Child Victimization Enforcement Grant Program|AUTOMATIC|Y|
16.590|237D10FAA745C0B0E043814FD881C0B0|1.0|Grants to Encourage Arrest Policies and Enforcement of Protection Orders|AUTOMATIC|Y|
16.592|237D10FAA746C0B0E043814FD881C0B0|1.0|Local Law Enforcement Block Grants Program|AUTOMATIC|Y|
16.593|237D10FAA747C0B0E043814FD881C0B0|1.0|Residential Substance Abuse Treatment for State Prisoners|AUTOMATIC|Y|
16.595|237D10FAA748C0B0E043814FD881C0B0|1.0|Executive Office for Weed and Seed|AUTOMATIC|Y|
16.596|237D10FAA749C0B0E043814FD881C0B0|1.0|Correctional Grant Program for Indian Tribes|AUTOMATIC|Y|
16.597|237D10FAA74AC0B0E043814FD881C0B0|1.0|Motor Vehicle Theft Protection Act Program|AUTOMATIC|Y|
16.601|237D10FAA74BC0B0E043814FD881C0B0|1.0|Corrections_Training and Staff Development|AUTOMATIC|Y|
16.602|237D10FAA74CC0B0E043814FD881C0B0|1.0|Corrections_Research and Evaluation and Policy Formulation|AUTOMATIC|Y|
16.603|237D10FAA74DC0B0E043814FD881C0B0|1.0|Corrections_Technical Assistance/Clearinghouse|AUTOMATIC|Y|
16.606|237D10FAA74EC0B0E043814FD881C0B0|1.0|State Criminal Alien Assistance Program|AUTOMATIC|Y|
16.607|237D10FAA74FC0B0E043814FD881C0B0|1.0|Bulletproof Vest Partnership Program|AUTOMATIC|Y|
16.608|237D10FAA750C0B0E043814FD881C0B0|1.0|Tribal Court Assistance Program|AUTOMATIC|Y|
16.609|237D10FAA751C0B0E043814FD881C0B0|1.0|Community Prosecution and Project Safe Neighborhoods|AUTOMATIC|Y|
16.610|237D10FAA752C0B0E043814FD881C0B0|1.0|Regional Information Sharing Systems|AUTOMATIC|Y|
16.611|237D10FAA753C0B0E043814FD881C0B0|1.0|Closed-Circuit Televising of Child Victims of Abuse|AUTOMATIC|Y|
16.612|237D10FAA754C0B0E043814FD881C0B0|1.0|National White Collar Crime Center|AUTOMATIC|Y|
16.613|237D10FAA755C0B0E043814FD881C0B0|1.0|Scams Targeting the Elderly|AUTOMATIC|Y|
16.614|237D10FAA756C0B0E043814FD881C0B0|1.0|State and Local Anti-Terrorism Training|AUTOMATIC|Y|
16.615|237D10FAA757C0B0E043814FD881C0B0|1.0|Public Safety Officers' Educational Assistance|AUTOMATIC|Y|
16.616|237D10FAA758C0B0E043814FD881C0B0|1.0|Indian Country Alcohol and Drug Prevention|AUTOMATIC|Y|
16.710|237D10FAA759C0B0E043814FD881C0B0|1.0|Public Safety Partnership and Community Policing Grants|AUTOMATIC|Y|
16.711|237D10FAA75AC0B0E043814FD881C0B0|1.0|Troops to COPS|AUTOMATIC|Y|
16.712|237D10FAA75BC0B0E043814FD881C0B0|1.0|Police Corps|AUTOMATIC|Y|
16.726|237D10FAA75CC0B0E043814FD881C0B0|1.0|Juvenile Mentoring Program|AUTOMATIC|Y|
16.727|237D10FAA75DC0B0E043814FD881C0B0|1.0|Enforcing Underage Drinking Laws Program|AUTOMATIC|Y|
16.728|237D10FAA75EC0B0E043814FD881C0B0|1.0|Drug Prevention Program|AUTOMATIC|Y|
16.729|237D10FAA75FC0B0E043814FD881C0B0|1.0|Drug-Free Communities Support Program Grants|AUTOMATIC|Y|
16.730|237D10FAA760C0B0E043814FD881C0B0|1.0|Reduction and Prevention of Children's Exposure to Violence|AUTOMATIC|Y|
16.731|237D10FAA761C0B0E043814FD881C0B0|1.0|Tribal Youth Program|AUTOMATIC|Y|
16.732|237D10FAA762C0B0E043814FD881C0B0|1.0|National Evaluation of the Safe Schools_Healthy Students Initiative|AUTOMATIC|Y|
16.733|237D10FAA763C0B0E043814FD881C0B0|1.0|National Incident Based Reporting System|AUTOMATIC|Y|
16.734|237D10FAA764C0B0E043814FD881C0B0|1.0|Special Data Collections and Statistical Studies|AUTOMATIC|Y|
16.735|237D10FAAB6DC0B0E043814FD881C0B0|1.0|Protecting Inmates and Safeguarding Communities Discretionary Grant Program|AUTOMATIC|Y|
16.736|237D10FAAB6EC0B0E043814FD881C0B0|1.0|Transitional Housing Assistance for Victims of Domestic Violence, Stalking, or Sexual Assault|AUTOMATIC|Y|
16.737|237D10FAAB6FC0B0E043814FD881C0B0|1.0|Gang Resistance Education and Training|AUTOMATIC|Y|
17.|237D10FAAB1EC0B0E043814FD881C0B0|1.0||MANUAL|Y|
17.002|237D10FAA765C0B0E043814FD881C0B0|1.0|Labor Force Statistics|AUTOMATIC|Y|
17.003|237D10FAA766C0B0E043814FD881C0B0|1.0|Prices and Cost of Living Data|AUTOMATIC|Y|
17.004|237D10FAA767C0B0E043814FD881C0B0|1.0|Productivity and Technology Data|AUTOMATIC|Y|
17.005|237D10FAA768C0B0E043814FD881C0B0|1.0|Compensation and Working Conditions|AUTOMATIC|Y|
17.006|237D10FAA769C0B0E043814FD881C0B0|1.0|Employment Projections Data|AUTOMATIC|Y|
17.150|237D10FAA76AC0B0E043814FD881C0B0|1.0|Employee Benefits Security Administration|AUTOMATIC|Y|
17.201|237D10FAA76BC0B0E043814FD881C0B0|1.0|Registered Apprenticeship and Other Training|AUTOMATIC|Y|
17.202|237D10FAA76CC0B0E043814FD881C0B0|1.0|Certification of Foreign Workers for Temporary Agricultural Employment|AUTOMATIC|Y|
17.203|237D10FAA76DC0B0E043814FD881C0B0|1.0|Labor Certification for Alien Workers|AUTOMATIC|Y|
17.207|237D10FAA76EC0B0E043814FD881C0B0|1.0|Employment Service|AUTOMATIC|Y|
17.225|237D10FAA76FC0B0E043814FD881C0B0|1.0|Unemployment Insurance|AUTOMATIC|Y|
17.235|237D10FAA770C0B0E043814FD881C0B0|1.0|Senior Community Service Employment Program|AUTOMATIC|Y|
17.245|237D10FAA771C0B0E043814FD881C0B0|1.0|Trade Adjustment Assistance_Workers|AUTOMATIC|Y|
17.252|237D10FAA772C0B0E043814FD881C0B0|1.0|Attestations by Employers Using Non-Immigrant Aliens in Specialty Occupations|AUTOMATIC|Y|
17.253|237D10FAA773C0B0E043814FD881C0B0|1.0|Welfare-to-Work Grants to States and Localities|AUTOMATIC|Y|
17.254|237D10FAA774C0B0E043814FD881C0B0|1.0|Welfare-to-Work Grants to Federally Recognized Tribes and Alaska Natives|AUTOMATIC|Y|
17.257|237D10FAA775C0B0E043814FD881C0B0|1.0|One-Stop Career Center Initiative|AUTOMATIC|Y|
17.258|237D10FAA776C0B0E043814FD881C0B0|1.0|WIA Adult Program|AUTOMATIC|Y|
17.259|237D10FAA777C0B0E043814FD881C0B0|1.0|WIA Youth Activities|AUTOMATIC|Y|
17.260|237D10FAA778C0B0E043814FD881C0B0|1.0|WIA Dislocated  Workers|AUTOMATIC|Y|
17.261|237D10FAA779C0B0E043814FD881C0B0|1.0|Employment and Training Administration Pilots, Demonstrations, and Research Projects|AUTOMATIC|Y|
17.262|237D10FAA77AC0B0E043814FD881C0B0|1.0|Employment and Training Administration Evaluations|AUTOMATIC|Y|
17.263|237D10FAA77BC0B0E043814FD881C0B0|1.0|Youth Opportunity Grants|AUTOMATIC|Y|
17.264|237D10FAA77CC0B0E043814FD881C0B0|1.0|Migrant and Seasonal Farmworkers|AUTOMATIC|Y|
17.265|237D10FAA77DC0B0E043814FD881C0B0|1.0|Native American Employment and Training|AUTOMATIC|Y|
17.266|237D10FAA77EC0B0E043814FD881C0B0|1.0|Work Incentives Grant|AUTOMATIC|Y|
17.267|237D10FAA77FC0B0E043814FD881C0B0|1.0|WIA Incentive Grants_Section 503 Grants to States|AUTOMATIC|Y|
17.301|237D10FAA780C0B0E043814FD881C0B0|1.0|Non-Discrimination and Affirmative Action by Federal Contractors and Federally Assisted Construction Contractors|AUTOMATIC|Y|
17.302|237D10FAA781C0B0E043814FD881C0B0|1.0|Longshore and Harbor Workers' Compensation|AUTOMATIC|Y|
17.303|237D10FAA782C0B0E043814FD881C0B0|1.0|Wage and Hour Standards|AUTOMATIC|Y|
17.306|237D10FAA783C0B0E043814FD881C0B0|1.0|Consumer Credit Protection|AUTOMATIC|Y|
17.307|237D10FAA784C0B0E043814FD881C0B0|1.0|Coal Mine Workers' Compensation|AUTOMATIC|Y|
17.308|237D10FAA785C0B0E043814FD881C0B0|1.0|Farm Labor Contractor Registration|AUTOMATIC|Y|
17.309|237D10FAA786C0B0E043814FD881C0B0|1.0|Labor Organization Reports|AUTOMATIC|Y|
