perm_id|obj_id|ver_nbr|perm_tmpl_id|nmspc_cd|nm|desc_txt|actv_ind|
TEM-10003|KFS-TEM-PERM-003|1.0|TEM-10003|KFS-TEM|Cancel TA|Allows access to Cancel the TA doc|Y|
TEM-10004|KFS-TEM-PERM-004|1.0|TEM-10004|KFS-TEM|Close TA|Allows access to Close the TA doc|Y|
TEM-10005|KFS-TEM-PERM-005|1.0|TEM-10005|KFS-TEM|Return to Fiscal Officer|Allows access to return an enroute travel document to the Fiscal Officer for changes.|Y|
TEM-10006|KFS-TEM-PERM-006|1.0|41|KFS-TEM|Modify Accounting Lines TT Account sourceAccountingLines|Allows access to Modify the Accounting Lines on a TT doc|Y|
TEM-10007|KFS-TEM-PERM-007|1.0|27|KFS-TEM|Full Unmask Field TravelAuthorizationDocument citizenshipCountryCode|Allows users to unmask the citizenship country field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10008|KFS-TEM-PERM-008|1.0|27|KFS-TEM|Full Unmask Field TravelAuthorizationDocument cellPhoneNumber|Allows users to unmask the cell phone number field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10009|KFS-TEM-PERM-009|1.0|27|KFS-TEM|Full Unmask Field TravelerDetailEmergencyContact contactRelationTypeCode|Allows users to unmask the contact relation field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10010|KFS-TEM-PERM-010|1.0|27|KFS-TEM|Full Unmask Field TravelerDetailEmergencyContact contactName|Allows users to unmask the contact name field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10011|KFS-TEM-PERM-011|1.0|27|KFS-TEM|Full Unmask Field TravelerDetailEmergencyContact phoneNumber|Allows users to unmask the contact phone number field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10012|KFS-TEM-PERM-012|1.0|27|KFS-TEM|Full Unmask Field TravelerDetailEmergencyContact emailAddress|Allows users to unmask the contact email address field in the Emergency Contacts tab in a Travel Authorization document.|Y|
TEM-10013|KFS-TEM-PERM-013|1.0|27|KFS-TEM|Full Unmask Field TemProfileEmergencyContact contactRelationTypeCode|Allows users to unmask the contact relation field in the Emergency Contacts tab in a TemProfile document.|Y|
TEM-10014|KFS-TEM-PERM-014|1.0|27|KFS-TEM|Full Unmask Field TemProfileEmergencyContact contactName|Allows users to unmask the contact name field in the Emergency Contacts tab in a TemProfile document.|Y|
TEM-10015|KFS-TEM-PERM-015|1.0|27|KFS-TEM|Full Unmask Field TemProfileEmergencyContact phoneNumber|Allows users to unmask the contact phone number field in the Emergency Contacts tab in a TemProfile document.|Y|
TEM-10016|KFS-TEM-PERM-016|1.0|27|KFS-TEM|Full Unmask Field TemProfileEmergencyContact emailAddress|Allows users to unmask the contact email address field in the Emergency Contacts tab in a TemProfile document.|Y|
TEM-10017|KFS-TEM-PERM-017|1.0|TEM-10006|KFS-TEM|Calculate TA|Allows TA doc calculation|Y|
TEM-10018|KFS-TEM-PERM-018|1.0|1|KFS-TEM|Create TEM Profile|Authorizes users to create TEM Profile Document.|Y|
TEM-10019|KFS-TEM-PERM-019|1.0|10|KFS-TEM|Initiate Own TEM Profile|Authorizes users to create their own TEM Profile Document.|Y|
TEM-10020|KFS-TEM-PERM-020|1.0|1|KFS-TEM|Inactivate TEM Profile|Authorizes users to inactivate a TEM Profile.|Y|
TEM-10021|KFS-TEM-PERM-021|1.0|1|KFS-TEM|Edit TEM Profile|Authorizes users to edit TEM Profile Documents.|Y|
TEM-10022|KFS-TEM-PERM-022|1.0|1|KFS-TEM|Administration Only Tab|Allows users access to the Administration Only Tab.|Y|
TEM-10023|KFS-TEM-PERM-023|1.0|1|KFS-TEM|Initiate TA or TR|Authorizes users to initiate a TA or TR from a TEM Profile.|Y|
TEM-10024|KFS-TEM-PERM-024|1.0|1|KFS-TEM|Approve TA or TR|Authorizes users to approve a TA or TR from a TEM Profile.|Y|
TEM-10025|KFS-TEM-PERM-025|1.0|27|KFS-TEM|Full Unmask Field TEMProfile dateOfBirth|Allows users to unmask the birth date in the TEM Profile maintenance document.|Y|
TEM-10026|KFS-TEM-PERM-026|1.0|27|KFS-TEM|Full Unmask Field TEMProfile gender|Allows users to unmask the gender in the TEM Profile maintenance document.|Y|
TEM-10027|KFS-TEM-PERM-027|1.0|27|KFS-TEM|Full Unmask Field TEMProfile driversLicenseNumber|Allows users to unmask the drivers license number in the TEM Profile maintenance document.|Y|
TEM-10028|KFS-TEM-PERM-028|1.0|27|KFS-TEM|Full Unmask Field TEMProfile driversLicenseExpDate|Allows users to unmask the drivers license exp date in the TEM Profile maintenance document.|Y|
TEM-10029|KFS-TEM-PERM-029|1.0|27|KFS-TEM|Full Unmask Field TEMProfile driversLicenseState|Allows users to unmask the drivers license state in the TEM Profile maintenance document.|Y|
TEM-10030|KFS-TEM-PERM-030|1.0|27|KFS-TEM|Full Unmask Field TEMProfile accountNumber|Allows users to partially unmask the account number in the TEM Profile maintenance document.|Y|
TEM-10031|KFS-TEM-PERM-031|1.0|33|KFS-TEM|Upload Batch Input File(s) perDiemTxtInputFileType|Authorizes user to access the Per Diem TXT Batch Upload page.|Y|
TEM-10032|KFS-TEM-PERM-032|1.0|33|KFS-TEM|Upload Batch Input File(s) perDiemXmlInputFileType|Authorizes user to access the Per Diem XML Batch Upload page.|Y|
TEM-10033|KFS-TEM-PERM-033|1.0|1|KFS-TEM|Edit Taxable Indicator|Authorizes users to edit Taxable indicator for other expenses.|Y|
TEM-10034|KFS-TEM-PERM-034|1.0|33|KFS-TEM|Upload Batch Input File(s) agencyDataXmlInputFileType|Authorizes user to access the Travel Agency Data Upload page.|Y|
TEM-10035|KFS-TEM-PERM-035|1.0|33|KFS-TEM|Upload Batch Input File(s) creditCardDataXmlInputFileType|Authorizes user to access the Credit Card Data Upload page.|Y|
TEM-10036|KFS-TEM-PERM-036|1.0|41|KFS-TEM|Modify Accounting Lines TR Account sourceAccountingLines|Allows access to Modify the Accounting Lines on a TR doc|Y|
TEM-10037|KFS-TEM-PERM-037|1.0|41|KFS-TEM|Modify Accounting Lines TR APTravel sourceAccountingLines|Allows access to Modify the Accounting Lines on a TR doc|Y|
TEM-10038|KFS-TEM-PERM-038|1.0|41|KFS-TEM|Modify Accounting Lines TA APTravel sourceAccountingLines|Allows access to Modify the Accounting Lines on a TA doc|Y|
TEM-10045|KFS-TEM-PERM-045|1.0|4|KFS-TEM|Blanket Approve Document|Allows access to the Blanket Approval button on Taxable Ramification Documents.|Y|
TEM-10046|KFS-TEM-PERM-046|1.0|10|KFS-TEM|Initiate Document TXRF|Authorizes the initiation of Taxable Ramification Documents.|Y|
TEM-10047|KFS-TEM-PERM-047|1.0|10|KFS-TEM|Initiate Document TAAR|Authorizes the initiation of Travel Agency Audit Report.|Y|
TEM-10048|KFS-TEM-PERM-048|1.0|41|KFS-TEM|Modify Accounting Lines TAA Account sourceAccountingLines|Allows access to Modify the Accounting Lines on a TAA doc|Y|
TEM-10049|KFS-TEM-PERM-049|1.0|41|KFS-TEM|Modify Accounting Lines ENT EntertainmentManager sourceAccountingLines|Allows access to Modify the Accounting Lines on a ENT doc|Y|
TEM-10050|KFS-TEM-PERM-050|1.0|41|KFS-TEM|Modify Accounting Lines RELO MovingAndRelocationManager sourceAccountingLines|Allows access to Modify the Accounting Lines on a RELO doc|Y|
TEM-10051|KFS-TEM-PERM-051|1.0|10|KFS-AR|Initiate Document CRM|Authorizes the initiation of the Customer Credit Memo Document.|Y|
TEM-10052|KFS-TEM-PERM-052|1.0|40|KFS-TEM|Open Document TT|Authorizes users to open TT TEM Transactional Documents.|Y|
TEM-10053|KFS-TEM-PERM-053|1.0|41|KFS-TEM|Modify Accounting Lines TT PreRoute sourceAccountingLines|Allows access to Modify the Accounting Lines on a TT doc that has not yet been submitted for routing.|Y|
TEM-10054|KFS-TEM-PERM-054|1.0|16|KFS-TEM|Edit Document TT P|Edit permission for the TT document in PreRoute status.|Y|
TEM-10055|KFS-TEM-PERM-055|1.0|41|KFS-TEM|Modify Accounting Lines TR PreRoute sourceAccountingLines|Allows access to Modify the Accounting Lines on a TR doc that has not yet been submitted for routing.|Y|
TEM-10056|KFS-TEM-PERM-056|1.0|TEM-10007|KFS-TEM|Full Edit Agency Data|Allows full edit on Agency Data|Y|
TEM-10057|KFS-TEM-PERM-057|1.0|44|KFS-TEM|Modify Maintenance Document Section AgencyStagingData airline|Authorizes users to see and edit the airline section on Agency Audit Maintenance Document.|Y|
TEM-10058|KFS-TEM-PERM-058|1.0|44|KFS-TEM|Modify Maintenance Document Section AgencyStagingData lodging|Authorizes users to see and edit the lodging section on Agency Audit Maintenance Document.|Y|
TEM-10059|KFS-TEM-PERM-059|1.0|44|KFS-TEM|Modify Maintenance Document Section AgencyStagingData rentalcar|Authorizes users to see and edit the car rental section on Agency Audit Maintenance Document.|Y|
TEM-10060|KFS-TEM-PERM-060|1.0|23|KFS-TEM|Look Up Records TEM Profile Accounts|Authorizes specific roles to view the TEM Profile Accounts lookup.|Y|
TEM-10061|KFS-TEM-PERM-061|1.0|40|KFS-TEM|Open Document ENT|Authorizes users to open ENT documents.|Y|
TEM-10062|KFS-TEM-PERM-062|1.0|16|KFS-TEM|Edit Document ENT P|Edit permission for the ENT document in PreRoute status.|Y|
TEM-10063|KFS-TEM-PERM-063|1.0|40|KFS-TEM|Open Document RELO|Authorizes users to open RELO documents.|Y|
TEM-10064|KFS-TEM-PERM-064|1.0|16|KFS-TEM|Edit Document RELO P|Edit permission for the RELO document in PreRoute status.|Y|
TEM-10065|KFS-TEM-PERM-065|1.0|10|KFS-TEM|Initiate CTS Card Application|Authorizes users to initiate a CTS Card Application.|Y|
TEM-10066|KFS-TEM-PERM-066|1.0|10|KFS-TEM|Initiate Credit Card Imported Expense Clearing Document|Authorizes users to initiate a Credit Card Imported Expense Clearing Document.|Y|
TEM-11001|KFS-TEM-PERM-101|1.0|1|KFS-FP|Pay AR Customers|Allows users to select AR customers for payment on the disbursement voucher document.|Y|
